"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
2.96534050955633e-123	0.302724398300563	0.905	0.799	1.08534427990271e-118	"S6"	"KDM5B"
3.4335166056942e-123	0.4211302706292	0.553	0.395	1.25670141285013e-118	"S6"	"CD9"
8.92210853287406e-123	0.530387263811519	0.452	0.304	3.26558094411723e-118	"S6"	"HS6ST1"
1.21475679849023e-122	0.283915573548209	0.94	0.867	4.44613135815408e-118	"S6"	"ENAH"
3.72894037667166e-122	0.289356333408348	0.877	0.756	1.36482946726559e-117	"S6"	"PTPN11"
4.00210879294266e-122	0.429088655971654	0.867	0.753	1.46481183930494e-117	"S6"	"FAM20C"
4.01175405735166e-122	0.442072913722212	0.496	0.337	1.46834210253128e-117	"S6"	"CASTOR2"
5.14943135296373e-122	0.271590823374206	0.927	0.845	1.88474336949826e-117	"S6"	"CTTN"
9.1224189323742e-122	0.425253456845352	0.693	0.548	3.33889655343828e-117	"S6"	"TNS1"
1.06863105313078e-121	0.360421188971799	0.752	0.586	3.91129651756395e-117	"S6"	"ADGRA2"
1.71767265447871e-121	0.440198474560912	0.584	0.432	6.28685368265752e-117	"S6"	"HYOU1"
2.08659907827875e-121	0.354371156810286	0.996	0.983	7.63716128640805e-117	"S6"	"MT2A"
3.81303192778381e-121	0.31904783720179	0.806	0.66	1.39560781588815e-116	"S6"	"CYFIP1"
1.08915734818327e-120	0.426865017871405	0.506	0.348	3.9864248100856e-116	"S6"	"MTA2"
4.13566936555358e-120	0.575238063433868	0.439	0.296	1.51369634448627e-115	"S6"	"SLIT2"
8.80425356096807e-120	0.371751486827798	0.555	0.378	3.22244484584992e-115	"S6"	"POMZP3"
9.15097959090933e-120	0.401989205358829	0.684	0.52	3.34935004006872e-115	"S6"	"ITSN1"
1.00852536441004e-119	0.301440289770278	0.897	0.769	3.69130368627718e-115	"S6"	"CYB5A"
3.19225948820444e-119	0.476337657935237	0.5	0.347	1.16839889527771e-114	"S6"	"UPF1"
4.00908466088793e-119	0.600231558005453	0.531	0.385	1.46736507673159e-114	"S6"	"MIR503HG"
5.49326649827732e-119	0.499771913430048	0.428	0.283	2.01059047103448e-114	"S6"	"RORA"
