"Cluster"	"cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"short_desc"
"0"	"0"	"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX"	"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX"	"38/341"	"428/17939"	2.44562844683278e-15	1.25558564460395e-11	1.05728379275181e-11	"CLEC3B/OGN/COLEC12/COL14A1/FGL2/ANGPTL2/SERPING1/SOD3/CXCL12/S100A4/FBLN1/CLU/FBLN2/SRPX/CTSL/LUM/DCN/S100A10/LGALS3/ADAMTS1/NID2/EMILIN2/CTSF/EFEMP1/KAZALD1/MXRA5/COL21A1/APOE/MGP/ADAMTS5/CRELD1/PLSCR1/WNT2/P3H2/CTSC/ANG/VIT/SFRP1"	38	"Collagen containing extracellular matrix"
"0"	"0"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"21/341"	"200/17939"	2.47003466037951e-10	6.3405789731942e-07	5.33917492114665e-07	"TGFBR3/GAS1/PMP22/NT5E/CAPG/CXCL12/FBLN1/FBLN2/CD44/LUM/DCN/IGFBP4/CRLF1/PCOLCE2/NID2/SFRP4/MXRA5/MSX1/WIPF1/MGP/SFRP1"	21	"Epithelial mesenchymal transition"
"0"	"0"	"GOMF_SULFUR_COMPOUND_BINDING"	"GOMF_SULFUR_COMPOUND_BINDING"	"23/341"	"271/17939"	2.33833974441725e-09	4.00167874927938e-06	3.36967064221812e-06	"CLEC3B/CCN5/CFH/PTGES/LXN/GSTM1/TGFBR3/GSTM2/GSTM3/SOD3/FGF7/APLP2/TKT/ADAMTS1/PCOLCE2/GSTM4/GPNMB/APOE/ADAMTS5/FBLN7/ANG/FGFRL1/SFRP1"	23	"Sulfur compound binding"
"0"	"0"	"GOMF_HEPARIN_BINDING"	"GOMF_HEPARIN_BINDING"	"17/341"	"173/17939"	3.51742985494828e-08	4.24108111861774e-05	3.57126282044636e-05	"CLEC3B/CCN5/CFH/LXN/TGFBR3/SOD3/FGF7/APLP2/ADAMTS1/PCOLCE2/GPNMB/APOE/ADAMTS5/FBLN7/ANG/FGFRL1/SFRP1"	17	"Heparin binding"
"0"	"0"	"GOMF_GLYCOSAMINOGLYCAN_BINDING"	"GOMF_GLYCOSAMINOGLYCAN_BINDING"	"20/341"	"242/17939"	4.1303867536207e-08	4.24108111861774e-05	3.57126282044636e-05	"CLEC3B/CCN5/CFH/LXN/TGFBR3/SOD3/FGF7/APLP2/CD44/DCN/ADAMTS1/PCOLCE2/GPNMB/APOE/ADAMTS5/FBLN7/ANG/VIT/FGFRL1/SFRP1"	20	"Glycosaminoglycan binding"
"0"	"0"	"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	"11/341"	"68/17939"	5.8111372306589e-08	4.97239642370047e-05	4.1870772993537e-05	"AKR1C3/ALDH1A3/AKR1C1/ADH1B/GSTM1/EPHX1/GSTM2/GSTM3/AKR1C2/GSTM5/GSTM4"	11	"Metabolismofxenobioticsbycytochromep450."
"0"	"0"	"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT"	"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT"	"21/341"	"285/17939"	1.35246274851654e-07	9.07743270867531e-05	7.64378162805846e-05	"OGN/PDGFD/CD44/CTSK/SOX9/CSF1/NAMPT/EFEMP1/OSR2/MSX1/CRIP1/MGP/OSR1/ERRFI1/RARA/GLI3/SHOX2/ID4/HMGA2/VPS13B/PPARG"	21	"Connective tissue development"
"0"	"0"	"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION"	"WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION"	"9/341"	"45/17939"	1.41448113886643e-07	9.07743270867531e-05	7.64378162805846e-05	"AKR1C3/AKR1C1/PTGES/S100A10/AKR1C2/PTGFR/SOX9/PTGER2/PPARG"	9	"Prostaglandin synthesis and regulation"
"0"	"0"	"KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS"	"KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS"	"6/341"	"17/17939"	4.68247034558567e-07	0.00026710891949152	0.00022492287379322	"GSTM1/GSTM2/GSTM3/GSTM5/GSTM4/GSTT2B"	6	"Medicus env factor dce to downa adducts"
"0"	"0"	"GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY"	"GOMF_GLUTATHIONE_TRANSFERASE_ACTIVITY"	"7/341"	"27/17939"	5.39864443375893e-07	0.000277166405229183	0.00023339192304682	"PTGES/GSTM1/GSTM2/GSTM3/GSTM5/GSTM4/GSTT2B"	7	"Glutathione transferase activity"
"0"	"0"	"HALLMARK_UV_RESPONSE_DN"	"HALLMARK_UV_RESPONSE_DN"	"14/341"	"144/17939"	6.54404602071464e-07	0.000287532063018491	0.000242120472970074	"ID1/TFPI/TGFBR3/PMP22/LPAR1/PLPP3/CAV1/PTGFR/EFEMP1/ATP2B4/LDLR/RND3/DBP/PPARG"	14	"UV response down"
"0"	"0"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"15/341"	"166/17939"	6.72065593342791e-07	0.000287532063018491	0.000242120472970074	"OGN/COL14A1/FGL2/FBLN1/FBLN2/SRPX/LUM/DCN/NID2/EMILIN2/EFEMP1/MXRA5/COL21A1/MGP/CRELD1"	15	"ECM structural constituent"
"0"	"0"	"GOMF_OLIGOPEPTIDE_BINDING"	"GOMF_OLIGOPEPTIDE_BINDING"	"5/341"	"11/17939"	1.0137021977703e-06	0.000400334391027133	0.000337107281477136	"PTGES/GSTM1/GSTM2/GSTM3/GSTM4"	5	"Oligopeptide binding"
"0"	"0"	"WP_COMPLEMENT_AND_COAGULATION_CASCADES"	"WP_COMPLEMENT_AND_COAGULATION_CASCADES"	"9/341"	"58/17939"	1.36783328666233e-06	0.000501266376576611	0.000422098498882607	"C3/TFPI/CFH/MASP1/SERPING1/CLU/PLAU/PROS1/F10"	9	"Complement and coagulation cascades"
"0"	"0"	"HALLMARK_COMPLEMENT"	"HALLMARK_COMPLEMENT"	"16/341"	"200/17939"	1.46454921087829e-06	0.000501266376576611	0.000422098498882607	"C3/CFH/SERPING1/ADAM9/CLU/CTSL/S100A13/LGALS3/APOC1/ERAP2/CPM/PLSCR1/CTSO/F10/CTSC/ANG"	16	"Complement"
"0"	"0"	"WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES"	"WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES"	"9/341"	"59/17939"	1.58732016114339e-06	0.000509331356706884	0.000428889730382624	"C3/TFPI/CFH/MASP1/SERPING1/CLU/PLAU/PROS1/F10"	9	"Dengue2interactinswthcmplmntandcgltncscds."
"0"	"0"	"KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY"	"KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY"	"6/341"	"21/17939"	1.92517696840861e-06	0.000581403444459401	0.000489579059396544	"GSTM1/GSTM2/GSTM3/GSTM5/GSTM4/GSTT2B"	6	"Medicusenvfactortcddtoahrsignalingpathway."
"0"	"0"	"HALLMARK_COAGULATION"	"HALLMARK_COAGULATION"	"13/341"	"138/17939"	2.34970533180032e-06	0.00067018817630349	0.000564341508637655	"C3/CFH/SERPING1/ADAM9/CLU/S100A13/PLAU/APOC1/CTSK/PROS1/CTSO/F10/ANG"	13	"Coagulation"
"0"	"0"	"KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY"	"6/341"	"22/17939"	2.60492229369122e-06	0.000703877423990038	0.000592710019955116	"GSTM1/GSTM2/GSTM3/GSTM5/GSTM4/GSTT2B"	6	"Keap1 NRF2 signaling pathway"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY"	"23/341"	"407/17939"	3.59143558069513e-06	0.000921921513564439	0.000776317154206047	"CAMK2N1/SERPING1/PYCARD/ZFP36/EIF4A2/CD44/CAV1/LGALS3/APOC1/PLA2R1/PKIG/ATP2B4/BIN1/DEPTOR/PDCD4/APOE/RASA4/ERRFI1/SPRY2/PPP2R5A/NES/PPARG/CDKN1C"	23	"Negative regulation of catalytic activity"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"	"21/341"	"351/17939"	3.97981036042822e-06	0.000937896317461927	0.000789768965578524	"CAMK2N1/PYCARD/FBLN1/PLPP3/CAV1/LGALS3/BDKRB2/APOC1/SOCS3/PKIG/DEPTOR/PDCD4/APOE/ERRFI1/SLC27A1/SPRY2/PPP2R5A/PPARG/CDKN2C/CDKN1C/SFRP1"	21	"Negativregulationofphosphorusmetablcprcss."
"0"	"0"	"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"	"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"	"18/341"	"268/17939"	4.01903369383763e-06	0.000937896317461927	0.000789768965578524	"CLEC3B/ID1/PDGFD/TGFBR3/ZFP36L2/ADAM9/CAV1/CTSK/SOX9/MXRA5/SMAD6/PEG10/WNT2/SPRY2/PENK/PPARG/CDKN1C/SFRP1"	18	"Response to TGFb"
"0"	"0"	"GOMF_COLLAGEN_BINDING"	"GOMF_COLLAGEN_BINDING"	"9/341"	"68/17939"	5.35726345864412e-06	0.00119583437376865	0.00100696938327924	"COL14A1/CCBE1/ADAM9/CD44/CTSL/LUM/PCOLCE2/CTSK/NID2"	9	"Collagen binding"
"0"	"0"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"9/341"	"69/17939"	6.05900198519172e-06	0.00129612150799893	0.00109141759443782	"C3/TFPI/CFH/MASP1/SERPING1/BDKRB2/PLAU/PROS1/F10"	9	"Complement and coagulation cascades"
"0"	"0"	"HALLMARK_HYPOXIA"	"HALLMARK_HYPOXIA"	"15/341"	"200/17939"	6.88462407746529e-06	0.00141382640054827	0.00119053267731158	"SELENBP1/CCN5/LXN/AKAP12/ZFP36/PAM/S100A4/SRPX/CAV1/DCN/ACKR3/ADM/TES/ERRFI1/CDKN1C"	15	"Hypoxia"
"0"	"0"	"GOBP_REGULATION_OF_KINASE_ACTIVITY"	"GOBP_REGULATION_OF_KINASE_ACTIVITY"	"25/341"	"494/17939"	9.37168154348491e-06	0.00184635434627929	0.00155474900050623	"CAMK2N1/PDGFD/PYCARD/ADAM9/CCNG1/SNX9/PDGFRA/CAV1/PKIG/CSF1/DEPTOR/PDCD4/LDB2/APOE/ERRFI1/EPHA4/SPRY2/MAP3K12/PPP2R5A/ANG/HMGA2/ROR1/PPARG/CDKN2C/CDKN1C"	25	"Regulation of kinase activity"
"0"	"0"	"GOBP_REGULATION_OF_COAGULATION"	"GOBP_REGULATION_OF_COAGULATION"	"9/341"	"73/17939"	9.71008323910027e-06	0.00184635434627929	0.00155474900050623	"TFPI/SERPING1/PROCR/PDGFRA/CAV1/PLAU/EMILIN2/APOE/PROS1"	9	"Regulation of coagulation"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION"	"18/341"	"290/17939"	1.19215781908633e-05	0.00218590651542473	0.00184067374548405	"CAMK2N1/PYCARD/FBLN1/PLPP3/CAV1/BDKRB2/SOCS3/PKIG/DEPTOR/PDCD4/APOE/ERRFI1/SPRY2/PPP2R5A/PPARG/CDKN2C/CDKN1C/SFRP1"	18	"Negative regulation of phosphorylation"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY"	"14/341"	"194/17939"	2.14900173548575e-05	0.00380447410689098	0.00320361166157531	"CAMK2N1/PYCARD/ZFP36/EIF4A2/CAV1/PKIG/DEPTOR/PDCD4/APOE/ERRFI1/SPRY2/PPP2R5A/PPARG/CDKN1C"	14	"Negativeregulationoftransferaseactivity."
"0"	"0"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"15/341"	"222/17939"	2.38845538872961e-05	0.00380744111325015	0.00320611007158025	"ALDH1A3/CCBE1/SAV1/FGF7/PDGFRA/SOX9/ACE/MSX1/ERRFI1/RARA/GLI3/WNT2/SPRY2/HS6ST1/FGFRL1"	15	"Respiratory system development"
"0"	"0"	"HALLMARK_XENOBIOTIC_METABOLISM"	"HALLMARK_XENOBIOTIC_METABOLISM"	"14/341"	"196/17939"	2.40977503672636e-05	0.00380744111325015	0.00320611007158025	"AKR1C3/PTGES/IL1R1/EPHX1/CYB5A/FBLN1/IGFBP4/AKR1C2/GSTM4/APOE/TMEM97/PROS1/F10/BPHL"	14	"Xenobiotic metabolism"
"0"	"0"	"WP_ENDOCHONDRAL_OSSIFICATION"	"WP_ENDOCHONDRAL_OSSIFICATION"	"8/341"	"63/17939"	2.44732288152036e-05	0.00380744111325015	0.00320611007158025	"ADAMTS1/PLAU/SOX9/MGP/ADAMTS5/GLI3/CDKN1C/ALPL"	8	"Endochondral ossification"
"0"	"0"	"WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS"	"WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS"	"8/341"	"63/17939"	2.44732288152036e-05	0.00380744111325015	0.00320611007158025	"ADAMTS1/PLAU/SOX9/MGP/ADAMTS5/GLI3/CDKN1C/ALPL"	8	"Endochondralossificationwithskeltldysplss."
"0"	"0"	"HALLMARK_IL2_STAT5_SIGNALING"	"HALLMARK_IL2_STAT5_SIGNALING"	"14/341"	"198/17939"	2.69798746109336e-05	0.00407396106625098	0.00343053699774317	"FGL2/NT5E/CAPG/SNX9/CD44/CD81/WLS/PLPP1/CSF1/PTGER2/PLSCR1/MAP3K8/PENK/CDKN1C"	14	"Il2 stat5 signaling"
"0"	"0"	"HALLMARK_ADIPOGENESIS"	"HALLMARK_ADIPOGENESIS"	"14/341"	"199/17939"	2.85313588600064e-05	0.00418514275392207	0.00352415912294875	"C3/GPX3/CMBL/APLP2/TKT/STOM/NABP1/PDCD4/APOE/SNCG/FZD4/SLC27A1/PPARG/CDKN2C"	14	"Adipogenesis"
"0"	"0"	"GOMF_PEPTIDASE_REGULATOR_ACTIVITY"	"GOMF_PEPTIDASE_REGULATOR_ACTIVITY"	"15/341"	"226/17939"	2.94157150911791e-05	0.00419500781328092	0.00353246613682668	"C3/RARRES1/TFPI/LXN/SERPING1/PYCARD/FBLN1/APLP2/CAV1/CTSL/PCOLCE2/CTSK/BIN1/PROS1/CTSC"	15	"Peptidase regulator activity"
"0"	"0"	"GOCC_ENDOPLASMIC_RETICULUM_LUMEN"	"GOCC_ENDOPLASMIC_RETICULUM_LUMEN"	"18/341"	"311/17939"	3.03635605403645e-05	0.00421314918416841	0.00354774233682153	"C3/COL14A1/PDGFD/SERPING1/ADAMTSL1/FAM20C/CLU/APLP2/IGFBP4/ERAP2/CSF1/COL21A1/APOE/ADAMTS5/P3H2/F10/CTSC/PENK"	18	"ER lumen"
"0"	"0"	"GOBP_RESPONSE_TO_PROSTAGLANDIN"	"GOBP_RESPONSE_TO_PROSTAGLANDIN"	"6/341"	"33/17939"	3.24139052951295e-05	0.00437928920487355	0.00368764290989188	"AKR1C3/TGFBR3/AKR1C2/PTGFR/PTGER2/SFRP1"	6	"Response to prostaglandin"
"0"	"0"	"KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM"	"KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM"	"4/341"	"11/17939"	3.80937057917522e-05	0.00483996973492746	0.00407556551808318	"AKR1C3/AKR1C1/EPHX1/AKR1C2"	4	"Medicusenvfactorbenzapyrenrtcypmdtdmtblsm."
"0"	"0"	"GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS"	"GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS"	"5/341"	"21/17939"	3.81742148803547e-05	0.00483996973492746	0.00407556551808318	"AKR1C3/AKR1C2/PTGFR/PTGER2/SFRP1"	5	"Cell response to prostaglandin stimulus"
"0"	"0"	"REACTOME_GLUTATHIONE_CONJUGATION"	"REACTOME_GLUTATHIONE_CONJUGATION"	"6/341"	"34/17939"	3.87347055430057e-05	0.00483996973492746	0.00407556551808318	"GSTM1/GSTM2/GSTM3/GSTM5/GSTM4/GSTT2B"	6	"Glutathione conjugation"
"0"	"0"	"GOBP_CARTILAGE_DEVELOPMENT"	"GOBP_CARTILAGE_DEVELOPMENT"	"14/341"	"205/17939"	3.95946102195079e-05	0.00483996973492746	0.00407556551808318	"OGN/CD44/CTSK/SOX9/EFEMP1/OSR2/MSX1/MGP/OSR1/ERRFI1/RARA/GLI3/SHOX2/HMGA2"	14	"Cartilage development"
"0"	"0"	"WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II"	"WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II"	"13/341"	"181/17939"	4.43115158696948e-05	0.00529058889476774	0.00445501580604251	"AKR1C3/GPX3/AKR1C1/GSTM1/EPHX1/GSTM2/GSTM3/AKR1C2/GSTM5/GSTM4/HNMT/HS6ST1/GSTT2B"	13	"Metapathwaybiotransformationphaseiandii."
"0"	"0"	"HALLMARK_APOPTOSIS"	"HALLMARK_APOPTOSIS"	"12/341"	"159/17939"	5.37096848570633e-05	0.00606390561339236	0.00510619817403121	"GPX3/GSTM1/TGFBR3/CLU/CD44/CAV1/LUM/DCN/LGALS3/DPYD/PDCD4/RARA"	12	"Apoptosis"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_COAGULATION"	"GOBP_NEGATIVE_REGULATION_OF_COAGULATION"	"7/341"	"52/17939"	5.40957772861778e-05	0.00606390561339236	0.00510619817403121	"TFPI/SERPING1/PROCR/PDGFRA/PLAU/APOE/PROS1"	7	"Negative regulation of coagulation"
"0"	"0"	"GOMF_PROTEOGLYCAN_BINDING"	"GOMF_PROTEOGLYCAN_BINDING"	"6/341"	"36/17939"	5.4331838374766e-05	0.00606390561339236	0.00510619817403121	"CFH/CTSL/CTSK/GPNMB/APOE/FBLN7"	6	"Proteoglycan binding"
"0"	"0"	"REACTOME_SPHINGOLIPID_CATABOLISM"	"REACTOME_SPHINGOLIPID_CATABOLISM"	"4/341"	"12/17939"	5.62852035388999e-05	0.00614826031848324	0.0051772302560865	"PLPP2/PLPP3/PLPP1/ALDH3A2"	4	"Sphingolipid catabolism"
"0"	"0"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"17/341"	"300/17939"	6.54504668431594e-05	0.00700047284943293	0.00589484796765035	"COL14A1/ADAM9/FBLN1/FBLN2/CD44/CTSL/LUM/DCN/ADAMTS1/PCOLCE2/CTSK/NID2/EMILIN2/EFEMP1/COL21A1/ADAMTS5/P3H2"	17	"Extracellular matrix organization"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY"	"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY"	"12/341"	"164/17939"	7.25241303848506e-05	0.00759875276318006	0.00639863809861615	"CAMK2N1/PYCARD/CAV1/PKIG/DEPTOR/PDCD4/APOE/ERRFI1/SPRY2/PPP2R5A/PPARG/CDKN1C"	12	"Negative regulation of kinase activity"
"0"	"0"	"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	"8/341"	"74/17939"	7.94607897037757e-05	0.00815903388678369	0.00687043080659804	"GSTM2/CLU/LGALS3/ERRFI1/TMEM97/PLSCR1/LDLR/PPARG"	8	"Cholesterol homeostasis"
"0"	"0"	"GOCC_PROTEIN_LIPID_COMPLEX"	"GOCC_PROTEIN_LIPID_COMPLEX"	"6/341"	"39/17939"	8.67461415321482e-05	0.00857529734947475	0.00722095138996839	"CLU/PCYOX1/APOC1/BIN1/APOE/LDLR"	6	"Protein lipid complex"
"0"	"0"	"GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT"	"GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT"	"17/341"	"307/17939"	8.68553685572043e-05	0.00857529734947475	0.00722095138996839	"C3/AKR1C3/PDGFRA/RAB13/LGR4/ADAMTS1/SOX9/ACE/CRIP1/OSR1/ERRFI1/PLEKHA5/FZD4/RARA/ID4/ANG/SFRP1"	17	"Reproductive system development"
"0"	"0"	"GOBP_AMIDE_METABOLIC_PROCESS"	"GOBP_AMIDE_METABOLIC_PROCESS"	"21/341"	"435/17939"	9.56327924203754e-05	0.00891623629231227	0.00750804388750466	"GSTM1/PLAAT4/PLPP2/GSTM2/GSTM3/PAM/CLU/PLPP3/CTSL/ST6GALNAC6/GSTM5/GSTM4/PLPP1/SUCLG2/BIN1/ACE/APOE/EPHA4/CPE/BTD/GSTT2B"	21	"Amide metabolic process"
"0"	"0"	"GOMF_KINASE_INHIBITOR_ACTIVITY"	"GOMF_KINASE_INHIBITOR_ACTIVITY"	"8/341"	"76/17939"	9.61970108987534e-05	0.00891623629231227	0.00750804388750466	"CAMK2N1/CAV1/SOCS3/PKIG/DEPTOR/SPRY2/CDKN2C/CDKN1C"	8	"Kinase inhibitor activity"
"0"	"0"	"GOBP_ZYMOGEN_ACTIVATION"	"GOBP_ZYMOGEN_ACTIVATION"	"7/341"	"57/17939"	9.85616958075827e-05	0.00891623629231227	0.00750804388750466	"CLEC3B/MASP1/CTSL/S100A10/C1RL/PLAU/PRSS12"	7	"Zymogen activation"
"0"	"0"	"GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY"	"GOMF_PEPTIDASE_ACTIVATOR_ACTIVITY"	"7/341"	"57/17939"	9.85616958075827e-05	0.00891623629231227	0.00750804388750466	"PYCARD/FBLN1/CAV1/CTSL/PCOLCE2/CTSK/CTSC"	7	"Peptidase activator activity"
"0"	"0"	"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS"	"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS"	"19/341"	"372/17939"	9.89921053100505e-05	0.00891623629231227	0.00750804388750466	"SVIL/PYCARD/CAMK2D/CDC42EP5/LPAR1/CAPG/CXCL12/SNX9/PDGFRA/CAV1/S100A10/ANK2/BIN1/ASAP3/ARHGAP6/RND3/FHOD1/SSH3/SFRP1"	19	"Regulationofactinfilamentbasedprocess."
"0"	"0"	"HALLMARK_ESTROGEN_RESPONSE_LATE"	"HALLMARK_ESTROGEN_RESPONSE_LATE"	"13/341"	"197/17939"	0.000105387474722078	0.00932860853833017	0.00785528781639883	"CCN5/PTGES/ZFP36/CXCL12/CD44/CAV1/IGFBP4/ATP2B4/ALDH3A2/PDCD4/CLIC3/CPE/IMPA2"	13	"Estrogen response late"
"0"	"0"	"GOBP_LIPID_LOCALIZATION"	"GOBP_LIPID_LOCALIZATION"	"22/341"	"472/17939"	0.000108815199316679	0.00933828764563024	0.00786343824669456	"C3/AKR1C1/PTGES/CLU/CAV1/BDKRB2/ABCA6/OSBPL1A/APOC1/PLA2R1/ACE/APOE/TMEM97/PLSCR1/FZD4/SLC27A1/LDLR/SLC27A3/SLC43A3/ABCA9/VPS13B/PPARG"	22	"Lipid localization"
"0"	"0"	"GOCC_CHROMAFFIN_GRANULE"	"GOCC_CHROMAFFIN_GRANULE"	"4/341"	"14/17939"	0.000110442107349645	0.00933828764563024	0.00786343824669456	"CLU/CTSL/DNM1/PENK"	4	"Chromaffin granule"
"0"	"0"	"GOBP_REGULATION_OF_BLOOD_CIRCULATION"	"GOBP_REGULATION_OF_BLOOD_CIRCULATION"	"15/341"	"254/17939"	0.000110953554028719	0.00933828764563024	0.00786343824669456	"SVEP1/HSPB7/CAMK2D/GSTM2/CAV1/BDKRB2/ANK2/FXYD1/ADM/ATP2B4/BIN1/TMEM65/ACE/SHOX2/HRH1"	15	"Regulation of blood circulation"
"0"	"0"	"GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS"	"GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS"	"15/341"	"255/17939"	0.000115895291916074	0.0095968778822117	0.00808118784209366	"C3/LPAR1/SNX9/CLU/CAV1/CTSL/CD81/DNM1/APOC1/ACKR3/PLA2R1/ADM/SFRP4/APOE/LDLR"	15	"Receptor mediated endocytosis"
"0"	"0"	"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	"10/341"	"123/17939"	0.000121139344772671	0.00987189517560148	0.00831277007487653	"CTSL/TUBB3/OSBPL1A/DNM1/CTSK/CTSF/HLA-DMA/CTSO/CTSC/RILP"	10	"MHC II antigen presentation"
"0"	"0"	"WP_MARKERS_OF_KIDNEY_CELL_LINEAGE"	"WP_MARKERS_OF_KIDNEY_CELL_LINEAGE"	"7/341"	"59/17939"	0.000123115451682553	0.00987616763965981	0.00831636776414878	"NT5E/FGF7/DCN/OSR1/EMX2/RARA/SFRP1"	7	"Markers of kidney cell lineage"
"0"	"0"	"GOMF_ENZYME_INHIBITOR_ACTIVITY"	"GOMF_ENZYME_INHIBITOR_ACTIVITY"	"19/341"	"379/17939"	0.000126197184845939	0.00996763610767771	0.00839339009169671	"C3/RARRES1/CAMK2N1/TFPI/LXN/SERPING1/APLP2/CAV1/LGALS3/APOC1/SOCS3/PKIG/ATP2B4/BIN1/DEPTOR/PROS1/SPRY2/CDKN2C/CDKN1C"	19	"Enzyme inhibitor activity"
"0"	"0"	"GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS"	"GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS"	"7/341"	"60/17939"	0.000137132275530554	0.0106672288268768	0.00898249211489612	"PTGES/GSTM1/GSTM2/GSTM3/GSTM5/GSTM4/GSTT2B"	7	"Trnsfrsactvtytrnsfrrngalkylorarylothrthmg."
"0"	"0"	"GOBP_FATTY_ACID_METABOLIC_PROCESS"	"GOBP_FATTY_ACID_METABOLIC_PROCESS"	"19/341"	"385/17939"	0.000154556460999781	0.0118431771757145	0.00997271618736998	"C3/AKR1C3/AKR1C1/PTGES/GSTM1/EPHX1/GSTM2/CAV1/AKR1C2/APOC1/CYGB/SOX9/GSTM4/ALDH3A2/AUH/SLC27A1/SLC27A3/PEX5/PPARG"	19	"Fatty acid metabolic process"
