"Cluster"	"cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"short_desc"
"0"	"0"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"42/267"	"200/17939"	2.66556768917041e-36	1.35037659133373e-32	1.08895454754425e-32	"CDH2/MYLK/ACTA2/INHBA/GREM1/RHOB/COL4A1/COL4A2/IL6/FGF2/GADD45B/COL11A1/CCN2/GLIPR1/PVR/PLOD2/FBLN5/TNC/FERMT2/POSTN/SERPINE1/THBS1/PTX3/ITGA5/COL12A1/TAGLN/CCN1/DAB2/TPM1/FLNA/LOX/MYL9/TPM2/SERPINH1/TPM4/CALD1/CAP2/BDNF/SNTB1/ENO2/FSTL3/SFRP1"	42	"Epithelial mesenchymal transition"
"0"	"0"	"GOCC_CELL_SUBSTRATE_JUNCTION"	"GOCC_CELL_SUBSTRATE_JUNCTION"	"50/267"	"436/17939"	5.41566077341818e-30	1.37178687390683e-26	1.10621997166505e-26	"CNN1/CDH2/SYNPO2/LMO7/NEXN/RHOB/NEDD9/FBLIM1/CORO1C/VASP/PDLIM1/MME/CSRP1/FZD2/DLC1/PVR/FLNC/PALLD/KRAS/FHL3/LPP/AJUBA/FHL1/TNC/FERMT2/ACTN4/ACTR3/ITGA5/ACTR2/TGFB1I1/ANXA6/CAP1/ACTN1/PDLIM7/PARVA/MYH9/CNN3/ARPC5/TLN1/DAB2/CNN2/FLNA/HSPB1/CFL1/TPM4/ACTB/PFN1/TNS1/SNTB1/ARHGAP26"	50	"Cell substrate junction"
"0"	"0"	"GOCC_ACTIN_FILAMENT_BUNDLE"	"GOCC_ACTIN_FILAMENT_BUNDLE"	"28/267"	"95/17939"	6.28377384326696e-29	1.06111994299968e-25	8.55695659148038e-26	"MYLK/SYNPO2/ACTA2/MYH10/FBLIM1/PDLIM1/PALLD/FHL3/LPP/RFLNB/PLS3/PDLIM5/MYO1C/FERMT2/ACTN4/ACTN1/PDLIM7/MYH9/SEPTIN11/CNN2/TPM1/FLNA/MYL9/TPM4/CALD1/DAAM1/ROR1/LIMCH1"	28	"Actin filament bundle"
"0"	"0"	"GOMF_ACTIN_BINDING"	"GOMF_ACTIN_BINDING"	"48/267"	"433/17939"	4.06410690779304e-28	5.14719139871988e-25	4.1507365550381e-25	"CNN1/MYLK/LMOD1/SYNPO2/PAWR/MYH10/NEXN/CORO1C/VASP/GBP1/PDLIM1/MICAL2/FLNC/PALLD/FHL3/PLS3/AJUBA/PDLIM5/MYO1C/FERMT2/ACTN4/ACTR3/ACTR2/WDR1/CAP1/ACTN1/PDLIM7/PARVA/MYH9/TAGLN/CNN3/ARPC5/TLN1/CNN2/TPM1/FLNA/TPM2/CFL1/TPM4/CALD1/PFN1/DAAM1/CAP2/TNS1/SNTB1/COBLL1/STK38L/LIMCH1"	48	"Actin binding"
"0"	"0"	"GOCC_ACTOMYOSIN"	"GOCC_ACTOMYOSIN"	"25/267"	"92/17939"	6.06421695883342e-25	6.14426462269002e-22	4.95478442468053e-22	"MYLK/SYNPO2/ACTA2/MYH10/FBLIM1/PDLIM1/PALLD/FHL3/LPP/PDLIM5/MYO1C/FERMT2/ACTN4/ACTN1/PDLIM7/MYH9/SEPTIN11/CNN2/TPM1/MYL9/TPM4/CALD1/DAAM1/ROR1/LIMCH1"	25	"Actomyosin"
"0"	"0"	"GOBP_ACTIN_FILAMENT_ORGANIZATION"	"GOBP_ACTIN_FILAMENT_ORGANIZATION"	"40/267"	"451/17939"	6.73957385452377e-20	5.69044685783624e-17	4.5888221279661e-17	"CNN1/LMOD1/SYNPO2/PAWR/RHOB/NEDD9/CORO1C/VASP/SWAP70/PDLIM1/MICAL2/CCN2/DLC1/MYADM/CDC42EP3/TGFBR1/RHOBTB1/RFLNB/PLS3/MYO1C/FERMT2/ACTR3/ACTR2/WDR1/CAP1/ACTN1/CNN3/ARPC5/CNN2/TPM1/FLNA/TPM2/CFL1/TPM4/CALD1/PFN1/SRF/CAP2/LIMCH1/SFRP1"	40	"Actin filament organization"
"0"	"0"	"HALLMARK_HYPOXIA"	"HALLMARK_HYPOXIA"	"27/267"	"200/17939"	2.47375198610335e-18	1.79028965165708e-15	1.4437039786567e-15	"F3/ADM/IL6/SLC2A1/AK4/PFKP/GYS1/CCN2/SDC2/STC2/PGM1/SERPINE1/CITED2/MYH9/CCN1/PGK1/LOX/CAVIN1/TPI1/KLF7/JMJD6/NDST1/ALDOC/ATF3/SDC3/PDK1/ENO2"	27	"Hypoxia"
"0"	"0"	"GOCC_CONTRACTILE_MUSCLE_FIBER"	"GOCC_CONTRACTILE_MUSCLE_FIBER"	"27/267"	"248/17939"	6.35623401302399e-16	4.02508518874744e-13	3.24586107954554e-13	"LMOD1/SYNPO2/ACTA2/NEXN/CORO1C/SLC2A1/PDLIM1/CSRP1/FLNC/PALLD/PRKD1/FHL3/PDLIM5/FERMT2/ACTN4/ACTN1/PDLIM7/PARVA/TPM1/FLNA/MYL9/CALM2/HSPB1/TPM2/TPM4/CALD1/KRT8"	27	"Contractile muscle fiber"
"0"	"0"	"GOMF_ACTIN_FILAMENT_BINDING"	"GOMF_ACTIN_FILAMENT_BINDING"	"24/267"	"210/17939"	9.42858708737444e-15	5.30724690940432e-12	4.27980660656143e-12	"CNN1/MYH10/NEXN/CORO1C/FLNC/PLS3/AJUBA/MYO1C/FERMT2/ACTN4/ACTR3/ACTR2/WDR1/ACTN1/MYH9/CNN3/ARPC5/TLN1/CNN2/TPM1/FLNA/TPM2/CFL1/TPM4"	24	"Actin filament binding"
"0"	"0"	"GOCC_I_BAND"	"GOCC_I_BAND"	"19/267"	"145/17939"	5.26395435769606e-13	2.66671927760883e-10	2.15046388023352e-10	"SYNPO2/NEXN/SLC2A1/PDLIM1/CSRP1/FLNC/PALLD/PRKD1/FHL3/PDLIM5/FERMT2/ACTN4/ACTN1/PDLIM7/PARVA/FLNA/MYL9/HSPB1/KRT8"	19	"I band"
"0"	"0"	"REACTOME_SMOOTH_MUSCLE_CONTRACTION"	"REACTOME_SMOOTH_MUSCLE_CONTRACTION"	"12/267"	"42/17939"	6.86713135910178e-13	3.16262613320087e-10	2.55036715834201e-10	"MYLK/LMOD1/ACTA2/ANXA6/TLN1/TPM1/MYL9/MYL12A/TPM2/TPM4/CALD1/MYL6"	12	"Smooth muscle contraction"
"0"	"0"	"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION"	"22/267"	"210/17939"	7.66530050029332e-13	3.23603436120717e-10	2.60956414400337e-10	"CNN1/LMOD1/MYH10/PDLIM1/CSRP1/CCN2/DLC1/FLNC/TGFBR1/PRKD1/FERMT2/WDR1/MYH9/CNN3/CNN2/TPM1/MYL9/PFN1/SRF/KRT8/LIMCH1/SFRP1"	22	"Actomyosin structure"
"0"	"0"	"GOBP_WOUND_HEALING"	"GOBP_WOUND_HEALING"	"30/267"	"423/17939"	1.40933128711169e-12	5.49205561577523e-10	4.42883783423519e-10	"MYLK/F3/IL6/FGF2/CSRP1/DSP/TGFBR1/PAPSS2/AJUBA/FERMT2/SERPINE1/THBS1/GAS6/ITGA5/ACTN1/MYH9/CCN1/TLN1/CNN2/TPM1/FLNA/MYL9/HIF1A/MYL12A/HSPB1/ACTB/SRF/PEAR1/NRG1/HPS5"	30	"Wound healing"
"0"	"0"	"GOBP_CELL_SUBSTRATE_ADHESION"	"GOBP_CELL_SUBSTRATE_ADHESION"	"27/267"	"351/17939"	3.02805282967998e-12	1.09572254536848e-09	8.83599476089324e-10	"GREM1/NEDD9/CORO1C/GBP1/ADAMTS12/CCN2/DLC1/MYADM/COL8A1/AJUBA/FBLN5/FERMT2/POSTN/SERPINE1/THBS1/ACTN4/GAS6/ITGA5/ACTN1/PARVA/CCN1/TLN1/DAB2/FLNA/SRF/LIMCH1/SFRP1"	27	"Cell substrate adhesion"
"0"	"0"	"GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	"GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION"	"19/267"	"165/17939"	5.49334678099271e-12	1.8552863195006e-09	1.49611781452861e-09	"SYNPO2/PAWR/NEDD9/SWAP70/PDLIM1/CCN2/DLC1/TGFBR1/RFLNB/PLS3/FERMT2/ACTN1/TPM1/FLNA/CALD1/PFN1/SRF/LIMCH1/SFRP1"	19	"Actin filament bundle organization"
"0"	"0"	"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM"	"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM"	"30/267"	"498/17939"	8.30305872296908e-11	2.48648978419904e-08	2.00512536673312e-08	"RDH10/GREM1/ADM/RHOB/COL4A1/VASP/FOXD1/IRX3/FGF2/MICAL2/ADAMTS12/FZD2/DLC1/KIF26B/KRAS/AJUBA/TNC/FERMT2/ITGA5/TGFB1I1/WDR1/CITED2/CCN1/FLNA/HIF1A/ACTB/PFN1/SRF/SULF1/SFRP1"	30	"Morphogenesis of an epithelium"
"0"	"0"	"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS"	"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS"	"8/267"	"18/17939"	8.34392545033236e-11	2.48648978419904e-08	2.00512536673312e-08	"FBLIM1/VASP/FLNC/FERMT2/ACTN1/PARVA/FLNA/ACTB"	8	"Cell extracellular matrix interactions"
"0"	"0"	"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT"	"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT"	"23/267"	"293/17939"	8.89260921408182e-11	2.50277545991881e-08	2.01825826665798e-08	"KLF2/DDAH1/F3/GREM1/ADM/RHOB/COL4A2/IL6/FGF2/TGFBR1/PRKD1/ADAMTS1/RECK/SERPINE1/THBS1/ITGA5/PGK1/HIF1A/HSPB1/JCAD/ADM2/SULF1/SFRP1"	23	"Regulation of vasculature development"
"0"	"0"	"HALLMARK_MTORC1_SIGNALING"	"HALLMARK_MTORC1_SIGNALING"	"19/267"	"197/17939"	1.24926749801069e-10	3.33094165522219e-08	2.68609814946233e-08	"SLC2A1/AK4/SLC7A5/ATP2A2/PLOD2/PSAT1/PGM1/TXNRD1/ACTR3/ACTR2/MTHFD2/PGK1/SERPINH1/TPI1/SLC1A4/CTH/PSPH/SYTL2/PDK1"	19	"mTORC1 signaling"
"0"	"0"	"GOCC_CELL_LEADING_EDGE"	"GOCC_CELL_LEADING_EDGE"	"27/267"	"425/17939"	2.4018900482401e-10	6.08398749219217e-08	4.90617646169464e-08	"CDH2/MYLK/ACTA2/MYH10/NEDD9/CORO1C/VASP/SWAP70/DLC1/MYADM/PALLD/AJUBA/MYO1C/FERMT2/ACTR3/ITGA5/ACTN1/PDLIM7/PARVA/MYH9/ARPC5/TLN1/TPM1/CFL1/ACTB/JCAD/PEAR1"	27	"Cell leading edge"
"0"	"0"	"GOCC_ACTIN_FILAMENT"	"GOCC_ACTIN_FILAMENT"	"15/267"	"119/17939"	2.73522353864534e-10	6.59840116513204e-08	5.3210037862068e-08	"LMOD1/PAWR/PDLIM1/MICAL2/PALLD/PLS3/PDLIM5/MYO1C/ACTN1/PDLIM7/TPM1/FLNA/TPM2/TPM4/ACTB"	15	"Actin filament"
"0"	"0"	"GOCC_CELL_CORTEX"	"GOCC_CELL_CORTEX"	"23/267"	"313/17939"	3.30254437048043e-10	7.60485899129722e-08	6.13261947456199e-08	"CDH2/MYH10/NEDD9/CORO1C/SLC2A1/DLC1/MYADM/PRKD1/MYO1C/FERMT2/ACTN4/ACTR2/WDR1/CAP1/ACTN1/MYH9/SEPTIN11/FLNA/MYL9/TPM4/ACTB/CALD1/PFN1"	23	"Cell cortex"
"0"	"0"	"GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION"	"GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION"	"19/267"	"214/17939"	5.1706851733648e-10	1.13889961253331e-07	9.18417810426946e-08	"GREM1/NEDD9/CORO1C/GBP1/DLC1/MYADM/COL8A1/FERMT2/POSTN/SERPINE1/THBS1/ACTN4/ITGA5/CCN1/TLN1/DAB2/FLNA/LIMCH1/SFRP1"	19	"Regulation of cell substrate adhesion"
"0"	"0"	"GOCC_CORTICAL_CYTOSKELETON"	"GOCC_CORTICAL_CYTOSKELETON"	"14/267"	"109/17939"	8.46797408551379e-10	1.78744819655054e-07	1.4414126063982e-07	"CDH2/SLC2A1/DLC1/MYADM/ACTN4/ACTR2/WDR1/CAP1/ACTN1/MYH9/FLNA/TPM4/ACTB/CALD1"	14	"Cortical cytoskeleton"
"0"	"0"	"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX"	"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX"	"26/267"	"428/17939"	1.36630516115776e-09	2.76868077857009e-07	2.23268645492769e-07	"CDH2/ACTA2/F3/GREM1/COL4A1/COL4A2/COL11A1/CCN2/SDC2/COL8A1/ADAMTS1/FBLN5/TNC/POSTN/SERPINE1/THBS1/TGFB1I1/ANXA6/COL12A1/CCN1/LOX/SERPINH1/ADAM19/SDC3/SULF1/SFRP1"	26	"Collagen containing extracellular matrix"
"0"	"0"	"GOBP_MUSCLE_CELL_DIFFERENTIATION"	"GOBP_MUSCLE_CELL_DIFFERENTIATION"	"25/267"	"398/17939"	1.45588580266972e-09	2.83673749089415e-07	2.28756793528792e-07	"CDH2/LMOD1/ALPK2/GREM1/ADM/RCAN1/IRX3/CSRP1/FLNC/KRAS/ATP2A2/PRKD1/PDLIM5/ACTN4/WDR1/ACTN1/MYH9/TPM1/LOX/MYL9/SRF/CTH/BDNF/KRT8/NRG1"	25	"Muscle cell differentiation"
"0"	"0"	"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS"	"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS"	"24/267"	"372/17939"	1.85775592113264e-09	3.4857005542437e-07	2.81089697072741e-07	"LMOD1/SYNPO2/ACTA2/NEDD9/VASP/SWAP70/CCN2/DLC1/DSP/MYADM/CDC42EP3/TGFBR1/ATP2A2/PRKD1/FERMT2/WDR1/MYH9/ARPC5/CNN2/TPM1/FLNA/PFN1/LIMCH1/SFRP1"	24	"Regulationofactinfilamentbasedprocess."
"0"	"0"	"WP_PLEURAL_MESOTHELIOMA"	"WP_PLEURAL_MESOTHELIOMA"	"26/267"	"437/17939"	2.1182092626206e-09	3.83244575872714e-07	3.09051509331976e-07	"CDH2/ACTA2/COL4A1/COL4A2/IL6/SLC2A1/FGF2/CCN2/FZD2/SLC7A5/NGF/ADAMTS1/AJUBA/TEAD1/EIF4EBP1/HIF1A/ACTB/PRKAG2/BDNF/TEAD3/CDK7/ATF3/ROR1/PDK1/STK38L/SFRP1"	26	"Pleural mesothelioma"
"0"	"0"	"GOCC_ADHERENS_JUNCTION"	"GOCC_ADHERENS_JUNCTION"	"17/267"	"188/17939"	3.26418440864725e-09	5.70219248765757e-07	4.59829389835208e-07	"CDH2/NEXN/KRT18/PDLIM1/DSP/PVR/MAGI1/PKP4/AJUBA/PDLIM5/FERMT2/PDLIM7/MYH9/CNN3/TLN1/ACTB/JCAD"	17	"Adherens junction"
"0"	"0"	"HALLMARK_UV_RESPONSE_DN"	"HALLMARK_UV_RESPONSE_DN"	"15/267"	"144/17939"	4.04733709424509e-09	6.83460323981522e-07	5.51147903956674e-07	"DDAH1/F3/NEK7/COL11A1/FZD2/DLC1/SDC2/PDLIM5/FBLN5/SERPINE1/CITED2/CCN1/DAB2/CAP2/BDNF"	15	"UV response dn"
"0"	"0"	"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	"22/267"	"327/17939"	4.20631837114973e-09	6.87393834459501e-07	5.54319918452703e-07	"GREM1/COL4A1/ERCC2/COL4A2/IL6/ADAMTS12/COL11A1/SERAC1/TGFBR1/COL8A1/ADAMTS1/RECK/FBLN5/POSTN/GAS6/PTX3/COL12A1/CCN1/LOX/SERPINH1/CRISPLD2/SULF1"	22	"External encapsulating structure"
"0"	"0"	"GOBP_MUSCLE_CELL_DEVELOPMENT"	"GOBP_MUSCLE_CELL_DEVELOPMENT"	"17/267"	"194/17939"	5.26554904459964e-09	8.33602233123181e-07	6.72223547437211e-07	"LMOD1/ALPK2/ADM/RCAN1/CSRP1/FLNC/ATP2A2/PRKD1/PDLIM5/ACTN4/WDR1/ACTN1/TPM1/LOX/MYL9/SRF/KRT8"	17	"Muscle cell development"
"0"	"0"	"GOBP_CARDIAC_CHAMBER_MORPHOGENESIS"	"GOBP_CARDIAC_CHAMBER_MORPHOGENESIS"	"14/267"	"127/17939"	6.44526543241924e-09	9.89445899413208e-07	7.97897133754994e-07	"NRP2/PPP1R13L/COL11A1/FZD2/DSP/TGFBR1/ADAMTS1/CITED2/PARVA/CCN1/TPM1/HIF1A/SRF/NRG1"	14	"Cardiac chamber morphogenesis"
"0"	"0"	"KEGG_FOCAL_ADHESION"	"KEGG_FOCAL_ADHESION"	"17/267"	"198/17939"	7.17100840583129e-09	1.06848025246886e-06	8.61631071920472e-07	"MYLK/COL4A1/VASP/COL4A2/COL11A1/FLNC/TNC/THBS1/ACTN4/ITGA5/ACTN1/PARVA/TLN1/FLNA/MYL9/MYL12A/ACTB"	17	"Focal adhesion"
"0"	"0"	"GOCC_LAMELLIPODIUM"	"GOCC_LAMELLIPODIUM"	"17/267"	"202/17939"	9.69253561849966e-09	1.40292529838055e-06	1.13133024768112e-06	"CDH2/MYLK/ACTA2/MYH10/NEDD9/CORO1C/VASP/SWAP70/PALLD/AJUBA/FERMT2/ACTR3/PARVA/ARPC5/CFL1/ACTB/PEAR1"	17	"Lamellipodium"
"0"	"0"	"GOBP_MUSCLE_CONTRACTION"	"GOBP_MUSCLE_CONTRACTION"	"22/267"	"345/17939"	1.11924348097169e-08	1.57502429850072e-06	1.27011226597986e-06	"CNN1/MYLK/LMOD1/ACTA2/PPP1R13L/KCNE4/RAP1GDS1/DSP/ATP2A2/PRKD1/ANXA6/TPM1/FLNA/MYL9/CALM2/TPM2/TPM4/CALD1/MYL6/SRF/SNTB1/SULF1"	22	"Muscle contraction"
"0"	"0"	"GOBP_HEMOSTASIS"	"GOBP_HEMOSTASIS"	"18/267"	"235/17939"	1.55068510897462e-08	2.044832391902e-06	1.64896929228326e-06	"F3/IL6/CSRP1/PAPSS2/SERPINE1/THBS1/GAS6/ACTN1/MYH9/TLN1/FLNA/MYL9/MYL12A/HSPB1/ACTB/SRF/PEAR1/HPS5"	18	"Hemostasis"
"0"	"0"	"GOBP_PLATELET_AGGREGATION"	"GOBP_PLATELET_AGGREGATION"	"11/267"	"76/17939"	1.57418995823486e-08	2.044832391902e-06	1.64896929228326e-06	"IL6/CSRP1/ACTN1/MYH9/TLN1/FLNA/MYL9/MYL12A/HSPB1/ACTB/PEAR1"	11	"Platelet aggregation"
"0"	"0"	"GOCC_CORTICAL_ACTIN_CYTOSKELETON"	"GOCC_CORTICAL_ACTIN_CYTOSKELETON"	"11/267"	"76/17939"	1.57418995823486e-08	2.044832391902e-06	1.64896929228326e-06	"CDH2/SLC2A1/DLC1/MYADM/ACTN4/ACTR2/WDR1/CAP1/ACTN1/MYH9/CALD1"	11	"Cortical actin cytoskeleton"
"0"	"0"	"GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY"	"GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY"	"10/267"	"61/17939"	2.08531005413872e-08	2.64104518356669e-06	2.1297600842401e-06	"SYNPO2/SWAP70/CCN2/TGFBR1/FERMT2/TPM1/FLNA/PFN1/LIMCH1/SFRP1"	10	"Pos. reg. actin filament bundle assembly"
"0"	"0"	"GOBP_EPITHELIAL_TUBE_MORPHOGENESIS"	"GOBP_EPITHELIAL_TUBE_MORPHOGENESIS"	"21/267"	"332/17939"	2.80877927532387e-08	3.41121599388527e-06	2.75083202199778e-06	"RDH10/GREM1/ADM/RHOB/COL4A1/VASP/FOXD1/IRX3/FGF2/MICAL2/ADAMTS12/FZD2/DLC1/KIF26B/KRAS/TNC/CITED2/HIF1A/PFN1/SRF/SFRP1"	21	"Epithelial tube morphogenesis"
"0"	"0"	"GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT"	"GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT"	"15/267"	"166/17939"	2.82809063843627e-08	3.41121599388527e-06	2.75083202199778e-06	"DDAH1/F3/GREM1/ADM/RHOB/FGF2/TGFBR1/PRKD1/SERPINE1/THBS1/ITGA5/HIF1A/HSPB1/JCAD/ADM2"	15	"Pos. reg. vasculature development"
"0"	"0"	"GOBP_HOMOTYPIC_CELL_CELL_ADHESION"	"GOBP_HOMOTYPIC_CELL_CELL_ADHESION"	"12/267"	"100/17939"	3.0350259348214e-08	3.57568404321052e-06	2.88346038018161e-06	"IL6/CSRP1/DSP/ACTN1/MYH9/TLN1/FLNA/MYL9/MYL12A/HSPB1/ACTB/PEAR1"	12	"Homotypic cell cell adhesion"
"0"	"0"	"GOBP_CARDIAC_CHAMBER_DEVELOPMENT"	"GOBP_CARDIAC_CHAMBER_DEVELOPMENT"	"15/267"	"168/17939"	3.32254917208892e-08	3.82546229677329e-06	3.08488357341557e-06	"NRP2/PPP1R13L/COL11A1/FZD2/DSP/TGFBR1/ADAMTS1/CITED2/PARVA/CCN1/TPM1/HIF1A/SRF/NDST1/NRG1"	15	"Cardiac chamber development"
"0"	"0"	"GOBP_MUSCLE_SYSTEM_PROCESS"	"GOBP_MUSCLE_SYSTEM_PROCESS"	"24/267"	"434/17939"	3.68983453832815e-08	4.15393372692675e-06	3.34976557736878e-06	"CNN1/MYLK/LMOD1/ACTA2/LMCD1/PPP1R13L/KCNE4/RAP1GDS1/DSP/ATP2A2/PRKD1/PDLIM5/ANXA6/TPM1/FLNA/MYL9/CALM2/TPM2/TPM4/CALD1/MYL6/SRF/SNTB1/SULF1"	24	"Muscle system process"
"0"	"0"	"GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION"	"GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION"	"12/267"	"103/17939"	4.24697665702482e-08	4.67721385749733e-06	3.77174288464836e-06	"GREM1/CORO1C/DLC1/AJUBA/FERMT2/THBS1/ITGA5/ACTN1/TLN1/TNS1/LIMCH1/SFRP1"	12	"Cell substrate junction organization"
"0"	"0"	"WP_FOCAL_ADHESION"	"WP_FOCAL_ADHESION"	"16/267"	"197/17939"	4.39710518900468e-08	4.73951806116973e-06	3.82198549575077e-06	"MYLK/COL4A1/VASP/COL4A2/FLNC/TNC/THBS1/ACTN4/ITGA5/ACTN1/PARVA/TLN1/FLNA/MYL9/MYL12A/ACTB"	16	"Focal adhesion"
"0"	"0"	"HALLMARK_GLYCOLYSIS"	"HALLMARK_GLYCOLYSIS"	"16/267"	"198/17939"	4.72062205479998e-08	4.98222319367015e-06	4.01770486725411e-06	"PRPS1/AK4/PFKP/GYS1/B4GALT4/SDC2/PLOD2/SLC16A3/STC2/SPAG4/CITED2/PGK1/TPI1/CTH/SDC3/ENO2"	16	"Glycolysis"
"0"	"0"	"WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS"	"WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS"	"11/267"	"85/17939"	5.21057825001161e-08	5.38709988052221e-06	4.34420068491838e-06	"SLC2A1/PFKP/PLOD2/PSAT1/PGM1/PGK1/HIF1A/TPI1/PSPH/ALDOC/ENO2"	11	"Clear cell renal cell carcinoma pathways"
"0"	"0"	"GOBP_HEART_MORPHOGENESIS"	"GOBP_HEART_MORPHOGENESIS"	"18/267"	"263/17939"	8.72230635143554e-08	8.66415764242597e-06	6.98684642929233e-06	"ALPK2/NRP2/PPP1R13L/MICAL2/COL11A1/FZD2/DLC1/DSP/TGFBR1/ADAMTS1/CITED2/PARVA/CCN1/TPM1/FLNA/HIF1A/SRF/NRG1"	18	"Heart morphogenesis"
"0"	"0"	"REACTOME_RHO_GTPASE_EFFECTORS"	"REACTOME_RHO_GTPASE_EFFECTORS"	"18/267"	"263/17939"	8.72230635143554e-08	8.66415764242597e-06	6.98684642929233e-06	"MYLK/TUBB2A/MYH10/RHOB/TUBB6/ACTR3/ACTR2/TUBA1A/MYH9/ARPC5/FLNA/MYL9/CFL1/ACTB/MYL6/PFN1/SRF/DAAM1"	18	"Rho gtpase effectors"
"0"	"0"	"GOBP_CELL_MATRIX_ADHESION"	"GOBP_CELL_MATRIX_ADHESION"	"17/267"	"235/17939"	9.04973770251479e-08	8.81653292325768e-06	7.10972308167205e-06	"GREM1/CORO1C/ADAMTS12/CCN2/DLC1/AJUBA/FBLN5/FERMT2/POSTN/SERPINE1/THBS1/ITGA5/ACTN1/TLN1/SRF/LIMCH1/SFRP1"	17	"Cell matrix adhesion"
"0"	"0"	"GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"	"GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"	"18/267"	"264/17939"	9.23704888327894e-08	8.82922446088512e-06	7.11995763972305e-06	"CRIM1/INHBA/GREM1/DACT1/FOXD1/TGFBR1/THBS1/NREP/TGFB1I1/CITED2/CCN1/DAB2/LOX/SNX25/BAMBI/SULF1/FSTL3/SFRP1"	18	"Rgltnoftrnsmmbrnrcptrprtnsrnthrnnknssgnlp."
"0"	"0"	"GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION"	"GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION"	"15/267"	"182/17939"	9.64797384037838e-08	9.05122879173275e-06	7.29898371822778e-06	"LMOD1/SYNPO2/VASP/SWAP70/CCN2/CDC42EP3/TGFBR1/PRKD1/FERMT2/WDR1/TPM1/FLNA/PFN1/LIMCH1/SFRP1"	15	"Pos. reg. cytoskeleton organization"
"0"	"0"	"GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION"	"GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION"	"19/267"	"296/17939"	1.04370881859943e-07	9.61350704549943e-06	7.75240942580741e-06	"CDH2/LMOD1/ALPK2/GREM1/RCAN1/IRX3/CSRP1/FLNC/KRAS/PRKD1/PDLIM5/WDR1/MYH9/TPM1/MYL9/SRF/BDNF/KRT8/NRG1"	19	"Striated muscle cell differentiation"
"0"	"0"	"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT"	"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT"	"13/267"	"135/17939"	1.14402467633248e-07	1.03493375183935e-05	8.34578903918487e-06	"ACTA2/MYH10/KCNE4/DSP/ATP2A2/MYO1C/ACTN4/PARVA/MYH9/TPM1/FLNA/MYL6/LIMCH1"	13	"Actin filament based movement"
"0"	"0"	"REACTOME_EPH_EPHRIN_SIGNALING"	"REACTOME_EPH_EPHRIN_SIGNALING"	"11/267"	"92/17939"	1.19751633877848e-07	1.06431890741259e-05	8.58275329787492e-06	"MYH10/SDC2/ACTR3/ACTR2/MYH9/ARPC5/MYL9/MYL12A/CFL1/ACTB/MYL6"	11	"Eph ephrin signaling"
