"Cluster"	"cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"abbrev_ID"
"11"	"11"	"GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI"	"GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI"	"38/3793"	"103/17939"	0.000173956316262209	0.00152011309666948	0.00112227103079496	"TMED9/SURF4/SNX8/CLTC/SNX6/DCTN1/YKT6/RAB7B/VPS35/RNF126/RAB7A/WASHC2A/GBF1/SNX12/PLEKHJ1/ARL1/ARFRP1/SNX5/VPS29/VPS52/VAMP3/TMEM87B/VPS53/WASHC2C/EHD3/ERC1/GOLT1B/TBC1D23/PHETA2/RBSN/TBC1D10B/BET1L/RUFY1/EIPR1/VPS50/TRAPPC10/ANKFY1/UBE2O"	38	"gobpretrogradetransportendosometogolgi."
"11"	"11"	"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	"38/3793"	"103/17939"	0.000173956316262209	0.00152011309666948	0.00112227103079496	"PSMD2/PSMC3/PSME2/PSMB6/PSMB3/UBB/PSMD13/EIF2S1/PSMB9/PSMB2/VCP/PSMA2/PSMB7/ABCB8/ERLIN1/PSMD12/ABCC4/PSMD7/PSMF1/PSME1/PSMD11/PSMA5/PSMD9/PSMD1/PSMC2/PSMD6/PSMC4/RNF5/ABCF1/PSMD3/PSMB10/PSMC1/PSME4/PSMB8/PSMC6/PSME3/ERLIN2/PEX3"	38	"reactomabcfamilyproteinsmediatedtransprt."
"11"	"11"	"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING"	"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING"	"29/3793"	"72/17939"	0.00017479932675753	0.00152604412241607	0.00112664979602821	"ARF1/CLTC/RAB5C/AP1M1/AP1B1/AP1S1/AP1S2/CLTA/CLTB/AP4M1/CTSZ/HSPA8/DNM2/PICALM/GBF1/TGOLN2/SNX5/DTNBP1/SNX9/NAPA/BLOC1S1/CLINT1/HGS/AP4E1/GAK/TPD52L1/AP4B1/STX4/AP1G1"	29	"reactometransgolginetworkvesiclebudding."
"11"	"11"	"GOBP_REGULATION_OF_VESICLE_SIZE"	"GOBP_REGULATION_OF_VESICLE_SIZE"	"12/3793"	"20/17939"	0.000177242913536207	0.00153870039611012	0.00113599368587151	"RAB3B/RIN3/AP2M1/DNM1/KXD1/PICALM/CHMP3/BORCS8/WASHC5/BLOC1S1/RAB22A/ALS2"	12	"gobp regulation of vesicle size"
"11"	"11"	"GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX"	"GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX"	"12/3793"	"20/17939"	0.000177242913536207	0.00153870039611012	0.00113599368587151	"ERCC2/RB1/CCNK/GTF2H2/GTF2H2C/CDK7/GTF2H5/MMS19/MNAT1/SNW1/CDK12/GTF2H1"	12	"gocccarboxyterminaldomainproteinknscmplx."
"11"	"11"	"GOCC_EXON_EXON_JUNCTION_COMPLEX"	"GOCC_EXON_EXON_JUNCTION_COMPLEX"	"12/3793"	"20/17939"	0.000177242913536207	0.00153870039611012	0.00113599368587151	"ALYREF/MAGOHB/RNPS1/THRAP3/SRSF1/MAGOH/CCDC9/RBM8A/UPF3A/SMG6/PNN/UPF2"	12	"gocc exon exon junction complex"
"11"	"11"	"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS"	"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS"	"12/3793"	"20/17939"	0.000177242913536207	0.00153870039611012	0.00113599368587151	"UBE2C/ANAPC15/UBE2S/CDC27/RB1/SKP2/CDC23/ANAPC7/CDC16/FZR1/ANAPC2/ANAPC1"	12	"rctmabrrntrgltnofmttcextincncrdtrb1dfcts."
"11"	"11"	"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"	"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"	"12/3793"	"20/17939"	0.000177242913536207	0.00153870039611012	0.00113599368587151	"CCNB1/UBE2C/PLK1/CDK1/ANAPC15/UBE2S/CDC27/CDC23/ANAPC7/CDC16/ANAPC2/ANAPC1"	12	"reactome phosphorylation of the apc c"
"11"	"11"	"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS"	"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS"	"12/3793"	"20/17939"	0.000177242913536207	0.00153870039611012	0.00113599368587151	"NUDT21/CSTF2/FIP1L1/CSTF3/CPSF2/CPSF6/CPSF3/PAPOLA/CPSF1/NCBP1/CPSF7/SYMPK"	12	"reactomeprocessingofintronlesspremrnas."
"11"	"11"	"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR"	"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR"	"20/3793"	"43/17939"	0.000177964744227812	0.00154064725920982	0.00113743101843743	"BRCA2/ATAD5/MSH2/CD44/HNRNPK/PML/BAG6/IFI16/BCL3/CHEK2/SHISA5/TAF9B/TMEM109/AEN/KDM1A/SNW1/TP53/DYRK2/EP300/CDIP1"	20	"gbpintrnscappttcsgnlngpthwyinrstddbp53cm."
