Cluster	cluster	condition	time	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	short_desc
t0.beige.day3	t0	beige	day3	GOMF_CALCIUM_ION_BINDING	GOMF_CALCIUM_ION_BINDING	17/107	491/13324	3.49520654565366e-07	0.00113489356537374	0.0010047799027558	TTYH3/SNED1/DAG1/CAMKK2/LRP1/LTBP2/ITGA5/ESYT1/TGM2/SELENON/HSPG2/STIM1/AOC3/CANT1/THBS2/TBC1D9B/LDLR	17	Calcium ion binding
t0.beige.day3	t0	beige	day3	GOCC_CELL_SUBSTRATE_JUNCTION	GOCC_CELL_SUBSTRATE_JUNCTION	15/107	413/13324	1.01286119413072e-06	0.00164438014867123	0.00145585469535316	DAG1/LRP1/PIP5K1C/ITGA5/TGM2/MRC2/HSPG2/FLNA/PTK7/SHC1/PDGFRB/SCARF2/FLII/MMP14/ITGB5	15	Cell substrate junction
t0.beige.day3	t0	beige	day3	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	12/107	273/13324	1.88998567003107e-06	0.00204559449019696	0.00181107047889644	DAG1/LRP1/PBXIP1/PHLDB1/COL18A1/ADAMTS15/COLGALT1/LAMC1/MMP14/ADAMTS2/RIC8A/ABL1	12	External encapsulating structure
t0.beige.day3	t0	beige	day3	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	11/107	237/13324	3.08721267761341e-06	0.00250604489105268	0.00221873100593743	DAG1/LTBP2/ITGA5/PTPRS/COL18A1/HSPG2/COLGALT1/LAMC1/MMP14/ITGB5/ADAMTS2	11	Extracellular matrix organization
t0.beige.day3	t0	beige	day3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	10/107	197/13324	4.02322770073289e-06	0.00261268406885594	0.00231314417909506	LRP1/ITGA5/TGM2/FLNA/THBS2/COLGALT1/PDGFRB/LAMC1/MMP14/ITGB5	10	Epithelial mesenchymal transition
t0.beige.day3	t0	beige	day3	WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	4/107	16/13324	6.64257534181437e-06	0.0031883737431736	0.00282283198826677	FASN/SREBF1/SREBF2/LDLR	4	Srebfandmir33incholesterolandlipidhomstss.
t0.beige.day3	t0	beige	day3	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	6/107	59/13324	7.42981218919263e-06	0.0031883737431736	0.00282283198826677	DAG1/LRP1/PHLDB1/COLGALT1/LAMC1/ABL1	6	Regulationofextracellularmatrixorganizatn.
t0.beige.day3	t0	beige	day3	WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES	WP_FATTY_ACIDS_AND_LIPOPROTEINS_TRANSPORT_IN_HEPATOCYTES	12/107	318/13324	9.05401681666537e-06	0.0031883737431736	0.00282283198826677	OSBPL5/LSS/MICALL1/LRP1/PIP5K1C/MRC2/DHCR24/SNX18/LRP10/LDLR/SCARF2/ABL1	12	Fatty acid & lipoprotein transport hepato
t0.beige.day3	t0	beige	day3	KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	9/107	173/13324	1.02639005507536e-05	0.0031883737431736	0.00282283198826677	PIP5K1C/ITGA5/AKT2/FLNA/THBS2/SHC1/PDGFRB/LAMC1/ITGB5	9	Focal adhesion
t0.beige.day3	t0	beige	day3	WP_FOCAL_ADHESION	WP_FOCAL_ADHESION	9/107	173/13324	1.02639005507536e-05	0.0031883737431736	0.00282283198826677	PIP5K1C/ITGA5/AKT2/FLNA/THBS2/SHC1/PDGFRB/LAMC1/ITGB5	9	Focal adhesion
t0.beige.day3	t0	beige	day3	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	5/107	37/13324	1.08013893362826e-05	0.0031883737431736	0.00282283198826677	LRP1/HSPG2/RETSAT/LRP10/LDLR	5	Metabolism of fat soluble vitamins
t0.beige.day3	t0	beige	day3	KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	6/107	69/13324	1.85246931959915e-05	0.00485441877351772	0.00429786772258665	DAG1/ITGA5/HSPG2/THBS2/LAMC1/ITGB5	6	ECM receptor interaction
t0.beige.day3	t0	beige	day3	GOBP_CELLULAR_RESPONSE_TO_LIPID	GOBP_CELLULAR_RESPONSE_TO_LIPID	14/107	463/13324	1.94356156623746e-05	0.00485441877351772	0.00429786772258665	ADCY3/DAG1/PER1/SREBF1/UPF1/ZMIZ1/PTK7/FOXO3/PKN1/TNIP1/ZBTB7A/LDLR/GRAMD1A/ABL1	14	Cell response to lipid
t0.beige.day3	t0	beige	day3	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	5/107	44/13324	2.57365454009766e-05	0.00596904020835507	0.0052846996609073	FASN/LSS/SREBF1/SREBF2/DHCR24	5	Cholesterol metabolism: bloch & kandut.
t0.beige.day3	t0	beige	day3	REACTOME_CHOLESTEROL_BIOSYNTHESIS	REACTOME_CHOLESTEROL_BIOSYNTHESIS	4/107	25/13324	4.36695587886716e-05	0.00886052015644041	0.00784467623465831	LSS/SREBF1/SREBF2/DHCR24	4	Cholesterol biosynthesis
t0.beige.day3	t0	beige	day3	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	5/107	49/13324	4.37734332393733e-05	0.00886052015644041	0.00784467623465831	LRP1/PBXIP1/ADAMTS15/LAMC1/MMP14	5	Extracellular matrix disassembly
t0.beige.day3	t0	beige	day3	GOCC_RECEPTOR_COMPLEX	GOCC_RECEPTOR_COMPLEX	10/107	261/13324	4.63901578871226e-05	0.00886052015644041	0.00784467623465831	EPHB4/PLXNB2/PLXND1/LRP1/KCTD12/ITGA5/FLNA/PDGFRB/LDLR/ITGB5	10	Receptor complex
t0.beige.day3	t0	beige	day3	GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION	3/107	11/13324	7.92824624144022e-05	0.0136699837421435	0.0121027428070588	DAG1/PHLDB1/LAMC1	3	Regulationofbasementmembraneorganization.
t0.beige.day3	t0	beige	day3	GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	4/107	29/13324	7.99906655684405e-05	0.0136699837421435	0.0121027428070588	DAG1/PHLDB1/COLGALT1/ABL1	4	Pos.reg.extracellularmatrixorganization.
t0.beige.day3	t0	beige	day3	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	12/107	404/13324	9.44342238974854e-05	0.0153313962497568	0.0135736771296859	SNED1/DAG1/LTBP2/TGM2/COL18A1/HSPG2/ADAMTS15/THBS2/LAMC1/ANGPTL2/MMP14/ADAMTS2	12	External encapsulating structure
t0.beige.day3	t0	beige	day3	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	3/107	12/13324	0.000105092632489596	0.0162493227473199	0.0143863648786509	LRP1/PDGFRB/ABL1	3	Plateletderivdgrwthfctrrcptrbtsgnlngpthwy.
t0.beige.day3	t0	beige	day3	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	12/107	413/13324	0.0001162734464003	0.0165028245142924	0.0146108030890157	ADCY3/DAG1/PER1/TGM2/SELENON/ZMIZ1/FLNA/FOXO3/PKN1/ZBTB7A/GRAMD1A/ABL1	12	Cell response to organic cyclic compound
t0.beige.day3	t0	beige	day3	WP_CHOLESTEROL_METABOLISM	WP_CHOLESTEROL_METABOLISM	5/107	60/13324	0.000116897124677772	0.0165028245142924	0.0146108030890157	OSBPL5/LSS/LRP1/DHCR24/LDLR	5	Cholesterol metabolism
t0.beige.day3	t0	beige	day3	GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	GOMF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	3/107	13/13324	0.000135822866235373	0.0177616452563682	0.0157253021234634	LRP1/LRP10/LDLR	3	Lowdensitylipoproteinparticlreceptractvty.
t0.beige.day3	t0	beige	day3	REACTOME_VISUAL_PHOTOTRANSDUCTION	REACTOME_VISUAL_PHOTOTRANSDUCTION	5/107	62/13324	0.000136754275149124	0.0177616452563682	0.0157253021234634	LRP1/HSPG2/RETSAT/LRP10/LDLR	5	Visual phototransduction
t0.beige.day3	t0	beige	day3	REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	5/107	63/13324	0.000147602344979411	0.0184332620826211	0.0163199191959017	DAG1/PTPRS/HSPG2/LAMC1/ITGB5	5	ECM proteoglycans
t0.beige.day3	t0	beige	day3	GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_ACTIVITY	3/107	14/13324	0.000171856663040792	0.0201177114943774	0.0178112492798679	LRP1/LRP10/LDLR	3	Lipoprotein particle receptor activity
t0.beige.day3	t0	beige	day3	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	11/107	367/13324	0.000173481959298604	0.0201177114943774	0.0178112492798679	DAG1/ITGA5/TGM2/ZMIZ1/FLNA/FOXO3/BRD2/LAMC1/CD276/ABL1/ZBTB16	11	Pos. reg. cell adhesion
t0.beige.day3	t0	beige	day3	WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	5/107	67/13324	0.000197716771286302	0.0221374605643663	0.0195994374730632	FASN/LSS/SREBF1/SREBF2/LDLR	5	Sterolregulatoryelmntbndngprtnssrbpsgnlng.
t0.beige.day3	t0	beige	day3	GOBP_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_BASEMENT_MEMBRANE_ORGANIZATION	4/107	37/13324	0.000211720334161329	0.0229151975007278	0.0202880081612136	DAG1/PHLDB1/LAMC1/RIC8A	4	Basement membrane organization
t0.beige.day3	t0	beige	day3	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	10/107	322/13324	0.000261151040791617	0.0273534654661413	0.0242174360747676	DAG1/LTBP2/TGM2/COL18A1/HSPG2/ADAMTS15/THBS2/LAMC1/ANGPTL2/ADAMTS2	10	Collagen containing extracellular matrix
t0.beige.day3	t0	beige	day3	GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	3/107	17/13324	0.0003154666922874	0.030453210096927	0.0269618001312005	DAG1/PLXND1/TGM2	3	Branchinginvolvedinsalivaryglandmorphgnss.
t0.beige.day3	t0	beige	day3	GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE	5/107	75/13324	0.000335847409588814	0.030453210096927	0.0269618001312005	DAG1/COL18A1/HSPG2/THBS2/LAMC1	5	Basement membrane
t0.beige.day3	t0	beige	day3	WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	6/107	116/13324	0.000338191560926622	0.030453210096927	0.0269618001312005	FASN/SREBF1/SREBF2/AKT2/FOXO3/SHC1	6	Angiopoietinlikeprotein8regulatorypathway.
t0.beige.day3	t0	beige	day3	WP_VEGFAVEGFR2_SIGNALING	WP_VEGFAVEGFR2_SIGNALING	11/107	397/13324	0.00034107308316076	0.030453210096927	0.0269618001312005	CAMKK2/PBXIP1/FOXO3/MAPKAPK2/SHC1/CNP/FLII/MMP14/ITGB5/ABL1/ABCF2	11	UVEGFA-VEGFR2 signaling
t0.beige.day3	t0	beige	day3	REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	4/107	42/13324	0.000347929180421866	0.030453210096927	0.0269618001312005	FASN/LSS/SREBF1/SREBF2	4	Activation  by SREBF SREBP
t0.beige.day3	t0	beige	day3	GOBP_STEROL_METABOLIC_PROCESS	GOBP_STEROL_METABOLIC_PROCESS	6/107	117/13324	0.000354176008343298	0.030453210096927	0.0269618001312005	OSBPL5/LSS/SREBF1/SREBF2/DHCR24/LDLR	6	Sterol metabolic process
t0.beige.day3	t0	beige	day3	GOBP_GLIOGENESIS	GOBP_GLIOGENESIS	9/107	274/13324	0.000356397284780791	0.030453210096927	0.0269618001312005	DAG1/LRP1/SUN2/AKT2/ZMIZ1/CNP/LDLR/MMP14/ABL1	9	Gliogenesis
t0.beige.day3	t0	beige	day3	REACTOME_O_LINKED_GLYCOSYLATION	REACTOME_O_LINKED_GLYCOSYLATION	5/107	78/13324	0.0004030535980237	0.0335567957123835	0.0297095648097902	DAG1/ADAMTS15/THBS2/POMGNT2/ADAMTS2	5	O linked glycosylation
t0.beige.day3	t0	beige	day3	GOBP_CELLULAR_COMPONENT_DISASSEMBLY	GOBP_CELLULAR_COMPONENT_DISASSEMBLY	12/107	478/13324	0.000445279592742968	0.0361455709409104	0.0320015412573959	CAMKK2/LRP1/SREBF1/PBXIP1/UPF1/SREBF2/ADAMTS15/C3/LAMC1/MAP1S/FLII/MMP14	12	Cell component disassembly
t0.beige.day3	t0	beige	day3	GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	11/107	411/13324	0.000457087643468798	0.036199111666907	0.032048943628069	PLXNB2/DAG1/PLXND1/ITGA5/TGM2/FLNA/PTK7/BRD2/MMP14/ITGB5/ABL1	11	Morphogenesis of an epithelium
t0.beige.day3	t0	beige	day3	GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	3/107	20/13324	0.000519681079828482	0.0392419643303042	0.0347429382866973	SREBF1/C3/LDLR	3	Regulationoftriglyceridbiosyntheticprocss.
t0.beige.day3	t0	beige	day3	WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	3/107	20/13324	0.000519681079828482	0.0392419643303042	0.0347429382866973	FOXO3/PDGFRB/ABL1	3	Imatinib and chronic myeloid leukemia
t0.beige.day3	t0	beige	day3	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	4/107	47/13324	0.000537638168391326	0.0396752530174235	0.0351265511453759	DAG1/ADAMTS15/THBS2/ADAMTS2	4	Diseasesassociatedwithoglycosylatnofprtns.
t0.beige.day3	t0	beige	day3	REACTOME_SENSORY_PERCEPTION	REACTOME_SENSORY_PERCEPTION	6/107	129/13324	0.0005961079533259	0.0416420750029402	0.0368678802564407	ADCY3/LRP1/HSPG2/RETSAT/LRP10/LDLR	6	Sensory perception
t0.beige.day3	t0	beige	day3	GOBP_MICROTUBULE_ANCHORING	GOBP_MICROTUBULE_ANCHORING	3/107	21/13324	0.000602764867612624	0.0416420750029402	0.0368678802564407	DAG1/BICD2/MAP1S	3	Microtubule anchoring
t0.beige.day3	t0	beige	day3	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	3/107	21/13324	0.000602764867612624	0.0416420750029402	0.0368678802564407	THBS2/LAMC1/ITGB5	3	Mirnatargetsinecmandmembranereceptors.
t0.beige.day3	t0	beige	day3	GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	7/107	184/13324	0.000697313895157647	0.0471703795328516	0.0417623738525336	DAG1/SREBF1/SELENON/PTK7/MMP14/ADAMTS2/BAG6	7	Respiratory system development
t0.beige.day3	t0	beige	day3	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	5/107	89/13324	0.000739107893627216	0.0489772108287259	0.0433620549408363	ITGA5/FLNA/LAMC1/ITGB5/ABL1	5	Integrin mediated signaling pathway
t2.beige.day3	t2	beige	day3	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	29/180	237/13324	8.08840680023958e-20	3.42301375786139e-16	2.86159318480055e-16	PLEC/HSPG2/PTPRS/SDC3/EMILIN1/DAG1/LAMC1/COL16A1/LAMB2/LTBP3/MMP14/COLGALT1/COL18A1/COL6A3/COL4A2/ADAMTS2/COL4A1/COL1A1/CAPN1/NID1/COL5A1/COL6A2/ADAM15/PXDN/VCAN/FBN1/COL6A1/MMP2/FBLN1	29	Extracellular matrix organization
t2.beige.day3	t2	beige	day3	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	26/180	273/13324	3.73674372966093e-15	7.90694973196254e-12	6.61010298704758e-12	NFKB2/LRP1/ADAMTS15/PBXIP1/EMILIN1/PHLDB1/DAG1/LAMC1/COL16A1/LAMB2/MMP14/COLGALT1/COL18A1/COL4A2/ENG/ADAMTS2/COL4A1/COL1A1/NID1/COL5A1/ADAM15/PXDN/COL6A1/FKBP10/MMP2/FBLN1	26	External encapsulating structure
t2.beige.day3	t2	beige	day3	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	27/180	322/13324	2.47420358001061e-14	3.4902765168683e-11	2.91782394119848e-11	HSPG2/SSC5D/ADAMTS15/SDC3/EMILIN1/DAG1/LAMC1/COL16A1/LAMB2/LTBP3/ANGPTL2/COL18A1/COL6A3/COL4A2/ADAMTS2/COL4A1/COL1A1/NID1/COL5A1/COL6A2/PXDN/VCAN/GPC1/FBN1/COL6A1/MMP2/FBLN1	27	Collagen containing extracellular matrix
t2.beige.day3	t2	beige	day3	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	17/180	106/13324	5.33006101173895e-14	5.51942690283162e-11	4.61416620744629e-11	HSPG2/LAMC1/COL16A1/MMP14/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/CAPN1/NID1/COL5A1/COL6A2/ADAM15/FBN1/COL6A1/MMP2	17	Degradation of the extracellular matrix
t2.beige.day3	t2	beige	day3	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	18/180	125/13324	6.5210620307557e-14	5.51942690283162e-11	4.61416620744629e-11	HSPG2/EMILIN1/LAMC1/COL16A1/LAMB2/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/NID1/COL5A1/COL6A2/PXDN/VCAN/FBN1/COL6A1/FBLN1	18	ECM structural constituent
t2.beige.day3	t2	beige	day3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	21/180	197/13324	2.17791480153516e-13	1.5361559066828e-10	1.28420555227363e-10	LRP1/PDGFRB/LAMC1/COL16A1/MMP14/FLNA/COLGALT1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/SLIT3/COL6A2/ANPEP/VCAN/GPC1/GJA1/FBN1/MMP2/FBLN1	21	Epithelial mesenchymal transition
t2.beige.day3	t2	beige	day3	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	28/180	404/13324	8.99472036951008e-13	5.43795094339523e-10	4.54605340780802e-10	HSPG2/SSC5D/ADAMTS15/SDC3/EMILIN1/DAG1/LAMC1/COL16A1/LAMB2/LTBP3/MMP14/ANGPTL2/COL18A1/COL6A3/COL4A2/ADAMTS2/COL4A1/COL1A1/NID1/COL5A1/COL6A2/PXDN/VCAN/GPC1/FBN1/COL6A1/MMP2/FBLN1	28	External encapsulating structure
t2.beige.day3	t2	beige	day3	REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	13/180	63/13324	1.87715428212812e-12	9.93014615245775e-10	8.30146781872712e-10	HSPG2/PTPRS/DAG1/LAMC1/LAMB2/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/VCAN/COL6A1	13	ECM proteoglycans
t2.beige.day3	t2	beige	day3	GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE	13/180	75/13324	1.97223982382354e-11	9.27390992713468e-09	7.75286321388411e-09	HSPG2/DAG1/LAMC1/LAMB2/COL18A1/COL4A2/COL4A1/NID1/COL5A1/PXDN/FBN1/COL6A1/FBLN1	13	Basement membrane
t2.beige.day3	t2	beige	day3	REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION	13/180	79/13324	3.92322134293513e-11	1.66030727233015e-08	1.38799441406368e-08	PLEC/COL16A1/COLGALT1/COL18A1/COL6A3/COL4A2/ADAMTS2/COL4A1/COL1A1/COL5A1/COL6A2/PXDN/COL6A1	13	Collagen formation
t2.beige.day3	t2	beige	day3	KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	12/180	69/13324	1.1540870613271e-10	4.10505266562962e-08	3.43176848303182e-08	HSPG2/SDC3/DAG1/LAMC1/LAMB2/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/COL6A1	12	ECM receptor interaction
t2.beige.day3	t2	beige	day3	REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION	11/180	54/13324	1.16400359138836e-10	4.10505266562962e-08	3.43176848303182e-08	COL16A1/MMP14/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/COL6A1/MMP2	11	Collagen degradation
t2.beige.day3	t2	beige	day3	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	8/180	21/13324	1.66294043122835e-10	5.41351069612184e-08	4.52562169178825e-08	LAMC1/LAMB2/COL6A3/COL4A2/COL4A1/COL5A1/COL6A2/COL6A1	8	Mirnatargetsinecmandmembranereceptors.
t2.beige.day3	t2	beige	day3	GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN	20/180	253/13324	2.05526894749455e-10	6.21278441842639e-08	5.19380370866857e-08	GANAB/DAG1/LAMC1/COL16A1/LAMB2/COLGALT1/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/BACE1/VCAN/APLP2/FBN1/COL6A1/FKBP10/CSF1	20	ER lumen
t2.beige.day3	t2	beige	day3	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	11/180	59/13324	3.20996422528709e-10	9.05637906760998e-08	7.57101035872976e-08	COL16A1/COLGALT1/COL18A1/COL6A3/COL4A2/ADAMTS2/COL4A1/COL1A1/COL5A1/COL6A2/COL6A1	11	Collagen biosynthesis and modifying
t2.beige.day3	t2	beige	day3	GOCC_COLLAGEN_TRIMER	GOCC_COLLAGEN_TRIMER	11/180	60/13324	3.88486699535918e-10	1.0275473202725e-07	8.59015656013302e-08	EMILIN1/COL16A1/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/C1QTNF1/COL5A1/COL6A2/COL6A1	11	Collagen trimer
t2.beige.day3	t2	beige	day3	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	9/180	36/13324	8.43751947620827e-10	1.98375457907297e-07	1.65839198593778e-07	COL16A1/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/COL6A1	9	Ecmstructuralconstituntcnfrrngtnslstrngth.
t2.beige.day3	t2	beige	day3	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	9/180	36/13324	8.43751947620827e-10	1.98375457907297e-07	1.65839198593778e-07	COL16A1/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/COL6A1	9	Collagen chain trimerization
t2.beige.day3	t2	beige	day3	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	10/180	53/13324	1.85965483033731e-09	4.14213644315132e-07	3.46277001925967e-07	PLEC/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/PXDN/COL6A1	10	Assemblyofcollgnfbrlsandothrmltmrcstrctrs.
t2.beige.day3	t2	beige	day3	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	11/180	70/13324	2.18223468657435e-09	4.61760859679133e-07	3.86025830609284e-07	HSPG2/COL16A1/COL18A1/COL6A3/COL4A2/COL4A1/COL1A1/COL5A1/COL6A2/FBN1/COL6A1	11	Integrin cell surface interactions
t2.beige.day3	t2	beige	day3	GOBP_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_BASEMENT_MEMBRANE_ORGANIZATION	8/180	37/13324	2.62362199248678e-08	5.28722298676383e-06	4.42004687556294e-06	PHLDB1/DAG1/LAMC1/LAMB2/COL4A1/NID1/PXDN/COL6A1	8	Basement membrane organization
t2.beige.day3	t2	beige	day3	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	9/180	54/13324	3.86779121426911e-08	7.4402238267213e-06	6.21992644553037e-06	HSPG2/SDC3/DAG1/LAMC1/LAMB2/COL4A2/COL4A1/COL1A1/COL5A1	9	Non integrin membrane ECM interactions
t2.beige.day3	t2	beige	day3	REACTOME_LAMININ_INTERACTIONS	REACTOME_LAMININ_INTERACTIONS	7/180	27/13324	5.16538359977268e-08	9.50430582358173e-06	7.94547106582883e-06	HSPG2/LAMC1/LAMB2/COL18A1/COL4A2/COL4A1/NID1	7	Laminin interactions
