Cluster	cluster	condition	time	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	short_desc
t4.beige.day3	t4	beige	day3	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	15/56	404/13324	6.79268108340314e-11	3.57804476068261e-08	2.99771741496502e-08	LTBP2/HSPG2/EMILIN1/COL18A1/ADAMTS2/ADAMTS15/GPC1/COL6A3/LAMC1/MMP14/NID1/COL6A2/COL4A2/PXDN/MMP2	15	External encapsulating structure
t4.beige.day3	t4	beige	day3	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	10/56	125/13324	9.07400045086446e-11	3.82378378999428e-08	3.20359973812625e-08	LTBP2/HSPG2/EMILIN1/COL18A1/COL6A3/LAMC1/NID1/COL6A2/COL4A2/PXDN	10	ECM structural constituent
t4.beige.day3	t4	beige	day3	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	9/56	106/13324	5.0208415797557e-10	1.76315220142421e-07	1.47718444372813e-07	HSPG2/COL18A1/COL6A3/LAMC1/MMP14/NID1/COL6A2/COL4A2/MMP2	9	Degradation of the extracellular matrix
t4.beige.day3	t4	beige	day3	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	12/56	273/13324	1.07708261992303e-09	3.24201868596833e-07	2.71619180994124e-07	LRP1/EMILIN1/COL18A1/ADAMTS2/ADAMTS15/LAMC1/MMP14/GSN/NID1/COL4A2/PXDN/MMP2	12	External encapsulating structure
t4.beige.day3	t4	beige	day3	REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION	7/56	79/13324	3.60852300700665e-08	9.50394746970377e-06	7.96249089835547e-06	COL18A1/ADAMTS2/COL6A3/COL6A2/PLOD1/COL4A2/PXDN	7	Collagen formation
t4.beige.day3	t4	beige	day3	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	6/56	49/13324	5.09227764415092e-08	1.19215877735844e-05	9.98801123887847e-06	LRP1/ADAMTS15/LAMC1/MMP14/GSN/MMP2	6	Extracellular matrix disassembly
t4.beige.day3	t4	beige	day3	REACTOME_LAMININ_INTERACTIONS	REACTOME_LAMININ_INTERACTIONS	5/56	27/13324	8.22023016967761e-08	1.73200249675107e-05	1.45108694679467e-05	HSPG2/COL18A1/LAMC1/NID1/COL4A2	5	Laminin interactions
t4.beige.day3	t4	beige	day3	REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION	6/56	54/13324	9.25475579110415e-08	1.77270640471422e-05	1.48518903939537e-05	COL18A1/COL6A3/MMP14/COL6A2/COL4A2/MMP2	6	Collagen degradation
t4.beige.day3	t4	beige	day3	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	6/56	59/13324	1.5887555038437e-07	2.78958987216556e-05	2.33714296486481e-05	COL18A1/ADAMTS2/COL6A3/COL6A2/PLOD1/COL4A2	6	Collagen biosynthesis and modifying
t4.beige.day3	t4	beige	day3	REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS	6/56	63/13324	2.3651177907888e-07	3.83331014245538e-05	3.21158100012373e-05	HSPG2/PTPRS/COL6A3/LAMC1/COL6A2/COL4A2	6	ECM proteoglycans
t4.beige.day3	t4	beige	day3	GOCC_BASEMENT_MEMBRANE	GOCC_BASEMENT_MEMBRANE	6/56	75/13324	6.74326113767259e-07	0.000101486080121973	8.50259317885484e-05	HSPG2/COL18A1/LAMC1/NID1/COL4A2/PXDN	6	Basement membrane
t4.beige.day3	t4	beige	day3	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	4/56	21/13324	1.58803537069871e-06	0.000223066035070813	0.000186886688888543	COL6A3/LAMC1/COL6A2/COL4A2	4	Mirnatargetsinecmandmembranereceptors.
t4.beige.day3	t4	beige	day3	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	5/56	53/13324	2.68924517945701e-06	0.000354139974569744	0.000296701589865092	COL18A1/COL6A3/COL6A2/COL4A2/PXDN	5	Assemblyofcollgnfbrlsandothrmltmrcstrctrs.
t4.beige.day3	t4	beige	day3	GOMF_EXTRACELLULAR_MATRIX_BINDING	GOMF_EXTRACELLULAR_MATRIX_BINDING	5/56	59/13324	4.60261533275992e-06	0.000570453559183833	0.000477931016287207	LTBP2/ADAMTS15/GPC1/NID1/PXDN	5	Extracellular matrix binding
t4.beige.day3	t4	beige	day3	GOCC_COLLAGEN_TRIMER	GOCC_COLLAGEN_TRIMER	5/56	60/13324	5.00503850710329e-06	0.000585867563025924	0.000490845004468551	EMILIN1/COL18A1/COL6A3/COL6A2/COL4A2	5	Collagen trimer
t4.beige.day3	t4	beige	day3	KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	7/56	173/13324	7.47773060295182e-06	0.000829240967390499	0.000694745386213308	FLNA/PDGFRB/AKT2/COL6A3/LAMC1/COL6A2/COL4A2	7	Focal adhesion
t4.beige.day3	t4	beige	day3	GOMF_GROWTH_FACTOR_BINDING	GOMF_GROWTH_FACTOR_BINDING	6/56	116/13324	8.70711735920444e-06	0.000917294813792188	0.000768517674283465	LTBP2/PDGFRB/GPC1/TSKU/IGFBP4/PXDN	6	Growth factor binding
t4.beige.day3	t4	beige	day3	KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION	5/56	69/13324	1.00076709437394e-05	0.00100410298468852	0.000841246324443662	HSPG2/COL6A3/LAMC1/COL6A2/COL4A2	5	ECM receptor interaction
t4.beige.day3	t4	beige	day3	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	5/56	70/13324	1.07431670269602e-05	0.00102890240571841	0.000862023497809198	HSPG2/COL18A1/COL6A3/COL6A2/COL4A2	5	Integrin cell surface interactions
t4.beige.day3	t4	beige	day3	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH	4/56	36/13324	1.49143744462695e-05	0.00126943732305208	0.00106354577011882	COL18A1/COL6A3/COL6A2/COL4A2	4	Ecmstructuralconstituntcnfrrngtnslstrngth.
t4.beige.day3	t4	beige	day3	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	4/56	36/13324	1.49143744462695e-05	0.00126943732305208	0.00106354577011882	COL18A1/COL6A3/COL6A2/COL4A2	4	Collagen chain trimerization
t4.beige.day3	t4	beige	day3	GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	3/56	12/13324	1.50621419441396e-05	0.00126943732305208	0.00106354577011882	FLNA/LAMC1/NID1	3	Pos.reg.integrinmediatedsignalingpathway.
t4.beige.day3	t4	beige	day3	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	10/56	463/13324	1.97419884381158e-05	0.001599860370735	0.00134037710974576	PDGFRB/PTPRS/AKT2/COL6A3/PTBP1/LAMC1/COL6A2/COL4A2/EPN1/AP2A1	10	Signaling by receptor tyrosine kinases
t4.beige.day3	t4	beige	day3	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	3/56	14/13324	2.47726890348788e-05	0.00193318725172183	0.0016196413064909	EMILIN1/LAMC1/NID1	3	Complex involved in cell matrix adhesion
t4.beige.day3	t4	beige	day3	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	6/56	159/13324	5.21165631866504e-05	0.00392177137979545	0.00328569460391025	LRP1/AKT2/GPC1/MMP14/GSN/PKDCC	6	Regulationofproteinlocalizationtomembrane.
t4.beige.day3	t4	beige	day3	HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	6/56	163/13324	5.98623241889276e-05	0.00434930748503691	0.00364388811850568	SLC6A8/AKT2/COL6A3/GSN/COL6A2/COL4A2	6	Myogenesis
t4.beige.day3	t4	beige	day3	GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	3/56	19/13324	6.49707747126773e-05	0.00443209433770897	0.00371324767283888	FLNA/LAMC1/NID1	3	Regulationofintegrinmediatedsignalngpthwy.
t4.beige.day3	t4	beige	day3	REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF	4/56	52/13324	6.52087918694722e-05	0.00443209433770897	0.00371324767283888	PDGFRB/COL6A3/COL6A2/COL4A2	4	Signaling by pdgf
t4.beige.day3	t4	beige	day3	HALLMARK_COAGULATION	HALLMARK_COAGULATION	5/56	103/13324	6.99455784015009e-05	0.00460547917787383	0.00385851101905648	LRP1/MMP14/GSN/C1R/MMP2	5	Coagulation
t4.beige.day3	t4	beige	day3	WP_FOCAL_ADHESION	WP_FOCAL_ADHESION	6/56	173/13324	8.33071980990652e-05	0.00531903837559789	0.00445633719974904	FLNA/PDGFRB/AKT2/LAMC1/COL6A2/COL4A2	6	Focal adhesion
t4.beige.day3	t4	beige	day3	GOCC_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_ENDOPLASMIC_RETICULUM_LUMEN	7/56	253/13324	8.59056683370804e-05	0.00532362479959496	0.00446017974616978	GANAB/COL18A1/COL6A3/LAMC1/COL6A2/COL4A2/IGFBP4	7	ER lumen
t4.beige.day3	t4	beige	day3	REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	3/56	21/13324	8.86453997342323e-05	0.00533645306400078	0.00447092737907692	COL18A1/MMP14/MMP2	3	Activation of matrix metalloproteinases
t4.beige.day3	t4	beige	day3	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	4/56	59/13324	0.00010725921932631	0.0062776437533482	0.00525946522836906	LRP1/EMILIN1/LAMC1/NID1	4	Regulationofextracellularmatrixorganizatn.
t4.beige.day3	t4	beige	day3	GOBP_COLLAGEN_FIBRIL_ORGANIZATION	GOBP_COLLAGEN_FIBRIL_ORGANIZATION	4/56	62/13324	0.00013024390853587	0.00741686257527237	0.00621391279131305	EMILIN1/COL18A1/ADAMTS2/PXDN	4	Collagen fibril organization
t4.beige.day3	t4	beige	day3	WP_LIPID_METABOLISM_PATHWAY	WP_LIPID_METABOLISM_PATHWAY	3/56	25/13324	0.00015147997065195	0.00839916574114889	0.00703689503554902	FASN/AKT2/LIPE	3	Lipid metabolism pathway
t4.beige.day3	t4	beige	day3	GOMF_LAMININ_BINDING	GOMF_LAMININ_BINDING	3/56	26/13324	0.000170728841493757	0.00899314172568362	0.00753453334697447	GPC1/NID1/PXDN	3	Laminin binding
t4.beige.day3	t4	beige	day3	GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	3/56	26/13324	0.000170728841493757	0.00899314172568362	0.00753453334697447	HSPG2/LRP1/AP2A1	3	Lipoprotein particle receptor binding
t4.beige.day3	t4	beige	day3	REACTOME_NCAM1_INTERACTIONS	REACTOME_NCAM1_INTERACTIONS	3/56	27/13324	0.000191498674212313	0.00984116357476449	0.00824501352128497	COL6A3/COL6A2/COL4A2	3	Ncam1 interactions
t4.beige.day3	t4	beige	day3	GOMF_PROTEOGLYCAN_BINDING	GOMF_PROTEOGLYCAN_BINDING	3/56	28/13324	0.00021384068501825	0.0107276743650822	0.00898774006956403	LRP1/PTPRS/NID1	3	Proteoglycan binding
t4.beige.day3	t4	beige	day3	GOBP_ENDODERM_DEVELOPMENT	GOBP_ENDODERM_DEVELOPMENT	4/56	75/13324	0.000272522387738505	0.0133535969991867	0.0111877611808439	LAMC1/MMP14/COL4A2/MMP2	4	Endoderm development
t4.beige.day3	t4	beige	day3	GOCC_CELL_SUBSTRATE_JUNCTION	GOCC_CELL_SUBSTRATE_JUNCTION	8/56	413/13324	0.000306966611506938	0.0146995147828436	0.0123153829544769	HSPG2/SLC4A2/FLNA/LRP1/PDGFRB/MMP14/GSN/AHNAK	8	Cell substrate junction
t4.beige.day3	t4	beige	day3	GOMF_METALLOPEPTIDASE_ACTIVITY	GOMF_METALLOPEPTIDASE_ACTIVITY	5/56	142/13324	0.000316203234274287	0.0148053381025761	0.0124040426638124	ADAMTS2/ADAMTS15/ANPEP/MMP14/MMP2	5	Metallopeptidase activity
t4.beige.day3	t4	beige	day3	GOMF_METALLOENDOPEPTIDASE_ACTIVITY	GOMF_METALLOENDOPEPTIDASE_ACTIVITY	4/56	79/13324	0.0003327166482631	0.0152398690845729	0.0127680965477624	ADAMTS2/ADAMTS15/MMP14/MMP2	4	Metalloendopeptidase activity
t4.beige.day3	t4	beige	day3	GOBP_MUSCLE_CELL_DIFFERENTIATION	GOBP_MUSCLE_CELL_DIFFERENTIATION	7/56	332/13324	0.000454900188779845	0.0203930786757263	0.0170855009313281	PDGFRB/ADAMTS15/PTBP1/LAMC1/MMP14/NID1/EHD2	7	Muscle cell differentiation
t4.beige.day3	t4	beige	day3	GOBP_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_BASEMENT_MEMBRANE_ORGANIZATION	3/56	37/13324	0.000493781481679854	0.0208079516379891	0.0174330851532024	LAMC1/NID1/PXDN	3	Basement membrane organization
t4.beige.day3	t4	beige	day3	GOBP_COLLAGEN_CATABOLIC_PROCESS	GOBP_COLLAGEN_CATABOLIC_PROCESS	3/56	37/13324	0.000493781481679854	0.0208079516379891	0.0174330851532024	ADAMTS2/MMP14/MMP2	3	Collagen catabolic process
t4.beige.day3	t4	beige	day3	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	3/56	37/13324	0.000493781481679854	0.0208079516379891	0.0174330851532024	HSPG2/LRP1/GPC1	3	Metabolism of fat soluble vitamins
t4.beige.day3	t4	beige	day3	GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	6/56	242/13324	0.000512617747459165	0.0211781488999306	0.0177432396798559	FLNA/LRP1/AKT2/MMP14/PKDCC/EHD2	6	Protein localization to plasma membrane
t4.beige.day3	t4	beige	day3	GOBP_COLLAGEN_METABOLIC_PROCESS	GOBP_COLLAGEN_METABOLIC_PROCESS	4/56	89/13324	0.000524122707309075	0.0212370489288504	0.0177925866428607	EMILIN1/ADAMTS2/MMP14/MMP2	4	Collagen metabolic process
t4.beige.day3	t4	beige	day3	WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING	WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING	6/56	250/13324	0.000608472365354006	0.0241528652493858	0.0202354832379387	PDGFRB/AKT2/LAMC1/LIPE/COL6A2/COL4A2	6	Focal adhesion pi3kaktmtorsignaling
t4.beige.day3	t4	beige	day3	GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	4/56	93/13324	0.000619010310140878	0.0241528652493858	0.0202354832379387	HSPG2/EMILIN1/COL4A2/EPN1	4	Negativeregulationofvasculaturdevelopment.
t4.beige.day3	t4	beige	day3	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	3/56	41/13324	0.000669431006655055	0.0256452932913127	0.0214858525963737	EMILIN1/LAMC1/NID1	3	Complex involved in cell adhesion
t4.beige.day3	t4	beige	day3	GOMF_CELL_ADHESION_MOLECULE_BINDING	GOMF_CELL_ADHESION_MOLECULE_BINDING	8/56	473/13324	0.000754705248026195	0.0279868535119742	0.0234476323730825	FASN/KIRREL1/FLNA/EMILIN1/TNKS1BP1/PDXDC1/MMP14/AHNAK	8	Cell adhesion molecule binding
t4.beige.day3	t4	beige	day3	GOBP_RENAL_PROTEIN_ABSORPTION	GOBP_RENAL_PROTEIN_ABSORPTION	2/56	10/13324	0.000764072297047966	0.0279868535119742	0.0234476323730825	KIRREL1/GSN	2	Renal protein absorption
t4.beige.day3	t4	beige	day3	GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	3/56	43/13324	0.000770402232413147	0.0279868535119742	0.0234476323730825	PLXND1/SEMA3G/FLNA	3	Semaphorin plexin signaling pathway
t4.beige.day3	t4	beige	day3	WP_PI3KAKT_SIGNALING	WP_PI3KAKT_SIGNALING	6/56	264/13324	0.00080923276314085	0.0288992107108097	0.0242120132700661	PDGFRB/AKT2/COL6A3/LAMC1/COL6A2/COL4A2	6	Pi3kakt signaling
t4.beige.day3	t4	beige	day3	GOBP_MACROPHAGE_MIGRATION	GOBP_MACROPHAGE_MIGRATION	3/56	44/13324	0.000824320155408686	0.0289473761241017	0.0242523666775503	EMILIN1/MMP14/MMP2	3	Macrophage migration
t4.beige.day3	t4	beige	day3	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	8/56	487/13324	0.000912366139185834	0.0309209470093969	0.0259058417479372	PLXND1/GPC1/COL6A3/LAMC1/COL6A2/COL4A2/MMP2/AP2A1	8	Nervous system development
t4.beige.day3	t4	beige	day3	GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_REGULATION_OF_BASEMENT_MEMBRANE_ORGANIZATION	2/56	11/13324	0.000931348278945708	0.0309209470093969	0.0259058417479372	LAMC1/NID1	2	Regulationofbasementmembraneorganization.
t4.beige.day3	t4	beige	day3	GOMF_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING	GOMF_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING	2/56	11/13324	0.000931348278945708	0.0309209470093969	0.0259058417479372	LRP1/PTPRS	2	Heparan sulfate proteoglycan binding
t4.beige.day3	t4	beige	day3	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	3/56	46/13324	0.000939221930992596	0.0309209470093969	0.0259058417479372	COL6A3/COL6A2/COL4A2	3	Ncam signaling for neurite out growth
t4.beige.day3	t4	beige	day3	GOMF_CALCIUM_ION_BINDING	GOMF_CALCIUM_ION_BINDING	8/56	491/13324	0.000961980954023559	0.0311829826173483	0.0261253774882188	LTBP2/HSPG2/LRP1/AOC3/GSN/NID1/C1R/EHD2	8	Calcium ion binding
t4.beige.day3	t4	beige	day3	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	2/56	12/13324	0.00111460550634602	0.0350518477891204	0.0293667468050633	LRP1/PDGFRB	2	Plateletderivdgrwthfctrrcptrbtsgnlngpthwy.
t4.beige.day3	t4	beige	day3	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PI3K_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PI3K_SIGNALING_PATHWAY	2/56	12/13324	0.00111460550634602	0.0350518477891204	0.0293667468050633	PDGFRB/AKT2	2	Pdgf pdgfr pi3k signaling pathway
t4.beige.day3	t4	beige	day3	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	4/56	111/13324	0.00120069677513582	0.0372039427236936	0.0311697908963277	SEMA3G/FLNA/PTPRS/TSKU	4	Negativregulationofneuronprojectindvlpmnt.
t4.beige.day3	t4	beige	day3	GOMF_VITAMIN_BINDING	GOMF_VITAMIN_BINDING	4/56	112/13324	0.00124130927381299	0.037904907824985	0.0317570656321035	FASN/PDXDC1/PLOD1/PYGB	4	Vitamin binding
t4.beige.day3	t4	beige	day3	KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY	4/56	114/13324	0.00132540688454848	0.0393083207201456	0.0329328573165559	FASN/AKT2/LIPE/PYGB	4	Insulin signaling pathway
t4.beige.day3	t4	beige	day3	REACTOME_RAB_REGULATION_OF_TRAFFICKING	REACTOME_RAB_REGULATION_OF_TRAFFICKING	4/56	114/13324	0.00132540688454848	0.0393083207201456	0.0329328573165559	SBF1/TBC1D10B/AKT2/TBC1D16	4	Rab regulation of trafficking
t4.beige.day3	t4	beige	day3	GOBP_NEURON_PROJECTION_REGENERATION	GOBP_NEURON_PROJECTION_REGENERATION	3/56	52/13324	0.00134323639860013	0.0393083207201456	0.0329328573165559	FLNA/PTPRS/MMP2	3	Neuron projection regeneration
t4.beige.day3	t4	beige	day3	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	6/56	293/13324	0.00138562004905948	0.0394527222076801	0.0330538381546622	FLNA/LRP1/AKT2/MMP14/PKDCC/EHD2	6	Protein localization to cell periphery
t4.beige.day3	t4	beige	day3	GOBP_RESPONSE_TO_OXYGEN_LEVELS	GOBP_RESPONSE_TO_OXYGEN_LEVELS	6/56	293/13324	0.00138562004905948	0.0394527222076801	0.0330538381546622	HSPG2/KCNK3/SCAP/MMP14/PLOD1/MMP2	6	Response to oxygen levels
t4.beige.day3	t4	beige	day3	GOBP_ENDODERM_FORMATION	GOBP_ENDODERM_FORMATION	3/56	54/13324	0.0014986654104256	0.0407673737523972	0.0341552647979268	MMP14/COL4A2/MMP2	3	Endoderm formation
t4.beige.day3	t4	beige	day3	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	3/56	54/13324	0.0014986654104256	0.0407673737523972	0.0341552647979268	HSPG2/LAMC1/COL4A2	3	Non integrin membrane ECM interactions
t4.beige.day3	t4	beige	day3	GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	2/56	14/13324	0.00152853465896506	0.0407673737523972	0.0341552647979268	FASN/PTPRS	2	Establishmentofendothelialintestinalbarrr.
t4.beige.day3	t4	beige	day3	GOMF_S100_PROTEIN_BINDING	GOMF_S100_PROTEIN_BINDING	2/56	14/13324	0.00152853465896506	0.0407673737523972	0.0341552647979268	KCNK3/AHNAK	2	S100 protein binding
t4.beige.day3	t4	beige	day3	REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	2/56	14/13324	0.00152853465896506	0.0407673737523972	0.0341552647979268	HSPG2/GPC1	2	Defective ext2 causes exostoses 2
t4.beige.day3	t4	beige	day3	GOBP_AORTA_DEVELOPMENT	GOBP_AORTA_DEVELOPMENT	3/56	55/13324	0.00158043162462973	0.0411518813244195	0.0344774086284073	PLXND1/LRP1/PDGFRB	3	Aorta development
t4.beige.day3	t4	beige	day3	GOBP_PLASMA_MEMBRANE_ORGANIZATION	GOBP_PLASMA_MEMBRANE_ORGANIZATION	4/56	120/13324	0.00160154450337086	0.0411518813244195	0.0344774086284073	AKT2/GSN/AHNAK/EHD2	4	Plasma membrane organization
t4.beige.day3	t4	beige	day3	REACTOME_DISEASES_OF_GLYCOSYLATION	REACTOME_DISEASES_OF_GLYCOSYLATION	4/56	120/13324	0.00160154450337086	0.0411518813244195	0.0344774086284073	HSPG2/ADAMTS2/ADAMTS15/GPC1	4	Diseases of glycosylation
t4.beige.day3	t4	beige	day3	GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	2/56	15/13324	0.00175894405240429	0.0446517484146485	0.0374096281024982	GSN/AHNAK	2	Regulationofplasmamembraneorganization.
t4.beige.day3	t4	beige	day3	GOCC_GOLGI_LUMEN	GOCC_GOLGI_LUMEN	3/56	58/13324	0.00184234295270242	0.0462121023969525	0.0387169064120547	HSPG2/GPC1/MMP14	3	Golgi lumen
t4.beige.day3	t4	beige	day3	GOBP_GLOMERULUS_DEVELOPMENT	GOBP_GLOMERULUS_DEVELOPMENT	3/56	59/13324	0.00193529386699043	0.0474146997412655	0.0397244530592772	PDGFRB/KLF15/NID1	3	Glomerulus development
t4.beige.day3	t4	beige	day3	GOMF_COLLAGEN_BINDING	GOMF_COLLAGEN_BINDING	3/56	59/13324	0.00193529386699043	0.0474146997412655	0.0397244530592772	HSPG2/NID1/COL6A2	3	Collagen binding
t4.beige.day3	t4	beige	day3	GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	4/56	127/13324	0.00197162822612728	0.0477496629017261	0.0400050881453774	PTBP1/LAMC1/MMP14/NID1	4	Regulation of muscle cell differentiation
t4.beige.day3	t4	beige	day3	WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING	WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING	3/56	60/13324	0.00203112180265388	0.0486315186158152	0.0407439146297914	FASN/AKT2/LIPE	3	Ampactivated protein kinase signaling
t4.beige.day3	t4	beige	day3	REACTOME_SENSORY_PERCEPTION	REACTOME_SENSORY_PERCEPTION	4/56	129/13324	0.00208737988575474	0.0494169597672498	0.0414019641444198	HSPG2/LRP1/GPC1/GSN	4	Sensory perception
t5.beige.day3	t5	beige	day3	GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	5/12	387/13324	1.34824356981363e-05	0.00678854350573075	0.00375265950332937	FLNA/LRP1/AP2A1/EMILIN1/SLC3A2	5	Plasma membrane complex
t5.beige.day3	t5	beige	day3	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	3/12	59/13324	1.76374513013554e-05	0.00678854350573075	0.00375265950332937	LAMB2/LRP1/EMILIN1	3	Regulationofextracellularmatrixorganizatn.
