p_val	avg_log2FC	pct.1	pct.2	p_val_adj	tss_id	simple_id	feature_name	best_gene_name	gene_names	proximity	sig	condition	sig_cond
1.61521705188182e-20	0.404932452638209	0.161	0.116	1.21330259286207e-15	P:r1@PTGFRN	P:r1@PTGFRN	P:r1@PTGFRN	PTGFRN	PTGFRN	P	sig	beige	beige
4.31938699939218e-16	0.401272875714108	0.142	0.105	3.24459393233343e-11	D:r1@ADDG04056459702.R	D:r1@ADDG04056459702.R	D:r1@..702.R	..702.R	ADDG04056459702.R	D	sig	beige	beige
6.10888796588672e-30	0.397903978655611	0.287	0.218	4.58881337333512e-25	P:r1@TTYH3	P:r1@TTYH3	P:r1@TTYH3	TTYH3	TTYH3	P	sig	beige	beige
4.50521813394089e-22	0.39720331808628	0.19	0.14	3.38418470567238e-17	D:r1@ADDG17001676673.F	D:r1@ADDG17001676673.F	D:r1@..673.F	..673.F	ADDG17001676673.F	D	sig	beige	beige
1.41623101004431e-18	0.396498172363716	0.144	0.104	1.06383024781499e-13	P:r1@EPHB4	P:r1@EPHB4	P:r1@EPHB4	EPHB4	EPHB4	P	sig	beige	beige
2.03807946141279e-42	0.395783117397011	0.461	0.37	1.53094414902944e-37	P:r1@TNKS1BP1	P:r1@TNKS1BP1	P:r1@TNKS1BP1	TNKS1BP1	TNKS1BP1	P	sig	beige	beige
8.44189005618648e-54	0.39369013403814	0.514	0.41	6.3412945535056e-49	P:r1@KIRREL1	P:r1@KIRREL1	P:r1@KIRREL1	KIRREL1	KIRREL1	P	sig	beige	beige
2.63167395011064e-18	0.393011532578668	0.134	0.095	1.97683452110461e-13	P:r1@RAVER1	P:r1@RAVER1	P:r1@RAVER1	RAVER1	RAVER1	P	sig	beige	beige
4.65519960555305e-12	0.392981392812541	0.123	0.094	3.49684628770329e-07	P:r1@PNPLA6	P:r1@PNPLA6	P:r1@PNPLA6	PNPLA6	PNPLA6	P	sig	beige	beige
1.17730283088638e-22	0.392824561970671	0.218	0.164	8.84354567476924e-18	P:r1@FAM20C	P:r1@FAM20C	P:r1@FAM20C	FAM20C	FAM20C	P	sig	beige	beige
7.42824726903844e-21	0.392727502045807	0.174	0.127	5.57987650108361e-16	P:r1@SEC24C	P:r1@SEC24C	P:r1@SEC24C	SEC24C	SEC24C	P	sig	beige	beige
1.33267499481503e-55	0.392460638988887	0.735	0.693	1.0010654758552e-50	P:r1@AOC3	P:r1@AOC3	P:r1@AOC3	AOC3	AOC3	P	sig	beige	beige
7.76439039303019e-21	0.392085335508253	0.188	0.139	5.83237713153249e-16	P:r1@SSC5D	P:r1@SSC5D	P:r1@SSC5D	SSC5D	SSC5D	P	sig	beige	beige
3.23119292753299e-15	0.391702643634122	0.123	0.089	2.42717519137495e-10	P:r1@ZNF629	P:r1@ZNF629	P:r1@ZNF629	ZNF629	ZNF629	P	sig	beige	beige
1.51743619186562e-23	0.391208052653496	0.211	0.157	1.1398525442437e-18	P:r1@PIP5K1C	P:r1@PIP5K1C	P:r1@PIP5K1C	PIP5K1C	PIP5K1C	P	sig	beige	beige
2.01548304557495e-19	0.39085790333583	0.158	0.114	1.51397039934454e-14	P:r1@LTBP2	P:r1@LTBP2	P:r1@LTBP2	LTBP2	LTBP2	P	sig	beige	beige
2.32762035973436e-13	0.389537692133629	0.126	0.094	1.74843858562166e-08	P:r1@ZNF746	P:r1@ZNF746	P:r1@ZNF746	ZNF746	ZNF746	P	sig	beige	beige
3.243119547568e-19	0.388902109384026	0.169	0.125	2.43613411054665e-14	P:r1@CAD	P:r1@CAD	P:r1@CAD	CAD	CAD	P	sig	beige	beige
3.78967282605091e-26	0.388132183107346	0.248	0.188	2.84668853674466e-21	P:r1@DPP9	P:r1@DPP9	P:r1@DPP9	DPP9	DPP9	P	sig	beige	beige
2.31137860668632e-18	0.387991955549976	0.164	0.121	1.73623826798456e-13	P:r1@PARP10	P:r1@PARP10	P:r1@PARP10	PARP10	PARP10	P	sig	beige	beige
2.54160365445067e-18	0.38629980107147	0.171	0.128	1.90917641711371e-13	P:r1@FOXP4	P:r1@FOXP4	P:r1@FOXP4	FOXP4	FOXP4	P	sig	beige	beige
2.50030709494386e-14	0.381835657444066	0.119	0.087	1.87815568050898e-09	P:r3@PLEC	P:r3@PLEC	P:r3@PLEC	PLEC	PLEC	P	sig	beige	beige
1.14082871754051e-64	0.376508845109799	0.561	0.442	8.56956307754908e-60	P:r1@GANAB	P:r1@GANAB	P:r1@GANAB	GANAB	GANAB	P	sig	beige	beige
1.03483927751861e-16	0.376196458635819	0.139	0.102	7.77340220093654e-12	P:r1@PTPN23	P:r1@PTPN23	P:r1@PTPN23	PTPN23	PTPN23	P	sig	beige	beige
1.74763599967213e-18	0.374514521861737	0.171	0.127	1.31277173387372e-13	P:r1@GIT1	P:r1@GIT1	P:r1@GIT1	GIT1	GIT1	P	sig	beige	beige
1.1570767871266e-11	0.374178150931566	0.118	0.09	8.6916137018589e-07	P:r1@AP5B1	P:r1@AP5B1	P:r1@AP5B1	AP5B1	AP5B1	P	sig	beige	beige
4.25671846252141e-21	0.373454123957847	0.26	0.206	3.19751920749221e-16	P:r1@ADAMTS4	P:r1@ADAMTS4	P:r1@ADAMTS4	ADAMTS4	ADAMTS4	P	sig	beige	beige
4.23265046318594e-14	0.373291048477531	0.133	0.099	3.17944004843138e-09	P:r1@MAN2C1	P:r1@MAN2C1	P:r1@MAN2C1	MAN2C1	MAN2C1	P	sig	beige	beige
3.63517313488589e-12	0.372534992331604	0.132	0.101	2.73063300373223e-07	P:r1@TBX2	P:r1@TBX2	P:r1@TBX2	TBX2	TBX2	P	sig	beige	beige
3.75266155358126e-18	0.372121783215307	0.167	0.124	2.81888677920363e-13	D:r1@ADDG10126017291.F	D:r1@ADDG10126017291.F	D:r1@..291.F	..291.F	ADDG10126017291.F	D	sig	beige	beige
2.90457982603593e-09	-0.371346647683978	0.316	0.342	0.000218183322792341	D:r1@ADDG07095593738.B	D:r1@ADDG07095593738.B	D:r1@..738.B	..738.B	ADDG07095593738.B	D	sig	white	white
3.49887884695613e-13	0.370746957841108	0.142	0.109	2.62825282346804e-08	P:r1@MICALL1	P:r1@MICALL1	P:r1@MICALL1	MICALL1	MICALL1	P	sig	beige	beige
1.97254015586932e-158	0.368841349872117	1	1	1.48171298888435e-153	D:r1@ADDG21008394320.F	D:r1@ADDG21008394320.F	D:r1@..320.F	..320.F	ADDG21008394320.F	D	sig	beige	beige
1.41080218073399e-100	0.366104915199157	0.996	0.995	1.05975227410195e-95	D:r1@ADDG21008988652.B	D:r1@ADDG21008988652.B	D:r1@..652.B	..652.B	ADDG21008988652.B	D	sig	beige	beige
1.27606962148983e-22	0.364969655380589	0.206	0.153	9.58545217574517e-18	P:r1@IRS1	P:r1@IRS1	P:r1@IRS1	IRS1	IRS1	P	sig	beige	beige
5.77217584364397e-17	0.364695624849041	0.178	0.136	4.33588532847004e-12	P:r1@FGFRL1	P:r1@FGFRL1	P:r1@FGFRL1	FGFRL1	FGFRL1	P	sig	beige	beige
1.04372542450381e-12	0.364510176738226	0.14	0.107	7.84015227124526e-08	P:r1@PPP1R37	P:r1@PPP1R37	P:r1@PPP1R37	PPP1R37	PPP1R37	P	sig	beige	beige
2.19677549549397e-13	0.362746781291053	0.168	0.132	1.6501518489502e-08	P:r1@TSC22D2	P:r1@TSC22D2	P:r1@TSC22D2	TSC22D2	TSC22D2	P	sig	beige	beige
1.10066944883529e-17	0.360410711827426	0.15	0.109	8.26789869881605e-13	P:r1@SOGA1	P:r1@SOGA1	P:r1@SOGA1	SOGA1	SOGA1	P	sig	beige	beige
3.74057893909654e-14	0.359146294170107	0.131	0.098	2.80981068168115e-09	P:r1@PI4K2A	P:r1@PI4K2A	P:r1@PI4K2A	PI4K2A	PI4K2A	P	sig	beige	beige
2.42736179282248e-60	0.358630164581348	0.677	0.583	1.82336135791447e-55	P:r1@PTPRS	P:r1@PTPRS	P:r1@PTPRS	PTPRS	PTPRS	P	sig	beige	beige
1.26880830062138e-34	0.357904426444359	0.313	0.231	9.53090731177764e-30	P:r1@UBA1	P:r1@UBA1	P:r1@UBA1	UBA1	UBA1	P	sig	beige	beige
1.0787078343419e-16	0.35750100259603	0.156	0.116	8.10292963922607e-12	P:r1@SLC12A9	P:r1@SLC12A9	P:r1@SLC12A9	SLC12A9	SLC12A9	P	sig	beige	beige
4.64977584646848e-27	0.356415459321067	0.292	0.225	3.49277212259173e-22	P:r1@RNPEPL1	P:r1@RNPEPL1	P:r1@RNPEPL1	RNPEPL1	RNPEPL1	P	sig	beige	beige
2.80839533294422e-10	0.356273260139472	0.122	0.096	2.10958232224771e-05	P:r1@SSH3	P:r1@SSH3	P:r1@SSH3	SSH3	SSH3	P	sig	beige	beige
2.27534027799715e-19	0.356121060300095	0.225	0.176	1.70916735662312e-14	P:r1@ALDH16A1	P:r1@ALDH16A1	P:r1@ALDH16A1	ALDH16A1	ALDH16A1	P	sig	beige	beige
2.15783224779048e-37	0.356002741620223	0.606	0.532	1.62089884957278e-32	D:r1@ADDG17082091629.B	D:r1@ADDG17082091629.B	D:r1@..629.B	..629.B	ADDG17082091629.B	D	sig	beige	beige
2.44996958058381e-12	0.354010671518319	0.133	0.102	1.84034364984714e-07	P:r1@FNDC10	P:r1@FNDC10	P:r1@FNDC10	FNDC10	FNDC10	P	sig	beige	beige
5.18364957050681e-26	0.353995744265091	0.262	0.199	3.8938020478776e-21	P:r1@PPP6R1	P:r1@PPP6R1	P:r1@PPP6R1	PPP6R1	PPP6R1	P	sig	beige	beige
8.93604405582888e-17	0.351159728010982	0.261	0.214	6.71248821341698e-12	P:r1@HK2	P:r1@HK2	P:r1@HK2	HK2	HK2	P	sig	beige	beige
2.18061340560683e-17	0.350400748515151	0.164	0.122	1.63801137188969e-12	P:r1@ZSWIM8	P:r1@ZSWIM8	P:r1@ZSWIM8	ZSWIM8	ZSWIM8	P	sig	beige	beige
5.55960094673608e-16	0.349456785026066	0.196	0.154	4.17620544315974e-11	P:r1@SLC6A8	P:r1@SLC6A8	P:r1@SLC6A8	SLC6A8	SLC6A8	P	sig	beige	beige
7.44508830545693e-28	0.348665777709748	0.323	0.254	5.59252698241009e-23	P:r1@TBC1D9B	P:r1@TBC1D9B	P:r1@TBC1D9B	TBC1D9B	TBC1D9B	P	sig	beige	beige
1.83537708159169e-16	0.347622419958824	0.214	0.17	1.37868020237923e-11	P:r1@AGPAT3	P:r1@AGPAT3	P:r1@AGPAT3	AGPAT3	AGPAT3	P	sig	beige	beige
1.54396889968125e-19	0.347088390679081	0.191	0.144	1.15978311837356e-14	P:r1@PELP1	P:r1@PELP1	P:r1@PELP1	PELP1	PELP1	P	sig	beige	beige
1.1535293281719e-34	0.346739827065968	0.384	0.302	8.66496625442889e-30	P:r1@SCAP	P:r1@SCAP	P:r1@SCAP	SCAP	SCAP	P	sig	beige	beige
1.58345733719316e-23	0.346537381728351	0.232	0.174	1.18944564797939e-18	P:r1@MEN1	P:r1@MEN1	P:r1@MEN1	MEN1	MEN1	P	sig	beige	beige
1.22597943492234e-24	0.346420155753516	0.267	0.206	9.20918972130615e-20	P:r1@PBXIP1	P:r1@PBXIP1	P:r1@PBXIP1	PBXIP1	PBXIP1	P	sig	beige	beige
1.16743220879364e-12	0.346357295787302	0.122	0.091	8.76940052279518e-08	P:r1@NCKAP5L	P:r1@NCKAP5L	P:r1@NCKAP5L	NCKAP5L	NCKAP5L	P	sig	beige	beige
2.40959494222211e-12	0.346292443146341	0.466	0.429	1.81001543274898e-07	P:r1@CYP1B1	P:r1@CYP1B1	P:r1@CYP1B1	CYP1B1	CYP1B1	P	sig	beige	beige
3.34215692398493e-10	-0.346212254481236	0.16	0.191	2.51052801658976e-05	P:r1@SYNE1	P:r1@SYNE1	P:r1@SYNE1	SYNE1	SYNE1	P	sig	white	white
5.63741935349491e-25	0.346048959638974	0.458	0.395	4.23466029576477e-20	P:r1@THBS2	P:r1@THBS2	P:r1@THBS2	THBS2	THBS2	P	sig	beige	beige
4.4080870342243e-16	0.345817042113061	0.164	0.124	3.31122273749827e-11	P:r1@TCF3	P:r1@TCF3	P:r1@TCF3	TCF3	TCF3	P	sig	beige	beige
2.12678794983115e-45	0.345462700524342	0.54	0.448	1.59757930427467e-40	P:r1@FLNA	P:r1@FLNA	P:r1@FLNA	FLNA	FLNA	P	sig	beige	beige
3.0916520156011e-20	0.345461400394171	0.236	0.183	2.32235624455908e-15	P:r1@WIZ	P:r1@WIZ	P:r1@WIZ	WIZ	WIZ	P	sig	beige	beige
3.08488260656377e-22	0.345417471058406	0.252	0.196	2.31727126757251e-17	P:r1@UPF1	P:r1@UPF1	P:r1@UPF1	UPF1	UPF1	P	sig	beige	beige
6.96164332754626e-35	0.343564140610036	0.468	0.388	5.22937761835292e-30	P:r1@LSS	P:r1@LSS	P:r1@LSS	LSS	LSS	P	sig	beige	beige
3.99410142807203e-14	0.342565780147101	0.132	0.098	3.00024916972487e-09	P:r1@ACAP3	P:r1@ACAP3	P:r1@ACAP3	ACAP3	ACAP3	P	sig	beige	beige
7.94198345192871e-26	0.339930694389732	0.3	0.235	5.96577970958529e-21	P:r1@TBC1D10B	P:r1@TBC1D10B	P:r1@TBC1D10B	TBC1D10B	TBC1D10B	P	sig	beige	beige
2.29903227577977e-20	0.339514247758927	0.224	0.172	1.72696407459749e-15	P:r1@ATG9A	P:r1@ATG9A	P:r1@ATG9A	ATG9A	ATG9A	P	sig	beige	beige
4.62452727964682e-15	0.339359549296602	0.179	0.139	3.4738061566523e-10	P:r2@TNS2	P:r2@TNS2	P:r2@TNS2	TNS2	TNS2	P	sig	beige	beige
2.58976050837607e-18	0.338989058554653	0.183	0.137	1.94535040107686e-13	P:r1@CLUH	P:r1@CLUH	P:r1@CLUH	CLUH	CLUH	P	sig	beige	beige
6.51694117047761e-10	0.338930147664999	0.125	0.098	4.89533069902767e-05	P:r1@SLC43A2	P:r1@SLC43A2	P:r1@SLC43A2	SLC43A2	SLC43A2	P	sig	beige	beige
3.25766330748202e-19	0.338627447223129	0.22	0.171	2.44705894668127e-14	P:r1@SLC27A1	P:r1@SLC27A1	P:r1@SLC27A1	SLC27A1	SLC27A1	P	sig	beige	beige
5.37966768811706e-36	0.337137357791474	0.553	0.469	4.04104497728289e-31	P:r1@COL18A1	P:r1@COL18A1	P:r1@COL18A1	COL18A1	COL18A1	P	sig	beige	beige
1.02219198472239e-14	0.336288487011859	0.135	0.1	7.67839953163917e-10	P:r2@UBA1	P:r2@UBA1	P:r2@UBA1	UBA1	UBA1	P	sig	beige	beige
1.69106701076438e-12	0.335270711398478	0.137	0.105	1.27027880647588e-07	P:r1@SIRPA	P:r1@SIRPA	P:r1@SIRPA	SIRPA	SIRPA	P	sig	beige	beige
3.42216241733983e-17	0.333652083268432	0.191	0.147	2.57062574303316e-12	P:r1@ATXN2L	P:r1@ATXN2L	P:r1@ATXN2L	ATXN2L	ATXN2L	P	sig	beige	beige
3.68072799031843e-09	0.333403334644519	0.139	0.112	0.000276485244448749	P:r1@HIC1	P:r1@HIC1	P:r1@HIC1	HIC1	HIC1	P	sig	beige	beige
7.4422548676015e-27	0.333360660906587	0.331	0.262	5.59039858889622e-22	P:r1@LAMB2	P:r1@LAMB2	P:r1@LAMB2	LAMB2	LAMB2	P	sig	beige	beige
1.90464017837247e-22	0.333112065901127	0.294	0.236	1.43070856278805e-17	D:r1@ADDG01235990309.R	D:r1@ADDG01235990309.R	D:r1@..309.R	..309.R	ADDG01235990309.R	D	sig	beige	beige
1.25359958817778e-13	0.332426653921913	0.14	0.106	9.41666402651505e-09	P:r1@RPS6KA4	P:r1@RPS6KA4	P:r1@RPS6KA4	RPS6KA4	RPS6KA4	P	sig	beige	beige
8.86712616389362e-52	0.331317097953335	0.686	0.596	6.66071916053197e-47	P:r1@EMILIN1	P:r1@EMILIN1	P:r1@EMILIN1	EMILIN1	EMILIN1	P	sig	beige	beige
7.05098504397173e-27	0.33088788885193	0.392	0.323	5.29648843548025e-22	P:r1@ESYT1	P:r1@ESYT1	P:r1@ESYT1	ESYT1	ESYT1	P	sig	beige	beige
3.4767952935005e-43	0.330202361481684	0.616	0.538	2.61166432061877e-38	P:r1@PHLDB1	P:r1@PHLDB1	P:r1@PHLDB1	PHLDB1	PHLDB1	P	sig	beige	beige
2.4646249363214e-34	0.329619374166582	0.418	0.332	1.85135231341655e-29	P:r1@PTBP1	P:r1@PTBP1	P:r1@PTBP1	PTBP1	PTBP1	P	sig	beige	beige
6.03465233423276e-12	0.329468420885443	0.164	0.131	4.53304979390562e-07	P:r1@SCARA3	P:r1@SCARA3	P:r1@SCARA3	SCARA3	SCARA3	P	sig	beige	beige
3.29306162281689e-15	0.328825706610427	0.2	0.158	2.47364909921136e-10	P:r1@ADDG09136482953.B	P:r1@ADDG09136482953.B	P:r1@..953.B	..953.B	ADDG09136482953.B	P	sig	beige	beige
7.56746953084047e-10	0.3279429290691	0.126	0.099	5.68445608748143e-05	P:r1@LDB1	P:r1@LDB1	P:r1@LDB1	LDB1	LDB1	P	sig	beige	beige
6.33037017390999e-29	-0.327483812613809	0.561	0.606	4.75518416353597e-24	P:r1@ADDG0M000016095.B,r1@MT-TP	P:r1@MT-TP	P:r1@MT-TP	MT-TP	MT-TP	P	sig	white	white
1.28281189258062e-09	0.326296062227796	0.128	0.101	9.63609809349781e-05	P:r1@SYNPO	P:r1@SYNPO	P:r1@SYNPO	SYNPO	SYNPO	P	sig	beige	beige
2.64142482709412e-26	0.325356619585008	0.353	0.284	1.98415908736829e-21	P:r1@SLC38A10	P:r1@SLC38A10	P:r1@SLC38A10	SLC38A10	SLC38A10	P	sig	beige	beige
