Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
s6	CIII assembly factors	CIII assembly factors	6	0.677680998521249	1.37058580862589	0.125984251968504	0.275407434535799	0.194296398384718	4026	tags=50%, list=22%, signal=39%	UQCC3/UQCC1/BCS1L
s6	Polycistronic mtRNA processing	Polycistronic mtRNA processing	13	0.544573827476306	1.36926481661319	0.123364485981308	0.275407434535799	0.194296398384718	4645	tags=46%, list=26%, signal=34%	TBRG4/FASTK/HSD17B10/TRMT10C/FASTKD5/PTCD2
s5	TIM22 carrier pathway	TIM22 carrier pathway	3	0.762361419068736	1.25995439878013	0.205607476635514	0.281691596269601	0.179803146555065	4290	tags=100%, list=24%, signal=76%	TIMM29/TIMM22/AGK
s5	Coenzyme A metabolism	Coenzyme A metabolism	5	0.673764746084258	1.25129892496154	0.206773618538324	0.281691596269601	0.179803146555065	4713	tags=80%, list=26%, signal=59%	NUDT8/SLC25A42/COASY/NUDT19
s3	CV subunits	CV subunits	21	0.490361109551354	1.2808319221126	0.17981072555205	0.281703470031546	0.211356466876972	3125	tags=38%, list=17%, signal=32%	ATP5MC3/MT-ATP8/DMAC2L/ATP5F1A/ATP5PB/ATP5F1B/ATP5F1D/ATP5PF
s1	Coenzyme A metabolism	Coenzyme A metabolism	5	0.724498915475532	1.33562515406915	0.171259842519685	0.282428512225446	0.19924967827775	1766	tags=40%, list=10%, signal=36%	NUDT8/NUDT19
s3	CV assembly factors	CV assembly factors	5	0.693535868721588	1.28346762521386	0.184981684981685	0.285053744070138	0.213870110332578	5533	tags=100%, list=31%, signal=69%	ATPAF1/FMC1/ATPAF2/TMEM70/ATPSCKMT
s2	TIM22 carrier pathway	TIM22 carrier pathway	3	0.747234250370771	1.28630840837812	0.213080168776371	0.286136226642556	0.153802227086704	1480	tags=33%, list=8%, signal=31%	AGK
s3	Heme synthesis and processing	Heme synthesis and processing	13	0.555580040617508	1.27849922339302	0.1892797319933	0.286972496893067	0.215309712114619	5278	tags=62%, list=29%, signal=44%	ALAS1/ABCB10/COX10/FECH/ABCB7/HCCS/FDX1/COX15
s5	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	0.756762749445676	1.25070147983323	0.216822429906542	0.287060681848098	0.183230222456233	4391	tags=100%, list=24%, signal=76%	SPR/QDPR/PCBD2
s5	CV assembly factors	CV assembly factors	5	0.667244965694971	1.23919055295259	0.215686274509804	0.287060681848098	0.183230222456233	4929	tags=80%, list=27%, signal=58%	FMC1/ATPAF1/ATPAF2/TMEM70
s5	Lipoate insertion	Lipoate insertion	4	0.706968235489772	1.23720907987009	0.22	0.287222222222222	0.183333333333333	5290	tags=100%, list=29%, signal=71%	LIPT2/GCSH/LIAS/LIPT1
s5	Heme-containing proteins	Heme-containing proteins	10	0.527745654229801	1.20172672263943	0.223880597014925	0.288284604375383	0.184011449601309	4541	tags=60%, list=25%, signal=45%	CYC1/CYCS/CYB5B/SDHC/SDHD/CYP11A1
s2	mtDNA nucleoid	mtDNA nucleoid	11	0.497256811868107	1.22993343543125	0.218468468468468	0.289239944169522	0.155470518702542	3662	tags=55%, list=20%, signal=44%	MTERF1/SSBP1/POLDIP2/MTERF2/TFAM/TWNK
s2	Nucleotide synthesis and processing	Nucleotide synthesis and processing	24	0.40460816718515	1.21845494044271	0.222488038277512	0.290470494417863	0.156131956685973	5882	tags=62%, list=33%, signal=42%	SUCLA2/SUCLG1/AK3/FHIT/AK4/SUCLG2/DHODH/NUDT2/TK2/PAICS/AK2/CMPK2/NME6/NUDT9/NUDT5
s6	mtDNA repair	mtDNA repair	9	0.606973444343189	1.37005217783575	0.13671875	0.292080965909091	0.206059360047847	3700	tags=33%, list=21%, signal=27%	OGG1/RECQL4/POLG
s6	Preprotein cleavage	Preprotein cleavage	8	0.6182452512752	1.36785004510165	0.143953934740883	0.294623483082858	0.207853073171557	4220	tags=62%, list=23%, signal=48%	PMPCA/UQCRC1/UQCRC2/IMMP2L/PMPCB
s6	mt-rRNA modifications	mt-rRNA modifications	16	0.495103438334588	1.31971563313174	0.144177449168207	0.294623483082858	0.207853073171557	3803	tags=38%, list=21%, signal=30%	MRM3/RCC1L/MRM1/RPUSD4/TRMT61B/METTL15
s5	fMet processing	fMet processing	3	0.743036436245879	1.22801600774278	0.237383177570093	0.297520249221184	0.189906542056075	3845	tags=67%, list=21%, signal=52%	PDF/METAP1D
s5	CII assembly factors	CII assembly factors	4	0.698320306003659	1.22207502384722	0.236363636363636	0.297520249221184	0.189906542056075	5446	tags=100%, list=30%, signal=70%	SDHAF4/SDHAF2/SDHAF1/SDHAF3
s4	GABA metabolism	GABA metabolism	7	0.618991862516562	1.30745965588986	0.158516020236088	0.298010118043845	0.216916659270436	4165	tags=71%, list=23%, signal=55%	ALDH5A1/ALDH9A1/GLUD2/AKR7A2/ADHFE1
s6	Folate and 1-C metabolism	Folate and 1-C metabolism	20	0.470528055262913	1.29608928165523	0.15036231884058	0.300724637681159	0.212157359170359	5312	tags=50%, list=29%, signal=35%	CHDH/ALDH1L1/SARDH/DMGDH/QDPR/GTPBP3/MTHFS/SHMT2/FPGS/MTHFD2L
s4	Glutamate metabolism	Glutamate metabolism	7	0.616656200950077	1.30252617703026	0.163575042158516	0.30149125417452	0.219450520955697	2343	tags=43%, list=13%, signal=37%	NAT8L/GPT2/GLUD2
s4	Type II fatty acid synthesis	Type II fatty acid synthesis	9	0.570522472706595	1.30242859262877	0.167495854063018	0.302780966960071	0.220389281661866	4343	tags=56%, list=24%, signal=42%	MECR/HSD17B8/ACSF3/OXSM/MCAT
s2	Calcium cycle	Calcium cycle	9	0.52039020119738	1.20166166939802	0.237986270022883	0.306448073728096	0.16472012921555	4236	tags=67%, list=23%, signal=51%	MCUB/LETM1/MICU2/SLC25A3/SMDT1/MICU3
s4	Preprotein cleavage	Preprotein cleavage	8	0.584691018757192	1.29247760737868	0.174129353233831	0.308833192527926	0.224794597024807	6528	tags=75%, list=36%, signal=48%	UQCRC1/PMPCA/UQCRC2/IMMP2L/MIPEP/PMPCB
s3	SAM	SAM	3	0.779733147166937	1.25124868513925	0.207920792079208	0.31023102310231	0.232760118117075	1978	tags=33%, list=11%, signal=30%	SAMM50
s4	Folate and 1-C metabolism	Folate and 1-C metabolism	20	0.464010214817449	1.27453438928114	0.179723502304147	0.312852022529442	0.227719837227477	3869	tags=40%, list=21%, signal=31%	SARDH/ALDH1L1/CHDH/DMGDH/FPGS/SHMT2/QDPR/GTPBP3
s2	CII assembly factors	CII assembly factors	4	0.667738394514133	1.22394164490848	0.247165532879819	0.313967028252743	0.168761672521071	3425	tags=50%, list=19%, signal=41%	SDHAF4/SDHAF3
s2	Carnitine synthesis and transport	Carnitine synthesis and transport	6	0.588478901479815	1.23256115320362	0.250554323725055	0.314028085735403	0.168794491772669	1423	tags=67%, list=8%, signal=61%	SLC25A20/CPT2/CPT1B/TMLHE
s4	Itaconate metabolism	Itaconate metabolism	5	0.657137230586038	1.24662624328903	0.185920577617329	0.317755169018707	0.231288756844524	5827	tags=80%, list=32%, signal=54%	SUCLG1/CLYBL/SUCLA2/SUCLG2
s1	Propanoate metabolism	Propanoate metabolism	4	0.748003967705358	1.28804804405179	0.207317073170732	0.335996635828427	0.237041299632597	3491	tags=75%, list=19%, signal=61%	PCCB/PCCA/MMUT
s2	CIII assembly factors	CIII assembly factors	6	0.575448438840393	1.20526902426368	0.272727272727273	0.337320574162679	0.181314530345001	4893	tags=67%, list=27%, signal=49%	UQCC1/LYRM7/TTC19/UQCC2
s1	CV assembly factors	CV assembly factors	5	0.691743190556456	1.2752394596158	0.21259842519685	0.338716135059389	0.238959871318494	3586	tags=60%, list=20%, signal=48%	ATPAF1/FMC1/ATPAF2
s4	CII assembly factors	CII assembly factors	4	0.697599645213149	1.23151368325334	0.202952029520295	0.340669478123353	0.247967705240962	5459	tags=100%, list=30%, signal=70%	SDHAF4/SDHAF1/SDHAF3/SDHAF2
s1	MICOS complex	MICOS complex	7	0.636211149216919	1.26131592807035	0.219230769230769	0.343461538461538	0.242307692307692	4497	tags=71%, list=25%, signal=54%	APOO/IMMT/CHCHD3/APOOL/CHCHD6
s3	mtDNA nucleoid	mtDNA nucleoid	11	0.556703344987875	1.23607740199138	0.235395189003436	0.345736683848797	0.25939930367155	4184	tags=55%, list=23%, signal=42%	MTERF2/MTERF1/TFAM/POLDIP2/POLRMT/POLG
s4	Polycistronic mtRNA processing	Polycistronic mtRNA processing	13	0.500467400095467	1.24152772520532	0.211446740858506	0.34870164281929	0.253814185702731	1777	tags=23%, list=10%, signal=21%	HSD17B10/TBRG4/FASTK
s1	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	0.770509977827051	1.26052389612355	0.232604373757455	0.352988175135826	0.249028611797951	4143	tags=100%, list=23%, signal=77%	SUOX/MOCS1/ABCB7
s1	Carnitine shuttle	Carnitine shuttle	5	0.678852012855975	1.25147437062179	0.234251968503937	0.352988175135826	0.249028611797951	2377	tags=60%, list=13%, signal=52%	SLC25A20/CPT2/CPT1A
s1	Folate and 1-C metabolism	Folate and 1-C metabolism	20	0.490771796359929	1.22361005407752	0.236577181208054	0.352988175135826	0.249028611797951	2343	tags=25%, list=13%, signal=22%	ALDH1L1/CHDH/QDPR/DMGDH/FPGS
s4	Cytochromes	Cytochromes	4	0.689494158119923	1.21720459016071	0.219557195571956	0.355834075582135	0.259005766101218	4600	tags=75%, list=25%, signal=56%	CYC1/CYCS/CYB5B
s4	Copper metabolism	Copper metabolism	7	0.582258559338712	1.22987008671952	0.224283305227656	0.357332723583045	0.260096607311287	2232	tags=29%, list=12%, signal=25%	SCO2/COX17
s4	TIM23 presequence pathway	TIM23 presequence pathway	6	0.60761218466285	1.22926548292766	0.232358003442341	0.35805987415705	0.260625888244213	6434	tags=67%, list=36%, signal=43%	ROMO1/TIMM17B/TIMM21/TIMM23
s4	CII subunits	CII subunits	4	0.68427480130648	1.2079905525997	0.228782287822878	0.35805987415705	0.260625888244213	4703	tags=75%, list=26%, signal=55%	SDHB/SDHA/SDHD
s2	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	6	0.565607089642658	1.18465645058306	0.29490022172949	0.360008062890546	0.19350937311026	2165	tags=50%, list=12%, signal=44%	BCKDHB/DLD/DBT
s3	Itaconate metabolism	Itaconate metabolism	5	0.655449606386517	1.21298463092753	0.252747252747253	0.365511411665258	0.274235885571918	6220	tags=100%, list=34%, signal=66%	SUCLA2/SUCLG1/SUCLG2/CLYBL/AUH
s6	Type II fatty acid synthesis	Type II fatty acid synthesis	9	0.574148748299334	1.29596072174191	0.1875	0.365929616941763	0.258158632332935	4227	tags=56%, list=23%, signal=43%	MECR/ACSF3/HSD17B8/OXSM/MCAT
s6	Copper metabolism	Copper metabolism	7	0.604747881310854	1.28744145135974	0.197265625	0.365929616941763	0.258158632332935	5977	tags=71%, list=33%, signal=48%	SCO2/COX17/COX11/COX19/SCO1
s6	Propanoate metabolism	Propanoate metabolism	4	0.727720122737577	1.28634528845326	0.202429149797571	0.365929616941763	0.258158632332935	4312	tags=75%, list=24%, signal=57%	PCCB/PCCA/MMUT
s6	Eicosanoid metabolism	Eicosanoid metabolism	3	0.779434589800443	1.28339876123444	0.193482688391039	0.365929616941763	0.258158632332935	3982	tags=100%, list=22%, signal=78%	PTGES2/MGST3/ZADH2
s6	Phospholipid metabolism	Phospholipid metabolism	23	0.428453462234978	1.22565265077614	0.199281867145422	0.365929616941763	0.258158632332935	6288	tags=52%, list=35%, signal=34%	ACP6/PRDX6/GPAT2/GPAM/SPHK2/AGK/PISD/OSBPL1A/CHPT1/PGS1/AGPAT4/TAMM41
s4	Proteases	Proteases	28	0.400968900953222	1.18591033987306	0.243323442136499	0.368909734852111	0.268523323240618	6864	tags=61%, list=38%, signal=38%	LONP1/CLPP/PMPCA/HTRA2/ATP23/USP30/METAP1D/CLPB/AFG1L/IMMP2L/OMA1/MIPEP/SPG7/AFG3L2/PMPCB/LAP3/PITRM1
s1	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	0.763414634146341	1.24891619405853	0.262425447316103	0.370388059701493	0.261304006284368	4271	tags=100%, list=24%, signal=76%	QDPR/SPR/PCBD2
s1	Vitamin B12 metabolism	Vitamin B12 metabolism	4	0.717129990467936	1.2348836656398	0.260162601626016	0.370388059701493	0.261304006284368	4407	tags=75%, list=24%, signal=57%	MMAB/MMUT/MMAA
s1	Heme-containing proteins	Heme-containing proteins	10	0.567385917883236	1.21477623531603	0.256704980842912	0.370388059701493	0.261304006284368	3180	tags=70%, list=18%, signal=58%	CYCS/CYB5B/CYC1/SDHD/MT-CYB/SDHC/MT-CO1
s1	Nucleotide synthesis and processing	Nucleotide synthesis and processing	24	0.455313399183787	1.17760464156577	0.264	0.370388059701493	0.261304006284368	2927	tags=33%, list=16%, signal=28%	FHIT/SUCLG1/AK4/DHODH/SUCLA2/AK3/SUCLG2/CMPK2
s2	SAM	SAM	3	0.690022172949002	1.18782205525407	0.310126582278481	0.37374229146381	0.20089171321683	5595	tags=100%, list=31%, signal=69%	SAMM50/MTX2/MTX1
s5	Proline metabolism	Proline metabolism	5	0.625055203653615	1.1608367889815	0.313725490196078	0.378237907620085	0.241428451672395	697	tags=20%, list=4%, signal=19%	ALDH4A1
s5	Vitamin A metabolism	Vitamin A metabolism	5	0.623791383934869	1.15848965481545	0.313725490196078	0.378237907620085	0.241428451672395	4026	tags=40%, list=22%, signal=31%	DHRS4/RDH13
s5	Phospholipid metabolism	Phospholipid metabolism	23	0.40415478342314	1.11792518750394	0.314984709480122	0.378237907620085	0.241428451672395	7178	tags=70%, list=40%, signal=42%	PISD/PRDX6/ACP6/SPHK2/CHPT1/AGK/PRELID1/PTPMT1/TRIAP1/OSBPL1A/AGPAT4/STARD7/GPAM/PGS1/TAMM41/PRELID3B
s5	EF hand proteins	EF hand proteins	11	0.478912554761955	1.11322078868633	0.317880794701987	0.378237907620085	0.241428451672395	6071	tags=55%, list=34%, signal=36%	SLC25A25/RHOT2/EFHD1/SLC25A13/SLC25A23/RHOT1
s4	Import motor	Import motor	6	0.596625774330599	1.20703878085748	0.25473321858864	0.380078135671939	0.276652618350236	5521	tags=50%, list=31%, signal=35%	TIMM44/GRPEL1/DNAJC19
s6	fMet processing	fMet processing	3	0.769228525580246	1.26659369465325	0.215885947046843	0.382892057026477	0.270125415371422	2679	tags=67%, list=15%, signal=57%	PDF/METAP1D
s4	Heme-containing proteins	Heme-containing proteins	10	0.508128882832781	1.18725936735361	0.262560777957861	0.383510412239694	0.279150915963943	7186	tags=70%, list=40%, signal=42%	CYC1/CYCS/CYB5B/SDHD/CYP27A1/CYP27B1/CYP11A1
s4	Vitamin D metabolism	Vitamin D metabolism	3	0.71295422708761	1.18078806209428	0.265193370165746	0.383510412239694	0.279150915963943	1210	tags=33%, list=7%, signal=31%	FDXR
s3	mt-mRNA modifications	mt-mRNA modifications	3	0.749286478898548	1.20239049079916	0.269306930693069	0.383558355835584	0.287776146035656	4368	tags=67%, list=24%, signal=51%	PDE12/MTPAP
s3	CIII assembly factors	CIII assembly factors	6	0.624414068082428	1.20535084265409	0.275415896487985	0.383851959061305	0.287996430650699	2300	tags=33%, list=13%, signal=29%	LYRM7/UQCC1
s3	Calcium cycle	Calcium cycle	9	0.560682795649013	1.19878265339901	0.27768014059754	0.383851959061305	0.287996430650699	4343	tags=56%, list=24%, signal=42%	LETM1/MCUB/MICU3/SMDT1/MICU2
s2	TIM23 presequence pathway	TIM23 presequence pathway	6	0.550577137173037	1.153176417056	0.328159645232816	0.390468438631452	0.209882251448037	5742	tags=83%, list=32%, signal=57%	TIMM21/TIMM17A/TIMM23/TIMM50/TIMM17B
s5	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	0.693126385809313	1.1455296882387	0.334579439252336	0.393130841121495	0.250934579439252	5539	tags=100%, list=31%, signal=69%	SUOX/MOCS1/ABCB7
s4	mtRNA stability and decay	mtRNA stability and decay	17	0.446855518807897	1.16456403433271	0.277165354330709	0.394750656167979	0.28733250448957	1777	tags=18%, list=10%, signal=16%	LACTB2/TBRG4/FASTK
s5	Itaconate metabolism	Itaconate metabolism	5	0.610516889601931	1.13383659811465	0.345811051693405	0.401311590854075	0.256156334587707	4674	tags=60%, list=26%, signal=44%	SUCLG1/SUCLA2/CLYBL
s4	Serine metabolism	Serine metabolism	5	0.621562759472804	1.17913947307311	0.290613718411552	0.40173072839244	0.292413184160231	3370	tags=60%, list=19%, signal=49%	AGXT/SDSL/SHMT2
s4	Urea cycle	Urea cycle	5	0.621415964933074	1.17886099558457	0.290613718411552	0.40173072839244	0.292413184160231	5626	tags=60%, list=31%, signal=41%	CA5B/NAGS/SLC25A13
s5	Propanoate metabolism	Propanoate metabolism	4	0.643486069741248	1.12611397271937	0.350909090909091	0.402261640798226	0.256762749445676	2643	tags=50%, list=15%, signal=43%	PCCB/PCCA
s6	Lipoate insertion	Lipoate insertion	4	0.709573701424691	1.2542689958941	0.236842105263158	0.412280701754386	0.290858725761773	5243	tags=100%, list=29%, signal=71%	GCSH/LIPT1/LIPT2/LIAS
s5	Iron homeostasis	Iron homeostasis	4	-0.607422664481534	-1.13533279416704	0.373893805309735	0.423375943784107	0.270239964117515	4471	tags=100%, list=25%, signal=75%	SLC25A28/FTH1/SLC25A37
s5	Cardiolipin synthesis	Cardiolipin synthesis	16	0.424387873698917	1.07960517890224	0.378335949764521	0.423375943784107	0.270239964117515	7151	tags=69%, list=40%, signal=42%	HADHA/CRLS1/PLD6/PRELID1/PTPMT1/TRIAP1/AGPAT4/GPAM/TAZ/PGS1/TAMM41
s6	Malate-aspartate shuttle	Malate-aspartate shuttle	6	0.605358248984184	1.22431561015109	0.273622047244095	0.428892744682218	0.302578308118474	2132	tags=50%, list=12%, signal=44%	SLC25A10/MDH2/SLC25A11
s6	Serine metabolism	Serine metabolism	5	0.637289643394264	1.22352165327201	0.270750988142292	0.428892744682218	0.302578308118474	1875	tags=40%, list=10%, signal=36%	AGXT/SDSL
s6	Carnitine shuttle	Carnitine shuttle	5	0.634601606286331	1.21836093609977	0.270750988142292	0.428892744682218	0.302578308118474	1504	tags=60%, list=8%, signal=55%	SLC25A20/CPT2/CPT1B
s6	Carnitine synthesis and transport	Carnitine synthesis and transport	6	0.600987539713209	1.21547600550893	0.281496062992126	0.428892744682218	0.302578308118474	2713	tags=67%, list=15%, signal=57%	SLC25A20/CPT2/CPT1B/TMLHE
s6	TIM23 presequence pathway	TIM23 presequence pathway	6	0.596431254231482	1.20626107955567	0.285433070866142	0.428892744682218	0.302578308118474	5564	tags=67%, list=31%, signal=46%	ROMO1/TIMM17B/TIMM21/TIMM23
s6	CII subunits	CII subunits	4	0.681097736822223	1.20393381653593	0.287449392712551	0.428892744682218	0.302578308118474	5252	tags=75%, list=29%, signal=53%	SDHB/SDHD/SDHA
s6	Glutamate metabolism	Glutamate metabolism	7	0.562036473803816	1.1965135817965	0.28125	0.428892744682218	0.302578308118474	2068	tags=43%, list=11%, signal=38%	GPT2/NAT8L/GLUD2
s6	Heme synthesis and processing	Heme synthesis and processing	13	0.4684845700787	1.17794761071735	0.252336448598131	0.428892744682218	0.302578308118474	4985	tags=62%, list=28%, signal=45%	FDXR/ALAS1/PPOX/COX10/ABCB7/ABCB10/FECH/HCCS
s6	CIII subunits	CIII subunits	10	0.491866847951567	1.15204211540857	0.285444234404537	0.428892744682218	0.302578308118474	4171	tags=60%, list=23%, signal=46%	UQCRQ/CYC1/UQCRC1/UQCRFS1/UQCRC2/UQCR10
s6	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	6	-0.567109864314237	-1.1902387420759	0.293522267206478	0.431110829959514	0.304143138717238	7	tags=33%, list=0%, signal=33%	PPM1K/BCKDHA
s3	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	6	0.599514647724089	1.15728572233626	0.323475046210721	0.440676149910257	0.330630482015535	1767	tags=50%, list=10%, signal=45%	BCKDHB/DLD/DBT
s6	Vitamin B12 metabolism	Vitamin B12 metabolism	4	0.67270568645033	1.18909971463458	0.305668016194332	0.442042977265649	0.311855627858185	520	tags=25%, list=3%, signal=24%	MMAB
s4	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	0.687361419068736	1.13840149499642	0.325966850828729	0.444070782288414	0.323231812415979	5643	tags=100%, list=31%, signal=69%	SUOX/MOCS1/ABCB7
s5	SAM	SAM	3	0.666528210081039	1.1015708943253	0.401869158878505	0.444420010995052	0.28367234744365	4027	tags=67%, list=22%, signal=52%	SAMM50/MTX1
s4	mt-rRNA modifications	mt-rRNA modifications	16	0.431649093080915	1.11329143506186	0.332807570977918	0.446913023884633	0.325300633286687	6264	tags=50%, list=35%, signal=33%	MRM3/RCC1L/MRM1/TRMT61B/RPUSD4/METTL15/TFB1M/METTL17
s2	Urea cycle	Urea cycle	5	0.555344767215893	1.09177087965314	0.387387387387387	0.449560671782894	0.241645153925856	2095	tags=60%, list=12%, signal=53%	CA5B/SLC25A13/SLC25A15
s2	Carnitine shuttle	Carnitine shuttle	5	0.554120556528703	1.08936416285714	0.387387387387387	0.449560671782894	0.241645153925856	1171	tags=60%, list=6%, signal=56%	SLC25A20/CPT2/CPT1B
s3	TOM	TOM	8	0.546865233037369	1.13109405248292	0.335689045936396	0.450782433114589	0.338213023725391	6205	tags=88%, list=34%, signal=57%	TOMM40L/TOMM70/TOMM5/TOMM40/TOMM34/TOMM22/TOMM20
s1	Calcium cycle	Calcium cycle	9	0.551570108305665	1.15574539342651	0.326959847036329	0.451973906197278	0.318861770329547	1501	tags=22%, list=8%, signal=20%	LETM1/MCUB
s1	Eicosanoid metabolism	Eicosanoid metabolism	3	0.725055432372506	1.1861620547695	0.333996023856859	0.455009075978909	0.321003043523754	4963	tags=100%, list=28%, signal=73%	MGST3/PTGES2/ZADH2
s1	MIA40	MIA40	3	0.712609568151957	1.16580111239448	0.353876739562624	0.455676897518996	0.32147418302012	2485	tags=67%, list=14%, signal=57%	AIFM1/CHCHD4
s1	Vitamin A metabolism	Vitamin A metabolism	5	0.632033017192182	1.165162815199	0.34251968503937	0.455676897518996	0.32147418302012	2498	tags=20%, list=14%, signal=17%	RDH13
s1	CIII assembly factors	CIII assembly factors	6	0.601716360508247	1.13847550418604	0.349019607843137	0.455676897518996	0.32147418302012	3695	tags=50%, list=20%, signal=40%	UQCC1/LYRM7/TTC19
s1	Heme synthesis and processing	Heme synthesis and processing	13	0.482941229451726	1.11749326236574	0.353046594982079	0.455676897518996	0.32147418302012	4143	tags=46%, list=23%, signal=36%	ALAS1/COX10/ABCB10/FECH/HCCS/ABCB7
s3	Selenoproteins	Selenoproteins	5	0.611471263229194	1.13159766566932	0.347985347985348	0.460712995924264	0.345663725945416	2477	tags=40%, list=14%, signal=35%	TXNRD2/GPX4
s1	Iron homeostasis	Iron homeostasis	4	-0.636257253653562	-1.11744189549081	0.362745098039216	0.46078431372549	0.325077399380805	2492	tags=75%, list=14%, signal=65%	FTH1/SLC25A28/SLC25A37
s4	SAM	SAM	3	0.682039911308204	1.12958806406741	0.351749539594843	0.461166390270868	0.335675424049344	5739	tags=100%, list=32%, signal=68%	SAMM50/MTX2/MTX1
s4	mtDNA repair	mtDNA repair	9	0.485015340847446	1.10722693321174	0.353233830845771	0.461166390270868	0.335675424049344	6779	tags=67%, list=38%, signal=42%	RECQL4/POLG/OGG1/POLB/APEX1/UNG
s4	MIA40	MIA40	3	0.675776053215078	1.1192139214114	0.36279926335175	0.461703400817792	0.336066305186523	5852	tags=100%, list=32%, signal=68%	AIFM1/CHCHD4/GFER
s4	Propanoate metabolism	Propanoate metabolism	4	0.630857729815805	1.11369025455413	0.363468634686347	0.461703400817792	0.336066305186523	5485	tags=75%, list=30%, signal=52%	PCCB/PCCA/MMUT
s6	Coenzyme A metabolism	Coenzyme A metabolism	5	0.604299821810357	1.1601850504198	0.326086956521739	0.464426877470356	0.327647181194092	3071	tags=60%, list=17%, signal=50%	NUDT8/COASY/SLC25A42
s1	Catechol metabolism	Catechol metabolism	3	0.691268382206282	1.13088777495529	0.375745526838966	0.464737888458721	0.327866595441203	2472	tags=67%, list=14%, signal=58%	MAOB/MAOA
s1	Cholesterol, bile acid, steroid synthesis	Cholesterol, bile acid, steroid synthesis	12	0.485340974891244	1.09311779200147	0.371323529411765	0.464737888458721	0.327866595441203	2548	tags=42%, list=14%, signal=36%	STAR/HSD17B10/HSD17B8/OSBPL1A/SCP2
s3	Copper metabolism	Copper metabolism	7	0.553267652981772	1.12088466039821	0.35650623885918	0.465438700732818	0.349209327537501	5360	tags=71%, list=30%, signal=50%	SCO1/COX17/SCO2/CHCHD7/SLC25A3
s6	GABA metabolism	GABA metabolism	7	0.530702131863276	1.12980622834884	0.33984375	0.469784007352941	0.331426567337461	2631	tags=57%, list=15%, signal=49%	ALDH5A1/ALDH9A1/GLUD2/AKR7A2
s6	mtRNA stability and decay	mtRNA stability and decay	17	0.410520862766652	1.10027033633285	0.335154826958106	0.469784007352941	0.331426567337461	4881	tags=41%, list=27%, signal=30%	LACTB2/TBRG4/FASTK/FASTKD5/ENDOG/SUPV3L1/LRPPRC
s4	Heme synthesis and processing	Heme synthesis and processing	13	0.433607184622654	1.07566515112584	0.375198728139905	0.470249072602014	0.342286559004825	6581	tags=62%, list=36%, signal=39%	FDXR/ALAS1/PPOX/COX10/HCCS/ABCB7/FECH/ABCB10
s3	Eicosanoid metabolism	Eicosanoid metabolism	3	0.694523720931886	1.11451192728118	0.37029702970297	0.476820832768208	0.357749113051175	3748	tags=67%, list=21%, signal=53%	MGST3/ZADH2
s6	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	0.693847006651885	1.14247224908409	0.358452138492872	0.477266859814693	0.336705623385505	5526	tags=100%, list=31%, signal=69%	MOCS1/ABCB7/SUOX
s6	Glycine cleavage system	Glycine cleavage system	3	0.693663954943207	1.14217084042295	0.358452138492872	0.477266859814693	0.336705623385505	3961	tags=67%, list=22%, signal=52%	GCSH/DLD
s6	SAM	SAM	3	0.693237250554324	1.14146823895867	0.360488798370672	0.477266859814693	0.336705623385505	5537	tags=100%, list=31%, signal=69%	SAMM50/MTX2/MTX1
s4	Branched-chain amino acid dehydrogenase complex	Branched-chain amino acid dehydrogenase complex	6	-0.490016162898567	-1.0529001147017	0.387173396674584	0.478872359044881	0.348563307255512	64	tags=33%, list=0%, signal=33%	PPM1K/BCKDHA
s1	Glycine cleavage system	Glycine cleavage system	3	0.679509666465622	1.11165098035774	0.393638170974155	0.480545299630787	0.33901852045621	1359	tags=67%, list=8%, signal=62%	GCSH/DLD
s1	Copper metabolism	Copper metabolism	7	0.529438540558008	1.04963464560796	0.409615384615385	0.493639053254438	0.348255995017129	5037	tags=71%, list=28%, signal=52%	SCO1/COX17/SCO2/COX11/CHCHD7
s5	Import motor	Import motor	6	0.519230292674475	1.03286832943741	0.451669595782074	0.493685372133895	0.315118322638656	2887	tags=33%, list=16%, signal=28%	GRPEL1/TIMM44
s3	Molybdenum cofactor synthesis and proteins	Molybdenum cofactor synthesis and proteins	3	0.687687770931858	1.1035421827214	0.39009900990099	0.495531174739096	0.371787107587003	3239	tags=67%, list=18%, signal=55%	SUOX/ABCB7
s6	Cardiolipin synthesis	Cardiolipin synthesis	16	-0.388924098377647	-1.07972036532373	0.383947939262473	0.501265365148229	0.353636259847015	26	tags=19%, list=0%, signal=19%	PLD6/CRLS1/PLSCR3
