Cluster	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
s5	mt-tRNA modifications	mt-tRNA modifications	22	0.592905713928092	1.63224639863047	0.0233924501944835	0.0709319457510144	0.045275710053839	5958	tags=68%, list=33%, signal=46%	HSD17B10/DUS2/YRDC/QTRT1/TRMT2B/RPUSD4/GTPBP3/TRMT10C/CDK5RAP1/ALKBH1/TRMT61B/PUS1/TRMT1/TRMU/OSGEPL1
s4	TCA cycle	TCA cycle	19	0.6162298509211	1.66511854848045	0.0121210763984225	0.0712839108269074	0.051886385260347	5827	tags=79%, list=32%, signal=54%	ACO2/IDH3G/IDH2/MDH2/SDHB/SUCLG1/IDH3B/OGDH/CS/SUCLA2/SDHA/SDHD/DLD/IDH3A/SUCLG2
s4	Nucleotide synthesis and processing	Nucleotide synthesis and processing	24	0.581580210558194	1.65000578801414	0.0108528813826104	0.0712839108269074	0.051886385260347	5881	tags=71%, list=33%, signal=48%	NME3/GUK1/FHIT/NME4/DHODH/SUCLG1/DTYMK/NT5M/CMPK2/SUCLA2/AK4/DGUOK/TK2/NME6/SUCLG2/AK3/NUDT9
s4	CIV subunits	CIV subunits	16	0.63000119753477	1.62487295476072	0.0115645792973807	0.0712839108269074	0.051886385260347	3845	tags=25%, list=21%, signal=20%	COX8A/COX6A1/COX4I1/COX5B
s4	mtRNA granules	mtRNA granules	27	0.555339367427503	1.62290398368083	0.0121334316301119	0.0712839108269074	0.051886385260347	5104	tags=59%, list=28%, signal=43%	HSD17B10/PTCD1/FASTK/DDX28/MRPS7/RMND1/MRM1/PUS1/MRPS9/ERAL1/DHX30/ALKBH1/RPUSD4/SUPV3L1/NOA1/TRMT10C
s6	Q-linked reactions, other	Q-linked reactions, other	9	0.733698585375896	1.65609443730606	0.0137386757745856	0.0716953782851732	0.0505801660914436	3180	tags=67%, list=18%, signal=55%	CHDH/ETFA/ETFDH/ETFB/ETFRF1/DHODH
s6	Chaperones	Chaperones	15	0.631367012872285	1.64248010814963	0.0144916190150882	0.0716953782851732	0.0505801660914436	5066	tags=67%, list=28%, signal=48%	TIMM13/TRAP1/MAIP1/DNAJA3/HSPD1/PHB/NRDC/TIMM8A/TIMM8B/TIMM9
s3	Glyoxylate metabolism	Glyoxylate metabolism	6	0.868310085927702	1.6761606556562	0.0087369922086756	0.0746615697832278	0.0560170792326569	1023	tags=33%, list=6%, signal=31%	AGXT/ALDH4A1
s6	Translation factors	Translation factors	16	0.613704933612915	1.63585209131936	0.015901071067438	0.0747350340169588	0.0527246040657156	4835	tags=56%, list=27%, signal=41%	COA3/GFM2/TUFM/MRPL58/GFM1/MTIF3/TIMM21/MTIF2/TACO1
s6	mt-tRNA synthetases	mt-tRNA synthetases	20	0.59892750620069	1.64977095965397	0.0169393171019782	0.0758236098850454	0.0534925803220365	4002	tags=65%, list=22%, signal=51%	SARS2/YARS2/GATB/AARS2/DARS2/MARS2/CARS2/TARS2/LARS2/IARS2/EARS2/PARS2/FARS2
s1	CV subunits	CV subunits	21	0.63748597590602	1.60920591939714	0.0196267185052208	0.076871314145448	0.0542317221854785	5014	tags=81%, list=28%, signal=59%	ATP5F1B/ATP5MC3/ATP5PB/ATP5F1A/MT-ATP6/DMAC2L/ATP5MF/ATP5PF/ATP5PO/MT-ATP8/ATP5MC1/ATP5F1C/ATP5PD/ATP5MPL/ATP5F1D/ATP5ME/ATP5MD
s1	Proteases	Proteases	28	0.591165465138578	1.58504351318435	0.0190515662436533	0.076871314145448	0.0542317221854785	4791	tags=68%, list=27%, signal=50%	CLPB/AFG3L2/METAP1D/ATP23/LAP3/AFG1L/XPNPEP3/USP30/LONP1/OMA1/PMPCA/IMMP2L/LACTB/PITRM1/MIPEP/IDE/CLPX/NLN/HTRA2
s2	Tetrahydrobiopterin synthesis	Tetrahydrobiopterin synthesis	3	0.885365853658537	1.52409173092208	0.0310892381761303	0.0789834699609797	0.0424547206957114	2071	tags=100%, list=11%, signal=89%	SPR/QDPR/PCBD2
s3	Pyruvate metabolism	Pyruvate metabolism	14	0.726613673047844	1.716737119707	0.0109246937073522	0.0794729552499106	0.0596269653050841	3409	tags=79%, list=19%, signal=64%	PDK4/PDP2/PDK1/DLAT/PDHA1/PDHX/DLD/PDHB/MPC2/PDK2/MPC1
s3	CI assembly factors	CI assembly factors	22	0.626031057161767	1.64694257914792	0.0109909406196685	0.0794729552499106	0.0596269653050841	5784	tags=77%, list=32%, signal=53%	AIFM1/FOXRED1/NUBPL/NDUFAF4/ECSIT/NDUFAF1/ACAD9/COA1/NDUFAF3/NDUFAF5/LYRM2/DMAC1/TIMMDC1/TMEM70/NDUFAF2/NDUFAF7/NDUFAF6
s2	MICOS complex	MICOS complex	7	0.717294516985942	1.57450401376283	0.0329671116230107	0.0815502234885001	0.0438343866455543	1702	tags=43%, list=9%, signal=39%	APOO/IMMT/CHCHD3
s5	Pyruvate metabolism	Pyruvate metabolism	14	0.627543860954927	1.56282299301271	0.0281900739638901	0.0828083422689272	0.052856388682294	2250	tags=64%, list=12%, signal=56%	PDK4/PDP2/PDK2/MPC2/PDHB/PDHA1/PDHX/PDK1/DLAT
s1	Type II fatty acid synthesis	Type II fatty acid synthesis	9	0.760507929466563	1.59354816896317	0.0227414749792807	0.0855079459220953	0.0603247546818814	4328	tags=100%, list=24%, signal=76%	MECR/HTD2/ACACA/MCAT/OXSM/HSD17B8/NDUFAB1/CBR4/ACSF3
s2	Itaconate metabolism	Itaconate metabolism	5	0.810732897216986	1.59384695888245	0.0362323735557412	0.085530259349907	0.0459737116326488	3419	tags=100%, list=19%, signal=81%	CLYBL/SUCLA2/SUCLG1/SUCLG2/AUH
s2	mt-rRNA modifications	mt-rRNA modifications	16	0.558236522673101	1.51711613357215	0.0363958550425136	0.085530259349907	0.0459737116326488	6997	tags=88%, list=39%, signal=54%	TRMT2B/TRUB2/NSUN4/RPUSD4/METTL5/MTPAP/MRM3/METTL15/TFB1M/RCC1L/TRMT61B/METTL17/RPUSD3/NGRN
s2	Cytochromes	Cytochromes	4	0.84494705914962	1.54875906782126	0.0378425087165426	0.0867608736428051	0.0466351840409255	2801	tags=100%, list=16%, signal=84%	CYCS/CYB5B/MT-CYB/CYC1
s6	mt-tRNA modifications	mt-tRNA modifications	22	0.565498582530312	1.59879067381329	0.0204374555894981	0.087323673882401	0.0616057273750422	5996	tags=73%, list=33%, signal=49%	QTRT1/HSD17B10/DUS2/RPUSD4/ALKBH1/TRMT61B/TRMU/TRMT1/TRMT10C/GTPBP3/CDK5RAP1/PUS1/TRNT1/YRDC/TRMT2B/TRMT5
s2	TCA-associated	TCA-associated	14	0.602233434932949	1.59978835895431	0.0398385240002919	0.0880882853290074	0.0473486864030499	4072	tags=64%, list=23%, signal=50%	L2HGDH/ME2/SLC25A1/ACLY/ME3/MPC2/FAHD1/MPC1/SLC25A11
s2	Nucleotide import	Nucleotide import	8	0.70640356035678	1.58778902046555	0.0402957049909289	0.0880882853290074	0.0473486864030499	1865	tags=25%, list=10%, signal=22%	SLC25A33/SLC25A5
s2	TOM	TOM	8	0.70278968706369	1.57966608811053	0.0416501511082366	0.0889798682766872	0.0478279247175922	4427	tags=75%, list=25%, signal=57%	TOMM70/TOMM34/TOMM22/TOMM40L/TOMM20/TOMM7
s2	Phospholipid metabolism	Phospholipid metabolism	23	0.501256032713145	1.5103571667584	0.0435121578636636	0.0908920630929862	0.0488557561977978	3858	tags=52%, list=21%, signal=41%	PRDX6/CHPT1/PRELID3B/AGK/OSBPL1A/GPAM/PNPLA8/PTPMT1/STARD7/ACP6/LACTB/PRELID1
s5	Coenzyme Q metabolism	Coenzyme Q metabolism	13	0.654247629133444	1.59278048475923	0.0328959347722588	0.0935601956163427	0.0597192737976656	5329	tags=85%, list=30%, signal=60%	COQ9/COQ2/COQ8A/COQ6/PDSS2/COQ5/COQ3/COQ4/COQ8B/PDSS1/COQ7
s5	Nucleotide import	Nucleotide import	8	0.716159767550826	1.5423081218463	0.0338409218186772	0.0935601956163427	0.0597192737976656	1763	tags=62%, list=10%, signal=56%	SLC25A6/SLC25A4/SLC25A33/SLC25A25/SLC25A5
s2	Glyoxylate metabolism	Glyoxylate metabolism	6	0.738747528202004	1.54729677308273	0.0463373998594666	0.0946894692780404	0.0508969151774461	3726	tags=67%, list=21%, signal=53%	AGXT/LDHB/GOT2/ALDH4A1
s3	mt-tRNA modifications	mt-tRNA modifications	22	0.620401349324551	1.63213212295856	0.0141426459862338	0.0949577659075695	0.0712449083517039	5889	tags=64%, list=33%, signal=43%	TRMT10C/TRMT2B/HSD17B10/DUS2/RPUSD4/OSGEPL1/TRMT61B/YRDC/ALKBH1/TRNT1/TRMT5/NSUN3/MTO1/CDK5RAP1
s3	Type II fatty acid synthesis	Type II fatty acid synthesis	9	0.759787421615486	1.62448355535699	0.0174849259285166	0.0966813551341505	0.0725380827994186	3894	tags=89%, list=22%, signal=70%	MECR/HSD17B8/NDUFAB1/OXSM/ACSF3/CBR4/MCAT/ACACA
s3	Proteases	Proteases	28	0.584491676092715	1.61736813284569	0.0158260854888683	0.0966813551341505	0.0725380827994186	6174	tags=75%, list=34%, signal=49%	XPNPEP3/ATP23/AFG1L/USP30/CLPB/AFG3L2/METAP1D/LONP1/CLPX/OMA1/PMPCA/IMMP2L/LACTB/PITRM1/IDE/HTRA2/PMPCB/MIPEP/IMMP1L/ATAD1/LAP3
s3	mt-tRNA synthetases	mt-tRNA synthetases	20	0.620475654173694	1.5947651499713	0.0171151177013769	0.0966813551341505	0.0725380827994186	4909	tags=70%, list=27%, signal=51%	DARS2/MARS2/YARS2/IARS2/LARS2/GATB/EARS2/TARS2/SARS2/QRSL1/GATC/NARS2/WARS2/PARS2
s1	Glycine metabolism	Glycine metabolism	14	0.702949926492005	1.64638690902894	0.0268763121836942	0.0971682055872021	0.0685509177154953	2081	tags=57%, list=12%, signal=51%	CHDH/ETFDH/ETFA/GCSH/ETFB/DLD/DMGDH/GLYAT
s4	Glyoxylate metabolism	Glyoxylate metabolism	6	0.805591849257616	1.62979986020152	0.0178962791156394	0.0989558962864768	0.0720283679576819	2257	tags=67%, list=13%, signal=58%	ALDH4A1/AGXT/HOGA1/GRHPR
s3	Fe-S-containing proteins	Fe-S-containing proteins	30	0.571972467790147	1.59853896947176	0.0192710656087815	0.100637787068081	0.0755065143735881	3313	tags=53%, list=18%, signal=44%	ETFDH/GLRX2/ACO2/NDUFS1/UQCRFS1/NFU1/NFS1/NDUFS2/ISCA1/NDUFV1/FECH/NUBPL/LIAS/SDHB/GLRX5/NDUFS7
s1	Choline and betaine metabolism	Choline and betaine metabolism	7	0.791486890685541	1.56915675449782	0.0292021468918985	0.101666733623647	0.0717245713134349	2022	tags=71%, list=11%, signal=63%	CHDH/ETFDH/ETFA/ETFB/DMGDH
s6	Mitochondrial permeability transition pore	Mitochondrial permeability transition pore	6	0.765235533425242	1.54766175332864	0.0248854705499225	0.101705836160553	0.0717521576496621	3033	tags=67%, list=17%, signal=55%	SLC25A6/SLC25A4/SLC25A5/PPIF
s4	Q-linked reactions, other	Q-linked reactions, other	9	0.711968293819611	1.62533100320601	0.0239421016604037	0.102298070730816	0.074461081718959	3506	tags=67%, list=19%, signal=54%	CHDH/ETFB/ETFA/ETFDH/DHODH/ETFRF1
s4	NAD biosynthesis and metabolism	NAD biosynthesis and metabolism	12	0.657707984917246	1.61293462017649	0.0230802105880206	0.102298070730816	0.074461081718959	5762	tags=75%, list=32%, signal=51%	NMNAT3/SIRT4/NOCT/SIRT3/SLC25A51/SIRT5/NAXD/KYAT3/NUDT13
s4	Coenzyme Q metabolism	Coenzyme Q metabolism	13	0.642481455733116	1.59382717050257	0.0224767500198309	0.102298070730816	0.074461081718959	4889	tags=62%, list=27%, signal=45%	COQ8B/COQ9/COQ8A/COQ5/COQ6/COQ2/PDSS2/COQ3
s4	Selenoproteins	Selenoproteins	5	0.83353824269257	1.58126887316808	0.020928845725067	0.102298070730816	0.074461081718959	1062	tags=80%, list=6%, signal=75%	GPX1/GPX4/TXNRD2/SELENOO
s4	CI assembly factors	CI assembly factors	22	0.567864896822679	1.57720460065926	0.0238610200751126	0.102298070730816	0.074461081718959	6118	tags=64%, list=34%, signal=42%	ECSIT/NDUFAF3/TIMMDC1/FOXRED1/AIFM1/DMAC2/NDUFAF1/ACAD9/NDUFAF5/DMAC1/TMEM186/NDUFAF2/NDUFAF7/COA1
s4	Branched-chain amino acid metabolism	Branched-chain amino acid metabolism	25	0.537214055582851	1.5360255402848	0.0259377600161753	0.106006497457412	0.0771603844874781	3990	tags=60%, list=22%, signal=47%	ECHS1/ETFB/ETFA/HSD17B10/ETFDH/HADHA/ACAD8/MCCC1/HMGCL/HIBCH/IVD/BCAT2/BCKDK/BCKDHB/ACAT1
s4	Calcium cycle	Calcium cycle	9	0.697619520634632	1.59257462048789	0.0286731665275733	0.112303235566329	0.0817436765040466	1767	tags=33%, list=10%, signal=30%	LETM1/SMDT1/MCUB
s3	ROS and glutathione metabolism	ROS and glutathione metabolism	27	0.581693337815024	1.59114005903312	0.0227412019992064	0.112509104627653	0.0844133259804338	2477	tags=48%, list=14%, signal=42%	PRXL2A/GLRX2/CAT/ALDH9A1/PRDX2/AIFM2/TXNRD2/ALDH3A2/MGST1/PRDX6/MSRA/HAGH/GPX4
s3	Mitochondrial ribosome assembly	Mitochondrial ribosome assembly	23	0.598561343897463	1.59104419771956	0.024387089809052	0.112805391874418	0.0846356243626653	5730	tags=74%, list=32%, signal=51%	MIEF1/DDX28/MALSU1/PTCD3/MRM3/NSUN4/MTG2/MPV17L2/TRMT61B/FASTKD2/NOA1/MTERF4/ERAL1/METTL17/GTPBP10/NGRN/MTG1
s3	Glutamate metabolism	Glutamate metabolism	7	0.773816488810425	1.56770240876414	0.0252012045676891	0.112805391874418	0.0846356243626653	2844	tags=57%, list=16%, signal=48%	GPT2/NAT8L/GLUD2/GLUD1
s5	NAD biosynthesis and metabolism	NAD biosynthesis and metabolism	12	0.637697029430618	1.52786683332659	0.0420032310177706	0.112808677590584	0.0720055388876067	5575	tags=75%, list=31%, signal=52%	NMNAT3/NOCT/SIRT4/SIRT3/SLC25A51/KYAT3/NUDT13/NAXE/NAXD
s5	Ketone metabolism	Ketone metabolism	6	0.774495485336191	1.54064943702645	0.0446546436918286	0.116598236306441	0.0744244061530477	2310	tags=67%, list=13%, signal=58%	ACAA2/HADHB/BDH1/HMGCL
s6	Glycine metabolism	Glycine metabolism	14	0.626580594363416	1.61283816674357	0.0300694838481292	0.117772145071839	0.0830867316856201	2693	tags=57%, list=15%, signal=49%	CHDH/ETFA/ETFDH/ETFB/SARDH/GCSH/GCAT/DMGDH
s5	mt-rRNA modifications	mt-rRNA modifications	16	0.61693176082956	1.56941978152137	0.0469683309761269	0.119324948966377	0.076164861042368	6314	tags=75%, list=35%, signal=49%	MRM1/MRM3/RCC1L/RPUSD3/TRMT2B/TRUB2/RPUSD4/TRMT61B/METTL17/NGRN/NSUN4/METTL5
s6	Nucleotide import	Nucleotide import	8	0.719344819616718	1.59152996634725	0.0320317588176493	0.120439413154361	0.0849684549689224	2931	tags=62%, list=16%, signal=52%	SLC25A6/SLC25A4/SLC25A5/SLC25A25/SLC25A33
s6	Cholesterol, bile acid, steroid synthesis	Cholesterol, bile acid, steroid synthesis	12	0.64723414680036	1.5796939357408	0.0335671538761209	0.121358171705976	0.0856166272953691	5210	tags=75%, list=29%, signal=53%	STAR/TSPO/FDXR/HSD17B10/HSD17B8/OSBPL1A/CYP27A1/SCP2/DHRS1
s6	Xenobiotic metabolism	Xenobiotic metabolism	19	0.561463291884828	1.53003773202233	0.0351639808460199	0.122422748130588	0.0863676722533822	4377	tags=68%, list=24%, signal=52%	TST/ALDH1B1/BPHL/MPST/GSTZ1/CYB5R3/AKR7A2/ABHD10/ACSM5/GSTK1/CYB5B/ALDH2/MGST1
s2	Polycistronic mtRNA processing	Polycistronic mtRNA processing	13	0.586996698269491	1.53088759768071	0.0619266055045872	0.123853211009174	0.0665728345849985	4984	tags=77%, list=28%, signal=56%	TRMT10C/FASTKD5/FASTKD2/FASTKD1/FASTKD3/PTCD2/GRSF1/ELAC2/HSD17B10/YBEY
s1	Coenzyme Q metabolism	Coenzyme Q metabolism	13	0.685228398585982	1.58557205701991	0.0374519127896405	0.125731421508079	0.0887018987123065	3000	tags=62%, list=17%, signal=51%	COQ2/PDSS1/COQ9/COQ3/COQ7/COQ8A/COQ6/PDSS2
s3	Biotin utilizing proteins	Biotin utilizing proteins	5	0.83437251311043	1.54410197978593	0.0294636883859874	0.125890304921946	0.0944529723378543	1676	tags=80%, list=9%, signal=73%	ACACB/MCCC1/PC/PCCA
s6	Biotin utilizing proteins	Biotin utilizing proteins	5	0.789833307850604	1.51638766555761	0.0401122366689401	0.134662508817156	0.0950026657948582	2632	tags=80%, list=15%, signal=68%	PC/ACACB/PCCA/MCCC1
s3	Xenobiotic metabolism	Xenobiotic metabolism	19	0.615860382762748	1.55481309596972	0.0329559672105142	0.134689605121232	0.101054910897229	3067	tags=53%, list=17%, signal=44%	BPHL/TST/ALDH1B1/MPST/MAOA/MGST1/CYB5B/GLYAT/ABHD10/ALDH2
s6	Itaconate metabolism	Itaconate metabolism	5	0.783829714049226	1.50486146692945	0.0430834609926283	0.134994844443569	0.0952371242994942	3828	tags=80%, list=21%, signal=63%	SUCLA2/SUCLG1/CLYBL/SUCLG2
s6	Proteases	Proteases	28	0.498330132405865	1.4854426829441	0.0418913270660495	0.134994844443569	0.0952371242994942	4481	tags=46%, list=25%, signal=35%	LONP1/ATP23/CLPP/PMPCA/METAP1D/AFG1L/HTRA2/CLPB/IMMP2L/USP30/OMA1/PMPCB/AFG3L2
s1	Mitochondrial ribosome assembly	Mitochondrial ribosome assembly	23	0.58204262284992	1.49207007491355	0.0416680404993321	0.135061924377145	0.0952844483287811	5904	tags=70%, list=33%, signal=47%	DDX28/MIEF1/MRM3/PTCD3/NSUN4/MALSU1/FASTKD2/TRMT61B/ERAL1/GTPBP10/MTERF4/MTG2/RBFA/MTERF3/MPV17L2/TFB1M
s5	mt-tRNA synthetases	mt-tRNA synthetases	20	0.563891585321871	1.51795017752481	0.0547945205479452	0.135544340302812	0.0865176640230714	5078	tags=65%, list=28%, signal=47%	YARS2/MARS2/GATB/DARS2/TARS2/SARS2/FARS2/LARS2/EARS2/PARS2/AARS2/IARS2/NARS2
s1	mtRNA stability and decay	mtRNA stability and decay	17	0.631942487368984	1.52952815788217	0.0444839857651246	0.13938315539739	0.0983330211650122	3982	tags=65%, list=22%, signal=50%	LACTB2/LRPPRC/FASTKD5/TBRG4/PNPT1/ENDOG/FASTKD2/FASTKD1/SUPV3L1/MTPAP/PDE12
s6	Mitochondrial ribosome assembly	Mitochondrial ribosome assembly	23	0.521531266534702	1.49191507510874	0.0466786355475763	0.141541669079747	0.0998558247707065	6816	tags=78%, list=38%, signal=49%	MRM3/DDX28/MIEF1/MTG2/NOA1/MALSU1/TRMT61B/MTG1/ERAL1/PTCD3/RBFA/DHX30/METTL17/TFB1M/MTERF4/MTERF3/FASTKD2/NSUN4
s2	Biotin utilizing proteins	Biotin utilizing proteins	5	0.769395951826227	1.51258127331977	0.0741837188977741	0.142101284958428	0.0763814297648884	1203	tags=60%, list=7%, signal=56%	ACACB/MCCC1/PCCA
s2	CII subunits	CII subunits	4	0.792505127778702	1.45263480078551	0.0748299319727891	0.142101284958428	0.0763814297648884	3747	tags=100%, list=21%, signal=79%	SDHB/SDHC/SDHD/SDHA
s2	Vitamin B12 metabolism	Vitamin B12 metabolism	4	0.792227950551583	1.45212674440582	0.0770975056689342	0.142101284958428	0.0763814297648884	3752	tags=100%, list=21%, signal=79%	MMAB/MMUT/MMAA/MMADHC
s2	Propanoate metabolism	Propanoate metabolism	4	0.791591979071568	1.45096103042898	0.0770975056689342	0.142101284958428	0.0763814297648884	1866	tags=75%, list=10%, signal=67%	PCCB/PCCA/MMUT
s4	Translation factors	Translation factors	16	0.595657059298092	1.53629397809574	0.0410094637223975	0.144838212634823	0.105425350742032	6577	tags=75%, list=36%, signal=48%	COA3/TUFM/GFM2/MRPL58/MTIF3/TSFM/TIMM21/GFM1/MTIF2/TACO1/HEMK1/C12orf65
s4	mt-tRNA modifications	mt-tRNA modifications	22	0.539420595658615	1.49820256529924	0.0416024653312789	0.144838212634823	0.105425350742032	5351	tags=59%, list=30%, signal=42%	HSD17B10/QTRT1/TRMT1/DUS2/TRMU/TRMT61B/PUS1/GTPBP3/ALKBH1/RPUSD4/TRMT10C/YRDC/CDK5RAP1
s4	Fe-S cluster biosynthesis	Fe-S cluster biosynthesis	22	0.539166923270151	1.49749800817591	0.0416024653312789	0.144838212634823	0.105425350742032	5850	tags=50%, list=32%, signal=34%	BOLA1/FDXR/NFU1/BOLA3/HSCB/GRPEL1/ISCA1/GLRX5/NFS1/ABCB7/CISD3
s1	Polycistronic mtRNA processing	Polycistronic mtRNA processing	13	0.676083678318281	1.56441179431677	0.0483870967741935	0.146722164412071	0.103510597513555	3391	tags=62%, list=19%, signal=50%	TRMT10C/FASTKD5/HSD17B10/ELAC2/PTCD2/TBRG4/FASTKD2/FASTKD1
s1	Glutamate metabolism	Glutamate metabolism	7	0.77860524693131	1.54361834249901	0.0519230769230769	0.147902097902098	0.104343025395657	2596	tags=57%, list=14%, signal=49%	GPT2/GLUD2/NAT8L/GLUD1
s1	mt-rRNA modifications	mt-rRNA modifications	16	0.638578138494978	1.5256569753253	0.0503597122302158	0.147902097902098	0.104343025395657	3671	tags=50%, list=20%, signal=40%	MRM3/TRMT2B/TRUB2/NSUN4/RPUSD4/RCC1L/TRMT61B/MTPAP
s4	Cholesterol, bile acid, steroid synthesis	Cholesterol, bile acid, steroid synthesis	12	0.631115222450941	1.54771967948601	0.0443037974683544	0.14873417721519	0.108261159227182	2959	tags=42%, list=16%, signal=35%	STAR/FDXR/HSD17B10/TSPO/HSD17B8
s4	Xenobiotic metabolism	Xenobiotic metabolism	19	0.563522433145741	1.52269750404537	0.0462962962962963	0.150063856960409	0.109229011225381	5341	tags=74%, list=30%, signal=52%	TST/BPHL/MPST/CYB5R3/ALDH1B1/GSTZ1/AKR7A2/MGST1/ALDH2/GSTK1/CYB5B/ACSM5/EPHX2/ABHD10
s6	Branched-chain amino acid metabolism	Branched-chain amino acid metabolism	25	0.509214715485697	1.47489504184397	0.0516014234875445	0.151579181494662	0.106937160516951	4840	tags=80%, list=27%, signal=59%	ECHS1/ETFA/ETFDH/ETFB/ACAD8/HADHA/HSD17B10/BCKDK/HIBCH/HMGCL/IVD/MCCC1/SLC25A44/ACAT1/BCKDHB/DLD/DBT/ACADSB/HIBADH/MCCC2
s6	mtDNA nucleoid	mtDNA nucleoid	11	0.631937558910742	1.50256326921763	0.0539033457249071	0.153542863580038	0.108322512940005	4317	tags=55%, list=24%, signal=42%	ATAD3A/MTERF2/POLRMT/POLG/MTERF1/POLDIP2
s4	Ketone metabolism	Ketone metabolism	6	0.752334268785172	1.52205398704174	0.0556509968993329	0.153858638486391	0.111991170230856	3990	tags=83%, list=22%, signal=65%	ACAA2/HADHB/HMGCL/BDH1/ACAT1
s4	Pyruvate metabolism	Pyruvate metabolism	14	0.59983233647179	1.51127504696507	0.0515625	0.153858638486391	0.111991170230856	3364	tags=71%, list=19%, signal=58%	PDK4/PDK2/PDHB/PDHA1/PDP2/DLAT/PDK1/PDHX/MPC1/MPC2
s4	Chaperones	Chaperones	15	0.581549549923948	1.49189247755605	0.0527131782945736	0.153858638486391	0.111991170230856	5300	tags=53%, list=29%, signal=38%	TIMM13/TRAP1/DNAJA3/MAIP1/PHB/TIMM8B/HSPD1/NRDC
s4	Carnitine shuttle	Carnitine shuttle	5	0.767216162905935	1.45545216194964	0.0505415162454874	0.153858638486391	0.111991170230856	1551	tags=60%, list=9%, signal=55%	CPT1B/SLC25A20/CPT2
s4	Biotin utilizing proteins	Biotin utilizing proteins	5	0.759676969400528	1.44114988833064	0.0541516245487365	0.153858638486391	0.111991170230856	3159	tags=80%, list=18%, signal=66%	PC/ACACB/MCCC1/PCCA
s1	Chaperones	Chaperones	15	0.646120905634037	1.53553955782894	0.056140350877193	0.155211558307534	0.109499755580903	3585	tags=73%, list=20%, signal=59%	TRAP1/HSPD1/TIMM8A/MAIP1/PHB/DNAJA3/TIMM8B/TIMM10B/TIMM13/HSPE1/NRDC
s4	Mitochondrial permeability transition pore	Mitochondrial permeability transition pore	6	0.737338254027082	1.49171541946706	0.0585197934595525	0.15716744529137	0.114399596236719	3652	tags=67%, list=20%, signal=53%	SLC25A6/SLC25A5/SLC25A4/PPIF
s4	mtDNA nucleoid	mtDNA nucleoid	11	0.63349386312719	1.51845439297168	0.0619047619047619	0.15741731404382	0.114581471588447	3541	tags=45%, list=20%, signal=37%	ATAD3A/POLRMT/MTERF2/ATAD3B/POLG
s4	Malate-aspartate shuttle	Malate-aspartate shuttle	6	0.732588649765718	1.48210645387447	0.0619621342512909	0.15741731404382	0.114581471588447	2046	tags=50%, list=11%, signal=44%	SLC25A10/SLC25A11/MDH2
s2	Coenzyme A metabolism	Coenzyme A metabolism	5	0.74139746466127	1.45753810956712	0.0878378378378378	0.158783783783784	0.085348506401138	1471	tags=40%, list=8%, signal=37%	NUDT8/NUDT19
s2	CV assembly factors	CV assembly factors	5	0.735587941845521	1.44611697406833	0.0900900900900901	0.159782423933367	0.0858852894602646	4084	tags=80%, list=23%, signal=62%	ATPAF1/ATPSCKMT/TMEM70/FMC1
s1	Transcription	Transcription	8	0.75138448168627	1.55067083151394	0.0613026819923372	0.160068114091103	0.112925993143779	4231	tags=88%, list=23%, signal=67%	MRPL12/TEFM/MTRES1/MTERF1/TFAM/TFB2M/POLRMT
s1	CIV assembly factors	CIV assembly factors	30	0.522098356570791	1.41822996091237	0.0612557427258806	0.160068114091103	0.112925993143779	5572	tags=67%, list=31%, signal=46%	COA7/SCO1/COX10/TMEM177/TIMM21/COX17/PNKD/COA8/COA3/COX18/SCO2/COA4/TACO1/COA6/CMC1/COA1/COX11/CMC2/COA5/HIGD1A
s2	Vitamin A metabolism	Vitamin A metabolism	5	0.726409038495868	1.42807186051745	0.0923423423423423	0.160744077410744	0.0864021916653496	4752	tags=80%, list=26%, signal=59%	BCO2/RDH14/DHRS4/RDH13
s4	CIII subunits	CIII subunits	10	0.634618057547248	1.48280536487959	0.06645056726094	0.164377719013904	0.119647835788396	4852	tags=70%, list=27%, signal=51%	CYC1/UQCRQ/UQCRC1/UQCR10/UQCRC2/UQCR11/UQCRFS1
s5	Malate-aspartate shuttle	Malate-aspartate shuttle	6	0.731134018703387	1.45439351892065	0.070298769771529	0.169438060474967	0.10815195349466	4173	tags=67%, list=23%, signal=51%	SLC25A10/SLC25A11/MDH2/SLC25A13
s2	Glycine cleavage system	Glycine cleavage system	3	0.815243902439024	1.40338198639312	0.0991561181434599	0.169466820099731	0.0910907879595421	3336	tags=100%, list=18%, signal=82%	DLD/GCSH/GLDC
s2	mt-tRNA modifications	mt-tRNA modifications	22	0.466965520847473	1.38796544168547	0.102088167053364	0.171362280411004	0.0921096244090505	5826	tags=68%, list=32%, signal=46%	TRMT2B/TRMT10C/DUS2/OSGEPL1/CDK5RAP1/RPUSD4/TRMT5/MTO1/TRNT1/YRDC/HSD17B10/ALKBH1/THG1L/NSUN3/TRMT61B
s1	Itaconate metabolism	Itaconate metabolism	5	0.813146081217408	1.49904759939341	0.0688976377952756	0.171461329997915	0.12096376024489	2776	tags=80%, list=15%, signal=68%	CLYBL/SUCLG1/SUCLA2/SUCLG2
