p_val	avg_log2FC	pct.1	pct.2	p_val_adj	sig	condition	sig_cond	gene_name
3.09017456213325e-160	-0.270239284914615	0.999	0.999	1.13103479148639e-155	sig	white	white	MT-ND4L
1.01878577335475e-10	0.270152790887068	0.167	0.136	3.72885780905572e-06	sig	beige	beige	CROCC
2.23305381366851e-21	0.269355612403233	0.307	0.245	8.17320026340811e-17	sig	beige	beige	SEC24C
1.20523153206896e-213	-0.268172103043042	1	1	4.41126793052561e-209	sig	white	white	MT-CO2
1.74500804225446e-10	0.26790066925	0.156	0.126	6.38690393545555e-06	sig	beige	beige	FNDC10
2.36242976200119e-11	0.266508532074261	0.167	0.133	8.64672917190056e-07	sig	beige	beige	RIN1
1.58313767308727e-17	0.265471169893609	0.289	0.237	5.79444219726673e-13	sig	beige	beige	SBF1
2.63875110124123e-17	0.264680049351197	0.289	0.236	9.65809290565302e-13	sig	beige	beige	IRAK1
3.00363914965502e-08	0.264163810390299	0.12	0.096	0.00109936196516523	sig	beige	beige	CYGB
8.14761842014223e-22	0.263807476988474	0.364	0.3	2.98210981795626e-17	sig	beige	beige	TMEM129
6.2374326922079e-08	0.262878754558228	0.14	0.116	0.00228296273967501	sig	beige	beige	SSH3
4.7597687061597e-21	0.262492081942083	0.307	0.247	1.74212294414151e-16	sig	beige	beige	TCIRG1
1.97687580259415e-07	0.262425336241187	0.123	0.1	0.00723556312507485	sig	beige	beige	PLEKHA4
5.84167607043756e-13	0.262103849045364	0.193	0.155	2.13811185854085e-08	sig	beige	beige	PNPLA6
4.77511761002283e-18	0.261729818756521	0.318	0.261	1.74774079644446e-13	sig	beige	beige	ARHGEF40
1.92932647787513e-07	0.26143397630831	0.139	0.116	0.00706152784167078	sig	beige	beige	COLEC12
1.71924183498348e-08	0.261306401034438	0.199	0.17	0.000629259704022302	sig	beige	beige	NXPH4
4.16498275013986e-20	0.260789478796684	0.338	0.277	1.52442533637869e-15	sig	beige	beige	PBXIP1
1.07621639183446e-42	0.260639125152409	0.763	0.686	3.93905961575329e-38	sig	beige	beige	LRP10
1.85919391997018e-07	0.260053810960771	0.12	0.098	0.00680483566648285	sig	beige	beige	OSGIN1
1.19859117661436e-12	0.259526718998743	0.244	0.203	4.3869635655262e-08	sig	beige	beige	GIT1
1.06526985614604e-08	0.259295655276638	0.117	0.092	0.000389899420048012	sig	beige	beige	SLC19A1
2.5070750162443e-10	0.259005539749053	0.143	0.113	9.17614526695577e-06	sig	beige	beige	CCDC22
7.71705530884556e-17	0.25667396046985	0.421	0.363	2.82451941359056e-12	sig	beige	beige	SLC39A14
1.15813472659743e-08	0.256110583901144	0.119	0.095	0.000423888891281926	sig	beige	beige	FLCN
1.68482810423204e-19	0.255706468605907	0.403	0.342	6.16663934429971e-15	sig	beige	beige	SCARF2
2.17178504709503e-14	0.25519464265688	0.213	0.171	7.94895045087253e-10	sig	beige	beige	PCDHGC3
2.58115700227473e-143	-0.255173615089927	0.999	1	9.44729274402575e-139	sig	white	white	MT-ATP6
8.71219595691502e-17	0.254932557295432	0.555	0.506	3.18875084219047e-12	sig	beige	beige	THBS2
5.53024040288024e-10	0.254750536660745	0.144	0.115	2.0241232898582e-05	sig	beige	beige	PFAS
2.14546892152856e-10	0.25461516083506	0.215	0.182	7.85263079968668e-06	sig	beige	beige	SLC16A2
1.00454331495494e-14	0.254208765930765	0.422	0.371	3.67672898706656e-10	sig	beige	beige	ITGB5
2.17769703992656e-15	0.253519404604035	0.26	0.211	7.97058893583521e-11	sig	beige	beige	NOMO2
6.56193632933391e-12	0.253026506695642	0.175	0.141	2.40173431589951e-07	sig	beige	beige	GRK2
1.37348886833644e-13	0.253005895744205	0.325	0.278	5.0271066069982e-09	sig	beige	beige	VASN
5.34268176259906e-21	0.252981294524183	0.401	0.337	1.95547495192888e-16	sig	beige	beige	KIF1C
1.4203236507991e-17	0.252379524994667	0.289	0.235	5.19852659428979e-13	sig	beige	beige	CAD
1.78457434264256e-09	0.251913112171708	0.143	0.115	6.53172055150605e-05	sig	beige	beige	QPCTL
1.16180854592658e-12	0.251772611291472	0.178	0.142	4.25233545894587e-08	sig	beige	beige	RPTOR
3.73099209944201e-11	0.251472675562669	0.17	0.137	1.36558041831677e-06	sig	beige	beige	ANAPC2
9.05182496836002e-29	0.250874838874491	0.518	0.439	3.31305845666945e-24	sig	beige	beige	KLF13
2.5025220441963e-14	0.250869011587516	0.203	0.161	9.15948093396288e-10	sig	beige	beige	SH3GLB2
1.15475137985104e-09	0.250835271580521	0.136	0.109	4.22650552539278e-05	sig	beige	beige	TRIM3
2.63420780320006e-35	0.250320237026731	0.654	0.57	9.64146398049253e-31	sig	beige	beige	MVP
6.73211244439613e-21	-0.984843198046142	0.036	0.063	2.46402047577343e-16	not_sig	white	not_sig	PCOLCE-AS1
2.89330068332877e-09	-0.810623310900904	0.022	0.035	0.000105897698310516	not_sig	white	not_sig	AP000688.1
1.02924316354927e-08	0.578826796184845	0.032	0.02	0.000376713290290668	not_sig	beige	not_sig	AL121748.1
3.5555616076307e-13	-0.555430013473177	0.078	0.105	1.30137110400891e-08	not_sig	white	not_sig	HIST1H4F
4.34893722438608e-08	0.469917981109839	0.052	0.037	0.00159175451349755	not_sig	beige	not_sig	ZSCAN20
2.28826750681344e-17	0.413988449751129	0.106	0.072	8.37528790168787e-13	not_sig	beige	not_sig	AP002490.1
7.65045380762336e-10	0.389518051301163	0.107	0.083	2.80014259812823e-05	not_sig	beige	not_sig	FOXF2
5.49541046076073e-14	0.387870701025915	0.112	0.082	2.01137518274303e-09	not_sig	beige	not_sig	HELZ2
1.13153650689096e-07	0.38207983498484	0.055	0.04	0.00414153676887162	not_sig	beige	not_sig	KLHL17
1.34690872554474e-08	0.379848913244482	0.072	0.054	0.00049298206263663	not_sig	beige	not_sig	CTC1
8.75682835422867e-13	0.377456926097214	0.09	0.064	3.20508674593124e-08	not_sig	beige	not_sig	DLG4
6.75947007607435e-08	0.355943501151122	0.067	0.05	0.00247403364254397	not_sig	beige	not_sig	SIPA1
5.39312796816367e-13	0.352663008562097	0.1	0.072	1.97393876762758e-08	not_sig	beige	not_sig	LLGL1
1.60594933612637e-07	0.322599083398524	0.052	0.037	0.00587793516515614	not_sig	beige	not_sig	RAB3IL1
1.46126308750702e-08	0.310798574758453	0.08	0.06	0.000534836902658443	not_sig	beige	not_sig	TYRO3
1.28719246173452e-07	0.308939252862323	0.08	0.062	0.00471125312919453	not_sig	beige	not_sig	IFT140
1.17408688919184e-07	0.307229756875606	0.076	0.058	0.00429727542313106	not_sig	beige	not_sig	CEP131
3.81884408272945e-08	0.292970236560516	0.092	0.071	0.00139773512271981	not_sig	beige	not_sig	SLC6A6
4.03419631639295e-08	0.285952146718273	0.098	0.076	0.00147655619376298	not_sig	beige	not_sig	KLHL26
5.66586715534828e-08	0.285291807839838	0.109	0.087	0.00207376403752902	not_sig	beige	not_sig	SH3BP1
6.5391971588583e-08	0.281099105926314	0.107	0.085	0.00239341155211373	not_sig	beige	not_sig	KLF16
1.3201159068096e-08	0.275731426524604	0.106	0.083	0.000483175623051383	not_sig	beige	not_sig	PAK4
8.85827002532769e-08	0.275345618870967	0.078	0.059	0.00324221541197019	not_sig	beige	not_sig	STEAP3
8.73819008403787e-08	0.271991591721957	0.084	0.065	0.0031982649526587	not_sig	beige	not_sig	FP565260.1
1.77692204785081e-07	0.262023780596648	0.101	0.08	0.00650371238733875	not_sig	beige	not_sig	TTLL11
1.49916649439382e-07	0.257425839284783	0.091	0.071	0.00548709928613084	not_sig	beige	not_sig	SEMA4C
6.21246718067126e-08	0.253020107704102	0.108	0.086	0.00227382511279749	not_sig	beige	not_sig	COQ8B
1.76231619138256e-14	0.249397805270693	0.289	0.241	6.45025349207931e-10	not_sig	beige	not_sig	C6orf47
6.87515810679543e-16	0.249393194056912	0.444	0.39	2.5163766186682e-11	not_sig	beige	not_sig	ABCC1
2.87950465181435e-09	0.248946384202181	0.17	0.141	0.000105392749761057	not_sig	beige	not_sig	ZNF746
1.43469342915171e-21	0.248463567137742	0.39	0.325	5.25112142003817e-17	not_sig	beige	not_sig	PPP6R1
5.19877133240236e-15	0.247271959240514	0.239	0.193	1.90280229537259e-10	not_sig	beige	not_sig	PTPN23
1.66183165584604e-11	0.247106134080239	0.221	0.183	6.08247004356208e-07	not_sig	beige	not_sig	PIGQ
5.14337741896472e-36	0.247044404557218	0.74	0.669	1.88252756911528e-31	not_sig	beige	not_sig	FLNA
6.52786493968647e-12	0.247033222768293	0.176	0.141	2.38926384657465e-07	not_sig	beige	not_sig	NOL6
1.09474098379657e-07	0.246969002697487	0.165	0.139	0.00400686147479382	not_sig	beige	not_sig	TBX2
5.98834181413249e-10	0.246483752706808	0.123	0.097	2.19179298739063e-05	not_sig	beige	not_sig	WDR24
3.19656570320371e-14	0.245960001574517	0.232	0.188	1.16997501302959e-09	not_sig	beige	not_sig	TCF3
5.42959502796374e-26	0.24586858602766	0.507	0.432	1.98728607618501e-21	not_sig	beige	not_sig	ATP13A1
2.86692165302802e-13	0.245549665056088	0.263	0.219	1.04932199422479e-08	not_sig	beige	not_sig	ELMSAN1
8.56243888515301e-09	0.244854895428467	0.158	0.13	0.000313393825635485	not_sig	beige	not_sig	SBNO2
8.64546469285373e-09	0.244553394055458	0.153	0.126	0.000316432653223139	not_sig	beige	not_sig	LDB1
1.7131785836493e-10	0.244505960985193	0.165	0.134	6.27040493401481e-06	not_sig	beige	not_sig	VWA1
7.03237916799974e-55	-0.244245014190439	0.99	0.989	2.57392109927959e-50	not_sig	white	not_sig	MT-ATP8
3.04341692646637e-29	0.243452687830468	0.688	0.617	1.11392102925596e-24	not_sig	beige	not_sig	TNKS1BP1
4.09766349621695e-19	0.243028165789368	0.299	0.24	1.49978581625036e-14	not_sig	beige	not_sig	MEN1
1.05540811395175e-08	0.242702816690182	0.188	0.159	0.000386289923787481	not_sig	beige	not_sig	SNAI1
4.96909027132621e-08	0.242558824213378	0.112	0.09	0.00181873673020811	not_sig	beige	not_sig	MAPK8IP1
2.29421156455609e-10	0.242420725952198	0.191	0.158	8.39704374743174e-06	not_sig	beige	not_sig	SLC12A9
1.58018869877442e-13	0.242272126668096	0.218	0.177	5.78364865638424e-09	not_sig	beige	not_sig	IRF2BP1
1.10158416907072e-43	0.242079254931343	0.732	0.649	4.03190821721575e-39	not_sig	beige	not_sig	GANAB
4.44491978618096e-45	0.241810084523079	0.818	0.759	1.62688509094009e-40	not_sig	beige	not_sig	SLC1A5
1.74564747976291e-18	0.241760439823949	0.336	0.278	6.38924434068023e-14	not_sig	beige	not_sig	TMEM8A
1.56769826960838e-09	0.241718878908355	0.234	0.2	5.73793243659364e-05	not_sig	beige	not_sig	SCARA3
1.69228395479601e-19	0.241658880997288	0.366	0.306	6.19392850294887e-15	not_sig	beige	not_sig	EML3
1.76220598945631e-15	0.240944608112099	0.249	0.202	6.44985014200904e-11	not_sig	beige	not_sig	SOGA1
1.20606779026356e-81	0.240885074959615	0.948	0.921	4.41432871914367e-77	not_sig	beige	not_sig	POR
2.08034353926388e-08	0.240876636004481	0.113	0.089	0.000761426538805974	not_sig	beige	not_sig	PATZ1
4.95959282001449e-12	0.240868405475249	0.262	0.222	1.8152605680535e-07	not_sig	beige	not_sig	ASB13
1.44726907931729e-19	0.24078520612015	0.38	0.319	5.29714955720923e-15	not_sig	beige	not_sig	PTK7
6.49554272764075e-16	0.240512924662176	0.405	0.351	2.37743359374379e-11	not_sig	beige	not_sig	BOK
2.36639328059796e-08	0.240321534008284	0.148	0.122	0.00086612360463166	not_sig	beige	not_sig	ARHGEF17
2.81553379803433e-08	0.240292308224869	0.135	0.11	0.00103051352541854	not_sig	beige	not_sig	FAAP100
7.61058997968567e-08	0.240027245629552	0.138	0.114	0.00278555203846475	not_sig	beige	not_sig	TEP1
7.73474518570186e-12	0.240002946905563	0.174	0.139	2.83099408541874e-07	not_sig	beige	not_sig	RPS6KA4
1.39839213781501e-08	0.239664270167088	0.279	0.247	0.000511825506361673	not_sig	beige	not_sig	CHST7
1.13777087432668e-15	0.238906501418219	0.297	0.247	4.16435517712306e-11	not_sig	beige	not_sig	ALG12
1.25010123971497e-10	0.238456864407594	0.173	0.141	4.57549554748075e-06	not_sig	beige	not_sig	AKAP8
2.90013280151198e-08	0.238334093487258	0.109	0.086	0.0010614776066814	not_sig	beige	not_sig	BAHD1
6.40314687714146e-23	0.238137412907103	0.452	0.38	2.34361578850255e-18	not_sig	beige	not_sig	PER1
1.10986745332614e-11	0.238016033065484	0.189	0.154	4.06222586591899e-07	not_sig	beige	not_sig	LZTR1
3.7620205021164e-13	0.237514876777243	0.247	0.204	1.37693712397963e-08	not_sig	beige	not_sig	RIOX1
6.40768931514874e-19	0.237174617513699	0.418	0.355	2.34527836623759e-14	not_sig	beige	not_sig	TTYH3
1.52640719419934e-16	0.236909686694038	0.326	0.273	5.58680297148902e-12	not_sig	beige	not_sig	ATG9A
7.48842128047731e-30	0.236210983699334	0.594	0.514	2.7408370728675e-25	not_sig	beige	not_sig	FLII
8.55021098818732e-08	0.236134953383026	0.149	0.124	0.00312946272378644	not_sig	beige	not_sig	GCC1
1.78383713846162e-19	0.236018492322794	0.359	0.297	6.52902231048337e-15	not_sig	beige	not_sig	MAP1S
1.03804476442092e-08	0.235145085110844	0.154	0.127	0.0003799347642257	not_sig	beige	not_sig	SNED1
3.2686560670835e-30	0.235107329928923	0.558	0.475	1.19636080711323e-25	not_sig	beige	not_sig	KIAA2013
1.01595092295738e-20	0.234530733653384	0.421	0.358	3.71848197311631e-16	not_sig	beige	not_sig	TBC1D10B
1.54544451513774e-14	0.234407069298659	0.238	0.194	5.65648146985565e-10	not_sig	beige	not_sig	RCC1
1.05877686851051e-09	0.23429417992533	0.159	0.13	3.87522921643531e-05	not_sig	beige	not_sig	ANKRD13B
1.11516549091065e-42	0.234080752444623	0.787	0.716	4.08161721328207e-38	not_sig	beige	not_sig	PFKL
1.11865617799881e-07	0.233770951091295	0.167	0.141	0.00409439347709345	not_sig	beige	not_sig	IQSEC1
5.89105319471294e-43	0.233520293078358	0.782	0.702	2.15618437979688e-38	not_sig	beige	not_sig	AP2A1
1.1466729181508e-15	0.233305190896688	0.236	0.189	4.19693754772375e-11	not_sig	beige	not_sig	ZBTB45
7.91914206268288e-14	0.232990030318454	0.269	0.224	2.89848518636256e-09	not_sig	beige	not_sig	ZNF598
4.89731302410648e-13	0.232953706803179	0.224	0.182	1.79246553995321e-08	not_sig	beige	not_sig	MED25
2.47796271327527e-09	0.23284534361451	0.136	0.11	9.06959132685882e-05	not_sig	beige	not_sig	BRPF1
9.94149235768062e-126	-0.232729729806444	0.999	1	3.63868561783468e-121	not_sig	white	not_sig	MT-CYB
1.71937500399878e-10	0.232575060880264	0.199	0.165	6.29308445213594e-06	not_sig	beige	not_sig	LSM14B
6.58625581964726e-16	0.231892845918933	0.332	0.278	2.41063549254909e-11	not_sig	beige	not_sig	PLCD1
8.33180304001091e-10	0.231495987490664	0.151	0.122	3.04952323067439e-05	not_sig	beige	not_sig	TELO2
3.60431832325307e-16	0.231358283605606	0.361	0.307	1.31921654949385e-11	not_sig	beige	not_sig	PACSIN3
3.88771611995408e-13	0.230920423911907	0.272	0.228	1.42294297706439e-08	not_sig	beige	not_sig	ZDHHC8
5.66652498958236e-17	0.230416458264904	0.329	0.275	2.07400481143704e-12	not_sig	beige	not_sig	SLC27A1
2.03251720948242e-13	0.230255357001097	0.222	0.18	7.43921623842662e-09	not_sig	beige	not_sig	TMEM132A
9.09525293843441e-11	0.230082087324446	0.22	0.184	3.32895352799638e-06	not_sig	beige	not_sig	TMEM63B
3.13866687927108e-16	0.22974416099031	0.381	0.327	1.14878346448201e-11	not_sig	beige	not_sig	SLC4A2
1.91311002560888e-30	0.229639400555076	0.98	0.968	7.00217400473108e-26	not_sig	beige	not_sig	FASN
1.26646428629271e-20	0.228691677616404	0.501	0.435	4.63538593425994e-16	not_sig	beige	not_sig	PLEC
3.57770633351086e-08	0.228461999358688	0.162	0.135	0.00130947629512831	not_sig	beige	not_sig	L3MBTL2
8.74327232603691e-18	0.228357810328817	0.356	0.298	3.20012510405277e-13	not_sig	beige	not_sig	TAP1
3.53692036719958e-35	0.228220650247024	0.733	0.664	1.29454822359872e-30	not_sig	beige	not_sig	TBC1D16
9.9336538635863e-12	0.22758463745924	0.535	0.491	3.63581665061122e-07	not_sig	beige	not_sig	GAS6
8.68272811544624e-09	0.227431451428474	0.127	0.101	0.000317796531753448	not_sig	beige	not_sig	HDAC6
4.13431058958892e-16	-0.227368412165687	0.553	0.579	1.51319901889544e-11	not_sig	white	not_sig	XIST
4.29878858025027e-09	0.226950442043695	0.144	0.116	0.00015733996082574	not_sig	beige	not_sig	FEM1A
1.51282209402274e-24	0.226238299155095	0.525	0.451	5.53708014633261e-20	not_sig	beige	not_sig	RIC8A
3.00942013936759e-34	0.226145320135102	0.827	0.772	1.10147786520993e-29	not_sig	beige	not_sig	EMILIN1
2.71364952719897e-07	0.22582669302649	0.142	0.118	0.00993222863450095	not_sig	beige	not_sig	MCM4
1.3704938775749e-07	0.225667927845302	0.125	0.102	0.00501614464131188	not_sig	beige	not_sig	LRCH4
2.51942495980814e-20	0.225511722172954	0.477	0.414	9.22134729539375e-16	not_sig	beige	not_sig	SLC38A10
8.80976848756966e-12	0.225481768879848	0.195	0.158	3.22446336413537e-07	not_sig	beige	not_sig	ZNF282
8.47384933306097e-14	0.225121297371339	0.262	0.216	3.10151359439364e-09	not_sig	beige	not_sig	CAPN5
2.02951898830496e-21	0.225076666362955	0.444	0.378	7.42824244909497e-17	not_sig	beige	not_sig	PLEKHM2
3.30292120964842e-10	0.224277712462664	0.235	0.198	1.20890219194342e-05	not_sig	beige	not_sig	AC015712.2
6.13862445048934e-09	0.224001567986763	0.169	0.14	0.00022467979351236	not_sig	beige	not_sig	CDIP1
2.66373310851685e-12	0.223871995668985	0.199	0.16	9.74952955048252e-08	not_sig	beige	not_sig	E4F1
1.11420268429995e-09	0.222964630977108	0.189	0.157	4.07809324480626e-05	not_sig	beige	not_sig	ADCK2
6.88882087687118e-39	0.22249977922042	0.912	0.873	2.52137732914362e-34	not_sig	beige	not_sig	MMP14
7.65847268172497e-08	0.222130635577625	0.109	0.087	0.00280307758623816	not_sig	beige	not_sig	TAF1C
2.71973468634559e-08	0.221631020424682	0.212	0.18	0.00099545009254935	not_sig	beige	not_sig	CPZ
3.42612315165959e-11	0.220711634964208	0.221	0.183	1.25399533473893e-06	not_sig	beige	not_sig	CCAR2
1.5463723160871e-14	0.220396895001331	0.322	0.271	5.65987731411041e-10	not_sig	beige	not_sig	PIP5K1C
1.12147222158547e-15	0.220364448347484	0.336	0.281	4.10470047822498e-11	not_sig	beige	not_sig	VPS16
3.82661126022879e-09	0.220031075003181	0.188	0.158	0.000140057798735634	not_sig	beige	not_sig	SNX25
1.30634919259597e-07	-0.219757847072664	0.276	0.304	0.00478136867982052	not_sig	white	not_sig	AC007952.4
3.56566014903733e-08	0.219702659027264	0.148	0.122	0.00130506727114915	not_sig	beige	not_sig	SIRPA
7.8758826201238e-11	0.219655745111341	0.174	0.14	2.88265179779151e-06	not_sig	beige	not_sig	RPAP1
3.37461898907705e-32	0.219421144281631	0.708	0.628	1.23514429619209e-27	not_sig	beige	not_sig	KEAP1
5.52197357095142e-12	0.219313068469442	0.213	0.175	2.02109754670393e-07	not_sig	beige	not_sig	ZNF574
3.57310231381993e-15	0.219255908130089	0.361	0.308	1.30779117788123e-10	not_sig	beige	not_sig	VARS
3.12983554590941e-15	0.219243591589884	0.345	0.291	1.1455511081583e-10	not_sig	beige	not_sig	HPS6
2.75733690727294e-11	0.219078896880051	0.188	0.152	1.00921288143097e-06	not_sig	beige	not_sig	TPRN
1.00897081592707e-23	0.219072489868015	0.524	0.45	3.69293408337468e-19	not_sig	beige	not_sig	AMFR
3.98654262983826e-08	0.218898864646978	0.167	0.14	0.0014591144679471	not_sig	beige	not_sig	CPT1C
7.24535283326223e-26	0.218649117196492	0.611	0.539	2.65187159050231e-21	not_sig	beige	not_sig	ABCB6
9.37287721953065e-17	0.218622444377645	0.865	0.847	3.43056679112041e-12	not_sig	beige	not_sig	GPX3
1.98233861267931e-33	0.218595719881014	0.683	0.603	7.25555755626754e-29	not_sig	beige	not_sig	ADAM15
5.16861941223764e-09	0.218396926674685	0.171	0.142	0.00018917663910731	not_sig	beige	not_sig	MARS2
3.20304570082216e-09	0.218343149664471	0.149	0.12	0.000117234675695792	not_sig	beige	not_sig	ANKRD16
1.12238366467982e-09	0.217762465908911	0.166	0.135	4.10803645109461e-05	not_sig	beige	not_sig	KCTD17
4.22921518752681e-20	0.217618524368899	0.479	0.414	1.54793505078669e-15	not_sig	beige	not_sig	BAG6
5.22570810713084e-12	0.217389058784588	0.266	0.224	1.91266142429096e-07	not_sig	beige	not_sig	TAP2
3.06648821841388e-09	0.217225187821421	0.341	0.303	0.000112236535282166	not_sig	beige	not_sig	IRF1
4.87251288483665e-50	0.217070850456756	0.949	0.929	1.78338844097906e-45	not_sig	beige	not_sig	PDGFRB
1.42797659954522e-24	0.216724894251439	0.514	0.437	5.22653715199545e-20	not_sig	beige	not_sig	RETREG2
2.58501581355953e-08	0.21672461678527	0.186	0.157	0.000946141637920925	not_sig	beige	not_sig	THTPA
2.30665264128994e-10	0.216546486407712	0.236	0.199	8.4425793323853e-06	not_sig	beige	not_sig	C1orf216
5.21974906543221e-49	0.216440524247335	0.956	0.941	1.91048035543884e-44	not_sig	beige	not_sig	HSPG2
1.13191118824545e-12	0.21624567004202	0.362	0.316	4.14290814009717e-08	not_sig	beige	not_sig	C3
3.35361889281065e-09	0.216202109824881	0.243	0.209	0.000122745805095763	not_sig	beige	not_sig	IRF7
1.44185492151214e-14	0.216171631326794	0.299	0.25	5.27733319822658e-10	not_sig	beige	not_sig	PACS2
