"cluster"	"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"short_desc"	"time"
"0"	"0"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"50/409"	"200/17939"	8.45578797591647e-38	5.01851016370643e-34	4.12019395163341e-34	"PPIB/FBLN1/COL6A3/FBLN2/FAP/GADD45B/MFAP5/PLAUR/P3H1/COL16A1/HTRA1/EFEMP2/GPX7/IGFBP4/COL3A1/COL1A2/FSTL1/ANPEP/SAT1/SPARC/PLOD3/LOX/BMP1/PTX3/NNMT/TIMP1/QSOX1/SPOCK1/TNC/TGFBI/SERPINE2/CRLF1/COL5A1/DCN/ITGAV/ID2/FBN1/COL1A1/POSTN/TGFB1/TFPI2/ITGA5/FSTL3/COMP/FBLN5/GAS1/ELN/SNAI2/WNT5A/DKK1"	50	"Epithelial mesenchymal transition"	"day1"
"0"	"0"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"40/409"	"300/17939"	1.45858667753283e-19	4.32835596557866e-16	3.55357775278918e-16	"PPIB/FBLN1/COL6A3/FBLN2/P4HA1/LTBP3/MFAP5/P3H1/COL16A1/MFAP4/HTRA1/EFEMP2/MMP17/COL3A1/COL1A2/COL14A1/COL8A1/SPARC/PLOD3/LOX/BMP1/ADAMTS2/TIMP1/LAMB1/TNC/COL18A1/ADAMTS5/COL5A1/DCN/ITGAV/FBN1/LTBP1/P4HA2/COL1A1/TGFB1/ITGA5/COMP/FBLN5/ADAMTS1/ELN"	40	"Extracellular matrix organization"	"day1"
"0"	"0"	"GOCC_ENDOPLASMIC_RETICULUM_LUMEN"	"GOCC_ENDOPLASMIC_RETICULUM_LUMEN"	"39/409"	"311/17939"	3.74687056978906e-18	7.41255894389936e-15	6.08570662019423e-15	"PPIB/POGLUT1/COL6A3/UGGT2/ARSK/P4HA1/PLAUR/P3H1/H6PD/FUCA2/COL16A1/GPX7/IGFBP4/COL3A1/COL1A2/FSTL1/COL14A1/FKBP7/COL8A1/PLOD3/TIMP1/RCN2/LAMB1/QSOX1/TNC/COL18A1/STC2/POGLUT2/ADAMTS5/COL5A1/FBN1/IGFBP7/LTBP1/P4HA2/COL1A1/FSTL3/PENK/CTSC/WNT5A"	39	"Endoplasmic reticulum lumen"	"day1"
"0"	"0"	"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	"GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION"	"39/409"	"327/17939"	2.16486237376176e-17	3.21211454706901e-14	2.63714419161663e-14	"AEBP1/FBLN1/FAP/WASHC1/P4HA1/COL16A1/MFAP4/EFEMP2/MMP17/B4GALT1/COL3A1/P3H4/COL1A2/COL14A1/COL8A1/PHLDB1/PLOD3/LOX/BMP1/PTX3/ADAMTS2/LAMB1/QSOX1/COL18A1/TGFBI/BCL3/ADAMTS5/ANTXR1/COL5A1/COL1A1/POSTN/TGFB1/COMP/FBLN5/SH3PXD2B/ADAMTS1/ELN/SULF2/CRISPLD2"	39	"Externalencapsulatingstructurorganization."	"day1"
"0"	"0"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT"	"28/409"	"166/17939"	1.0106538203197e-16	1.19964608471948e-13	9.84908744054712e-14	"AEBP1/FBLN1/COL6A3/FBLN2/MFAP5/COL16A1/MFAP4/EFEMP2/COL3A1/COL1A2/COL14A1/COL8A1/SPARC/LAMB1/TNC/COL18A1/TGFBI/COL5A1/DCN/FBN1/IGFBP7/LTBP1/COL1A1/POSTN/TFPI2/COMP/FBLN5/ELN"	28	"Extracellularmatrixstructuralconstituent."	"day1"
"0"	"0"	"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX"	"GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX"	"43/409"	"428/17939"	2.73933327924187e-16	2.70965716871675e-13	2.2246269736159e-13	"AEBP1/FBLN1/COL6A3/FBLN2/LTBP3/MFAP5/P3H1/COL16A1/MFAP4/HTRA1/EFEMP2/COL3A1/COL1A2/COL14A1/COL8A1/SPARC/PLOD3/LOX/ADAMTS2/TIMP1/LAMB1/TNC/COL18A1/TGFBI/SERPINE2/ADAMTS5/COL5A1/DCN/ANGPT1/FBN1/IGFBP7/LTBP1/COL1A1/POSTN/TGFB1/COMP/ANGPTL1/FBLN5/ADAMTS1/CTSC/ELN/NAV2/WNT5A"	43	"Collagen containing extracellular matrix"	"day1"
"0"	"0"	"HALLMARK_HYPOXIA"	"HALLMARK_HYPOXIA"	"27/409"	"200/17939"	1.0458336587592e-13	8.86717537819409e-11	7.27994587428022e-11	"TPBG/GAA/ERRFI1/DDIT4/P4HA1/PLAUR/CCNG2/LOX/CA12/NFIL3/MT2A/TGFBI/SAP30/STC2/FOSL2/DUSP1/RORA/PNRC1/COL5A1/DCN/P4HA2/TMEM45A/AKAP12/TIPARP/MT1E/FOXO3/IRS2"	27	"Hypoxia"	"day1"
"0"	"0"	"REACTOME_ELASTIC_FIBRE_FORMATION"	"REACTOME_ELASTIC_FIBRE_FORMATION"	"14/409"	"44/17939"	5.0744625126267e-13	3.76461687655494e-10	3.09074828565119e-10	"FBLN1/FBLN2/LTBP3/MFAP5/MFAP4/EFEMP2/LOX/ITGAV/FBN1/LTBP1/TGFB1/ITGA5/FBLN5/ELN"	14	"Elastic fibre formation"	"day1"
"0"	"0"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"16/409"	"67/17939"	1.54783220084529e-12	1.02070934577964e-09	8.38001784527817e-10	"PPIB/COL6A3/P4HA1/P3H1/COL16A1/COL3A1/COL1A2/COL14A1/COL8A1/PLOD3/BMP1/ADAMTS2/COL18A1/COL5A1/P4HA2/COL1A1"	16	"Collagenbiosynthesisandmodifyingenzymes."	"day1"
"0"	"0"	"GOBP_COLLAGEN_FIBRIL_ORGANIZATION"	"GOBP_COLLAGEN_FIBRIL_ORGANIZATION"	"15/409"	"66/17939"	1.6845765873581e-11	9.20247447140416e-09	7.55522623653259e-09	"AEBP1/P4HA1/EFEMP2/COL3A1/P3H4/COL1A2/COL14A1/PLOD3/LOX/BMP1/ADAMTS2/COL18A1/COL5A1/COL1A1/COMP"	15	"Collagen fibril organization"	"day1"
"0"	"0"	"REACTOME_COLLAGEN_FORMATION"	"REACTOME_COLLAGEN_FORMATION"	"17/409"	"90/17939"	1.78152306502192e-11	9.20247447140416e-09	7.55522623653259e-09	"PPIB/COL6A3/P4HA1/P3H1/COL16A1/COL3A1/COL1A2/COL14A1/COL8A1/PLOD3/LOX/BMP1/ADAMTS2/COL18A1/COL5A1/P4HA2/COL1A1"	17	"Collagen formation"	"day1"
"0"	"0"	"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES"	"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES"	"12/409"	"37/17939"	1.86065195714996e-11	9.20247447140416e-09	7.55522623653259e-09	"FBLN1/FBLN2/LTBP3/MFAP5/MFAP4/EFEMP2/ITGAV/FBN1/LTBP1/TGFB1/FBLN5/ELN"	12	"Molecules associated with elastic fibres"	"day1"
"0"	"0"	"GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY"	"GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY"	"12/409"	"46/17939"	3.24664203307297e-10	1.48221695894524e-07	1.21689926891456e-07	"MFAP4/EFEMP2/COL3A1/COL1A2/PHLDB1/PLOD3/LOX/QSOX1/ANTXR1/TGFB1/FBLN5/ELN"	12	"Extracellular matrix assembly"	"day1"
"0"	"0"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"19/409"	"140/17939"	4.55625247671578e-10	1.93152560352201e-07	1.5857814071216e-07	"COL6A3/COL16A1/HTRA1/MMP17/COL3A1/COL1A2/COL14A1/COL8A1/BMP1/TIMP1/LAMB1/COL18A1/ADAMTS5/COL5A1/DCN/FBN1/COL1A1/ADAMTS1/ELN"	19	"Degradation of the extracellular matrix"	"day1"
"0"	"0"	"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"	"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"	"26/409"	"268/17939"	5.63692060711304e-10	2.23034158688106e-07	1.83110915721588e-07	"BCL9L/LTBP3/HTRA1/TGFBR2/COL3A1/COL1A2/FYN/NFKBIZ/PXN/LOX/CHST11/VASN/ZEB1/SAP30/ZFP36L1/RBBP7/FBN1/LTBP1/COL1A1/POSTN/HIPK2/TGFB1/ZFHX3/PENK/ID1/WNT5A"	26	"Responsetotransforminggrowthfactorbeta."	"day1"
"0"	"0"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"23/409"	"222/17939"	1.58650373779544e-09	5.88493730238498e-07	4.83153013306257e-07	"FGFR1/ERRFI1/PTK7/LTBP3/MAP2K1/TGFBR2/PHF14/COL3A1/PLOD3/LOX/ADAMTS2/MAN2A1/TNC/FOSL2/SLC7A11/HS6ST1/FBN1/HSD11B1/HIPK2/TGFB1/DLG5/WNT5A/CRISPLD2"	23	"Respiratory system development"	"day1"
"0"	"0"	"WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS"	"WP_METABOLIC_PATHWAYS_OF_FIBROBLASTS"	"9/409"	"32/17939"	2.68772283451661e-08	9.38331471932712e-06	7.7036959758374e-06	"FGFR1/PHGDH/P4HA1/P3H4/BMP1/LPAR1/ADAMTS2/P4HA2/GLUD1"	9	"Metabolic pathways of fibroblasts"	"day1"
"0"	"0"	"WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA"	"WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA"	"9/409"	"33/17939"	3.62169793486506e-08	1.19415429130134e-05	9.80399984823999e-06	"PPIB/P4HA1/P3H1/COL1A2/LOX/BMP1/ADAMTS2/P4HA2/COL1A1"	9	"Typicllgnsynthssinthcntxtofostgnssimprfct."	"day1"
"0"	"0"	"GOMF_COLLAGEN_BINDING"	"GOMF_COLLAGEN_BINDING"	"12/409"	"68/17939"	3.86365590530646e-08	1.20688409463125e-05	9.90851146020145e-06	"PPIB/AEBP1/P3H1/MRC2/P3H4/COL14A1/SPARC/LOX/TGFBI/ANTXR1/C1QTNF1/COMP"	12	"Collagen binding"	"day1"
"0"	"0"	"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT"	"GOBP_CONNECTIVE_TISSUE_DEVELOPMENT"	"24/409"	"285/17939"	4.18391000460008e-08	1.2137654841377e-05	9.96500762838369e-06	"FGFR1/ERRFI1/LTBP3/TGFBR2/COL3A1/LOX/BMP1/CHST11/TIMP1/ZEB1/TGFBI/FOSL2/COL5A1/ZBTB16/COL1A1/SPTLC2/TGFB1/COMP/OSR2/SH3PXD2B/SNAI2/SULF2/HAND2/WNT5A"	24	"Connective tissue development"	"day1"
"0"	"0"	"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION"	"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION"	"30/409"	"423/17939"	4.29470516712583e-08	1.2137654841377e-05	9.96500762838369e-06	"TPBG/GRN/FGFR1/NFE2L2/ARF6/FAP/ATP2B4/PTPRG/TGFBR2/FSTL1/PXN/SPARC/PITX2/TIMP1/SEMA5A/PDLIM1/EDNRB/NR2F2/LGMN/DCN/ANGPT1/ROBO1/AKAP12/TGFB1/ZFAND5/ID1/IRS2/SNAI2/HAND2/WNT5A"	30	"Ameboidal type cell migration"	"day1"
"0"	"0"	"GOBP_CARTILAGE_DEVELOPMENT"	"GOBP_CARTILAGE_DEVELOPMENT"	"20/409"	"205/17939"	5.16114887547948e-08	1.39233720799867e-05	1.14310804519591e-05	"FGFR1/ERRFI1/LTBP3/TGFBR2/COL3A1/BMP1/CHST11/TIMP1/ZEB1/TGFBI/FOSL2/ZBTB16/COL1A1/TGFB1/COMP/OSR2/SNAI2/SULF2/HAND2/WNT5A"	20	"Cartilage development"	"day1"
"0"	"0"	"GOBP_COLLAGEN_METABOLIC_PROCESS"	"GOBP_COLLAGEN_METABOLIC_PROCESS"	"14/409"	"100/17939"	6.11196729005029e-08	1.5357847276164e-05	1.26087837611605e-05	"FAP/TRAM2/P3H1/MFAP4/MMP17/MRC2/P3H4/COL1A2/PLOD3/ADAMTS2/FOSL2/COL5A1/COL1A1/TGFB1"	14	"Collagen metabolic process"	"day1"
"0"	"0"	"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"	"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"	"13/409"	"85/17939"	6.21041844360464e-08	1.5357847276164e-05	1.26087837611605e-05	"COL6A3/COL16A1/COL3A1/COL1A2/COL8A1/TNC/COL18A1/COL5A1/ITGAV/FBN1/COL1A1/ITGA5/COMP"	13	"Integrin cell surface interactions"	"day1"
"0"	"0"	"HALLMARK_P53_PATHWAY"	"HALLMARK_P53_PATHWAY"	"19/409"	"196/17939"	1.23512728169791e-07	2.93219216675084e-05	2.40732807872827e-05	"SLC19A2/PROCR/HEXIM1/DDIT4/MXD4/SAT1/TSPYL2/IRAK1/IP6K2/BAIAP2/SLC7A11/ZFP36L1/ZBTB16/TGFB1/SESN1/FOXO3/PITPNC1/SOCS1/ALOX15B"	19	"P53 pathway"	"day1"
"0"	"0"	"REACTOME_ECM_PROTEOGLYCANS"	"REACTOME_ECM_PROTEOGLYCANS"	"12/409"	"76/17939"	1.39642974742069e-07	3.18761944266993e-05	2.61703372502445e-05	"COL6A3/COL3A1/COL1A2/SPARC/LAMB1/TNC/COL5A1/DCN/ITGAV/COL1A1/TGFB1/COMP"	12	"Ecm proteoglycans"	"day1"
"0"	"0"	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"19/409"	"199/17939"	1.57030837016373e-07	3.45177043589693e-05	2.83390153820191e-05	"NFE2L2/TGIF1/GADD45B/PLAUR/CEBPD/B4GALT1/SAT1/PER1/PTX3/NFIL3/TNC/BCL3/FOSL2/DUSP1/PNRC1/ID2/KLF9/TIPARP/IRS2"	19	"Tnfa signaling via nfkb"	"day1"
"0"	"0"	"HALLMARK_UV_RESPONSE_DN"	"HALLMARK_UV_RESPONSE_DN"	"16/409"	"144/17939"	1.91014047779139e-07	3.93109851383162e-05	3.227429613892e-05	"ATP2B4/TGFBR2/COL3A1/COL1A2/FYN/LPAR1/TFPI/DUSP1/LTBP1/COL1A1/MT1E/MIOS/FBLN5/ID1/SNAI2/KCNMA1"	16	"Uv response dn"	"day1"
"0"	"0"	"GOBP_NEGATIVE_REGULATION_OF_GROWTH"	"GOBP_NEGATIVE_REGULATION_OF_GROWTH"	"20/409"	"222/17939"	1.9208400488815e-07	3.93109851383162e-05	3.227429613892e-05	"RYK/SESN2/MEG3/TSPYL2/MT1M/IP6K2/JADE1/MT2A/SERPINE2/STC2/MT1X/SEMA5A/LGMN/VGLL4/RBBP7/TGFB1/MT1E/WNT5A/RGS2/ALOX15B"	20	"Negative regulation of growth"	"day1"
"0"	"0"	"GOMF_GROWTH_FACTOR_BINDING"	"GOMF_GROWTH_FACTOR_BINDING"	"15/409"	"136/17939"	5.07685987639909e-07	0.000100437211221429	8.24588925187769e-05	"FGFR1/FIBP/LTBP3/HTRA1/TGFBR2/IGFBP4/COL3A1/COL1A2/VASN/IL1R1/COL5A1/ITGAV/IGFBP7/LTBP1/COL1A1"	15	"Growth factor binding"	"day1"
"0"	"0"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"9/409"	"44/17939"	5.33184208347679e-07	0.000102078976662693	8.38067809997081e-05	"COL6A3/COL16A1/COL3A1/COL1A2/COL14A1/COL8A1/COL18A1/COL5A1/COL1A1"	9	"Collagen chain trimerization"	"day1"
"0"	"0"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH"	"GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_TENSILE_STRENGTH"	"9/409"	"45/17939"	6.53177496603024e-07	0.000121144013823092	9.94591655189275e-05	"COL6A3/COL16A1/COL3A1/COL1A2/COL14A1/COL8A1/COL18A1/COL5A1/COL1A1"	9	"Extrclllrmtrxstrctrlcnsttntcnfrrngtnslstr."	"day1"
"0"	"0"	"GOMF_INTEGRIN_BINDING"	"GOMF_INTEGRIN_BINDING"	"16/409"	"158/17939"	6.82366909459354e-07	0.000122722654777008	0.000100755228832132	"ISG15/FBLN1/FAP/COL16A1/COL3A1/TNC/S1PR3/TGFBI/ADAMTS5/COL5A1/ITGAV/FBN1/ITGA5/COMP/FBLN5/ITGBL1"	16	"Integrin binding"	"day1"
"0"	"0"	"GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL"	"GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL"	"12/409"	"89/17939"	8.18249865658643e-07	0.000139456197682158	0.000114493457911712	"SESN2/COL16A1/COL3A1/COL1A2/FYN/GCLM/ZEB1/SESN3/BAIAP2/COL1A1/SESN1/SOCS1"	12	"Cellular response to acid chemical"	"day1"
"0"	"0"	"GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION"	"GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION"	"22/409"	"288/17939"	8.22403861647098e-07	0.000139456197682158	0.000114493457911712	"TPBG/THEM4/FGFR1/TXN/ERRFI1/COL6A3/MAZ/SESN2/LOX/PIK3R1/SERPINE2/SESN3/SEMA5A/DCN/MEIS3/ZFP36L1/ANGPT1/TGFB1/C1QTNF1/IRS2/HIP1/NEDD4"	22	"Phosphatidylinstl3knsprtnknsbsgnltrnsdctn."	"day1"
"0"	"0"	"WP_BURN_WOUND_HEALING"	"WP_BURN_WOUND_HEALING"	"13/409"	"107/17939"	9.67634105987371e-07	0.000159525233862085	0.000130970125047238	"FGFR1/XIST/BRD4/COL1A2/NFKBIZ/SPARC/TIMP1/TNC/DCN/FBN1/COL1A1/ELN/SNAI2"	13	"Burn wound healing"	"day1"
"0"	"0"	"GOCC_BASEMENT_MEMBRANE"	"GOCC_BASEMENT_MEMBRANE"	"12/409"	"91/17939"	1.04383247618265e-06	0.000167436371517407	0.00013746516450212	"FBLN1/EFEMP2/COL8A1/SPARC/TIMP1/LAMB1/TNC/COL18A1/TGFBI/COL5A1/FBN1/ADAMTS1"	12	"Basement membrane"	"day1"
"0"	"0"	"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"	"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"	"10/409"	"61/17939"	1.08659918188819e-06	0.000169709635381747	0.000139331512824388	"COL6A3/COL3A1/COL1A2/COL14A1/COL8A1/LOX/BMP1/COL18A1/COL5A1/COL1A1"	10	"Assemblyofcollgnfbrlsandothrmltmrcstrctrs."	"day1"
"0"	"0"	"GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"	"18/409"	"206/17939"	1.22946868438339e-06	0.000187099913892703	0.000153608921457779	"BCL9L/LTBP3/HTRA1/TGFBR2/COL3A1/COL1A2/PXN/LOX/CHST11/VASN/ZEB1/SAP30/RBBP7/FBN1/LTBP1/HIPK2/TGFB1/ID1"	18	"Transforminggrowthfactrbtrcptrsgnlngpthwy."	"day1"
"0"	"0"	"GOBP_ELASTIC_FIBER_ASSEMBLY"	"GOBP_ELASTIC_FIBER_ASSEMBLY"	"5/409"	"10/17939"	1.37879774669203e-06	0.000199589381137005	0.000163862766866172	"MFAP4/EFEMP2/COL3A1/LOX/FBLN5"	5	"Elastic fiber assembly"	"day1"
"0"	"0"	"GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES"	"GOBP_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES"	"5/409"	"10/17939"	1.37879774669203e-06	0.000199589381137005	0.000163862766866172	"NFE2L2/SESN2/SESN3/SESN1/FBLN5"	5	"Regulationofresponsetreactivoxygenspecies."	"day1"
"0"	"0"	"GOBP_MUSCLE_TISSUE_DEVELOPMENT"	"GOBP_MUSCLE_TISSUE_DEVELOPMENT"	"27/409"	"420/17939"	1.41379631574201e-06	0.000199782884141162	0.000164021632721046	"AKIRIN1/GPCPD1/POGLUT1/FGFR1/OBSL1/BCL9L/EFEMP2/COL3A1/COL14A1/POPDC3/LOX/YBX3/SAP30/FOSL2/NPRL3/NR2F2/VGLL4/ID2/AKAP13/TIPARP/TGFB1/ZFAND5/ELN/WNT5A/RGS2/DKK1/SORBS2"	27	"Muscle tissue development"	"day1"
"0"	"0"	"GOBP_WOUND_HEALING"	"GOBP_WOUND_HEALING"	"27/409"	"423/17939"	1.61914007957129e-06	0.000223478985401293	0.000183476118196707	"NFE2L2/FBLN1/PROCR/FIBP/SMPD1/FAP/PTK7/PLAUR/MRTFA/B4GALT1/COL3A1/PROS1/TFPI/TIMP1/PABPC4/SERPINE2/COL5A1/ITGAV/SLC7A11/TGFB1/TFPI2/C1QTNF1/ITGA5/COMP/CHMP1B/WNT5A/ARHGEF19"	27	"Wound healing"	"day1"
"0"	"0"	"REACTOME_SYNDECAN_INTERACTIONS"	"REACTOME_SYNDECAN_INTERACTIONS"	"7/409"	"27/17939"	1.82127123266423e-06	0.000245664653769596	0.000201690539138821	"COL3A1/COL1A2/TNC/COL5A1/ITGAV/COL1A1/TGFB1"	7	"Syndecan interactions"	"day1"
"0"	"0"	"GOBP_FAT_CELL_DIFFERENTIATION"	"GOBP_FAT_CELL_DIFFERENTIATION"	"19/409"	"234/17939"	1.88515904269644e-06	0.000248631531520075	0.000204126344061797	"FBXO9/ATF5/CEBPD/FOXO1/LMO3/FOSL2/RORA/ZFP36L1/ZBTB16/ID2/JDP2/ARL4A/TGFB1/PID1/SNAI2/TMEM64/WNT5A/RGS2/SOCS1"	19	"Fat cell differentiation"	"day1"
"0"	"0"	"GOBP_BONE_DEVELOPMENT"	"GOBP_BONE_DEVELOPMENT"	"18/409"	"214/17939"	2.12834533754445e-06	0.000270291474627095	0.000221909144867436	"PPIB/LTBP3/P3H1/TGFBR2/COL3A1/LOX/PITX2/FOSL2/ZBTB16/FBN1/COL1A1/AKAP13/TGFB1/COMP/OSR2/SH3PXD2B/SULF2/LRRC17"	18	"Bone development"	"day1"
"0"	"0"	"GOBP_RESPONSE_TO_ACID_CHEMICAL"	"GOBP_RESPONSE_TO_ACID_CHEMICAL"	"14/409"	"133/17939"	2.14047166090539e-06	0.000270291474627095	0.000221909144867436	"SESN2/COL16A1/ATP2B4/COL3A1/COL1A2/FYN/GCLM/COL18A1/ZEB1/SESN3/BAIAP2/COL1A1/SESN1/SOCS1"	14	"Response to acid chemical"	"day1"
"0"	"0"	"GOBP_CHONDROCYTE_DIFFERENTIATION"	"GOBP_CHONDROCYTE_DIFFERENTIATION"	"13/409"	"115/17939"	2.21369979118767e-06	0.000273714755431226	0.00022471965643438	"FGFR1/LTBP3/TGFBR2/COL3A1/CHST11/TGFBI/FOSL2/ZBTB16/TGFB1/COMP/OSR2/SNAI2/SULF2"	13	"Chondrocyte differentiation"	"day1"
"0"	"0"	"GOBP_ENDOTHELIAL_CELL_MIGRATION"	"GOBP_ENDOTHELIAL_CELL_MIGRATION"	"18/409"	"217/17939"	2.59601839830421e-06	0.000314436105998684	0.000258151861777663	"GRN/FGFR1/NFE2L2/FAP/ATP2B4/FSTL1/PXN/SPARC/SEMA5A/NR2F2/LGMN/DCN/ANGPT1/ROBO1/TGFB1/ID1/SNAI2/WNT5A"	18	"Endothelial cell migration"	"day1"
"0"	"0"	"GOBP_TISSUE_MIGRATION"	"GOBP_TISSUE_MIGRATION"	"22/409"	"310/17939"	2.78528066341192e-06	0.000330612814746995	0.000271432930335448	"GRN/FGFR1/NFE2L2/ARF6/FAP/ATP2B4/PTPRG/TGFBR2/FSTL1/PXN/SPARC/SEMA5A/NR2F2/LGMN/DCN/ANGPT1/ROBO1/TGFB1/ID1/IRS2/SNAI2/WNT5A"	22	"Tissue migration"	"day1"
"0"	"0"	"REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES"	"REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES"	"6/409"	"19/17939"	2.85645716860667e-06	0.00033241320187609	0.000272911047130656	"TXN/NFE2L2/TXNRD1/GCLM/GSR/SLC7A11"	6	"Nfe2l2regulatingantoxidantdetoxfctnenzyms."	"day1"
"0"	"0"	"HALLMARK_IL2_STAT5_SIGNALING"	"HALLMARK_IL2_STAT5_SIGNALING"	"17/409"	"198/17939"	3.08615899270614e-06	0.000352237569648287	0.000289186841644468	"P4HA1/GADD45B/TNFRSF21/NFKBIZ/MAPKAPK2/SMPDL3A/NFIL3/GABARAPL1/PLPP1/RORA/ITGAV/ARL4A/HIPK2/ALCAM/EMP1/PENK/SOCS1"	17	"Il2 stat5 signaling"	"day1"
"0"	"0"	"GOBP_LUNG_ALVEOLUS_DEVELOPMENT"	"GOBP_LUNG_ALVEOLUS_DEVELOPMENT"	"9/409"	"54/17939"	3.26986305327704e-06	0.000366162966437721	0.000300619584381716	"ERRFI1/LTBP3/PHF14/MAN2A1/FOSL2/SLC7A11/HS6ST1/FBN1/TGFB1"	9	"Lung alveolus development"	"day1"
"0"	"0"	"GOBP_OSSIFICATION"	"GOBP_OSSIFICATION"	"26/409"	"416/17939"	3.7141303015133e-06	0.000408210432212619	0.000335140529545907	"ISG15/LTBP3/DHX36/CEBPD/MRC2/COL1A2/SRGN/LOX/BMP1/TNC/FOSL2/TENT5A/ZBTB16/COL1A1/TGFB1/FSTL3/ID3/COMP/OSR2/PENK/SNAI2/TMEM64/HAND2/WNT5A/LRRC17/DKK1"	26	"Ossification"	"day1"
"0"	"0"	"GOCC_COLLAGEN_TRIMER"	"GOCC_COLLAGEN_TRIMER"	"11/409"	"86/17939"	3.99103242170916e-06	0.000430668680415342	0.00035357873837496	"COL6A3/COL16A1/COL3A1/COL1A2/COL14A1/COL8A1/LOX/COL18A1/COL5A1/COL1A1/C1QTNF1"	11	"Collagen trimer"	"day1"
