"cluster"	"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"short_desc"	"time"
"11"	"11"	"REACTOME_GPER1_SIGNALING"	"REACTOME_GPER1_SIGNALING"	"12/858"	"45/17939"	8.85638328563415e-07	3.28919906603278e-05	2.5365572238352e-05	"GNB2/GNAS/GNB1/GNG11/PRKAR1A/FN1/ITGA5/GNAI2/GNG12/ITGB1/GNB4/GNAI1"	12	"Gper1 signaling"	"day0"
"11"	"11"	"GOBP_LAMELLIPODIUM_ORGANIZATION"	"GOBP_LAMELLIPODIUM_ORGANIZATION"	"17/858"	"89/17939"	9.04610505120897e-07	3.34302842610272e-05	2.57806923007097e-05	"PHPT1/WASF2/FSCN1/CDC42/RAC1/ACTR2/ABI1/ABI2/CD44/CTTN/ITGB1/CAPZB/ACTR3/PLEKHO1/CORO1C/RAC2/VCL"	17	"Lamellipodium organization"	"day0"
"11"	"11"	"WP_PI3KAKT_SIGNALING"	"WP_PI3KAKT_SIGNALING"	"38/858"	"338/17939"	9.20696671302239e-07	3.38571460653754e-05	2.61098786380707e-05	"COL1A1/CDC37/PPP2R1A/COL6A2/GNB2/JAK1/ITGA7/COL1A2/COL6A1/BAD/GNB1/RAC1/GNG11/FN1/PRKAA1/ITGA5/ITGAV/ITGB5/KRAS/PKN1/ITGA11/LAMA4/GNG12/ITGB1/GNB4/LAMB2/VEGFC/COL4A1/TNC/FGF2/CREB3L1/FLT3LG/COL4A2/MAPK3/BDNF/THBS2/THBS1/F2R"	38	"Pi3kakt signaling"	"day0"
"11"	"11"	"GOBP_HEMOSTASIS"	"GOBP_HEMOSTASIS"	"30/858"	"235/17939"	9.43439997175113e-07	3.45234293083932e-05	2.66237014682698e-05	"ANXA2/GNAS/CD59/HSPB1/COL3A1/FAP/JMJD1C/ANXA5/GNA12/CAV1/CLIC1/TLN1/MYL12A/SERPINE1/ILK/PLAT/ACTG1/ACTN1/THBS1/ACTB/VCL/FLNA/PRKG1/AXL/MYH9/MYL9/F2R/CSRP1/PEAR1/CD36"	30	"Hemostasis"	"day0"
"11"	"11"	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"27/858"	"199/17939"	9.93461110667589e-07	3.61511053389585e-05	2.78789290511882e-05	"JUNB/PPP1R15A/PHLDA2/FOSB/CD44/IRF1/BCL3/KLF10/SDC4/SPHK1/MAP2K3/MARCKS/CCN1/RCAN1/SERPINE1/TNC/EHD1/SMAD3/IER3/MAP3K8/TNFAIP2/KLF4/PDLIM5/BHLHE40/CCL2/KLF2/INHBA"	27	"Tnfa signaling via nfkb"	"day0"
"11"	"11"	"REACTOME_L1CAM_INTERACTIONS"	"REACTOME_L1CAM_INTERACTIONS"	"20/858"	"120/17939"	9.97605853961881e-07	3.61511053389585e-05	2.78789290511882e-05	"SPTAN1/AP2B1/CLTC/TUBB4B/RAC1/AP2M1/ITGA5/ITGAV/ALCAM/TUBB6/ITGB1/TUBA1C/TUBA1B/TUBB3/EZR/MSN/MAPK3/ACTG1/ACTB/TUBA1A"	20	"L1cam interactions"	"day0"
"11"	"11"	"GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION"	"GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION"	"23/858"	"153/17939"	1.03892493445273e-06	3.74665441337664e-05	2.88933662167403e-05	"SPTAN1/WASF2/TJP1/PFN1/FLII/TMSB4X/ADD1/MKKS/HDGFL3/TMSB10/LIMA1/TMOD3/EPS8/TRIOBP/CAPZB/KANK2/MAP1B/SWAP70/CLIP3/MYADM/BMERB1/PHLDB2/LMOD1"	23	"Negativregulationofcytoskeletonorganizatn."	"day0"
"11"	"11"	"GOBP_HOMOTYPIC_CELL_CELL_ADHESION"	"GOBP_HOMOTYPIC_CELL_CELL_ADHESION"	"18/858"	"100/17939"	1.08510189395835e-06	3.89436809538416e-05	3.00325013059625e-05	"GNAS/JAK1/HSPB1/CD99/CLIC1/TLN1/MYL12A/ILK/ACTG1/ACTN1/ACTB/VCL/FLNA/PRKG1/MYH9/MYL9/CSRP1/PEAR1"	18	"Homotypic cell cell adhesion"	"day0"
"11"	"11"	"HALLMARK_TGF_BETA_SIGNALING"	"HALLMARK_TGF_BETA_SIGNALING"	"13/858"	"54/17939"	1.1196701767558e-06	3.99920472224021e-05	3.08409780744269e-05	"PPP1CA/TJP1/JUNB/PPP1R15A/KLF10/LTBP2/RHOA/SKIL/SERPINE1/SMAD3/ENG/SMURF2/THBS1"	13	"Tgf beta signaling"	"day0"
"11"	"11"	"GOCC_ACTIN_BASED_CELL_PROJECTION"	"GOCC_ACTIN_BASED_CELL_PROJECTION"	"29/858"	"225/17939"	1.17077655870301e-06	4.1618319098657e-05	3.20951228047457e-05	"FSCN1/CDC42/PAFAH1B1/ADGRA2/ABI1/ABI2/ITGAV/CD44/CLIC4/MYO1C/FAT1/UTRN/EPS8/RAPH1/ITGB1/RHOC/ENAH/TRIOBP/TUBB3/SLC4A7/EZR/MSN/FCHSD2/FARP1/VASP/MYO1B/MYO1E/STARD10/ACTA2"	29	"Actin based cell projection"	"day0"
"11"	"11"	"REACTOME_RHO_GTPASES_ACTIVATE_CIT"	"REACTOME_RHO_GTPASES_ACTIVATE_CIT"	"8/858"	"19/17939"	1.25103878309388e-06	4.40519080933763e-05	3.39718525558113e-05	"RAC1/MYL12B/PPP1R12A/RHOA/RHOC/MYL6/MYH9/MYL9"	8	"Rho gtpases activate cit"	"day0"
"11"	"11"	"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS"	"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS"	"8/858"	"19/17939"	1.25103878309388e-06	4.40519080933763e-05	3.39718525558113e-05	"CFL1/MYL12B/PPP1R12A/RHOA/RHOC/MYL6/MYH9/MYL9"	8	"Rho gtpases activate rocks"	"day0"
"11"	"11"	"KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY"	"9/858"	"25/17939"	1.28349519975677e-06	4.4982589982086e-05	3.46895737458354e-05	"WASF2/ACTR2/ARPC4/ARPC3/ABI1/ARPC5/ACTR3/ACTG1/ACTB"	9	"Medicusreferencarnarfactbgsignalingpathwy."	"day0"
"11"	"11"	"REACTOME_CDC42_GTPASE_CYCLE"	"REACTOME_CDC42_GTPASE_CYCLE"	"23/858"	"155/17939"	1.30972516139023e-06	4.56873753727948e-05	3.52330885767004e-05	"CDC42/CDC42BPB/ARFGAP3/RALBP1/ARHGDIA/KCTD3/TRIO/SHKBP1/ARHGEF12/ARHGAP24/CDC42BPA/CDC42EP5/CAV1/FNBP1/ARHGAP17/ARHGAP1/SYDE1/CDC42EP1/CDC42EP2/ARHGAP29/IQGAP1/FARP1/CDC42EP3"	23	"Cdc42 gtpase cycle"	"day0"
"11"	"11"	"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC"	"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC"	"27/858"	"202/17939"	1.33585787199884e-06	4.63822279742853e-05	3.57689434612566e-05	"COPB2/KDELR1/ARF5/PAFAH1B1/ARL1/TUBB4B/SEC22B/ARFGAP3/ARF3/GCC2/RAB1B/RAB3GAP1/DCTN1/KDELR3/COPZ2/DCTN2/DYNC1I2/TUBB6/ARFRP1/PLIN3/TUBA1C/TUBA1B/CAPZB/TUBB3/KIF22/KIFAP3/TUBA1A"	27	"Intragolgiandretrogradegolgitoertraffic."	"day0"
"11"	"11"	"WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM"	"WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM"	"19/858"	"112/17939"	1.40453860891282e-06	4.85411144237694e-05	3.74338287141531e-05	"PPP1CA/MAP1LC3A/HSPB1/RAC1/DCTN1/VIM/DYNC1I2/PXN/CTTN/TUBB/HIF1A/TUBA1C/TUBB3/RAD23B/OPTN/MAP1B/MAPK3/BDNF/MYH9"	19	"Hdac6interactionsinthcentralnervoussystem."	"day0"
"11"	"11"	"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY"	"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY"	"7/858"	"14/17939"	1.42739475358797e-06	4.91036950946275e-05	3.78676784252854e-05	"ACTR2/ARPC4/ARPC3/ARPC5/ACTR3/ACTG1/ACTB"	7	"Medicspthgneschrchetrtccptactnsgnlngpthwy."	"day0"
"11"	"11"	"GOCC_FILOPODIUM"	"GOCC_FILOPODIUM"	"18/858"	"102/17939"	1.46530259632013e-06	4.9886954983646e-05	3.84717110453076e-05	"FSCN1/CDC42/ADGRA2/ABI1/ABI2/ITGAV/FAT1/UTRN/RAPH1/ITGB1/ENAH/TUBB3/EZR/MSN/FARP1/VASP/MYO1B/ACTA2"	18	"Filopodium"	"day0"
"11"	"11"	"GOBP_RESPONSE_TO_INTERFERON_BETA"	"GOBP_RESPONSE_TO_INTERFERON_BETA"	"10/858"	"32/17939"	1.46682169647224e-06	4.9886954983646e-05	3.84717110453076e-05	"IFITM3/IFI16/IRF1/SHFL/IFITM2/IFITM1/CAPN2/STAT1/XAF1/BST2"	10	"Response to interferon beta"	"day0"
"11"	"11"	"REACTOME_PCP_CE_PATHWAY"	"REACTOME_PCP_CE_PATHWAY"	"17/858"	"92/17939"	1.47021166730102e-06	4.9886954983646e-05	3.84717110453076e-05	"PSMF1/PFN1/PSME2/AP2B1/CLTC/RAC1/AP2M1/PSME1/CLTB/PSMB8/PRICKLE1/RHOA/PSMB10/RAC2/FZD2/PSMB9/SMURF2"	17	"Pcp ce pathway"	"day0"
"11"	"11"	"GOCC_ENDOCYTIC_VESICLE"	"GOCC_ENDOCYTIC_VESICLE"	"38/858"	"347/17939"	1.75484932081731e-06	5.92757926692364e-05	4.57121740202423e-05	"SPARC/LAMP1/RAB11B/CALR/B2M/CDC42/AP2B1/CLTC/SEC22B/HLA-E/AP2M1/HLA-A/CAMK2D/ITGAV/VIM/ITGB5/CTTN/CLTB/MYO1C/CAV1/SPHK1/TAPBP/ANXA11/FLNB/STX12/RIN1/SYT11/ZYX/CDC42EP2/RAB23/HLA-DPA1/EHD2/EHD1/ACTG1/RAC2/FZD2/MYO1E/CD36"	38	"Endocytic vesicle"	"day0"
"11"	"11"	"KEGG_ENDOCYTOSIS"	"KEGG_ENDOCYTOSIS"	"25/858"	"181/17939"	1.78362234893167e-06	5.97221296873394e-05	4.60563792096534e-05	"RAB11B/VPS28/SH3GL1/CDC42/AP2B1/CHMP2A/CLTC/ARFGAP3/HLA-E/MVB12A/AP2M1/DNM1L/HLA-A/ASAP1/PRKCI/CHMP3/EEA1/CLTB/EHD2/EHD1/DAB2/SMURF2/PSD3/IQSEC2/F2R"	25	"Endocytosis"	"day0"
"11"	"11"	"GOBP_CARTILAGE_DEVELOPMENT"	"GOBP_CARTILAGE_DEVELOPMENT"	"27/858"	"205/17939"	1.784063619595e-06	5.97221296873394e-05	4.60563792096534e-05	"COL1A1/GLG1/LTBP3/COL6A1/TGFBI/COL3A1/THRA/BGN/MKKS/CD44/CCN2/SERPINH1/BMP1/HIF1A/SHOX2/ECM1/CCN1/ADAMTS12/RARG/FGF2/SMAD3/EXT1/MAPK3/PRRX1/LOXL2/GREM1/EFEMP1"	27	"Cartilage development"	"day0"
"11"	"11"	"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS"	"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS"	"14/858"	"65/17939"	1.84420256775649e-06	6.14596971799205e-05	4.73963526459597e-05	"YWHAB/RAP1B/CAMK2D/FN1/KRAS/AGTRAP/MPRIP/TLN1/LMNA/IQGAP1/MAPK3/ACTG1/ACTB/VCL"	14	"Signaling by braf and raf1 fusions"	"day0"
"11"	"11"	"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY"	"KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY"	"9/858"	"26/17939"	1.8799045450462e-06	6.2095077118451e-05	4.78863435345025e-05	"GNB2/CFL1/GNB1/RAC1/GNG11/GNG12/GNB4/RAC2/CFL2"	9	"Medicspthgnhvgp120tcxcr4gnbgrcsgnlngpthwy."	"day0"
"11"	"11"	"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY"	"9/858"	"26/17939"	1.8799045450462e-06	6.2095077118451e-05	4.78863435345025e-05	"ITGA7/CDC42/FN1/ITGA5/ITGAV/ITGB5/PXN/ITGA11/ITGB1"	9	"Medicusreferencitgbfakcdc42signalingpthwy."	"day0"
"11"	"11"	"GOMF_CALMODULIN_BINDING"	"GOMF_CALMODULIN_BINDING"	"27/858"	"206/17939"	1.96178875444284e-06	6.45143306251797e-05	4.97520180758075e-05	"SPTAN1/TJP1/CAMK2D/SNTB2/ADD1/SNTA1/EEA1/PPP3CB/FAS/MYO1C/SPHK1/PPP3CC/PHKB/CNN3/FKBP8/MARCKS/BASP1/CNN2/IQGAP1/MYO1B/MYO1E/CALD1/PDE1A/MYH9/SNTB1/MYLK/CNN1"	27	"Calmodulin binding"	"day0"
"11"	"11"	"REACTOME_INTERFERON_GAMMA_SIGNALING"	"REACTOME_INTERFERON_GAMMA_SIGNALING"	"17/858"	"94/17939"	2.00759722920626e-06	6.54441629520732e-05	5.04690841026387e-05	"JAK1/B2M/HLA-E/HLA-A/CAMK2D/CD44/IRF1/TRIM8/IRF9/SP100/PML/HLA-DPA1/MAPK3/STAT1/GBP1/GBP2/IFI30"	17	"Interferon gamma signaling"	"day0"
"11"	"11"	"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX"	"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX"	"17/858"	"94/17939"	2.00759722920626e-06	6.54441629520732e-05	5.04690841026387e-05	"PPP1CA/LTBP3/COL1A2/JUNB/PPP1R15A/ITGAV/ITGB5/USP9X/LTBP2/ITGB1/RHOA/SKIL/SERPINE1/SMAD3/MAPK3/STAT1/SMURF2"	17	"Signaling by tgf beta receptor complex"	"day0"
"11"	"11"	"HALLMARK_APOPTOSIS"	"HALLMARK_APOPTOSIS"	"23/858"	"159/17939"	2.05412858674465e-06	6.6669869130647e-05	5.14143214686796e-05	"SPTAN1/DAP/IFITM3/TSPO/HSPB1/TXNIP/DNM1L/ADD1/DPYD/IGFBP6/BGN/CD44/IRF1/FAS/CAV1/TIMP2/ANXA1/LMNA/TNFRSF12A/PEA15/PLAT/IER3/F2R"	23	"Apoptosis"	"day0"
"11"	"11"	"REACTOME_SIGNALING_BY_WNT"	"REACTOME_SIGNALING_BY_WNT"	"32/858"	"270/17939"	2.1443808096293e-06	6.92000370469963e-05	5.33655307378324e-05	"PSMF1/PPP2R1A/GNB2/PFN1/PSME2/AP2B1/CLTC/GNB1/RAC1/USP34/AP2M1/GNG11/PSME1/YWHAZ/TNRC6A/KRAS/PPP3CB/GNG12/CLTB/PSMB8/PRICKLE1/CAV1/RHOA/PSMB10/GNB4/LRP5/RAC2/FZD2/PSMB9/SMURF2/TCF4/PRKG1"	32	"Signaling by wnt"	"day0"
"11"	"11"	"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION"	"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION"	"15/858"	"75/17939"	2.15062405825896e-06	6.92000370469963e-05	5.33655307378324e-05	"SPTAN1/PFN1/FLII/TMSB4X/ADD1/MKKS/TMSB10/TMOD3/EPS8/TRIOBP/CAPZB/KANK2/CLIP3/MYADM/LMOD1"	15	"Negativeregulationofproteinpolymerization."	"day0"
"11"	"11"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"	"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS"	"38/858"	"351/17939"	2.3158882569092e-06	7.41978791323055e-05	5.72197554869502e-05	"YWHAB/FIS1/THY1/IGFBP3/EIF4G1/TSPO/HSPB1/ITGB1BP1/NUPR1/PRKAR1A/PPP1R15A/CD109/HEG1/CALM2/PKN1/MVP/STK38/CAV1/CTDSP1/LRP5/PRKAG2/FKBP8/SPRED2/SNX6/IQGAP1/SWAP70/CORO1C/IPO5/CALM3/PKIG/IER3/MYADM/PARP14/SOCS5/PTPA/PRKG1/NR2F2/INHBA"	38	"Negativregulationofphosphorusmetablcprcss."	"day0"
"11"	"11"	"REACTOME_MET_PROMOTES_CELL_MOTILITY"	"REACTOME_MET_PROMOTES_CELL_MOTILITY"	"11/858"	"41/17939"	2.37232030656624e-06	7.56810730278503e-05	5.8363561658168e-05	"COL1A1/RAP1B/COL1A2/RAC1/COL3A1/FN1/COL5A2/LAMA4/ITGB1/LAMB2/COL5A3"	11	"Met promotes cell motility"	"day0"
"11"	"11"	"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY"	"GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY"	"26/858"	"197/17939"	2.65427630371686e-06	8.43156281159419e-05	6.50223386563381e-05	"RAP1B/ARL2/PFN1/FSCN1/EIF4G1/RAC1/FERMT2/PINK1/DCTN1/CTTN/CDC42EP5/CLIP1/RHOA/RHOC/CDC42EP1/SNX9/CDC42EP2/MAP1B/NEK7/MSN/FCHSD2/VASP/CDC42EP3/GBP2/LMOD1/CD36"	26	"Positivregulationofprtncntnngcmplxassmbly."	"day0"
"11"	"11"	"REACTOME_SIGNALING_BY_PDGF"	"REACTOME_SIGNALING_BY_PDGF"	"13/858"	"58/17939"	2.67009180716628e-06	8.44586243241368e-05	6.51326141542925e-05	"COL6A2/COL6A1/COL3A1/COL5A2/KRAS/COL4A1/BCAR1/PLAT/COL4A2/STAT1/THBS2/THBS1/COL5A3"	13	"Signaling by pdgf"	"day0"
"11"	"11"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT"	"28/858"	"222/17939"	2.74273883555523e-06	8.63904869511385e-05	6.66224236804423e-05	"PPP1CA/ANXA2/LTBP3/CDC42/COL6A1/EIF4G1/COL3A1/BAG6/CTSZ/ASXL1/THRA/ADAMTS2/YWHAZ/TULP3/HEG1/RBPJ/YAP1/KRAS/CCN2/BASP1/RARG/TNC/EPAS1/FGF2/EXT1/MAPK3/ADA/KLF2"	28	"Respiratory system development"	"day0"
"11"	"11"	"GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS"	"GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS"	"11/858"	"42/17939"	3.07615002173733e-06	9.53774992876003e-05	7.35530078758961e-05	"COL1A1/P3H3/VIM/TRAM2/SERPINH1/DDR2/LARP6/CREB3L1/ENG/F2R/INHBA"	11	"Collagen biosynthetic process"	"day0"
"11"	"11"	"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"	"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"	"11/858"	"42/17939"	3.07615002173733e-06	9.53774992876003e-05	7.35530078758961e-05	"CFL1/CDC42/RAC1/ACTR2/ARPC4/ARPC3/RHOA/ARPC5/ACTR3/ACTG1/ACTB"	11	"Ephb mediated forward signaling"	"day0"
"11"	"11"	"GOCC_COMPLEX_OF_COLLAGEN_TRIMERS"	"GOCC_COMPLEX_OF_COLLAGEN_TRIMERS"	"8/858"	"21/17939"	3.09194304455449e-06	9.53774992876003e-05	7.35530078758961e-05	"COL1A1/COL1A2/COL3A1/COL5A2/COL8A1/COL4A1/COL4A2/COL5A3"	8	"Complex of collagen trimers"	"day0"
"11"	"11"	"KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY"	"8/858"	"21/17939"	3.09194304455449e-06	9.53774992876003e-05	7.35530078758961e-05	"ACTR2/ARPC4/ARPC3/CTTN/ARPC5/ACTR3/ACTG1/ACTB"	8	"Medicusreferencegfegfractinsignalingpthwy."	"day0"
"11"	"11"	"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY"	"8/858"	"21/17939"	3.09194304455449e-06	9.53774992876003e-05	7.35530078758961e-05	"TUBB4B/TUBB/TUBB6/RHOA/TUBA1C/TUBA1B/TUBB3/TUBA1A"	8	"Medicusreferencmicrotubulrhsignalingpthwy."	"day0"
"11"	"11"	"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY"	"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY"	"39/858"	"371/17939"	3.50919063548463e-06	0.000107802913966637	8.31352115463091e-05	"HNRNPK/FIS1/ENO1/PPP1CA/PPP2R1A/BAD/HSPB1/PYCR1/NUPR1/DNM1L/PINK1/PTTG1IP/ITGAV/CD44/GNAI2/MAGED1/YAP1/FAS/CTTN/HIF1A/CAV1/TNFSF12/CTNNA1/LMNA/SKIL/SP100/FAIM/TNFRSF12A/PML/PEA15/SERPINE1/CREB3L1/CXCL12/IER3/BDNF/SH3RF1/THBS1/TPD52L1/INHBA"	39	"Regulation of apoptotic signaling pathway"	"day0"
"11"	"11"	"GOBP_REGULATION_OF_WOUND_HEALING"	"GOBP_REGULATION_OF_WOUND_HEALING"	"20/858"	"130/17939"	3.60721211517293e-06	0.000110359993605598	8.51071745378806e-05	"ANXA2/FAP/FERMT2/CD109/DDR2/ITGB1/CAV1/ANXA1/TNFRSF12A/SERPINE1/FGF2/PLAT/SMAD3/ACTG1/THBS1/PHLDB2/PRKG1/F2R/MYLK/CD36"	20	"Regulation of wound healing"	"day0"
"11"	"11"	"GOBP_MAINTENANCE_OF_PROTEIN_LOCATION"	"GOBP_MAINTENANCE_OF_PROTEIN_LOCATION"	"16/858"	"88/17939"	3.7155421637074e-06	0.000113196615743976	8.72947144927281e-05	"YWHAB/KDELR1/ARL2/TSPO/TMSB4X/PINK1/TMSB10/KDELR3/CAV1/SRGN/SP100/DBN1/PML/NBL1/SYNE1/FLNA"	16	"Maintenance of protein location"	"day0"
"11"	"11"	"GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY"	"GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY"	"30/858"	"251/17939"	3.73025686175728e-06	0.000113196615743976	8.72947144927281e-05	"SPTAN1/SH3GL1/MAP1LC3A/CFL1/SMARCC2/CHMP2A/FLII/CLTC/ADD1/SMARCD3/SMARCB1/ATP2A2/CHMP1A/HDGFL3/CHMP3/LIMA1/SHFL/TMOD3/EPS8/HMGA1/MAP1A/TRIOBP/CAPZB/DSTN/MAP1B/SWAP70/WDR1/CFL2/BMERB1/LMOD1"	30	"Protein containing complex disassembly"	"day0"
"11"	"11"	"GOBP_PLASMA_MEMBRANE_REPAIR"	"GOBP_PLASMA_MEMBRANE_REPAIR"	"9/858"	"28/17939"	3.8114652297051e-06	0.000114728177176405	8.84758206335195e-05	"ANXA2/CHMP2A/S100A10/CHMP1A/CHMP3/AHNAK/SYT11/MYOF/MYH9"	9	"Plasma membrane repair"	"day0"
"11"	"11"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY"	"9/858"	"28/17939"	3.8114652297051e-06	0.000114728177176405	8.84758206335195e-05	"ITGA7/RAC1/FN1/ITGA5/ITGAV/ITGB5/ITGA11/ITGB1/RAC2"	9	"Medicusreferencitgbrhogracsignalingpathwy."	"day0"
"11"	"11"	"GOBP_MUSCLE_CONTRACTION"	"GOBP_MUSCLE_CONTRACTION"	"37/858"	"345/17939"	3.91339968533121e-06	0.000117323408236938	9.04772051535675e-05	"ENO1/CAMK2D/ALDOA/ATP2A2/MKKS/SNTA1/CALM2/GSTM2/CTTN/CRYAB/TMOD3/UTRN/CAV1/SPHK1/RHOA/MAP2K3/MYL6/FXYD1/DAPK3/APBB1/CALM3/TPM4/MYOF/SMTN/FLNA/TPM2/ADA/TPM1/PRKG1/CALD1/MYL9/F2R/SNTB1/MYLK/LMOD1/CNN1/ACTA2"	37	"Muscle contraction"	"day0"
"11"	"11"	"GOBP_RESPONSE_TO_CALCIUM_ION"	"GOBP_RESPONSE_TO_CALCIUM_ION"	"20/858"	"131/17939"	4.06926142746761e-06	0.000121508146224183	9.37043820918753e-05	"HNRNPD/LGMN/JUNB/TXNIP/CAMK2D/SEC31A/ADD1/PRKAA1/FOSB/CLIC4/PEF1/CALM2/CAV1/ANXA11/IQGAP1/CALM3/ADAM9/PKD2/THBS1/TUBA1A"	20	"Response to calcium ion"	"day0"
"11"	"11"	"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC"	"17/858"	"99/17939"	4.20459708250888e-06	0.000125049072593342	9.64350658177441e-05	"COPB2/KDELR1/ARF5/TUBB4B/SEC22B/ARFGAP3/ARF3/RAB1B/KDELR3/COPZ2/TUBB6/TUBA1C/TUBA1B/TUBB3/KIF22/KIFAP3/TUBA1A"	17	"Copidependentgolgitoerretrogradetraffic."	"day0"
"11"	"11"	"GOMF_GUANYL_RIBONUCLEOTIDE_BINDING"	"GOMF_GUANYL_RIBONUCLEOTIDE_BINDING"	"40/858"	"388/17939"	4.25715429097279e-06	0.000126109749135365	9.72530359955314e-05	"SEPTIN2/RAP1B/ARL2/RAB11B/GNAS/ARF5/CDC42/ARL1/TUBB4B/ARL3/RAC1/ARF3/SEPTIN7/RRAS2/DNM1L/IFT22/RAB1B/GNAI2/SEPTIN9/KRAS/TUBB/TUBB6/GNA12/RHOA/ARFRP1/GNAI1/RHOC/TUBA1C/RRAS/TUBA1B/TUBB3/RAB23/EHD2/EHD1/RAC2/TUBA1A/GBP1/PRKG1/GBP2/RAB3B"	40	"Guanyl ribonucleotide binding"	"day0"
"11"	"11"	"REACTOME_SELECTIVE_AUTOPHAGY"	"REACTOME_SELECTIVE_AUTOPHAGY"	"16/858"	"89/17939"	4.33163677380855e-06	0.000127808966468304	9.85634346409777e-05	"UBE2V1/MAP1LC3A/TUBB4B/PINK1/NBR1/VIM/DYNC1I2/TUBB6/PLIN3/TUBA1C/PRKAG2/TUBA1B/TUBB3/OPTN/EPAS1/TUBA1A"	16	"Selective autophagy"	"day0"
"11"	"11"	"GOBP_MEMBRANE_RAFT_ASSEMBLY"	"GOBP_MEMBRANE_RAFT_ASSEMBLY"	"6/858"	"11/17939"	4.41983684551697e-06	0.000129897960833796	0.000100174420671912	"ANXA2/COL6A1/S100A10/CAV1/FLOT1/RFTN1"	6	"Membrane raft assembly"	"day0"
