"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
0	1.48519690606882	0.941	0.432	0	"0"	"ZBTB16"
0	2.56676777581642	0.758	0.263	0	"0"	"STXBP6"
0	2.0230126844819	0.949	0.459	0	"0"	"AOX1"
0	2.91872100701753	0.643	0.163	0	"0"	"ARHGEF19"
0	2.37446391304516	0.655	0.178	0	"0"	"PDE7B"
0	4.77744675297332	0.495	0.035	0	"0"	"ALOX15B"
0	2.14367394702836	0.974	0.529	0	"0"	"CRISPLD2"
0	1.14955960205454	0.98	0.541	0	"0"	"FKBP5"
0	1.60035973193881	0.944	0.509	0	"0"	"HSD11B1"
0	3.32913185677324	0.527	0.093	0	"0"	"MTRNR2L12"
0	1.98596687465021	0.878	0.445	0	"0"	"RASSF4"
0	1.00646516833924	0.772	0.341	0	"0"	"LMO3"
0	1.92413247717427	0.873	0.443	0	"0"	"TMEM64"
0	1.6962738079436	0.875	0.447	0	"0"	"ANGPTL1"
0	1.40727916596329	0.874	0.447	0	"0"	"EDNRB"
0	1.47978853871851	0.917	0.491	0	"0"	"HIPK2"
0	2.19136499114021	0.763	0.349	0	"0"	"TCEAL1"
0	1.597719212327	0.722	0.31	0	"0"	"PID1"
0	2.05360249000639	0.62	0.218	0	"0"	"CLGN"
0	1.77431775283492	0.793	0.392	0	"0"	"APOL2"
0	1.50058490937329	0.824	0.441	0	"0"	"ZFHX3"
0	3.14883024379928	0.494	0.114	0	"0"	"SORBS2"
0	2.00431266750896	0.673	0.3	0	"0"	"FBXO32"
0	1.59690732760448	0.907	0.534	0	"0"	"GASK1B"
0	2.05067013315242	0.617	0.246	0	"0"	"LRRC17"
0	1.9349464155876	0.8	0.433	0	"0"	"CHMP1B"
0	1.48205034381487	0.746	0.381	0	"0"	"SESN1"
0	2.35160624533054	0.54	0.177	0	"0"	"RGS2"
0	1.37307877276795	0.959	0.598	0	"0"	"TSC22D3"
0	1.84044548406578	0.837	0.477	0	"0"	"IMPA2"
