"Cluster"	"cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"abbrev_ID"
"3"	"3"	"GOCC_CELL_CELL_CONTACT_ZONE"	"GOCC_CELL_CELL_CONTACT_ZONE"	"19/1855"	"74/17939"	0.000139321494527394	0.00272279302165067	0.0021692465631748	"CDH2/DSP/YWHAH/VCL/CTNNA1/ACTN1/AHNAK/ITGB1/BAIAP2L2/FLOT2/FLOT1/VAMP5/PKP4/PAK1/ATP1B1/DLG1/SLC2A1/NECTIN2/ANK2"	19	"gocc cell cell contact zone"
"3"	"3"	"GOMF_MONOSACCHARIDE_BINDING"	"GOMF_MONOSACCHARIDE_BINDING"	"19/1855"	"74/17939"	0.000139321494527394	0.00272279302165067	0.0021692465631748	"PFKP/COLEC12/P3H2/SLC2A3/ENG/PLOD1/P4HA1/ALDOA/PFKL/FUOM/HK1/P4HA2/PLOD3/PLOD2/P3H3/UGP2/PAM/EGLN1/GALK1"	19	"gomf monosaccharide binding"
"3"	"3"	"GOBP_MONOSACCHARIDE_METABOLIC_PROCESS"	"GOBP_MONOSACCHARIDE_METABOLIC_PROCESS"	"45/1855"	"249/17939"	0.000140112469729979	0.00272616182825615	0.00217193048813452	"PFKP/IGFBP3/SLC2A3/PCK2/DDB1/PKM/PGK1/PGAM1/ENO1/GAPDH/TPI1/ALDOA/ATF3/PFKL/FUOM/C1QTNF3/ENO2/HK1/POFUT2/BCKDK/DYRK2/GSTO1/PDHB/B4GALT1/SLC39A14/PGM1/PDK1/CPT1A/SLC2A1/SLC35A2/CRY1/GALK1/NLN/UXS1/PMM2/GOT1/PPARD/PRKAA1/POFUT1/KBTBD2/LRP5/ALDOC/SIRT6/GALE/WDTC1"	45	"gobp monosaccharide metabolic process"
"3"	"3"	"GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY"	"GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY"	"45/1855"	"249/17939"	0.000140112469729979	0.00272616182825615	0.00217193048813452	"GREM1/FGF2/CDH2/DACT1/BICC1/RECK/ADGRA2/DAPK3/SMURF2/DKK3/FZD7/DAB2/CTHRC1/ILK/PPP1CA/COL1A1/CTNND1/FZD6/YAP1/BAMBI/HDAC1/PTK7/JADE1/SMAD3/LZTS2/TMEM9/PRICKLE1/TPBG/LATS2/CDK14/RBPJ/TBL1X/CSNK1D/LGR4/LMBR1L/CSNK1G3/CCNYL1/FZD1/CYLD/CSNK1G1/KANK1/SEMA5A/CAPRIN2/PLEKHA4/TRPM4"	45	"gobpregulationofcanonicalwntsignlngpthwy."
"3"	"3"	"GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION"	"GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION"	"43/1855"	"235/17939"	0.000146548808526177	0.00284409759021204	0.00226588979545752	"INHBA/CCL2/DACT1/WEE1/PML/BCAT1/BCL7C/ANXA1/EIF4G1/ITGB1/ACTB/CDK7/FHL1/CCND1/SUSD2/PRMT2/DDR2/PLK3/SMARCB1/KHDRBS1/CTDSP1/RBBP8/SMARCA2/PLK2/JADE1/DLG1/CDK6/LATS2/PSME2/KLF4/SMARCA4/SKP2/CUL4A/CTDSP2/KMT2E/APBB1/SLFN11/PLCB1/ACTL6A/RB1/MLF1/MN1/CDKN2B"	43	"gobp cell cycle g1 s phase transition"
"3"	"3"	"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"28/1855"	"131/17939"	0.00014681919713484	0.00284409759021204	0.00226588979545752	"RAB1B/YIF1B/COPG1/COPZ2/CTSZ/TMED9/CD59/MYDGF/CALR/SERPINH1/P4HB/FN1/MCFD2/GOLGA2/MGAT1/YKT6/SCYL1/TAPBP/COPG2/CSNK1D/MYO18A/GBF1/RGMB/ASPSCR1/PIEZO1/INPP5B/TRAPPC2/GORASP1"	28	"goccendoplasmicreticlmglgintrmdtcmprtmnt."
"3"	"3"	"GOBP_VIRAL_LIFE_CYCLE"	"GOBP_VIRAL_LIFE_CYCLE"	"54/1855"	"316/17939"	0.000148007839870065	0.00286083574696219	0.00227922506872855	"CCL2/AXL/TRIM59/IFI27/ITGB5/ITGA5/GAS6/RAB1B/PTX3/DDB1/SLC1A5/IFITM2/CTSB/P4HB/ITGB1/LGALS1/SLC7A1/PVR/DPP4/CH25H/LRRC15/CHMP2A/CHMP3/SMARCB1/ICAM1/CHMP6/IFIT1/CHMP4B/CCNK/WWP2/IFI16/TRIM8/TNIP1/ITGAV/ADARB1/NECTIN2/SRPK2/HMGA2/JPT2/ITCH/CHMP1A/ZNFX1/SHFL/APOBEC3C/VPS37C/HYAL2/VPS37B/ZBED1/TNFRSF14/SLC20A2/NMT2/ZC3H12A/TPCN1/BST2"	54	"gobp viral life cycle"
"3"	"3"	"GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY"	"GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY"	"14/1855"	"46/17939"	0.00014965118759749	0.00287507677399355	0.00229057088117122	"PHLDB2/GAS6/LOX/EFEMP2/FKBP10/COL1A2/FBLN5/EMILIN1/TGFBR1/PLOD3/HAS2/SMAD3/PRICKLE1/TNXB"	14	"gobp extracellular matrix assembly"
"3"	"3"	"GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION"	"GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION"	"14/1855"	"46/17939"	0.00014965118759749	0.00287507677399355	0.00229057088117122	"KRAS/DBNL/RAC1/FARP1/EPS8/SSX2IP/CYFIP1/DOCK5/ARHGAP17/ABI2/ARHGAP24/AUTS2/NF1/CDH13"	14	"gobp rac protein signal transduction"
"3"	"3"	"GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS"	"GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS"	"16/1855"	"57/17939"	0.000150049389157821	0.00287507677399355	0.00229057088117122	"KLF2/DDAH1/PTGIS/PTX3/TSPO/RAC1/DYNLL1/SIRPA/DDAH2/SMAD3/ACVR2A/KLF4/ASL/P2RX4/TICAM1/ZC3H12A"	16	"gobpregulationofnitricoxidmetabolicprcss."
