Gene	alignment_similarity_percentage	opt_alignment_cost	l2fc	color	abs_l2fc
HIST1H3G	0.7646999999999999	11.994511995947212	0.23740262778631924	green	0.23740262778631924
TUBA3E	0.7646999999999999	15.847029405585777	-0.23634713148267616	green	0.23634713148267616
ODAPH	0.7646999999999999	11.270968375755103	-0.21167576508335778	green	0.21167576508335778
PRLR	0.7646999999999999	11.453185534130904	-0.19155684986274193	green	0.19155684986274193
SAA2	0.7646999999999999	11.696515670199803	0.16608824788587215	green	0.16608824788587215
ALDH1L1	0.7646999999999999	21.03770922392692	-0.14322480898188275	green	0.14322480898188275
C2CD4A	0.7646999999999999	11.43277388244782	-0.1326780701308412	green	0.1326780701308412
LAIR1	0.7646999999999999	11.402779790774648	0.12836939102288383	green	0.12836939102288383
SKA1	0.7646999999999999	12.154167235738262	0.09161106105412613	green	0.09161106105412613
CDH22	0.7646999999999999	11.288817514242101	-0.08363421939397953	green	0.08363421939397953
LCE2A	0.7646999999999999	11.383020412657503	0.0548331955347359	green	0.0548331955347359
AC137494.1	0.7646999999999999	11.221055441006905	0.05442320069631131	green	0.05442320069631131
ITIH5	0.7646999999999999	21.023653043520913	0.050681784567844716	green	0.050681784567844716
CYP24A1	0.7646999999999999	11.976890547496614	-0.03385062282561168	green	0.03385062282561168
AL157402.2	0.7646999999999999	11.639861510595003	-0.030710690914915233	green	0.030710690914915233
FLG	0.7646999999999999	11.74774785527348	-0.028795588107151916	green	0.028795588107151916
MYBPH	0.7646999999999999	11.892090044568855	-0.01820562372003133	green	0.01820562372003133
ABI3	0.7646999999999999	11.933660024003856	-0.014261152750798515	green	0.014261152750798515
VCAM1	0.7646999999999999	12.558714575457207	0.013364294423408505	green	0.013364294423408505
IQGAP3	0.7646999999999999	15.758761018323124	-0.010662475223509722	green	0.010662475223509722
RAB27B	0.7646999999999999	12.591398596802978	0.009601047602113805	green	0.009601047602113805
SNCB	0.7646999999999999	11.730896683018882	-0.009498446956217122	green	0.009498446956217122
STX11	0.7646999999999999	12.127793371381607	-0.009320644333085281	green	0.009320644333085281
KIAA2012-AS1	0.7646999999999999	11.797225012935355	0.006396002791447609	green	0.006396002791447609
SERPINB7	0.7646999999999999	13.845492140464483	0.005116590081754191	green	0.005116590081754191
ADGRD1	0.7646999999999999	12.335534832227985	-0.00397826067042821	green	0.00397826067042821
HP	0.7646999999999999	20.496409757716613	-0.0002157665236374223	green	0.0002157665236374223
B4GALNT2	0.7646999999999999	11.134243973859288	0.0	green	0.0
MMP7	0.7895	17.971238941548926	-0.9066696049165013	green	0.9066696049165013
SSTR2	0.7895	18.390147487294886	-0.49972275494419205	green	0.49972275494419205
HIST1H2BI	0.7895	18.43741176902096	-0.4883287881726863	green	0.4883287881726863
EGFL6	0.7895	21.880732525854363	-0.47577446722814853	green	0.47577446722814853
TYROBP	0.7895	21.170711914326215	-0.3552142734953546	green	0.3552142734953546
CCL5	0.7895	17.699887609540845	0.22073262039384114	green	0.22073262039384114
MAOB	0.7895	18.56200408396723	-0.19992499878115202	green	0.19992499878115202
CCN4	0.7895	19.65764018810239	-0.19900872898341904	green	0.19900872898341904
CCK	0.7895	19.135491624841247	-0.1830980409643771	green	0.1830980409643771
NEURL1B	0.7895	19.37792172668128	-0.1706824968867701	green	0.1706824968867701
GPM6B	0.7895	18.72609694289329	-0.1703635040358947	green	0.1703635040358947
SEMA3G	0.7895	18.36709736758929	-0.15763408135340592	green	0.15763408135340592
KLHDC7B	0.7895	19.034076103930527	-0.15714873267614987	green	0.15714873267614987
GLDN	0.7895	19.460183553118316	-0.15200724410880073	green	0.15200724410880073
ADRB2	0.7895	19.360688325234108	-0.1445187688355119	green	0.1445187688355119
AL731684.1	0.7895	16.549904580635147	-0.143042744463796	green	0.143042744463796
TDO2	0.7895	18.935095595386425	0.1407508690758885	green	0.1407508690758885
SLC1A7	0.7895	19.01081678863084	-0.1394957625910818	green	0.1394957625910818
FGFBP2	0.7895	19.21305537375741	0.13079751842835832	green	0.13079751842835832
TSHR	0.7895	18.266923424770837	-0.12933327928876742	green	0.12933327928876742
AL096794.1	0.7895	18.385735294395236	0.12420396204049669	green	0.12420396204049669
SCT	0.7895	17.584513482538153	0.11723044557434045	green	0.11723044557434045
DUSP15	0.7895	18.79367233683591	-0.11547147343675687	green	0.11547147343675687
AURKB	0.7895	19.187275145545037	0.10435153068621698	green	0.10435153068621698
ANGPT4	0.7895	22.095072454893522	0.1036711813657162	green	0.1036711813657162
NEK2	0.7895	17.470150382120487	0.10272456233565921	green	0.10272456233565921
DLK1	0.7895	18.90181037783329	-0.09902041350288086	green	0.09902041350288086
MDFI	0.7895	19.61327603168563	-0.09893077367849608	green	0.09893077367849608
CD24	0.7895	17.772987007954672	0.08949709882646668	green	0.08949709882646668
ACVR1C	0.7895	18.475937617745323	0.087411540192135	green	0.087411540192135
PKMYT1	0.7895	18.037463859255787	0.08603567283988678	green	0.08603567283988678
HIST1H2BB	0.7895	19.67611639549058	0.08595420592079892	green	0.08595420592079892
