orig.ident	nCount_RNA	nFeature_RNA	sample	condition	time	rep	percent.mt	RNA_snn_res.0.5	seurat_clusters	cond.time	time.rep	initial_clusters	fastmnn_clusters	progen_clusters	if_progen_cluster	time.progen_clusters	raw_pseudotime	monocle_pseudotime	pscondition	sample_or_progen_cluster
beige_day3	59869	6547	beige_day3	beige	day3	rep1	1.62688536638327	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	1.80213247627563	0.95024687642097	beige	beige.day3
beige_day3	19350	3668	beige_day3	beige	day3	rep1	3.21963824289406	4	3	beige.day3	day3.rep1	4	3	NA	t4	day3	0.627096319604365	0.982687176944	beige	beige.day3
beige_day3	27282	4894	beige_day3	beige	day3	rep1	1.71175133787845	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.440769381694	0.656536273212938	beige	beige.day3
beige_day3	24348	4132	beige_day3	beige	day3	rep1	2.39855429604074	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	6.95764803124399	0.80791383159951	beige	beige.day3
beige_day3	23784	4465	beige_day3	beige	day3	rep1	1.13521695257316	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	4.25853644469298	0.882430679881824	beige	beige.day3
beige_day3	8179	2579	beige_day3	beige	day3	rep1	2.55532461181073	2	1	beige.day3	day3.rep1	2	1	NA	t2	day3	6.98164462609768	0.807251335603822	beige	beige.day3
beige_day3	24471	4640	beige_day3	beige	day3	rep1	2.79105880429897	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.4549513884717	0.656144737548885	beige	beige.day3
beige_day3	21761	4173	beige_day3	beige	day3	rep1	1.45213914801709	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	7.55760036450913	0.791350397461662	beige	beige.day3
beige_day3	23095	4006	beige_day3	beige	day3	rep1	1.74929638449881	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	4.08205246653817	0.887303034878168	beige	beige.day3
beige_day3	6991	2293	beige_day3	beige	day3	rep1	5.14947790015735	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	18.8937196895268	0.478383757600741	beige	beige.day3
beige_day3	18337	3650	beige_day3	beige	day3	rep1	1.17794622893603	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	4.70759372652699	0.87003314377875	beige	beige.day3
beige_day3	22236	3976	beige_day3	beige	day3	rep1	1.56952689332614	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982070853615	0.583169954024581	beige	beige.day3
beige_day3	15003	3196	beige_day3	beige	day3	rep1	2.35952809438112	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982074382517	0.583169944282017	beige	beige.day3
beige_day3	23602	4299	beige_day3	beige	day3	rep1	2.19049233115838	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	9.02935981656566	0.750718184868667	beige	beige.day3
beige_day3	22237	4441	beige_day3	beige	day3	rep1	2.17655259252597	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.4549517413619	0.656144727806321	beige	beige.day3
beige_day3	26902	4983	beige_day3	beige	day3	rep1	2.6354917849974	4	6	beige.day3	day3.rep1	4	6	NA	t4	day3	0.343913223003201	0.990505272331642	beige	beige.day3
beige_day3	17192	3571	beige_day3	beige	day3	rep1	2.15216379711494	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982077911419	0.583169934539454	beige	beige.day3
beige_day3	43997	5504	beige_day3	beige	day3	rep1	1.86603632065823	4	6	beige.day3	day3.rep1	4	6	NA	t4	day3	0.0326803659194121	0.999097763174683	beige	beige.day3
beige_day3	34304	5213	beige_day3	beige	day3	rep1	2.10762593283582	4	6	beige.day3	day3.rep1	4	6	NA	t4	day3	0.0326800130292029	0.999097772917246	beige	beige.day3
beige_day3	31875	5305	beige_day3	beige	day3	rep1	3.44470588235294	4	3	beige.day3	day3.rep1	4	3	NA	t4	day3	1.98939677304427	0.945076899284592	beige	beige.day3
beige_day3	15565	3580	beige_day3	beige	day3	rep1	1.28493414712496	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	6.04469168700216	0.833118654449823	beige	beige.day3
beige_day3	23854	4071	beige_day3	beige	day3	rep1	2.02900980967553	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.4407697345842	0.656536263470374	beige	beige.day3
beige_day3	30183	5039	beige_day3	beige	day3	rep1	1.14634065533578	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982081440321	0.58316992479689	beige	beige.day3
beige_day3	24638	4529	beige_day3	beige	day3	rep1	2.02532673106583	2	1	beige.day3	day3.rep1	2	1	NA	t2	day3	7.50663811822603	0.792757358920138	beige	beige.day3
beige_day3	17550	3835	beige_day3	beige	day3	rep1	1.43589743589744	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.5110486456799	0.709811842859373	beige	beige.day3
beige_day3	30003	4959	beige_day3	beige	day3	rep1	2.46308702463087	2	1	beige.day3	day3.rep1	2	1	NA	t2	day3	6.9576483841342	0.807913821856946	beige	beige.day3
beige_day3	14313	3449	beige_day3	beige	day3	rep1	2.01914343603717	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	11.3113823259812	0.687716297151887	beige	beige.day3
beige_day3	21934	3964	beige_day3	beige	day3	rep1	2.05160937357527	4	3	beige.day3	day3.rep1	4	3	NA	t4	day3	1.98308432109964	0.945251172933074	beige	beige.day3
beige_day3	32848	5158	beige_day3	beige	day3	rep1	1.251217730151	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	14.5802641494501	0.597469279538397	beige	beige.day3
beige_day3	16345	3857	beige_day3	beige	day3	rep1	2.59406546344448	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	8.60453690352105	0.762446660533004	beige	beige.day3
beige_day3	18528	2751	beige_day3	beige	day3	rep1	0.356217616580311	6	2	beige.day3	day3.rep1	6	2	NA	t6	day3	29.8864791299434	0.174896568887573	beige	beige.day3
beige_day3	17496	3481	beige_day3	beige	day3	rep1	1.06310013717421	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.4407700874744	0.656536253727811	beige	beige.day3
beige_day3	53199	6079	beige_day3	beige	day3	rep1	1.19739092840091	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.4407704403646	0.656536243985247	beige	beige.day3
beige_day3	21167	4274	beige_day3	beige	day3	rep1	0.855104644021354	2	1	beige.day3	day3.rep1	2	1	NA	t2	day3	6.95764873702441	0.807913812114383	beige	beige.day3
beige_day3	15095	3066	beige_day3	beige	day3	rep1	1.75554819476648	2	5	beige.day3	day3.rep1	2	5	NA	t2	day3	2.90202091688018	0.919881247795468	beige	beige.day3
beige_day3	26374	4271	beige_day3	beige	day3	rep1	0.96686130279821	2	1	beige.day3	day3.rep1	2	1	NA	t2	day3	7.53090764434854	0.792087327860672	beige	beige.day3
beige_day3	22212	4255	beige_day3	beige	day3	rep1	2.19250855393481	4	3	beige.day3	day3.rep1	4	3	NA	t4	day3	3.82162140219877	0.894492994050689	beige	beige.day3
beige_day3	18603	3820	beige_day3	beige	day3	rep1	2.41358920604204	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	7.02150575777416	0.806150852794479	beige	beige.day3
beige_day3	27296	4740	beige_day3	beige	day3	rep1	2.96380422039859	4	6	beige.day3	day3.rep1	4	6	NA	t4	day3	0.0326796601389936	0.99909778265981	beige	beige.day3
beige_day3	31210	4874	beige_day3	beige	day3	rep1	1.98013457225248	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	5.83339423489658	0.838952136940671	beige	beige.day3
beige_day3	8814	2691	beige_day3	beige	day3	rep1	3.63058770138416	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	4.88725154515925	0.865073165658372	beige	beige.day3
beige_day3	35673	6007	beige_day3	beige	day3	rep1	0.863398088189948	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	12.4407707932548	0.656536234242683	beige	beige.day3
beige_day3	16975	3643	beige_day3	beige	day3	rep1	1.59057437407953	5	5	beige.day3	day3.rep1	5	5	NA	t5	day3	1.76230941983966	0.951346308052239	beige	beige.day3
beige_day3	37919	5579	beige_day3	beige	day3	rep1	1.12872174899127	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	14.9891472816619	0.586180868018086	beige	beige.day3
beige_day3	31711	4857	beige_day3	beige	day3	rep1	2.41871905647882	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	1.94239059126557	0.946374642043131	beige	beige.day3
beige_day3	20216	3899	beige_day3	beige	day3	rep1	2.19628017411951	2	1	beige.day3	day3.rep1	2	1	NA	t2	day3	9.07375146374766	0.749492623963906	beige	beige.day3
beige_day3	53863	6223	beige_day3	beige	day3	rep1	1.10651096299872	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	8.49171221646847	0.765561515113114	beige	beige.day3
beige_day3	19772	3352	beige_day3	beige	day3	rep1	1.76006473801335	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.5701759255977	0.570139877521962	beige	beige.day3
beige_day3	17039	3740	beige_day3	beige	day3	rep1	1.59046892423264	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	18.6282745845594	0.485712143990062	beige	beige.day3
beige_day3	19865	3767	beige_day3	beige	day3	rep1	1.83740246664989	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.75134862957	0.703177660882233	beige	beige.day3
beige_day3	19298	3946	beige_day3	beige	day3	rep1	1.45092755725982	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.9410849441269	0.697939436484276	beige	beige.day3
beige_day3	24848	4439	beige_day3	beige	day3	rep1	1.42868641339343	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	2.90202126977039	0.919881238052904	beige	beige.day3
beige_day3	22452	4425	beige_day3	beige	day3	rep1	1.66132193123107	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.49686856964	0.710203325219777	beige	beige.day3
beige_day3	39070	5649	beige_day3	beige	day3	rep1	1.72510877911441	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982084969223	0.583169915054326	beige	beige.day3
beige_day3	14933	3539	beige_day3	beige	day3	rep1	2.31031942677292	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	10.5486962200437	0.708772471756287	beige	beige.day3
beige_day3	17187	3756	beige_day3	beige	day3	rep1	1.76877872810845	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.4968689225302	0.710203315477213	beige	beige.day3
beige_day3	9885	2834	beige_day3	beige	day3	rep1	3.64188163884674	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	1.98939712593448	0.945076889542028	beige	beige.day3
beige_day3	25134	4348	beige_day3	beige	day3	rep1	1.3607066125567	1	2	beige.day3	day3.rep1	1	2	NA	t1	day3	10.376606590171	0.713523507950596	beige	beige.day3
beige_day3	18904	3821	beige_day3	beige	day3	rep1	2.87769784172662	2	3	beige.day3	day3.rep1	2	3	NA	t2	day3	7.06537779548679	0.80493963722475	beige	beige.day3
beige_day3	13041	3106	beige_day3	beige	day3	rep1	1.4722797331493	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	16.9485862111893	0.532084840955854	beige	beige.day3
beige_day3	34162	5029	beige_day3	beige	day3	rep1	1.25870850652772	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.4968692754204	0.71020330573465	beige	beige.day3
beige_day3	22744	4355	beige_day3	beige	day3	rep1	1.84224410833626	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982088498125	0.583169905311763	beige	beige.day3
beige_day3	14945	3345	beige_day3	beige	day3	rep1	2.54934760789562	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	15.0982092027027	0.583169895569199	beige	beige.day3
beige_day3	11473	3204	beige_day3	beige	day3	rep1	2.42308027542927	1	4	beige.day3	day3.rep1	1	4	NA	t1	day3	18.7185573756264	0.483219624200227	beige	beige.day3
beige_day3	17373	3830	beige_day3	beige	day3	rep1	2.02037644620964	1	1	beige.day3	day3.rep1	1	1	NA	t1	day3	10.4968696283106	0.710203295992086	beige	beige.day3
