Gene	alignment_similarity_percentage	opt_alignment_cost	l2fc	color	abs_l2fc
LGR4	1.0	0.5078668254144637	-0.03154464356391767	green	0.03154464356391767
ATF3	1.0	-0.1310519219829944	-0.03149864044277917	green	0.03149864044277917
NR4A3	1.0	-0.3765193857269652	-0.03136573908817705	green	0.03136573908817705
MIR503HG	1.0	-0.13172112901562563	-0.031347986180997656	green	0.031347986180997656
RSPO3	1.0	0.6057783530651911	-0.031330087676923475	green	0.031330087676923475
HIST1H2AL	1.0	-0.47217615627528986	0.03123633935525891	green	0.03123633935525891
GPT	1.0	-0.031787447347816696	-0.031173080420608953	green	0.031173080420608953
SGCA	1.0	-0.3863085870325583	-0.03116498151336449	green	0.03116498151336449
MIR210HG	1.0	-0.3610519596863774	-0.03113481263541784	green	0.03113481263541784
CKB	1.0	0.869697213418731	-0.0310198663546167	green	0.0310198663546167
DDIT4L	1.0	-0.17089329665532219	0.030968228214355624	green	0.030968228214355624
FAP	1.0	0.014784099528478305	-0.03070954427296853	green	0.03070954427296853
CIDEC	1.0	2.6204531351926317	-0.030678700703229488	green	0.030678700703229488
MARCKS	1.0	2.2498759264839707	-0.030508380663459636	green	0.030508380663459636
TCEAL3	1.0	2.416201974666325	-0.030480330419011943	green	0.030480330419011943
TNFRSF12A	1.0	0.32547057378906785	-0.03043124148881639	green	0.03043124148881639
PDE1C	1.0	-0.623834669551374	-0.030233357376782347	green	0.030233357376782347
PLK1	1.0	-0.544779750474576	0.030133158858871592	green	0.030133158858871592
FLNB	1.0	0.2150458963756473	-0.030086466072081316	green	0.030086466072081316
DAAM2	1.0	-0.5853056085814484	-0.029912118565853015	green	0.029912118565853015
PRR16	1.0	-0.252652941512726	-0.02984229645399285	green	0.02984229645399285
CCN1	1.0	0.5748274143765969	-0.0297017682129304	green	0.0297017682129304
MAMDC2	1.0	-0.15002172225312516	-0.02956636367849969	green	0.02956636367849969
ADIRF	1.0	1.9517786845624774	0.029423799329981914	green	0.029423799329981914
ACTB	1.0	2.3107427134839917	-0.02939501054627318	green	0.02939501054627318
SMOC1	1.0	-0.24090267096033913	0.0293257089038799	green	0.0293257089038799
MASP1	1.0	1.4230346147550215	-0.029224474575842756	green	0.029224474575842756
SLC16A4	1.0	-0.2514538928116218	-0.029218777677058286	green	0.029218777677058286
ORC6	1.0	-0.4138682071101397	-0.029199555916226992	green	0.029199555916226992
MYBL1	1.0	0.03752989974198311	0.029126564171363434	green	0.029126564171363434
AC134312.5	1.0	-0.8841916284165995	0.029045265108923815	green	0.029045265108923815
FLG	1.0	-1.3817652203589297	-0.028795588107151916	green	0.028795588107151916
SFRP4	1.0	0.01474063212377514	-0.02879359727337621	green	0.02879359727337621
MT1M	1.0	3.5732329331348063	-0.028747853648144733	green	0.028747853648144733
HIST1H3H	1.0	-0.3139680508639808	-0.028639990683663026	green	0.028639990683663026
CSRP2	1.0	-0.05345031440641906	-0.028639787230591227	green	0.028639787230591227
PFKFB4	1.0	-0.6157653484625857	-0.028595784128019306	green	0.028595784128019306
EGFLAM	1.0	-0.04745203904253812	-0.028553338570426374	green	0.028553338570426374
POSTN	1.0	1.3307982521571224	-0.02852828005849557	green	0.02852828005849557
C1orf198	1.0	0.3723107123796633	-0.028524440344791586	green	0.028524440344791586
ATP8B1	1.0	0.08178461504419221	-0.02852178650749594	green	0.02852178650749594
HRCT1	1.0	-0.36390388756303704	-0.02846530121006568	green	0.02846530121006568
KIF23	1.0	-0.4200388703448953	0.028437436530067705	green	0.028437436530067705
PRSS12	1.0	-0.39025530384040963	-0.028420851075862827	green	0.028420851075862827
SYTL2	1.0	-0.14260565887088653	-0.02824517980839778	green	0.02824517980839778
ISLR	1.0	-0.04206244543572365	-0.02818956722662747	green	0.02818956722662747
PER3	1.0	-0.3908381006190905	-0.02808794267093449	green	0.02808794267093449
CENPM	1.0	-0.5340965531493388	0.027869054561765385	green	0.027869054561765385
SCUBE3	1.0	0.7691707279702785	-0.027848447413988033	green	0.027848447413988033
COL3A1	1.0	0.6353360096238782	-0.027790180624479015	green	0.027790180624479015
HSD11B2	1.0	-0.510372382453257	0.027657230936518992	green	0.027657230936518992
BAIAP2L2	1.0	-0.2544892828391722	-0.02761036173607659	green	0.02761036173607659
PTGIS	1.0	0.8886655913886721	-0.02760687350012037	green	0.02760687350012037
LINC01133	1.0	0.5884344675010141	-0.027486522817970573	green	0.027486522817970573
DAPK1	1.0	-0.4990258861249274	-0.027406599237237688	green	0.027406599237237688
KCNIP2	1.0	0.23333511904182458	-0.027294095747777365	green	0.027294095747777365
KCND2	1.0	-0.5103273164532062	-0.027229678892475132	green	0.027229678892475132
MESP1	1.0	0.8089541051236536	-0.027096276794750424	green	0.027096276794750424
FN1	1.0	0.3629189478446201	-0.027083783348368532	green	0.027083783348368532
LINC01197	1.0	-1.6033628750479827	-0.026948498516461937	green	0.026948498516461937
CHI3L2	1.0	0.13731628893285197	-0.026851999700827012	green	0.026851999700827012
CACNB4	1.0	-0.5060025160091818	-0.026783334564672943	green	0.026783334564672943
TRPA1	1.0	-0.17445885954637289	-0.026782872502877756	green	0.026782872502877756
BIRC3	1.0	-0.7057085547217713	-0.02677858142696845	green	0.02677858142696845
RIMS2	1.0	-0.8100823951540944	-0.026767468875477547	green	0.026767468875477547
MXRA5	1.0	0.4492236969669853	-0.02660511584507858	green	0.02660511584507858
MT1E	1.0	4.364740481050977	-0.02653119861931935	green	0.02653119861931935
BDNF	1.0	-0.27381345774509136	-0.026525510458760854	green	0.026525510458760854
HACD1	1.0	0.38282401341977035	-0.02651111750333896	green	0.02651111750333896
SYNJ2	1.0	0.007082993565521764	-0.026484730540791958	green	0.026484730540791958
SOX4	1.0	0.628474779898969	-0.02646903647458133	green	0.02646903647458133
DKK1	1.0	4.172444962824142	0.026437960652207278	green	0.026437960652207278
VIM	1.0	4.521362710855523	-0.02643357530339915	green	0.02643357530339915
PRSS23	1.0	0.7856245102726181	-0.026322995510652043	green	0.026322995510652043
GPC3	1.0	-0.6364951191022855	-0.02630493913969624	green	0.02630493913969624
ADIPOQ	1.0	1.7320710966685224	0.025979458165739967	green	0.025979458165739967
CDKN1C	1.0	0.00022318118101057743	-0.025957942221730132	green	0.025957942221730132
NREP	1.0	0.07851905291285355	-0.02594153504644599	green	0.02594153504644599
SERAC1	1.0	-0.4472990002051579	-0.025819797241135888	green	0.025819797241135888
UACA	1.0	0.32821547271844664	-0.02569340023584515	green	0.02569340023584515
DEPDC1	1.0	-0.36548367516880653	0.025564523869786096	green	0.025564523869786096
VEGFD	1.0	1.156224822423426	-0.0254142013591436	green	0.0254142013591436
NEFM	1.0	0.5576370716619125	-0.025353070200527784	green	0.025353070200527784
CCDC34	1.0	-0.3276929263683714	-0.025268333208365787	green	0.025268333208365787
HNMT	1.0	0.09568506352534614	-0.02520585401396956	green	0.02520585401396956
EGR3	1.0	-0.24020905170383972	-0.025103073732513755	green	0.025103073732513755
LOXL4	1.0	-0.4974931533843946	-0.02498782601618113	green	0.02498782601618113
AHNAK2	1.0	0.08463330606843378	-0.024827112634958667	green	0.024827112634958667
HIST1H2AI	1.0	-0.7943554980770445	-0.02466650041321625	green	0.02466650041321625
GDF6	1.0	-1.1665338851469074	-0.024647727423529033	green	0.024647727423529033
CENPE	1.0	-0.5742218000125848	-0.024642807161355116	green	0.024642807161355116
TNFRSF11B	1.0	0.5371554399881843	-0.024623145833925754	green	0.024623145833925754
APOBEC3B	1.0	-0.9850628711456044	0.02461438529863397	green	0.02461438529863397
COL8A1	1.0	-0.09670649093221523	-0.02461150329395664	green	0.02461150329395664
SOCS1	1.0	2.4784685186571283	-0.02459027150473481	green	0.02459027150473481
AKAP5	1.0	-0.08958056740654918	-0.024545603841029977	green	0.024545603841029977
BST1	1.0	-0.3034771273061125	-0.024520913548750876	green	0.024520913548750876
MT-ND6	1.0	2.5171515208203283	0.024384693718580538	green	0.024384693718580538
C1QTNF3	1.0	-0.1154856520896878	0.02437082457514767	green	0.02437082457514767
PPP1R14A	1.0	-0.04382821115032532	0.024318326607601026	green	0.024318326607601026
TPM2	1.0	1.1928873087753882	-0.024303716799717046	green	0.024303716799717046
CALD1	1.0	0.060795832147080585	-0.024283399933415557	green	0.024283399933415557
NUAK1	1.0	-0.12239361884758729	0.02425782240465652	green	0.02425782240465652
AFF2	1.0	-0.047416167672327376	-0.02424154778696039	green	0.02424154778696039
STC2	1.0	0.7903706014774919	-0.02409454711236366	green	0.02409454711236366
GPAT3	1.0	-0.2827586842637483	0.02400731595103698	green	0.02400731595103698
FABP4	1.0	1.31231687053074	0.023989135711379776	green	0.023989135711379776
NDC80	1.0	-0.3640702652412468	-0.02376059176373043	green	0.02376059176373043
FHL2	1.0	0.7152995660425833	-0.023718927022058165	green	0.023718927022058165
ICAM1	1.0	0.15590970844617924	-0.023674551830539833	green	0.023674551830539833
CYTL1	1.0	-0.5349816937831827	0.023639306754500378	green	0.023639306754500378
HLA-DRA	1.0	-0.5703363465863879	-0.023587684064956163	green	0.023587684064956163
DSP	1.0	-0.20260572474633345	-0.023467199044368867	green	0.023467199044368867
ANLN	1.0	-0.476816750695234	0.023406305975091826	green	0.023406305975091826
HAPLN3	1.0	-0.3796596160441644	-0.023399845660443834	green	0.023399845660443834
DTL	1.0	-0.7007017477477505	-0.023281619925222572	green	0.023281619925222572
STAC	1.0	-0.4793933802700928	-0.023216520201388036	green	0.023216520201388036
LOX	1.0	1.0890923258648098	-0.023102115802927283	green	0.023102115802927283
EFEMP1	1.0	0.3832213109044441	-0.02304156338083098	green	0.02304156338083098
HIST1H3J	1.0	-0.523455439450682	0.022928151014742926	green	0.022928151014742926
PTPRE	1.0	-0.37315201377226137	-0.02286006867087272	green	0.02286006867087272
NMB	1.0	-0.2355279130776814	0.02283027007929797	green	0.02283027007929797
PCSK6	1.0	0.10666559940205234	-0.022813189378890906	green	0.022813189378890906
PODNL1	1.0	-0.3925762277464672	-0.022764892286266374	green	0.022764892286266374
SERPINE1	1.0	0.4249036558385616	-0.022646897755914434	green	0.022646897755914434
SRGN	1.0	1.76299675472193	-0.022504508198918506	green	0.022504508198918506
CHAC1	1.0	1.49608822367113	-0.022440807068143945	green	0.022440807068143945
