Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
s2.up	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	89/1954	245/13084	6.0421901112182e-17	1.31683491283889e-13	1.29239266378899e-13	SLC25A13/HCCS/MDH1/NDUFS1/CS/ME1/PDK3/ACAT1/TIMM21/ME2/L2HGDH/PDPR/DLD/FH/NDUFAF5/COA1/UCP1/PDHX/ATP5F1B/LDHB/COX7A2/NNT/HSPA9/ATP5PB/NDUFB3/DLST/NDUFAF4/ATP5F1E/GOT2/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/MRPS36/COQ10A/SUCLA2/TACO1/NDUFB5/DMAC1/NDUFAF1/ETFA/UQCRC2/SDHC/ADHFE1/NDUFB9/SURF1/NDUFC2/ATP5F1A/PDK1/ATP5PF/NDUFAF6/UQCRB/NDUFV3/SUCLG1/COX18/NDUFS4/COX6C/FXN/ATP5F1C/IDH3A/ATP5PD/NDUFS5/UQCRFS1/TMEM126B/ETFDH/CYCS/SUCLG2/PDP2/UQCRH/COX5A/SLC25A18/NDUFB1/NDUFA12/LYRM7/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/COX20/NDUFS3/MT-ATP8/ATP5PO	89
s1.up	GOBP_CARTILAGE_DEVELOPMENT	GOBP_CARTILAGE_DEVELOPMENT	74/2236	169/13084	2.99662636541827e-16	4.22449401864841e-13	3.66613578232356e-13	SCIN/SNAI2/CD44/IFT80/RARB/FGFR1/GLG1/HIF1A/TIMP1/CCN4/SLC39A14/TGFB1/ITGB8/HOXA3/HOXA5/OGN/COL1A1/NKX3-2/WNT5B/TRPV4/MGP/WNT5A/EFEMP1/DLX2/PRRX1/MEF2D/CCN2/HOXB3/TGFBI/RUNX2/GDF5/HOXD3/CHSY1/MATN3/WNT2B/CCN3/SULF1/FGF2/CCN1/ECM1/CTSK/MBOAT2/WNT9A/OSR1/CSGALNACT1/ZEB1/HMGA2/EXT2/BMP6/FGF18/STC1/RUNX1/NPR2/CBS/TGFBR2/HAND2/OSR2/GREM1/SMAD3/LTBP3/COL3A1/AXIN2/SHOX2/THBS3/SIX2/CYTL1/EIF2AK3/RARG/BBS1/TYMS/CREB3L2/EXT1/HOXC4/COL11A2	74
s2.up	GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	64/1954	151/13084	2.72287507191997e-16	4.94519494311865e-13	4.85340539135208e-13	AGK/NDUFS1/TIMM21/SAMM50/CHCHD3/MICU1/ATP5F1B/COX7A2/HSPA9/ATP5PB/NDUFB3/ATP5F1E/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/IMMT/TIMM10/NDUFB5/DMAC1/NDUFAF1/UQCRC2/SDHC/NDUFB9/PDSS1/IMMP1L/NDUFC2/ATP5F1A/ATP5PF/MICU3/UQCRB/NDUFV3/NDUFS4/PDSS2/COX6C/MICU2/ATP5F1C/ATP5PD/NDUFS5/UQCRFS1/UQCRH/MTX3/COX5A/NDUFB1/NDUFA12/APOO/NDUFA4L2/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/MT-ND4L/NDUFS3/MT-ATP8/UQCRHL/ATP5PO/CHCHD10	64
s1.up	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	93/2236	240/13084	6.81652854123419e-16	8.54186765422658e-13	7.41287513174217e-13	SOX8/SCIN/SNAI2/CD44/IFT80/RASAL2/RARB/FGFR1/GLG1/SPTLC2/HIF1A/ZNF516/TIMP1/CCN4/SLC39A14/TGFB1/ITGB8/HOXA3/HOXA5/OGN/COL1A1/NKX3-2/WNT5B/TRPV4/MGP/LOX/PDGFRB/WNT5A/EFEMP1/DLX2/PRRX1/MEF2D/CCN2/HOXB3/TGFBI/EGR1/RUNX2/GDF5/HOXD3/TRPM4/COL5A1/CHSY1/MATN3/VPS13B/SPART/WNT2B/CCN3/SULF1/FGF2/CCN1/ECM1/CTSK/MBOAT2/WNT9A/OSR1/CSGALNACT1/ZEB1/HMGA2/EXT2/BMP6/FGF18/STC1/RUNX1/NPR2/CBS/TGFBR2/HAND2/OSR2/SERPINB7/GREM1/SMAD3/LTBP3/COL3A1/AXIN2/SHOX2/THBS3/SIX2/CYTL1/PDGFD/RXFP1/EIF2AK3/RARG/CD34/BBS1/SH3PXD2B/FOXC2/TYMS/CREB3L2/EXT1/HOXC4/COL11A2/MIR138-1/EBF2	93
s6.up	GOBP_FATTY_ACID_METABOLIC_PROCESS	GOBP_FATTY_ACID_METABOLIC_PROCESS	89/1587	308/13084	1.08097055092246e-15	1.23074502614471e-12	1.16062101256937e-12	ADIPOR2/ABHD5/ELOVL5/NR1H3/MSMO1/ACAA1/ELOVL1/ALDH3A2/ABCB11/MGLL/ACAT1/AACS/AKR1B1/ECHDC1/CRAT/SCD/TECR/MCAT/PCK2/ABHD12/MLYCD/DECR1/ASAH1/PLA2G4C/GCDH/PHYH/PEX7/PCCB/ACADL/PECR/MECR/GNPAT/ACADM/ACOT2/ELOVL3/GPAM/ACAT2/LYPLA1/PCK1/IL1B/PLA2G5/ECHS1/IVD/RGN/ACSS2/HACL1/ACLY/ALOX5AP/HADH/PEX5/ETFA/CYP1A1/CYP1A2/ABHD1/THNSL2/AIG1/PTGES/HSD17B12/FADS1/ACSL1/PDK1/CPT2/ADIPOR1/ACOX1/PM20D1/ABHD6/HPGD/ACSL6/SGPL1/ACSF2/ACAA2/GPX4/ACOX2/ETFDH/CES2/ABCD2/PCCA/LPL/ACOT4/ACAD9/ADIPOQ/KLHL25/ACOT1/INSIG1/ASAH2/ACADSB/ACSL5/CES1/HSD17B8	89
s2.up	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	93/1954	272/13084	1.03348962399072e-15	1.60884806180385e-12	1.57898565108959e-12	AGK/NDUFS1/MRPS10/MRPS35/TIMM21/MCCC1/HADHA/MRPS33/SAMM50/MRPS31/CHCHD3/MICU1/ATP5F1B/COX7A2/MRPS30/HSPA9/MRPS27/MRPL19/ATP5PB/NDUFB3/MRPS14/ATP5F1E/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/PTCD3/IMMT/MRPL35/TIMM10/NDUFB5/MRPL47/MRPL50/DMAC1/NDUFAF1/HADHB/UQCRC2/SDHC/MRPS5/NDUFB9/PDSS1/IMMP1L/NDUFC2/ATP5F1A/TOMM70/ATP5PF/MICU3/UQCRB/TOMM40L/NDUFV3/MRPS18C/NDUFS4/PDSS2/COX6C/FXN/MICU2/ATP5F1C/CLPX/ATP5PD/NDUFS5/UQCRFS1/MRPL1/MFN1/MRPL13/UQCRH/TRMT10C/MTX3/COX5A/NDUFB1/NDUFA12/APOO/NDUFA4L2/NDUFA4/MRPL42/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/MT-ND4L/NDUFS3/MT-ATP8/UQCRHL/ATP5PO/MRPL33/MRPS6/CHCHD10/MRPL45	93
s6.up	GOBP_LIPID_CATABOLIC_PROCESS	GOBP_LIPID_CATABOLIC_PROCESS	79/1587	263/13084	4.37396830390548e-15	4.48200532101195e-12	4.2266346347213e-12	GDE1/PNPLA4/ABHD5/CPS1/HSD17B6/CYP46A1/ACAA1/ABCB11/MGLL/ACAT1/OXCT1/MGST2/HSD17B14/ECHDC1/CRAT/MCAT/ABHD4/PCK2/ABHD12/MLYCD/DECR1/ASAH1/PLA2G4C/GCDH/PHYH/PEX7/PCCB/PLCH1/ACADL/PLCD4/ACADM/PRDX6/ACAT2/PLA2G12A/PCK1/IL1B/PLA2G5/ECHS1/IVD/HACL1/ALDH3B2/SORL1/IDH1/HADH/PEX5/ETFA/CYP1A2/PLPP2/ABHD1/SRD5A1/AIG1/PDE3B/CPT2/PAFAH2/ACOX1/ADORA1/ABHD6/PRKCD/HPGD/SGPL1/ACAA2/ACOX2/ABHD15/PRKCE/ETFDH/ABCD2/PCCA/LPL/CIDEA/PLAAT3/ADIPOQ/HCAR2/CIDEC/ASAH2/HCAR1/FITM2/CES1/PNLIPRP3/NEU1	79
s2.up	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	122/1954	411/13084	7.36572854788946e-15	1.00330429982939e-11	9.84681605875749e-12	SLC25A13/COX10/GIPR/MDH1/NDUFS1/PHKA2/CS/MTFR1/PHKA1/RHOA/PYGM/ADGRF5/PRKACA/ACAT1/TIGAR/SLC4A4/COQ9/DLD/FH/MSH2/SORBS1/PHKB/PPARGC1A/ATP5F1B/ACSS3/COX7A2/NNT/PPP2CA/KAT2B/GBE1/GPD2/ATP5PB/MFN2/ACADM/NDUFB3/DLST/CAT/CISD1/PFKFB2/ATP5F1E/NDUFA1/SLC25A23/COX6B1/COX7C/NDUFA5/COX7B/KL/MRPS36/MRAP2/PPP1R1A/COQ10A/AFG1L/SUCLA2/NDUFB5/NDUFAF1/IDH1/ETFA/UQCRC2/SDHC/VPS54/NIPSNAP2/NDUFB9/SURF1/ATPSCKMT/NDUFC2/ATP5F1A/RPIA/ATP5PF/UQCRB/NDUFV3/PRKAA2/AGL/SUCLG1/NDUFS4/COX6C/FXN/ATP5F1C/GHITM/IDH3A/TMEM135/ATP5PD/NDUFS5/UQCRFS1/PGM2/UGP2/INSR/ETFDH/SLC25A33/CYCS/TEFM/BPGM/SUCLG2/PPP1R3B/UQCRH/COX5A/SLC25A18/NDUFB1/NDUFA12/LYRM7/ADRB3/NDUFA4/ENPP1/RPE/GFPT1/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/ETFRF1/MT-ND4L/NDUFS3/PPP1CB/PPP1R3G/MT-ATP8/UQCRHL/ATP5PO/CHCHD10	122
s6.up	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	27/1587	45/13084	2.86509823115199e-14	2.66896923405586e-11	2.51689969014118e-11	ELOVL5/NR1H3/CYP46A1/MSMO1/SOAT1/IDI1/FDFT1/SCD/SQLE/SC5D/HMGCS1/HMGCR/DHCR24/ACOT2/ELOVL3/ACAT2/HSD17B7/EBP/NSDHL/FADS1/TM7SF2/ACSL1/ABCG1/FDPS/PMVK/MVD/DHCR7	27
s2.up	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	72/1954	200/13084	9.93437489463606e-14	1.20283203585388e-10	1.18050583543278e-10	HCCS/COX10/MDH1/NDUFS1/RETSAT/CS/MAOB/ACAT1/VDAC3/HADHA/DLD/FH/CYB5R3/ATP6V1D/DECR1/PDHX/ATP5F1B/LDHB/COX7A2/NNT/MRPS30/HSPA9/ATP5PB/MFN2/ACADM/NDUFB3/DLST/ATP5F1E/GOT2/NDUFA1/COX6B1/RHOT1/COX7C/NDUFA5/ATP6V1E1/COX7B/ABCB7/IMMT/MRPL35/TIMM10/SUCLA2/NDUFB5/HADHB/IDH1/ETFA/UQCRC2/MGST3/SDHC/SURF1/NDUFC2/ATP5F1A/TOMM70/ATP5PF/UQCRB/SUCLG1/NDUFS4/COX6C/FXN/ATP5F1C/VDAC2/IDH3A/ACAA2/ATP5PD/UQCRFS1/ETFDH/CYCS/UQCRH/COX5A/NDUFB1/NDUFA4/NDUFS3/ATP5PO	72
s1.up	GOBP_TISSUE_MORPHOGENESIS	GOBP_TISSUE_MORPHOGENESIS	147/2236	483/13084	1.32575563446241e-13	1.49518720454671e-10	1.297565883077e-10	WNT16/SOX8/SNAI2/HGF/CD44/TNC/NGFR/EYA2/GLI2/NTN4/FGFR1/ITGA8/DLG3/ITGB5/MMP2/DSP/NRP1/HIF1A/NFATC4/STK4/SALL4/LAMA1/FOXF1/SALL1/RPGRIP1L/CTSH/SFRP1/PRKD2/TGFB1/TMEM59L/MET/WNT2/HOXA5/ENG/CA9/DKK1/IFT20/WNT5B/PTK7/VEGFA/TBX18/NPHP3/WNT5A/PLXNA1/TNNC1/FOXP1/ACVR1/IGFBP5/EPHA4/KDM5B/PROX1/NRP2/TCF21/PKD2/MTHFD1L/APAF1/HS3ST3B1/FLRT3/WNK4/LIF/PODXL/ALDH1A2/AJUBA/COL5A1/CPLANE2/MICAL2/WNT2B/KLF4/MYC/FOXF2/SULF1/FGF2/FRAS1/PRICKLE1/FGF7/PML/TGFB1I1/EPHA2/BCL10/CCN1/TBX19/OSR1/NPHP1/PHLDB2/SLIT2/EGFR/ANKRD1/HMGA2/VEGFC/DLG5/EXT2/ADAM17/GJA1/ZDHHC7/HS3ST3A1/TTN/MMP14/FZD1/STC1/ACTC1/BRSK1/ITGA5/PDPN/TGFBR2/HAND2/HHIP/ITGA2/FZD6/CTHRC1/TAF10/GREM1/SMAD3/NKX3-1/C2CD3/COL3A1/SEMA4C/SHOX2/ARL13B/CLIC4/ZFPM2/SEMA3E/SIX2/LRG1/EFEMP2/RARG/HEG1/FOXL1/FOXC2/FZD2/SYNE4/EXT1/ACTG1/ALDH1A3/SOCS3/ROBO2/PTCH1/POFUT2/GCNT1/FLNA/ADARB1/TXNRD1/MDM4/DLL1/TGM2/TCTN1/CRYGS/FMN1	147
s1.up	GOBP_OSSIFICATION	GOBP_OSSIFICATION	114/2236	344/13084	1.66982184410209e-13	1.71202279616212e-10	1.48574196234079e-10	SOX8/MRC2/SNAI2/HGF/VCAN/TNC/HDAC7/IFT80/ATP2B1/PTGS2/GLI2/MMP2/HIF1A/PHEX/SFRP1/CCN4/TGFB1/PTN/HOXA2/ASPN/KAZALD1/DKK1/COL1A1/MAP2K6/TCIRG1/GLI1/MGP/FBXO5/VEGFA/TENT5A/LOX/WNT5A/ACVR1/IGFBP5/FHL2/MEF2D/ID3/CCN2/TEK/ACVR2A/SRGN/RUNX2/RRBP1/GDF5/LRRC17/TRPM4/CHSY1/IL6/ITGA11/SEMA7A/FGF2/FBN2/PRICKLE1/CDH11/EPHA2/CCN1/TUFT1/ECM1/CTSK/OSR1/SCUBE3/EGFR/IGFBP3/CSGALNACT1/VEGFC/CRIM1/EXT2/GJA1/BMP6/ANKH/MMP16/FGF18/MMP14/FZD1/CREB3L1/STC1/RUNX1/NPR2/CBS/DDR2/SGMS2/PLXNB1/HAND2/COL1A2/SUN1/OSR2/CTHRC1/NAB2/GREM1/SMAD3/TPM4/LTBP3/AXIN2/SHOX2/ROR2/THBS3/SIX2/JUNB/EIF2AK3/FOXC2/EXT1/SLC8A1/PRKD1/IFITM1/PTCH1/SIRT7/RYR1/COL13A1/CCDC154/COL5A2/GABBR1/MIR138-1/PAM16/CEBPD	114
s6.up	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	64/1587	204/13084	2.00814366721595e-13	1.71478734649682e-10	1.61708411096864e-10	ACAA1/ABCB11/ACAT1/BCKDHB/DLD/ECHDC1/CRAT/MCAT/GSTZ1/PCK2/MLYCD/QPRT/FAH/DECR1/GCDH/HIBADH/PHYH/PEX7/HGD/PCCB/ACADL/ACADM/HMGCL/DLST/ALDH6A1/ACAT2/PCK1/ECHS1/TST/IVD/CDO1/HACL1/GLUL/KYAT3/HADH/PEX5/ETFA/GCSH/ABHD1/THNSL2/ALDH1L1/AIG1/ACAD8/QDPR/CPT2/ALDH4A1/SLC25A44/ACOX1/LDHD/ACAA2/GPT/ACOX2/ETFDH/AGXT/ABCD2/PCCA/SHMT1/ACOT4/ADIPOQ/GLUD2/SLC25A21/ACADSB/HIBCH/HOGA1	64
s2.up	KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION	50/1954	116/13084	2.27225109485293e-13	2.47607201806124e-10	2.43011274986377e-10	COX10/NDUFS1/ATP6V1D/ATP5F1B/COX7A2/ATP6V1A/ATP5PB/NDUFB3/ATP5F1E/NDUFA1/COX6B1/COX7C/NDUFA5/ATP6V1E1/COX7B/NDUFB5/UQCRC2/SDHC/NDUFB9/NDUFC2/ATP5F1A/ATP5PF/UQCRB/NDUFV3/NDUFS4/COX6C/ATP5F1C/ATP5PD/NDUFS5/UQCRFS1/UQCRH/COX5A/NDUFB1/NDUFA4L2/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/MT-ND4L/NDUFS3/MT-ATP8/UQCRHL/ATP5PO/ATP6V1E2	50
s6.up	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	25/1587	42/13084	3.37480320723693e-13	2.66012372804283e-10	2.50855817347652e-10	ACAA1/ALDH3A2/ACAT1/BCKDHB/OXCT1/DLD/HIBADH/ALDH2/HMGCS1/PCCB/ACADM/HMGCL/ALDH6A1/ACAT2/ECHS1/IVD/ALDH1B1/HADH/ALDH9A1/ACAD8/ALDH7A1/ACAA2/PCCA/ACADSB/HIBCH	25
s6.up	GOBP_STEROID_METABOLIC_PROCESS	GOBP_STEROID_METABOLIC_PROCESS	68/1587	227/13084	4.21119073060129e-13	2.89453220999902e-10	2.72961079112151e-10	HSD17B6/CYP46A1/DKK3/MSMO1/SOAT1/ACAA1/FECH/IDI1/ABCB11/DHRS9/FDFT1/AKR1B1/HSD17B14/ESR1/SQLE/ASAH1/DKKL1/CUBN/SC5D/HMGCS1/HMGCR/PDE8B/ACADL/DHCR24/NPC2/EPHX2/CAT/ACLY/HSD17B7/ERG28/RDH5/LHCGR/CYP11A1/CYP1A1/CYP1A2/OSBPL1A/SOD1/SRD5A1/EBP/NSDHL/STAR/HSD17B12/TM7SF2/BMP6/DHRS4/LDLRAP1/CYB5R1/ABCG1/FDPS/BDH1/WNT4/PMVK/IGFBP7/PIP4P1/SGPL1/CYB5R2/ACAA2/MVD/ACOX2/DHCR7/APOBR/INSIG1/CACNA1H/SULT1A2/CES1/HSD17B8/CEBPA/DHRS11	68
s6.up	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	82/1587	300/13084	4.23714093393044e-13	2.89453220999902e-10	2.72961079112151e-10	ENPP4/HSD17B6/CYP46A1/ACAA1/HAGH/ABCB11/ACAT1/PGM1/BCKDHB/OXCT1/DLD/ECHDC1/CRAT/MCAT/GSTZ1/PCK2/CDADC1/MLYCD/QPRT/FAH/DECR1/GCDH/HIBADH/PHYH/ALDH2/PEX7/HGD/PCCB/ACADL/ACADM/HMGCL/DLST/ALDH6A1/ACAT2/PCK1/NQO2/ECHS1/TST/IVD/CDO1/HACL1/ALDH3B2/GLUL/ALDH1B1/KYAT3/HADH/PEX5/ETFA/CYP1A1/GCSH/ABHD1/THNSL2/ALDH1L1/AIG1/ACAD8/QDPR/CPT2/ALDH4A1/SLC25A44/ACOX1/PGAM2/LDHD/ACAA2/GPT/GLYCTK/ACOX2/ETFDH/AGXT/ABCD2/PCCA/SHMT1/ACOT4/ADIPOQ/GLUD2/SLC25A21/ACADSB/ADA/SULT1A2/HIBCH/PNP/GK/HOGA1	82
s6.up	GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	59/1587	183/13084	4.76581521300873e-13	3.05220678048128e-10	2.87830155627764e-10	CYP46A1/DKK3/MSMO1/SPHK2/IDI1/ABCB11/FDFT1/PCK2/PLTP/OCA2/SQLE/ASAH1/DKKL1/PNPO/SC5D/ALDH2/HMGCS1/HMGCR/SPR/DHCR24/DHDDS/PCK1/CITED1/ACLY/HSD17B7/PCBD2/KL/ERG28/LHCGR/IMPA2/OSBPL1A/SOD1/EBP/NSDHL/STAR/TM7SF2/QDPR/BMP6/CYB5R1/ABCG1/PDXK/FDPS/WNT4/PMVK/HAND2/GPER1/PCBD1/CYB5R2/ACAA2/MVD/ACOX2/GPR37/DHCR7/PGP/INSIG1/ASAH2/CACNA1H/CES1/DHFR	59
s2.up	GOBP_ELECTRON_TRANSPORT_CHAIN	GOBP_ELECTRON_TRANSPORT_CHAIN	50/1954	118/13084	5.05527381186072e-13	5.00793806616784e-10	4.91498391660334e-10	SLC25A13/NDUFS1/COQ9/DLD/PPARGC1A/COX7A2/GPD2/NDUFB3/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/AFG1L/NDUFB5/NDUFAF1/ETFA/UQCRC2/SDHC/VPS54/NDUFB9/NDUFC2/UQCRB/NDUFV3/NDUFS4/COX6C/GHITM/NDUFS5/UQCRFS1/ETFDH/CYCS/UQCRH/COX5A/SLC25A18/NDUFB1/NDUFA12/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/ETFRF1/MT-ND4L/NDUFS3/UQCRHL	50
s6.up	GOBP_ACYL_COA_METABOLIC_PROCESS	GOBP_ACYL_COA_METABOLIC_PROCESS	35/1587	79/13084	9.05095042644887e-13	5.37307008929614e-10	5.06692931124782e-10	ELOVL5/DGAT2/FAR2/ELOVL1/ACAT1/DLD/TECR/SLC25A1/MLYCD/GCDH/PDHX/HMGCS1/ACOT2/DLST/ELOVL3/GPAM/PPCS/ACSS2/ACLY/PDHA1/SUCLA2/HSD17B12/ACSL1/PDK1/PMVK/SUCLG1/ACSL6/ACSF2/MVD/PDHB/ACOT4/ACOT1/DGAT1/ACSL5/FITM2	35
s6.up	WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES	WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES	37/1587	87/13084	9.4383977366381e-13	5.37307008929614e-10	5.06692931124782e-10	ELOVL5/NR1H3/CYP46A1/MSMO1/IDI1/ABCB11/FDFT1/SCD/SC5D/HMGCS1/HMGCR/DHCR24/ACOT2/ELOVL3/ACAT2/HSD17B7/ERG28/CYP11A1/CYP1A1/OSBPL1A/SRD5A1/EBP/NSDHL/STAR/HSD17B12/TM7SF2/ACSL1/CYB5R1/ABCG1/FDPS/PMVK/CYB5R2/MVD/DHCR7/ACOT1/HSD17B8/DHRS11	37
s2.up	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	46/1954	104/13084	6.66406394888888e-13	5.62121557567793e-10	5.5168781604679e-10	NDUFS1/UCP1/ATP5F1B/COX7A2/ATP5PB/NDUFB3/ATP5F1E/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/NDUFB5/UQCRC2/SDHC/NDUFB9/SURF1/NDUFC2/ATP5F1A/ATP5PF/UQCRB/NDUFV3/NDUFS4/COX6C/ATP5F1C/ATP5PD/NDUFS5/UQCRFS1/UQCRH/COX5A/NDUFB1/NDUFA12/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/MT-ND4L/NDUFS3/MT-ATP8/ATP5PO	46
s2.up	KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE	49/1954	115/13084	6.70604776395459e-13	5.62121557567793e-10	5.5168781604679e-10	NDUFS1/VDAC3/ATP5F1B/COX7A2/ATP5PB/NDUFB3/ATP5F1E/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/NDUFB5/UQCRC2/SDHC/NDUFB9/NDUFC2/ATP5F1A/ATP5PF/UQCRB/NDUFV3/NDUFS4/COX6C/ATP5F1C/VDAC2/ATP5PD/NDUFS5/UQCRFS1/PPID/CYCS/UQCRH/COX5A/NDUFB1/NDUFA4L2/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/MT-ND4L/NDUFS3/MT-ATP8/UQCRHL/ATP5PO	49
s2.up	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	42/1954	90/13084	7.28763616835069e-13	5.67238366617982e-10	5.56709650153707e-10	NDUFS1/COQ9/DLD/COX7A2/NDUFB3/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/AFG1L/NDUFB5/NDUFAF1/UQCRC2/SDHC/NDUFB9/NDUFC2/UQCRB/NDUFV3/NDUFS4/COX6C/GHITM/NDUFS5/UQCRFS1/CYCS/UQCRH/COX5A/NDUFB1/NDUFA12/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/MT-ND4L/NDUFS3/UQCRHL	42
s2.up	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	58/1954	151/13084	1.11107669775242e-12	8.07160185027206e-10	7.92178192923828e-10	SLC25A13/HCCS/MDH1/NDUFS1/TIMM21/NDUFAF5/COA1/COX7A2/HSPA9/NDUFB3/NDUFAF4/GOT2/NDUFA1/COX6B1/COX7C/NDUFA5/COX7B/COQ10A/TACO1/NDUFB5/DMAC1/NDUFAF1/ETFA/UQCRC2/SDHC/NDUFB9/SURF1/NDUFC2/NDUFAF6/UQCRB/NDUFV3/COX18/NDUFS4/COX6C/FXN/NDUFS5/UQCRFS1/TMEM126B/ETFDH/CYCS/UQCRH/COX5A/SLC25A18/NDUFB1/NDUFA12/LYRM7/NDUFA4/MT-ND6/MT-CO2/MT-CYB/MT-ND2/MT-ND5/MT-CO1/MT-ND3/MT-ND4/MT-CO3/COX20/NDUFS3	58
