Geneid	gene_name	description	gene_biotype	logFC.s1	P.Value.s1	adj.P.Val.s1	AveExpr.s1	logFC.s2	P.Value.s2	adj.P.Val.s2	AveExpr.s2	logFC.s3	P.Value.s3	adj.P.Val.s3	AveExpr.s3	logFC.s4	P.Value.s4	adj.P.Val.s4	AveExpr.s4	logFC.s5	P.Value.s5	adj.P.Val.s5	AveExpr.s5	logFC.s6	P.Value.s6	adj.P.Val.s6	AveExpr.s6
ENSG00000001460	STPG1	sperm tail PG-rich repeat containing 1 	protein_coding	-0.640521164014913	0.000157242180842546	0.00114745496088777	2.97678335998495	0.559676010263667	0.00129152691221957	0.00754584042481062	2.97678335998495	-0.0161294663510378	0.915643013363436	0.986857380958145	2.97678335998495	-0.0556673465092562	0.712467899177542	0.950856582401994	2.97678335998495	0.0333722521519335	0.823613123672417	0.951225678205209	2.97678335998495	0.119269714459605	0.447639198417892	0.633866979770088	2.97678335998495
ENSG00000001461	NIPAL3	NIPA like domain containing 3 	protein_coding	0.133143269039179	0.433532461709869	0.568505756984095	5.17712983950466	0.668730040311437	0.000494332279518564	0.00356904488934569	5.17712983950466	-0.209246999198961	0.22353637970458	0.700038645498203	5.17712983950466	-0.673235671316516	0.000388021040503718	0.0101861162972931	5.17712983950466	0.173416374905632	0.310179337588255	0.725291172473003	5.17712983950466	-0.0928070137407717	0.588967321984534	0.747266512283995	5.17712983950466
ENSG00000001497	LAS1L	LAS1 like, ribosome biogenesis factor 	protein_coding	-0.153543192916064	0.0739654388899331	0.149780221077596	4.67256032332465	-0.107133258646301	0.21735915072189	0.349109348137053	4.67256032332465	0.133805755591385	0.119311370376541	0.547134567243326	4.67256032332465	0.0795763699279785	0.345975388917642	0.801315914239745	4.67256032332465	0.0594285485257728	0.479864458053362	0.825963211369654	4.67256032332465	-0.0121342224827732	0.886736529162995	0.938601253543398	4.67256032332465
ENSG00000001561	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 	protein_coding	-1.05881972473435	8.31036039438429e-07	1.72323098832347e-05	1.8533722665074	1.31156463916052	5.87780485102663e-08	2.10633002806333e-06	1.8533722665074	-0.775475599572806	0.000115026156277129	0.00488820566710876	1.8533722665074	-0.475803342355053	0.00990919198210561	0.111786331285952	1.8533722665074	0.185579821136239	0.285995921079976	0.708727024529241	1.8533722665074	0.812954206365454	8.96266065647034e-05	0.00143119469992119	1.8533722665074
ENSG00000001617	SEMA3F	semaphorin 3F 	protein_coding	0.295278147087141	0.295626684778841	0.430173505783971	0.357175774906288	-1.66392131222353	4.16344995565938e-06	7.26532073904966e-05	0.357175774906288	1.30393748914116	7.70662879551284e-05	0.0036153096798898	0.357175774906288	0.309246154886067	0.280216125523138	0.74999754639499	0.357175774906288	0.395353360538593	0.166562674313806	0.578904999597876	0.357175774906288	-0.639893839429429	0.0358027634374239	0.119041551996192	0.357175774906288
ENSG00000001629	ANKIB1	ankyrin repeat and IBR domain containing 1 	protein_coding	-0.0192716122851173	0.896930646294477	0.934782609920512	6.21429722451906	0.336373576503655	0.0281582319287524	0.0773248938520903	6.21429722451906	-0.197858532548733	0.18719556431364	0.655856272952212	6.21429722451906	-0.0196193200409953	0.894604372009348	0.98390030413363	6.21429722451906	-0.0743464245663694	0.617440362401402	0.881795281070703	6.21429722451906	-0.0252776870624434	0.863685186594379	0.925721887624174	6.21429722451906
ENSG00000001630	CYP51A1	cytochrome P450 family 51 subfamily A member 1 	protein_coding	-0.31892798208845	0.524480629444518	0.649478549770137	4.04549794895281	-1.10441684027492	0.0372444094759176	0.0950100677322806	4.04549794895281	0.10559829421689	0.833402014079219	0.967833858491622	4.04549794895281	0.345881242479865	0.491173622028241	0.882080818082139	4.04549794895281	0.0701817631901901	0.88845275756668	0.968631248002644	4.04549794895281	0.90168352247642	0.0836158406447716	0.211688491433308	4.04549794895281
ENSG00000001631	KRIT1	KRIT1 ankyrin repeat containing 	protein_coding	0.310075754371441	0.00586742118333821	0.0206692986136671	2.76145862796867	0.00387921977089797	0.972466192678648	0.982640254334176	2.76145862796867	-0.0633196045121731	0.558190056317979	0.894858033655159	2.76145862796867	0.0603657286183364	0.572894414574797	0.913836970459982	2.76145862796867	-0.129971095268626	0.225147005301188	0.647937263701214	2.76145862796867	-0.181030002979877	0.110047028839307	0.254326217257417	2.76145862796867
ENSG00000002016	RAD52	RAD52 homolog, DNA repair protein 	protein_coding	0.52065539387538	0.0103063179635191	0.0322883623138106	2.92536465674317	0.475874171475201	0.0258429898668783	0.0728500452607599	2.92536465674317	0.0973769299592496	0.620239768278001	0.913566339493474	2.92536465674317	0.135154175239698	0.488347304572602	0.882065559365201	2.92536465674317	-0.166380537452756	0.390410228625714	0.779594756705952	2.92536465674317	-1.06268013309677	1.03719699635372e-05	0.000282063525211745	2.92536465674317
ENSG00000002330	BAD	BCL2 associated agonist of cell death 	protein_coding	-0.0261975593371382	0.945191980421135	0.965888443950782	3.9869290831605	-0.700116409419623	0.0869948649747514	0.177799508465428	3.9869290831605	-0.144177942988695	0.709487385886385	0.935319850094906	3.9869290831605	0.166855308221441	0.664424337737149	0.935326743964513	3.9869290831605	0.147676606514742	0.69988759214144	0.91190060687245	3.9869290831605	0.555959997009271	0.16590188868196	0.333076257390494	3.9869290831605
ENSG00000002549	LAP3	leucine aminopeptidase 3 	protein_coding	-0.539539915579568	7.148214543437e-06	9.65623806050977e-05	6.45982425339208	0.0227665398247877	0.816283787825648	0.878653897092607	6.45982425339208	0.206572796444084	0.0441094934395488	0.326138671041342	6.45982425339208	0.0940948342938624	0.347183096740662	0.802444195041481	6.45982425339208	0.0918566636148786	0.359971548375276	0.761374283179936	6.45982425339208	0.124249081401954	0.212515222658387	0.39342327146711	6.45982425339208
