Geneid	gene_name	description	gene_biotype	logFC.s1	P.Value.s1	adj.P.Val.s1	AveExpr.s1	logFC.s2	P.Value.s2	adj.P.Val.s2	AveExpr.s2	logFC.s3	P.Value.s3	adj.P.Val.s3	AveExpr.s3	logFC.s4	P.Value.s4	adj.P.Val.s4	AveExpr.s4	logFC.s5	P.Value.s5	adj.P.Val.s5	AveExpr.s5	logFC.s6	P.Value.s6	adj.P.Val.s6	AveExpr.s6
ENSG00000107562	CXCL12	C-X-C motif chemokine ligand 12 	protein_coding	0.646096104711619	0.0106605658206074	0.0331654769034331	6.95874313332168	-0.679729845406184	0.00699031765380361	0.0277830010990287	6.95874313332168	0.465072957136448	0.0575987050715961	0.377463792560993	6.95874313332168	1.051135801834	0.000113153247721555	0.00403885534999805	6.95874313332168	-0.124000778491151	0.603895345662849	0.876165566493339	6.95874313332168	-1.35857423978474	2.81727708605142e-06	0.000104268117727817	6.95874313332168
ENSG00000107566	ERLIN1	ER lipid raft associated 1 	protein_coding	0.189803748153698	0.0976342578683894	0.185442457814805	5.48178089852096	-0.13056903338498	0.252266805115996	0.388587698695097	5.48178089852096	0.144336444567201	0.203513075264118	0.679041132892156	5.48178089852096	0.0648272963664419	0.563167888788513	0.909703214227995	5.48178089852096	0.108546432217034	0.336100561794259	0.743234492348164	5.48178089852096	-0.376944887919398	0.00208597429712315	0.0149266171871399	5.48178089852096
ENSG00000107581	EIF3A	eukaryotic translation initiation factor 3 subunit A 	protein_coding	-0.00680452334276308	0.955343118460849	0.972646907141809	8.75299108750889	0.113237784560461	0.341692749351943	0.481644637949383	8.75299108750889	0.0456221686351089	0.704745644624205	0.933343642025845	8.75299108750889	0.138486138767739	0.256820409381111	0.729108774233224	8.75299108750889	-0.0767081438995144	0.528172192565473	0.847316694372414	8.75299108750889	-0.213833424721035	0.0798292562303858	0.205471882111586	8.75299108750889
ENSG00000107593	PKD2L1	polycystin 2 like 1, transient receptor potential cation channel 	protein_coding	-0.116251497548407	0.568150720349947	0.687022640615988	1.08888116160322	0.133210100726173	0.538560045243202	0.665089434334186	1.08888116160322	0.707558013492361	0.00182024866950607	0.04030077967117	1.08888116160322	-0.251569652310776	0.22813105297765	0.698690832597934	1.08888116160322	-0.309396433808238	0.137122844253369	0.535037046217934	1.08888116160322	-0.163550530551113	0.44509266797375	0.631883247624108	1.08888116160322
ENSG00000107611	CUBN	cubilin 	protein_coding	-0.171416104119009	0.355575457952146	0.493586069177904	2.05970058971031	-0.658497251740329	0.00212409696724506	0.0111879018155185	2.05970058971031	-0.000914329275932991	0.996138494556463	0.999004803397051	2.05970058971031	-0.134018837346354	0.475711386473113	0.876775620576718	2.05970058971031	-0.0672073173266847	0.717010503393807	0.917215542378644	2.05970058971031	1.03205383980831	9.21397545527036e-06	0.000256020939534828	2.05970058971031
ENSG00000107614	TRDMT1	tRNA aspartic acid methyltransferase 1 	protein_coding	-0.000372526648978459	0.997763115939778	0.998426485511016	2.45427427604196	0.0963346208535123	0.499461678611673	0.63073537808736	2.45427427604196	-0.0742122376041843	0.586999327918862	0.903974736395225	2.45427427604196	0.0227651639337938	0.866060937318953	0.981101473928214	2.45427427604196	-0.0274462621368405	0.837332161623674	0.955522598792265	2.45427427604196	-0.0170687583973037	0.902986854852364	0.946922463304218	2.45427427604196
ENSG00000107625	DDX50	DExD-box helicase 50 	protein_coding	0.0416749349810921	0.685912674838862	0.781347765390393	5.36250195486507	0.133710050977585	0.204634977867005	0.334240597633831	5.36250195486507	-0.00885274545297944	0.931524063399841	0.988547633433857	5.36250195486507	-0.0606311611254538	0.556883334483114	0.90777123118955	5.36250195486507	-0.0310039965066509	0.76356362117066	0.931812075802537	5.36250195486507	-0.0748970828735951	0.472050019648698	0.655166292433519	5.36250195486507
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8 	protein_coding	0.0632739074915614	0.587832177345816	0.702496986372182	4.25037078263327	0.199838880825084	0.108641554852946	0.208564532546668	4.25037078263327	-0.207073778756199	0.0874749689017109	0.47330299980042	4.25037078263327	0.0057892118639927	0.960646756506602	0.993429205225636	4.25037078263327	0.0179506873948719	0.878003827661374	0.966043683840057	4.25037078263327	-0.0797789088193124	0.509646145259616	0.686253562181013	4.25037078263327
ENSG00000107651	SEC23IP	SEC23 interacting protein 	protein_coding	0.00601471395339049	0.963824804203724	0.977572852739005	5.97055193750132	0.05821308998371	0.659182508940968	0.763074945134138	5.97055193750132	0.0531175955692337	0.687769547627843	0.929056079855799	5.97055193750132	0.0753550169660423	0.569555319841818	0.912368430156303	5.97055193750132	-0.020470100486741	0.877273021478642	0.965692032309413	5.97055193750132	-0.172230315985638	0.198014649564676	0.375397305106477	5.97055193750132
ENSG00000107669	ATE1	arginyltransferase 1 	protein_coding	-0.246539461976176	0.0693082812610601	0.142441609906236	4.75705322589064	0.277942308419403	0.0468622859727476	0.112940985715745	4.75705322589064	-0.103806954882256	0.436247704897122	0.854784682818754	4.75705322589064	0.0640741773824123	0.628521566795127	0.92907601911482	4.75705322589064	-0.0748869705447588	0.571930651584954	0.864839659989925	4.75705322589064	0.0832169016013742	0.536815112417537	0.707436537422337	4.75705322589064
ENSG00000107672	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component 	protein_coding	-0.277410995775347	0.0256491994555675	0.0659308889239313	2.93512732607024	0.172793752539001	0.179803857546699	0.302932599920795	2.93512732607024	-0.0784296958699668	0.521070153079152	0.882855794973347	2.93512732607024	0.239741547764096	0.0544456788375884	0.332038585314243	2.93512732607024	-0.150786793049751	0.213670231629698	0.635556332915673	2.93512732607024	0.0940921843919664	0.453989448424582	0.639187981602461	2.93512732607024
ENSG00000107679	PLEKHA1	pleckstrin homology domain containing A1 	protein_coding	0.359848449782614	0.00789403266890193	0.0261533330101248	4.83360266427107	0.0217954334781845	0.867520433113232	0.913815848737786	4.83360266427107	-0.196179515473985	0.13317437822666	0.571728653470812	4.83360266427107	-0.254126714444853	0.0539070308214688	0.329815339995443	4.83360266427107	-0.000381924346022941	0.9976101294285	0.999114485303121	4.83360266427107	0.0690442710040609	0.595667159762152	0.751891766563882	4.83360266427107
ENSG00000107719	PALD1	phosphatase domain containing paladin 1 	protein_coding	-1.45868905509442	0.00104263310341562	0.0051591771180245	-2.71741010586867	0.163269240618042	0.704600416717582	0.797582957379363	-2.71741010586867	-0.696202996522827	0.100168035382085	0.505486137757986	-2.71741010586867	-0.351419847397091	0.394031420705289	0.83280804750689	-2.71741010586867	0.635013148278403	0.125512708616239	0.514850109088777	-2.71741010586867	1.70802951011789	0.000338675117110467	0.00392606629661883	-2.71741010586867
ENSG00000107731	UNC5B	unc-5 netrin receptor B 	protein_coding	0.703304760841052	0.0200165070176073	0.0542412803068275	5.63068363180678	-1.09250269689496	0.000704933073890849	0.00471786205534606	5.63068363180678	0.202533710650072	0.484397313710722	0.872090057438328	5.63068363180678	0.277848209352133	0.338720548864541	0.796673208954082	5.63068363180678	0.0354475926889564	0.902197339222685	0.972553039908242	5.63068363180678	-0.126631576637256	0.662964236234662	0.801164639509065	5.63068363180678
ENSG00000107736	CDH23	cadherin related 23 	protein_coding	-2.38942572590578	3.24474946367501e-11	6.80983103387304e-09	2.80588175903229	-1.94529473380301	1.15859501662746e-08	5.33810831512975e-07	2.80588175903229	1.22460783684029	1.64852993498527e-05	0.00107109096434355	2.80588175903229	1.39345714892062	1.96312121334697e-06	0.000168837772544093	2.80588175903229	2.01112678748632	1.65763362565249e-09	7.67654382382296e-07	2.80588175903229	-0.294471313538438	0.237463117968506	0.423044128391121	2.80588175903229
ENSG00000107738	VSIR	V-set immunoregulatory receptor 	protein_coding	-0.133294470642949	0.49989328457885	0.627993581863895	4.84609966675932	-1.24614515412425	7.917809956469e-07	1.81938378656217e-05	4.84609966675932	0.271270666591617	0.176977886998289	0.643915716574557	4.84609966675932	0.406283045197391	0.0465969919960209	0.301104927527776	4.84609966675932	0.526287907841992	0.011652872464393	0.137737257578142	4.84609966675932	0.175598005136202	0.382983377512954	0.575893995609147	4.84609966675932
ENSG00000107742	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 	protein_coding	-0.869246553926219	0.0152343172257793	0.0437978161718431	-0.696288321840746	-1.28375889610607	0.00120391319405517	0.00714553933546845	-0.696288321840746	0.704477247751973	0.0501006532187818	0.350452322921928	-0.696288321840746	0.205272569811112	0.552632000486214	0.906547371551453	-0.696288321840746	-0.432944003810154	0.211251821965033	0.632634580751195	-0.696288321840746	1.67619963627935	5.11481433827436e-05	0.000941678509312672	-0.696288321840746
ENSG00000107745	MICU1	mitochondrial calcium uptake 1 	protein_coding	-0.498368204157005	7.27559927106649e-05	0.000619540775269834	5.9996201248804	0.462943106838129	0.000162369101389565	0.00146116010971446	5.9996201248804	-0.0437717783637035	0.686343222139055	0.928851307294441	5.9996201248804	-0.150139768213881	0.172990250119757	0.620285270481026	5.9996201248804	-0.09329543258556	0.393894736523388	0.781099945204708	5.9996201248804	0.322632076482017	0.00533031857234169	0.0303537848720571	5.9996201248804
ENSG00000107758	PPP3CB	protein phosphatase 3 catalytic subunit beta 	protein_coding	-0.112043690042243	0.33967440515431	0.477354013786642	6.06484710349763	0.415696444461446	0.00107796756372573	0.0065552768243941	6.06484710349763	-0.166715278021203	0.15720040970711	0.613391154396834	6.06484710349763	0.0532487095616564	0.646686227584602	0.933942093309136	6.06484710349763	-0.115192826358189	0.326057572310318	0.73577935939943	6.06484710349763	-0.0749933596014705	0.518186232755895	0.69258947308549	6.06484710349763
ENSG00000107771	CCSER2	coiled-coil serine rich protein 2 	protein_coding	-0.330119606723403	0.0578758473589828	0.12394362622008	6.11376137768939	0.485423556860102	0.00634167249662325	0.0258490063104294	6.11376137768939	-0.193546795819188	0.253186975343732	0.729758177007708	6.11376137768939	0.0208245608970601	0.901268688628628	0.985895700482053	6.11376137768939	-0.152762778002525	0.367605894995921	0.765164235279628	6.11376137768939	0.170181062787952	0.311968508050111	0.50349757776756	6.11376137768939
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor type 1A 	protein_coding	-0.0792510566797203	0.560388998615222	0.680965195720213	5.6684836133117	0.459717861171738	0.00193955124904997	0.010413268462869	5.6684836133117	-0.283234631689476	0.0437819031763966	0.325598006991266	5.6684836133117	-0.0820059442323166	0.546287296355962	0.903970235821438	5.6684836133117	-0.101722348368661	0.455844847239545	0.81173497912076	5.6684836133117	0.0864961197984329	0.526014377887501	0.69922320446207	5.6684836133117
ENSG00000107789	MINPP1	multiple inositol-polyphosphate phosphatase 1 	protein_coding	0.087707854275568	0.52030357532305	0.645589645088596	4.29585443657067	-0.0244445016369692	0.863122969263092	0.910883717883645	4.29585443657067	0.0124710970031425	0.927854698379907	0.987978067248406	4.29585443657067	0.0683609645205892	0.618254047900864	0.92703447647316	4.29585443657067	-0.0834490098026228	0.542178086425984	0.853819372960727	4.29585443657067	-0.0606464043597095	0.666333152860152	0.803434346338688	4.29585443657067
ENSG00000107796	ACTA2	actin alpha 2, smooth muscle 	protein_coding	-0.355590110836368	0.16459286049075	0.27782351900219	9.01415442933224	0.414329863073932	0.0981907134191579	0.193859037501466	9.01415442933224	-1.02118322975485	0.000274777229226364	0.00986630524265876	9.01415442933224	-1.05620814657946	0.000195805439624331	0.00605555144701205	9.01415442933224	0.483170584550508	0.0618247036742215	0.366343823182452	9.01415442933224	1.53548103954623	7.06745896710903e-07	3.65746064197582e-05	9.01415442933224
ENSG00000107798	LIPA	lipase A, lysosomal acid type 	protein_coding	-0.719314276159927	3.38049549537352e-06	5.29023185338612e-05	7.60296630097338	0.25763798964663	0.0440445616670574	0.1077022513226	7.60296630097338	0.224064388889487	0.0820635825312754	0.456647870926836	7.60296630097338	0.0597211570316051	0.636139155213187	0.930609856010478	7.60296630097338	-0.100714003375077	0.428211552364264	0.798071022048261	7.60296630097338	0.27860474396728	0.0311884344319088	0.10813866659142	7.60296630097338
ENSG00000107815	TWNK	twinkle mtDNA helicase 	protein_coding	-0.110523147845973	0.299023882516288	0.433649457373267	4.02768247358166	-0.0854878108408806	0.440058639488308	0.57639775001272	4.02768247358166	0.196170923559571	0.0743183730999403	0.43311692010217	4.02768247358166	-0.0159382270954334	0.880729784922101	0.983298492148183	4.02768247358166	0.113042047134394	0.290270935037906	0.711700102347693	4.02768247358166	-0.0972637849116804	0.37568199839145	0.568178912489363	4.02768247358166
ENSG00000107816	LZTS2	leucine zipper tumor suppressor 2 	protein_coding	0.461311813710191	0.129065935310335	0.230456155101088	5.86186976527043	-0.563239038706659	0.064477638446454	0.142712086762427	5.86186976527043	0.0377747722237856	0.898573435430717	0.983405127389819	5.86186976527043	0.0202497470626519	0.945584902130719	0.992175822205303	5.86186976527043	0.166888511847274	0.575972771659839	0.866332806680485	5.86186976527043	-0.122985806137244	0.678167806676006	0.812022015447554	5.86186976527043
ENSG00000107819	SFXN3	sideroflexin 3 	protein_coding	-0.155215996604961	0.11541044502118	0.211059948109309	5.43194117548697	0.201161433627664	0.0469003513975843	0.112987494543387	5.43194117548697	0.0511535799551112	0.59765661628454	0.907560635081759	5.43194117548697	0.0175405462939703	0.8558341411706	0.979543238341526	5.43194117548697	0.30064530007719	0.00386041446667203	0.0667205221842713	5.43194117548697	-0.415284863348977	0.000175974256224377	0.00239336840363191	5.43194117548697
ENSG00000107821	KAZALD1	Kazal type serine peptidase inhibitor domain 1 	protein_coding	1.25190250023943	3.46994683465494e-07	8.59680518253812e-06	2.3739333571003	-0.562357560602868	0.0100118716012448	0.0362083325971332	2.3739333571003	-0.371918351751231	0.0674865011170859	0.409430197069429	2.3739333571003	-0.471540770661764	0.0214196397244681	0.187160190161402	2.3739333571003	-0.0126749070520597	0.947804992216434	0.985040794399485	2.3739333571003	0.166589089828496	0.414276103092367	0.605065558624555	2.3739333571003
ENSG00000107829	FBXW4	F-box and WD repeat domain containing 4 	protein_coding	-0.412849987012373	0.0312754139167264	0.0769361551007893	4.44435443073635	-0.202098774519996	0.292304441159963	0.430893773407614	4.44435443073635	0.149256332859315	0.424064132521277	0.848269165740035	4.44435443073635	-0.00493414971311644	0.978700838378341	0.995456205549992	4.44435443073635	0.119993545088804	0.51711430089332	0.842794954039833	4.44435443073635	0.350633033297365	0.0708820894808742	0.189884517667468	4.44435443073635
ENSG00000107833	NPM3	nucleophosmin/nucleoplasmin 3 	protein_coding	0.189405940258337	0.385598384112826	0.523985585393254	3.66220117557227	-0.565523986495242	0.0192114307919987	0.0589096182570949	3.66220117557227	0.455266681820232	0.0470788122365244	0.338761126615086	3.66220117557227	0.0842920496033992	0.701363457513346	0.946432429024587	3.66220117557227	0.225146806086394	0.30619706346883	0.723493522376088	3.66220117557227	-0.38858749127312	0.0949415982418315	0.230228276832132	3.66220117557227
ENSG00000107854	TNKS2	tankyrase 2 	protein_coding	0.104765220847643	0.476772723247471	0.607520259247395	6.00306121348109	0.34129892432649	0.0251347593082792	0.0715188054034562	6.00306121348109	-0.157335186200744	0.285810029092756	0.75859787824016	6.00306121348109	-0.00806158812495179	0.955989931272593	0.992799083283331	6.00306121348109	-0.11860996236926	0.420834757453394	0.79540936031276	6.00306121348109	-0.162057408479177	0.271644476341244	0.460327536798575	6.00306121348109
ENSG00000107862	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1 	protein_coding	0.145115857193451	0.301344974053497	0.436174994100033	6.3420284816752	-0.154149985583892	0.266134594009894	0.404270018997867	6.3420284816752	0.0687110109147819	0.619589804282164	0.913438219796162	6.3420284816752	0.216454133160012	0.125649320927285	0.531588752697985	6.3420284816752	-0.201119112994439	0.15484067523264	0.563250420161128	6.3420284816752	-0.0750119026899148	0.58633370810426	0.745076556819183	6.3420284816752
ENSG00000107863	ARHGAP21	Rho GTPase activating protein 21 	protein_coding	0.574092286949929	0.000676039117886778	0.00364367129458463	6.55162154667038	-0.00330971019451647	0.982363423549069	0.98860343192287	6.55162154667038	-0.234664668894427	0.127888352830367	0.562734119575676	6.55162154667038	0.124116082935245	0.415173173482587	0.844704594600541	6.55162154667038	-0.118779552689266	0.436624215436401	0.803025273357677	6.55162154667038	-0.341454438106967	0.0292868261375132	0.103350794620873	6.55162154667038
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3 	protein_coding	-0.436811851585844	0.0189261087706516	0.051964799408139	1.49605272911632	0.620885716628825	0.00246987310430662	0.0125746432964201	1.49605272911632	-0.26285084626458	0.155237722039152	0.611577077213056	1.49605272911632	0.208129383738525	0.25298168520255	0.726944868582962	1.49605272911632	-0.167657688635261	0.350415011021062	0.754601825927197	1.49605272911632	0.0383052861183339	0.837211287646817	0.910731377834679	1.49605272911632
ENSG00000107872	FBXL15	F-box and leucine rich repeat protein 15 	protein_coding	-0.415946733804969	0.1414053742623	0.247090021725173	1.83079379373118	-0.329895605542623	0.271356140167453	0.409671100935565	1.83079379373118	0.162113244576285	0.570117983264259	0.898033637876055	1.83079379373118	-0.134944677756952	0.632807467070945	0.929927813218483	1.83079379373118	0.15840215721663	0.571424888499267	0.864789944423806	1.83079379373118	0.560271615311627	0.0631415814359189	0.175824869305293	1.83079379373118
ENSG00000107874	CUEDC2	CUE domain containing 2 	protein_coding	-0.233960851730877	0.391612004452612	0.529805573963942	4.92185562123995	-0.401354922878521	0.152122227155624	0.267785530668394	4.92185562123995	0.152061276178786	0.577214361998169	0.900901384296217	4.92185562123995	-0.0101264981739144	0.970250445146302	0.994642274905347	4.92185562123995	0.116869873892879	0.667584040887914	0.901507809256563	4.92185562123995	0.376511122711647	0.176729928613519	0.346947743553127	4.92185562123995
ENSG00000107882	SUFU	SUFU negative regulator of hedgehog signaling 	protein_coding	0.0176355679826817	0.900207521560002	0.936935863936795	4.22049092019432	-0.129301124606001	0.381222551223464	0.52149212282413	4.22049092019432	0.170875882925906	0.23616896032247	0.711554540422239	4.22049092019432	0.0882171087999873	0.534661555742355	0.901146988243849	4.22049092019432	-0.0615691334847661	0.663252663220266	0.899459855114975	4.22049092019432	-0.0858583016178107	0.555740185779657	0.722726346152534	4.22049092019432
ENSG00000107890	ANKRD26	ankyrin repeat domain 26 	protein_coding	0.140063069365011	0.434088277725833	0.568938073340803	3.55195898676188	0.406742828691811	0.0379232377113068	0.0961982579078529	3.55195898676188	-0.168340108786215	0.357756468724315	0.815191761562059	3.55195898676188	0.0844035508820156	0.640082496898162	0.931185566725564	3.55195898676188	-0.273923227974439	0.133606946313933	0.529880337588042	3.55195898676188	-0.188946112178185	0.314524064433365	0.50620380749697	3.55195898676188
ENSG00000107897	ACBD5	acyl-CoA binding domain containing 5 	protein_coding	-0.312913575570685	0.0047069345241006	0.0172498655353219	5.04670884971824	0.191113363407214	0.0741787775992174	0.158156404464581	5.04670884971824	-0.149002638590875	0.156004002137366	0.612079703128572	5.04670884971824	0.127405789943567	0.222446027101237	0.692971158913001	5.04670884971824	-0.128534910122288	0.218943843767003	0.643506063836588	5.04670884971824	0.271931970933067	0.0131335707935219	0.0587883246856215	5.04670884971824
ENSG00000107902	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase 	protein_coding	-0.662175417381187	8.98900780720166e-05	0.000728682540421316	2.48818504066358	0.319275255454102	0.0496221755901622	0.118055565860273	2.48818504066358	0.0779013432636908	0.60620141212114	0.910486794538038	2.48818504066358	0.145842784465252	0.332595095923955	0.792703533509646	2.48818504066358	0.266353293389682	0.0795637951804744	0.414680334082936	2.48818504066358	-0.14719725919154	0.345777624218191	0.538973821610835	2.48818504066358
ENSG00000107929	LARP4B	La ribonucleoprotein domain family member 4B 	protein_coding	-0.0179237007052645	0.873296640072414	0.919256942321242	5.60240284062595	-0.157397324944464	0.169343468219917	0.289906386684353	5.60240284062595	0.0445181831825657	0.69195826327618	0.93080198314339	5.60240284062595	0.040177119797384	0.720542466982949	0.953788463791523	5.60240284062595	0.0122198909521106	0.913436893026079	0.976015128967876	5.60240284062595	0.0784058317176637	0.487819707252334	0.668831073611509	5.60240284062595
ENSG00000107937	GTPBP4	GTP binding protein 4 	protein_coding	-0.118603054158702	0.39878277131198	0.536551213302583	6.10534323874076	0.0912076918431145	0.510287856544231	0.640243763601623	6.10534323874076	-0.0709213120182072	0.610129243057549	0.910708916644904	6.10534323874076	0.0609822775535441	0.661527771516702	0.935326743964513	6.10534323874076	0.029475710974234	0.832702244742151	0.953886497720491	6.10534323874076	0.00785868580601523	0.954692859183276	0.974825176939684	6.10534323874076
ENSG00000107938	EDRF1	erythroid differentiation regulatory factor 1 	protein_coding	0.223031221562595	0.0980060927373987	0.185953150638739	3.96879931400057	0.140532670648409	0.313722499775454	0.45319972351641	3.96879931400057	-0.0399318396747621	0.765406505812175	0.951351364906441	3.96879931400057	0.0639141452082375	0.630889671414587	0.929636486773352	3.96879931400057	-0.261931973418894	0.055074338139438	0.34424053606992	3.96879931400057	-0.125614224325587	0.361663924058182	0.555726742591019	3.96879931400057
ENSG00000107949	BCCIP	BRCA2 and CDKN1A interacting protein 	protein_coding	-0.395294601307155	0.00126230415759835	0.00601860490770428	5.64455864415397	0.201866270692952	0.0769055859925641	0.162265395865853	5.64455864415397	0.0437499966858251	0.694271198055073	0.930830971255258	5.64455864415397	-0.0649747678512015	0.560404985910024	0.909078247696831	5.64455864415397	0.0629339950490942	0.573859969434382	0.865691190617688	5.64455864415397	0.151719106730484	0.178845283740043	0.349883521406945	5.64455864415397
ENSG00000107951	MTPAP	mitochondrial poly(A) polymerase 	protein_coding	-0.210589280959438	0.0239320300571748	0.0624168079224021	4.50064761877436	0.274975111979744	0.00532459815293654	0.0226905889597856	4.50064761877436	0.0902231217437046	0.320050575860938	0.785652924439121	4.50064761877436	-0.0217402066795596	0.808257544466809	0.970414113582067	4.50064761877436	0.0173403085709206	0.846278272263218	0.959425744769871	4.50064761877436	-0.150209054655373	0.10807005351498	0.251430276508316	4.50064761877436
ENSG00000107954	NEURL1	neuralized E3 ubiquitin protein ligase 1 	protein_coding	-0.103275137521768	0.823467784517178	0.883121646942863	-3.2351812344523	-1.6664301838643	0.00183506415464133	0.00996750210293792	-3.2351812344523	-0.341637658448841	0.472129244221744	0.869327562006836	-3.2351812344523	0.669248340326664	0.160782371112443	0.601593205854948	-3.2351812344523	1.22198337290088	0.0128706623355644	0.145696893333087	-3.2351812344523	0.220111266607371	0.649961541430535	0.792102253696147	-3.2351812344523
ENSG00000107957	SH3PXD2A	SH3 and PX domains 2A 	protein_coding	-0.299126736017859	0.0797797839283429	0.158459935939221	10.0717657258554	-0.0522854693198868	0.746489724873146	0.828687947698869	10.0717657258554	-0.0950801068789099	0.564315773151425	0.896222978575863	10.0717657258554	0.0650779270252993	0.693960049499468	0.944315688722708	10.0717657258554	-0.168345139915996	0.314045791278158	0.72774089492023	10.0717657258554	0.549759525107349	0.00191716267091457	0.0140680058687711	10.0717657258554
ENSG00000107959	PITRM1	pitrilysin metallopeptidase 1 	protein_coding	-0.358238455466795	0.000519971475676998	0.00295191743509209	6.54913766009678	-0.307296684076962	0.00190334368432492	0.0102707768994898	6.54913766009678	0.220768174521948	0.021787027026602	0.22033024836759	6.54913766009678	0.146145053070632	0.120490623256726	0.519988147192987	6.54913766009678	0.13551208671546	0.149924222071208	0.55624103837882	6.54913766009678	0.163109825235713	0.0814063195588261	0.207725280807002	6.54913766009678
ENSG00000107960	STN1	STN1 subunit of CST complex 	protein_coding	-0.56035017705977	3.16711519550277e-06	5.00886756094357e-05	3.66638105709584	0.0524523425153744	0.613363813002537	0.727217692483271	3.66638105709584	-0.0387361071437887	0.699064466719897	0.932090654775189	3.66638105709584	0.0768977039218474	0.441137508155376	0.861049096527412	3.66638105709584	0.105111628190635	0.292208619268531	0.713317910842045	3.66638105709584	0.364624609575701	0.0011922868770851	0.00994637103327204	3.66638105709584
ENSG00000107968	MAP3K8	mitogen-activated protein kinase kinase kinase 8 	protein_coding	0.883161542105974	9.38717742907127e-05	0.000754525196023392	3.95085691110962	-0.326752223228362	0.123031228943426	0.228701834700207	3.95085691110962	-0.044061495401171	0.825961215683737	0.965705921698968	3.95085691110962	-0.220957809042484	0.271275256595782	0.744605229388512	3.95085691110962	0.391021760361382	0.0555178793845906	0.345260355496506	3.95085691110962	-0.68241177479534	0.00221085221170047	0.0155813866338691	3.95085691110962
ENSG00000107984	DKK1	dickkopf WNT signaling pathway inhibitor 1 	protein_coding	0.726127547837533	0.00618835671940359	0.0215269473630871	5.39350662989955	-0.922877171676649	0.000990801445168304	0.00612418374441641	5.39350662989955	-0.206956278742491	0.409767076250353	0.840519953513866	5.39350662989955	0.635501965707675	0.0153031365974376	0.1499961736368	5.39350662989955	-0.158297967070692	0.525777113531315	0.846623467832965	5.39350662989955	-0.0734980960553759	0.771336894331214	0.869970634419529	5.39350662989955
ENSG00000108001	EBF3	EBF transcription factor 3 	protein_coding	0.728145727727	1.64070543795035e-06	2.95441484694129e-05	4.65064099324487	-0.747252331485506	2.02948931733128e-06	4.03685094276654e-05	4.65064099324487	-0.0813831898058097	0.513572045565959	0.88062515095099	4.65064099324487	0.0311019788903582	0.801132940699762	0.968498025965673	4.65064099324487	0.376866948931471	0.00440834570525167	0.0729242935462696	4.65064099324487	-0.307479134257515	0.0203720583450374	0.0798653670001565	4.65064099324487
ENSG00000108010	GLRX3	glutaredoxin 3 	protein_coding	-0.312877635703105	0.00138985409703931	0.00650302193699097	5.50093945931253	0.0576962727572495	0.519782531068977	0.648507342749156	5.50093945931253	-0.0108223883345443	0.903327637327927	0.985245338250781	5.50093945931253	-0.0860042424152959	0.338314239714258	0.796673208954082	5.50093945931253	-0.0234364643459289	0.793102000924842	0.940380273215758	5.50093945931253	0.375444458041624	0.000205455755796202	0.00270461837130846	5.50093945931253
ENSG00000108021	TASOR2	transcription activation suppressor family member 2 	protein_coding	0.135304075453739	0.388562153165101	0.526862749071749	5.97395673891778	0.0755661940455285	0.625880307383492	0.737619851983898	5.97395673891778	-0.112250367793954	0.471225541961084	0.869327562006836	5.97395673891778	0.072981992873425	0.639027755451547	0.930907301070064	5.97395673891778	-0.0771552964198998	0.621111096871417	0.883797209885774	5.97395673891778	-0.094446598158842	0.543279285930725	0.712006906842379	5.97395673891778
ENSG00000108039	XPNPEP1	X-prolyl aminopeptidase 1 	protein_coding	-0.622676077402243	1.61291223812688e-06	2.91308079328096e-05	6.38655603473431	0.0248200177072388	0.809168602412655	0.873614901617165	6.38655603473431	0.036012552780058	0.729349515966837	0.942271520006411	6.38655603473431	0.0734627990053841	0.483159957485158	0.879296724728865	6.38655603473431	0.139656112917867	0.188579508911307	0.607334969765892	6.38655603473431	0.348724594991691	0.00192319997043854	0.0140834235342183	6.38655603473431
ENSG00000108055	SMC3	structural maintenance of chromosomes 3 	protein_coding	0.100498361638708	0.433585784203351	0.568534401662315	5.42736096344717	0.300660714638882	0.0254480083829188	0.072040200533526	5.42736096344717	-0.0423796301223706	0.740290976994128	0.945491414411464	5.42736096344717	0.0480857171319899	0.706642670028163	0.949076826298916	5.42736096344717	-0.142291972407669	0.270449933148733	0.694229141927127	5.42736096344717	-0.264573190879543	0.0466857109890556	0.143083425449403	5.42736096344717
ENSG00000108061	SHOC2	SHOC2 leucine rich repeat scaffold protein 	protein_coding	-0.0601689000708561	0.682031368662479	0.778251740549219	6.51745551000179	0.0528638574767734	0.714429957634988	0.804446350676154	6.51745551000179	-0.0826563893898849	0.571193848367307	0.898964243167822	6.51745551000179	0.05389798323207	0.712243785853559	0.950856582401994	6.51745551000179	0.0622758449088775	0.671008515921038	0.902449839435346	6.51745551000179	-0.0262123961569829	0.856355429009657	0.921406645852042	6.51745551000179
