"simple_id"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"proximity"
"P:r1@NDUFB3"	0	0.501352672057646	0.963	0.914	0	"2"	"NDUFB3"	"P"
"P:r1@JOSD2"	0	0.502609917110364	0.962	0.852	0	"3"	"JOSD2"	"P"
"P:r1@PSME1"	0	0.504447560427187	0.986	0.913	0	"3"	"PSME1"	"P"
"P:r1@VAPA"	0	0.504571916049395	0.965	0.929	0	"0"	"VAPA"	"P"
"P:r1@APOE"	0	0.505402982384737	0.831	0.54	0	"1"	"APOE"	"P"
"P:r1@YIPF3"	0	0.512091978879347	0.977	0.871	0	"3"	"YIPF3"	"P"
"P:r1@PPA1"	0	0.512175591348992	0.979	0.958	0	"1"	"PPA1"	"P"
"P:r1@CYBA"	0	0.512248594861622	0.978	0.904	0	"3"	"CYBA"	"P"
"P:r1@TXNDC17"	0	0.512337998567629	0.986	0.925	0	"3"	"TXNDC17"	"P"
"P:r1@EIF2S3"	0	0.512500134520842	0.971	0.869	0	"3"	"EIF2S3"	"P"
"P:r1@GPI"	0	0.513131825041565	0.989	0.924	0	"3"	"GPI"	"P"
"P:r1@XBP1"	0	0.513514779747286	0.971	0.826	0	"3"	"XBP1"	"P"
"P:r1@CDC37,r1@MIR1181"	0	0.513670187036665	0.988	0.927	0	"3"	"CDC37,r1@MIR1181"	"P"
"P:r1@ETFB,r1@CLDND2,r1@AC008750.8"	0	0.51380690547676	0.996	0.981	0	"1"	"ETFB,r1@CLDND2,r1@AC008750.8"	"P"
"P:r2@PTMA"	0	0.514068369963546	1	1	0	"2"	"PTMA"	"P"
"P:r1@COX6B1"	0	0.514156434875425	0.998	0.995	0	"2"	"COX6B1"	"P"
"P:r1@EDF1"	0	0.515998071539071	0.999	0.99	0	"3"	"EDF1"	"P"
"P:r1@PRMT1"	0	0.516476962391109	0.979	0.884	0	"3"	"PRMT1"	"P"
"P:r1@PRDX6"	0	0.516878064389918	1	0.998	0	"1"	"PRDX6"	"P"
"P:r1@GBE1"	0	0.517333557032912	0.954	0.88	0	"1"	"GBE1"	"P"
"P:r1@TMED10"	0	0.519765342493238	0.993	0.948	0	"3"	"TMED10"	"P"
"P:r1@RBPMS"	0	0.51977208440365	0.991	0.938	0	"2"	"RBPMS"	"P"
"P:r1@TXNL4A"	0	0.520100602178035	0.988	0.949	0	"2"	"TXNL4A"	"P"
"P:r1@FAAP20"	0	0.520906960369992	0.972	0.866	0	"3"	"FAAP20"	"P"
"P:r1@GPX4"	0	0.521163834231456	1	0.999	0	"2"	"GPX4"	"P"
"P:r1@HEBP2"	0	0.522572150666304	0.98	0.955	0	"1"	"HEBP2"	"P"
"P:r1@COX6C"	0	0.52259677628107	0.999	0.992	0	"2"	"COX6C"	"P"
"P:r1@COPE"	0	0.52423152502206	0.987	0.92	0	"3"	"COPE"	"P"
"P:r1@COA3"	0	0.525081910001208	0.941	0.875	0	"2"	"COA3"	"P"
"P:r1@COX7C"	0	0.525228262238556	1	0.998	0	"2"	"COX7C"	"P"
"P:r1@RSL1D1"	0	0.525953019084318	0.981	0.931	0	"2"	"RSL1D1"	"P"
"P:r1@SERPINF1"	0	0.526509774847707	1	0.99	0	"1"	"SERPINF1"	"P"
"P:r1@CTSA"	0	0.52691913709759	0.953	0.889	0	"0"	"CTSA"	"P"
"P:r1@COPS6"	0	0.526971909579871	0.97	0.862	0	"3"	"COPS6"	"P"
"P:r1@KDELR1"	0	0.527859243930268	0.998	0.989	0	"3"	"KDELR1"	"P"
"P:r1@FABP4"	0	0.528938546568751	0.984	0.538	0	"1"	"FABP4"	"P"
"P:r1@NDUFA2"	0	0.529188483201092	0.987	0.958	0	"2"	"NDUFA2"	"P"
"P:r1@PRDX2"	0	0.532233388957816	0.984	0.96	0	"2"	"PRDX2"	"P"
"P:r1@AK6,r1@TAF9"	0	0.533242325930213	0.964	0.903	0	"2"	"AK6,r1@TAF9"	"P"
"P:r1@EMC3"	0	0.534622595196289	0.951	0.899	0	"1"	"EMC3"	"P"
"P:r1@ATP5F1D"	0	0.535365174611103	0.998	0.991	0	"2"	"ATP5F1D"	"P"
"P:r1@MDH1"	0	0.535697014619635	0.97	0.928	0	"2"	"MDH1"	"P"
"P:r1@PTCD1,r1@ATP5MF,r1@ATP5MF-PTCD1"	0	0.535904162214873	0.999	0.993	0	"2"	"PTCD1,r1@ATP5MF,r1@ATP5MF-PTCD1"	"P"
"P:r1@FTH1"	0	0.535997156393774	1	1	0	"0"	"FTH1"	"P"
"P:r1@MZT2B"	0	0.536136563476268	0.998	0.987	0	"3"	"MZT2B"	"P"
"P:r1@IFITM3"	0	0.536205163982313	1	0.996	0	"3"	"IFITM3"	"P"
"P:r1@CDK2AP1"	0	0.537120992204197	0.997	0.969	0	"3"	"CDK2AP1"	"P"
"P:r1@ATP5PB"	0	0.538766844672223	0.986	0.959	0	"2"	"ATP5PB"	"P"
"P:r1@HLA-A"	0	0.540369013036327	0.992	0.976	0	"0"	"HLA-A"	"P"
"P:r1@ATP5MG,r1@AP001267.5"	0	0.541236822757777	0.999	0.995	0	"2"	"ATP5MG,r1@AP001267.5"	"P"
"P:r1@ATP5F1C"	0	0.541865715890222	0.989	0.963	0	"2"	"ATP5F1C"	"P"
"P:r1@FBLN2"	0	0.544529039160306	0.993	0.94	0	"3"	"FBLN2"	"P"
"P:r1@MIF"	0	0.54455739519527	1	1	0	"3"	"MIF"	"P"
"D:r1@ADDG21008398844.F"	0	0.544972888817752	0.998	0.998	0	"0"	"ADDG21008398844.F"	"D"
"P:r1@ADDG0X023784085.F,r1@SAT1"	0	0.545166158118731	0.996	0.956	0	"1"	"ADDG0X023784085.F,r1@SAT1"	"P"
"P:r1@HIGD1A,r1@AC006059.2"	0	0.547930106920703	0.966	0.901	0	"1"	"HIGD1A,r1@AC006059.2"	"P"
"P:r1@TSKU"	0	0.547954766913503	0.972	0.843	0	"2"	"TSKU"	"P"
"P:r1@COL6A2"	0	0.54821731316135	1	0.998	0	"0"	"COL6A2"	"P"
"P:r1@PSMA7"	0	0.54830163307686	0.996	0.981	0	"2"	"PSMA7"	"P"
"P:r1@CAST"	0	0.548756264086655	0.961	0.827	0	"3"	"CAST"	"P"
"P:r1@NDUFS7"	0	0.549216466565251	0.953	0.899	0	"2"	"NDUFS7"	"P"
"P:r1@SDHD,r1@AP002884.2"	0	0.551345404034698	0.953	0.905	0	"2"	"SDHD,r1@AP002884.2"	"P"
"P:r1@APP"	0	0.551761047510119	0.958	0.927	0	"0"	"APP"	"P"
"P:r1@STOM"	0	0.551793054685546	0.958	0.861	0	"1"	"STOM"	"P"
"P:r1@PIK3R1"	0	0.551823207142425	0.918	0.763	0	"1"	"PIK3R1"	"P"
"P:r1@SEC13"	0	0.553575496282962	0.995	0.953	0	"3"	"SEC13"	"P"
"P:r1@ATF4"	0	0.5560255381442	0.97	0.823	0	"3"	"ATF4"	"P"
"P:r1@RPS26P6"	0	0.556964763516724	0.988	0.922	0	"3"	"RPS26P6"	"P"
"P:r1@ARPC1A,r1@AC004922.1"	0	0.55759793985703	0.98	0.91	0	"3"	"ARPC1A,r1@AC004922.1"	"P"
"P:r1@CEBPD"	0	0.557906132093045	0.983	0.955	0	"0"	"CEBPD"	"P"
"P:r1@ANPEP"	0	0.560382397833519	0.908	0.843	0	"0"	"ANPEP"	"P"
"P:r1@ASS1"	0	0.561728095905369	0.968	0.878	0	"2"	"ASS1"	"P"
"P:r1@TMED5"	0	0.562982103192486	0.962	0.863	0	"2"	"TMED5"	"P"
"P:r1@RAC1"	0	0.564773804399781	0.997	0.98	0	"3"	"RAC1"	"P"
"P:r1@UQCRQ"	0	0.564831205826724	1	0.997	0	"2"	"UQCRQ"	"P"
"P:r1@ATP5MC1"	0	0.567068111050344	0.958	0.901	0	"2"	"ATP5MC1"	"P"
"P:r1@TRAPPC1"	0	0.567617441375143	0.992	0.95	0	"3"	"TRAPPC1"	"P"
"P:r1@RNF181"	0	0.567850583162914	0.985	0.901	0	"3"	"RNF181"	"P"
"P:r1@LINC02802"	0	0.568068666042921	0.98	0.905	0	"3"	"LINC02802"	"P"
"P:r1@FABP5"	0	0.568645127563012	0.996	0.778	0	"1"	"FABP5"	"P"
"P:r1@CYB5R3"	0	0.569600787709707	0.998	0.987	0	"3"	"CYB5R3"	"P"
"P:r1@COX14,r1@AC074032.1"	0	0.569827518226496	0.963	0.922	0	"1"	"COX14,r1@AC074032.1"	"P"
"P:r1@EIF1"	0	0.570782148810875	1	1	0	"4"	"EIF1"	"P"
"P:r1@ZNHIT1"	0	0.57194108228402	0.978	0.941	0	"2"	"ZNHIT1"	"P"
"P:r1@COL4A1"	0	0.572264149422196	0.882	0.63	0	"1"	"COL4A1"	"P"
"P:r1@NDUFB9"	0	0.57248073876146	0.991	0.968	0	"2"	"NDUFB9"	"P"
"P:r1@MRPL41"	0	0.574218625381861	0.994	0.97	0	"2"	"MRPL41"	"P"
"P:r1@ATXN10"	0	0.574360268955621	0.937	0.78	0	"3"	"ATXN10"	"P"
"D:r1@ADDG17050186617.R"	0	0.577917341185804	0.905	0.79	0	"0"	"ADDG17050186617.R"	"D"
"P:r1@PTMS"	0	0.578095211498145	0.996	0.96	0	"3"	"PTMS"	"P"
"P:r1@ALDOA"	0	0.578453538272853	1	1	0	"3"	"ALDOA"	"P"
"P:r1@FKBP5"	0	0.579196501754219	0.923	0.669	0	"1"	"FKBP5"	"P"
"P:r1@METTL26"	0	0.579709255762333	0.983	0.896	0	"3"	"METTL26"	"P"
"P:r1@S100A6"	0	0.580853929728034	1	1	0	"3"	"S100A6"	"P"
"P:r1@COL5A1"	0	0.581711381411854	0.895	0.781	0	"0"	"COL5A1"	"P"
"P:r1@DDX39B,r1@SNORD84"	0	0.582674748845626	0.958	0.815	0	"3"	"DDX39B,r1@SNORD84"	"P"
"P:r1@PPIB"	0	0.582973944274556	1	1	0	"4"	"PPIB"	"P"
"P:r1@TOP1"	0	0.583980569513352	0.9	0.764	0	"2"	"TOP1"	"P"
"D:r1@ADDG21008217400.B"	0	0.586197748124921	1	1	0	"0"	"ADDG21008217400.B"	"D"
"P:r1@TIMM13"	0	0.586982384744087	0.983	0.948	0	"2"	"TIMM13"	"P"
"P:r1@LGALS3"	0	0.587729711489441	0.999	0.997	0	"2"	"LGALS3"	"P"
"P:r1@NDUFA12"	0	0.588204303005275	0.968	0.916	0	"2"	"NDUFA12"	"P"
"P:r1@EIF2S2"	0	0.588242225664279	0.991	0.923	0	"3"	"EIF2S2"	"P"
"P:r1@CTSB"	0	0.588702164615629	0.986	0.942	0	"0"	"CTSB"	"P"
"P:r1@PCOLCE"	0	0.591773378825164	0.996	0.976	0	"0"	"PCOLCE"	"P"
"P:r1@PSMF1"	0	0.593989639010582	0.917	0.741	0	"3"	"PSMF1"	"P"
"P:r1@NDUFAF2"	0	0.595932708181885	0.901	0.787	0	"2"	"NDUFAF2"	"P"
"P:r1@PGLS"	0	0.596369714331145	0.992	0.94	0	"3"	"PGLS"	"P"
"P:r1@ATP5PO"	0	0.596654379416516	0.996	0.983	0	"2"	"ATP5PO"	"P"
"P:r1@SUMO3"	0	0.598151728142014	0.919	0.727	0	"3"	"SUMO3"	"P"
"P:r1@RPN2"	0	0.598648611794277	0.99	0.929	0	"3"	"RPN2"	"P"
"P:r1@UBE2E3"	0	0.599100034319444	0.907	0.827	0	"0"	"UBE2E3"	"P"
"P:r1@VDAC2"	0	0.599220050055795	0.996	0.98	0	"2"	"VDAC2"	"P"
"P:r1@CDC42"	0	0.600245195925725	0.98	0.898	0	"3"	"CDC42"	"P"
"P:r1@TXNDC5"	0	0.601171701562537	0.983	0.894	0	"3"	"TXNDC5"	"P"
"P:r1@CFD"	0	0.601373699214033	1	0.897	0	"2"	"CFD"	"P"
"P:r1@FDFT1"	0	0.601766640546647	0.927	0.823	0	"2"	"FDFT1"	"P"
"P:r1@PIGT"	0	0.603822480905902	0.871	0.763	0	"0"	"PIGT"	"P"
"P:r1@ELOVL5"	0	0.606450789161116	0.98	0.895	0	"1"	"ELOVL5"	"P"
"P:r1@PDLIM4"	0	0.606614627036862	0.963	0.803	0	"3"	"PDLIM4"	"P"
"P:r1@PCOLCE"	0	0.606645083097642	0.999	0.977	0	"3"	"PCOLCE"	"P"
"P:r1@MT-ND2,r1@MT-CO1,r1@MT-TI,r1@MT-TM,r1@MT-TW"	0	0.607308598779475	0.998	0.997	0	"2"	"MT-ND2,r1@MT-CO1,r1@MT-TI,r1@MT-TM,r1@MT-TW"	"P"
"P:r1@LDHB,r1@AC010197.2"	0	0.607863156496718	1	0.998	0	"2"	"LDHB,r1@AC010197.2"	"P"
"P:r1@PSMD2"	0	0.609058318034774	0.944	0.788	0	"3"	"PSMD2"	"P"
"P:r1@EPN1"	0	0.609401267146279	0.946	0.783	0	"3"	"EPN1"	"P"
"P:r1@NDUFS6"	0	0.609641726261394	0.97	0.912	0	"2"	"NDUFS6"	"P"
"P:r1@FERMT2"	0	0.611833439160297	0.93	0.818	0	"2"	"FERMT2"	"P"
"P:r1@TMEM219"	0	0.611870001014379	0.983	0.894	0	"3"	"TMEM219"	"P"
"P:r1@NDUFS5"	0	0.612273570061339	0.999	0.994	0	"2"	"NDUFS5"	"P"
"P:r1@GTF3C6"	0	0.613914943907012	0.905	0.713	0	"3"	"GTF3C6"	"P"
"P:r1@CCDC107"	0	0.614463273989478	0.881	0.806	0	"1"	"CCDC107"	"P"
"P:r1@GBE1"	0	0.616823499509383	0.973	0.879	0	"2"	"GBE1"	"P"
"P:r1@LARP6"	0	0.618222292400982	0.954	0.791	0	"3"	"LARP6"	"P"
"P:r1@PPP1R14B"	0	0.621848172996236	0.992	0.955	0	"3"	"PPP1R14B"	"P"
"P:r1@KHDRBS1"	0	0.622943188485016	0.963	0.815	0	"3"	"KHDRBS1"	"P"
"P:r1@COX8A,r1@AP000721.1"	0	0.623067953857237	0.998	0.99	0	"2"	"COX8A,r1@AP000721.1"	"P"
"P:r1@TOMM5,r1@AL513165.2"	0	0.627304640934036	0.998	0.985	0	"2"	"TOMM5,r1@AL513165.2"	"P"
"P:r1@COL6A1"	0	0.627828323155014	1	0.997	0	"3"	"COL6A1"	"P"
"P:r1@PKDCC"	0	0.628844780395605	0.97	0.729	0	"1"	"PKDCC"	"P"
"P:r1@CST3"	0	0.629295188586362	1	0.998	0	"1"	"CST3"	"P"
"P:r1@TMED3"	0	0.633789683035555	0.964	0.845	0	"3"	"TMED3"	"P"
"P:r1@SRA1"	0	0.634001608481865	0.911	0.738	0	"3"	"SRA1"	"P"
"P:r1@CHMP2A"	0	0.634062755916213	0.964	0.824	0	"3"	"CHMP2A"	"P"
"P:r1@PPP2R1A"	0	0.635152510431828	0.974	0.845	0	"3"	"PPP2R1A"	"P"
"P:r1@HADHA"	0	0.63808397608377	0.993	0.964	0	"2"	"HADHA"	"P"
"P:r1@FKBP7"	0	0.638134712700988	0.862	0.763	0	"0"	"FKBP7"	"P"
"P:r1@PPIB"	0	0.63871890743942	1	1	0	"3"	"PPIB"	"P"
"P:r1@FBLN2"	0	0.64214561694577	0.978	0.938	0	"0"	"FBLN2"	"P"
"P:r1@COX5B"	0	0.642978534963644	1	0.996	0	"2"	"COX5B"	"P"
"P:r1@HDLBP"	0	0.646036993511796	0.998	0.973	0	"3"	"HDLBP"	"P"
"P:r1@SNX17"	0	0.646637928886922	0.957	0.795	0	"3"	"SNX17"	"P"
"P:r1@ADDG0X047581818.F,r1@ADDG0X047583314.F,r1@TIMP1"	0	0.64677071793094	1	0.995	0	"3"	"ADDG0X047581818.F,r1@ADDG0X047583314.F,r1@TIMP1"	"P"
"P:r1@ADDG0X103377209.F,r1@BEX3"	0	0.647362826273561	0.992	0.983	0	"0"	"ADDG0X103377209.F,r1@BEX3"	"P"
"P:r1@NDUFS8"	0	0.647653485145871	0.98	0.928	0	"2"	"NDUFS8"	"P"
"P:r1@GUK1"	0	0.648180811043907	0.998	0.983	0	"3"	"GUK1"	"P"
"P:r1@ABHD5"	0	0.648838008087899	0.847	0.669	0	"1"	"ABHD5"	"P"
"P:r1@DDT"	0	0.649246083818699	0.932	0.808	0	"2"	"DDT"	"P"
"P:r1@DARS"	0	0.649753754266041	0.898	0.701	0	"3"	"DARS"	"P"
"P:r1@SERPINF1"	0	0.65146812838335	1	0.991	0	"2"	"SERPINF1"	"P"
"P:r1@COPRS"	0	0.652987304603684	0.904	0.777	0	"2"	"COPRS"	"P"
"P:r1@C1R"	0	0.653800668133608	0.999	0.985	0	"0"	"C1R"	"P"
"P:r1@BOLA2,r1@BOLA2-SMG1P6"	0	0.654701646628686	0.874	0.741	0	"2"	"BOLA2,r1@BOLA2-SMG1P6"	"P"
"P:r1@MORF4L1"	0	0.654799370964878	0.998	0.966	0	"3"	"MORF4L1"	"P"
"P:r1@NDUFB6"	0	0.655432754672872	0.97	0.914	0	"2"	"NDUFB6"	"P"
"P:r1@CD63"	0	0.655917896781699	1	0.999	0	"2"	"CD63"	"P"
"P:r1@TMEM98"	0	0.656012626180147	0.883	0.639	0	"3"	"TMEM98"	"P"
"P:r1@SLIRP"	0	0.658954272815241	0.989	0.957	0	"2"	"SLIRP"	"P"
"P:r1@CCDC92,r1@AC068790.6"	0	0.659271713721377	0.865	0.751	0	"1"	"CCDC92,r1@AC068790.6"	"P"
"P:r1@COL1A1"	0	0.660331740155559	0.983	0.924	0	"0"	"COL1A1"	"P"
"P:r1@HSPB6"	0	0.661337531039113	1	0.997	0	"1"	"HSPB6"	"P"
"P:r1@TMEM256,r1@TMEM256-PLSCR3"	0	0.661856636285559	0.993	0.961	0	"2"	"TMEM256,r1@TMEM256-PLSCR3"	"P"
"P:r1@PPP4C"	0	0.662042308548715	0.974	0.846	0	"3"	"PPP4C"	"P"
"P:r1@MT-CO2,r1@MT-TD"	0	0.662603598672195	0.998	0.996	0	"2"	"MT-CO2,r1@MT-TD"	"P"
"P:r1@HLA-A"	0	0.663791842193488	0.999	0.976	0	"3"	"HLA-A"	"P"
"P:r1@NNMT"	0	0.66500482188915	0.998	0.992	0	"0"	"NNMT"	"P"
"P:r1@TCP1"	0	0.665958479611114	0.954	0.869	0	"2"	"TCP1"	"P"
"P:r1@AOC3"	0	0.666734413792537	0.783	0.425	0	"1"	"AOC3"	"P"
"P:r1@PRKCSH"	0	0.667510088111716	0.968	0.808	0	"3"	"PRKCSH"	"P"
"P:r1@YWHAB"	0	0.668033679308583	0.995	0.952	0	"3"	"YWHAB"	"P"
"P:r1@HTRA1"	0	0.668985082816278	0.998	0.948	0	"3"	"HTRA1"	"P"
"P:r1@NDUFA6"	0	0.669823348932736	0.988	0.961	0	"2"	"NDUFA6"	"P"
"P:r1@NME1-NME2,r1@NME1"	0	0.670560379378102	0.984	0.908	0	"2"	"NME1-NME2,r1@NME1"	"P"
"P:r1@ATP5F1B"	0	0.672719353280669	0.999	0.99	0	"2"	"ATP5F1B"	"P"
"P:r1@ARPC2"	0	0.67290135520679	0.997	0.968	0	"3"	"ARPC2"	"P"
"P:r1@MME"	0	0.673162845485803	0.911	0.769	0	"2"	"MME"	"P"
"P:r1@PAFAH1B1"	0	0.673667467295498	0.881	0.651	0	"3"	"PAFAH1B1"	"P"
"P:r1@TRAM1"	0	0.675036074249915	0.983	0.891	0	"3"	"TRAM1"	"P"
"P:r1@TXNRD1"	0	0.67503675811279	0.895	0.805	0	"0"	"TXNRD1"	"P"
"P:r1@IFITM1"	0	0.675497194710614	0.882	0.596	0	"3"	"IFITM1"	"P"
"P:r1@EIF4H"	0	0.675537676034235	0.959	0.8	0	"3"	"EIF4H"	"P"
"P:r1@PHB"	0	0.676495686929715	0.963	0.881	0	"2"	"PHB"	"P"
"P:r1@UQCR10"	0	0.677065112086299	0.998	0.992	0	"2"	"UQCR10"	"P"
"P:r1@PTGR1"	0	0.677263388331001	0.922	0.866	0	"0"	"PTGR1"	"P"
"P:r1@C4orf3"	0	0.678201652186315	0.993	0.956	0	"3"	"C4orf3"	"P"
"P:r1@ARF1"	0	0.678237408252044	0.998	0.952	0	"3"	"ARF1"	"P"
"P:r1@ADSL,r1@AL022238.4"	0	0.679900486165428	0.878	0.656	0	"3"	"ADSL,r1@AL022238.4"	"P"
"P:r1@EVA1B"	0	0.680838447971715	0.982	0.833	0	"3"	"EVA1B"	"P"
"P:r1@SEC61G"	0	0.681021447108725	0.999	0.991	0	"3"	"SEC61G"	"P"
"P:r1@TAX1BP3"	0	0.682037750278973	0.987	0.885	0	"3"	"TAX1BP3"	"P"
"P:r1@RABGGTB,r1@SNORD45C"	0	0.682490607363031	0.883	0.738	0	"2"	"RABGGTB,r1@SNORD45C"	"P"
"P:r1@FBN1"	0	0.683599795937762	0.946	0.751	0	"3"	"FBN1"	"P"
"P:r1@GRN"	0	0.683954658034799	0.975	0.929	0	"0"	"GRN"	"P"
"P:r1@HAX1"	0	0.684257503868093	0.937	0.752	0	"3"	"HAX1"	"P"
"P:r1@STT3A"	0	0.685806703544362	0.942	0.754	0	"3"	"STT3A"	"P"
"P:r1@SELENOM"	0	0.686661528628591	0.998	0.992	0	"3"	"SELENOM"	"P"
"P:r1@PDIA3"	0	0.688101301019095	0.999	0.986	0	"3"	"PDIA3"	"P"
"P:r1@PEMT"	0	0.688577862190317	0.794	0.484	0	"1"	"PEMT"	"P"
"P:r1@LINC01578,r1@AC013394.1"	0	0.688825708040534	0.889	0.639	0	"3"	"LINC01578,r1@AC013394.1"	"P"
"P:r1@SPTAN1"	0	0.688959235105504	0.928	0.743	0	"3"	"SPTAN1"	"P"
"P:r1@ITSN1"	0	0.689264930312651	0.824	0.695	0	"1"	"ITSN1"	"P"
"P:r1@CALD1"	0	0.689357455216163	0.992	0.94	0	"0"	"CALD1"	"P"
"P:r1@FUCA2"	0	0.689358607578276	0.905	0.701	0	"3"	"FUCA2"	"P"
"P:r1@HADHB"	0	0.693803478567163	0.938	0.835	0	"2"	"HADHB"	"P"
"P:r1@HLA-C"	0	0.694213069056513	0.976	0.934	0	"0"	"HLA-C"	"P"
"P:r1@TSPO"	0	0.69511934333621	0.998	0.982	0	"3"	"TSPO"	"P"
"P:r1@LSP1P4"	0	0.695746897907546	0.889	0.698	0	"3"	"LSP1P4"	"P"
"P:r1@QSOX1"	0	0.69578184164604	0.839	0.726	0	"0"	"QSOX1"	"P"
"P:r1@IGFBP2"	0	0.69747192492576	0.581	0.306	0	"2"	"IGFBP2"	"P"
"P:r1@IFITM3"	0	0.697921271248106	1	0.996	0	"0"	"IFITM3"	"P"
"P:r1@PGM1"	0	0.698292258321123	0.87	0.655	0	"3"	"PGM1"	"P"
"P:r1@DRAP1"	0	0.698508325514378	0.995	0.955	0	"3"	"DRAP1"	"P"
"P:r1@NDUFB5"	0	0.700248830113867	0.935	0.851	0	"2"	"NDUFB5"	"P"
"P:r1@ARFGAP3"	0	0.701914246485905	0.855	0.612	0	"3"	"ARFGAP3"	"P"
"P:r1@SPARC"	0	0.702425946804468	1	0.999	0	"3"	"SPARC"	"P"
"P:r1@SDHB"	0	0.70389706935713	0.856	0.725	0	"2"	"SDHB"	"P"
"P:r1@GLG1"	0	0.704087825339839	0.909	0.692	0	"3"	"GLG1"	"P"
"P:r1@AC010323.1,r1@NDUFA7"	0	0.704145780583024	0.976	0.918	0	"2"	"AC010323.1,r1@NDUFA7"	"P"
"P:r1@MT-ND5,r1@MT-TS2,r1@MT-TL2"	0	0.704661406838639	0.983	0.889	0	"2"	"MT-ND5,r1@MT-TS2,r1@MT-TL2"	"P"
"P:r1@WIPI1"	0	0.705535912839449	0.878	0.713	0	"0"	"WIPI1"	"P"
"P:r1@EIF4EBP1"	0	0.7062645243946	0.974	0.881	0	"3"	"EIF4EBP1"	"P"
"P:r1@RBPMS"	0	0.706560969678386	0.992	0.935	0	"1"	"RBPMS"	"P"
"D:r1@ADDG21008443541.B"	0	0.706585297034512	0.977	0.957	0	"0"	"ADDG21008443541.B"	"D"
"P:r1@TMED9"	0	0.707251837439914	0.989	0.923	0	"3"	"TMED9"	"P"
"P:r1@SPOCK1"	0	0.707479457955898	0.908	0.674	0	"3"	"SPOCK1"	"P"
"P:r1@TSKU"	0	0.707834809594015	0.973	0.836	0	"1"	"TSKU"	"P"
"P:r1@MT-ND3,r1@MT-ND4,r1@MT-TG,r1@MT-TR,r1@MT-ND4L"	0	0.708070473772235	0.997	0.982	0	"2"	"MT-ND3,r1@MT-ND4,r1@MT-TG,r1@MT-TR,r1@MT-ND4L"	"P"
"P:r1@BTG1"	0	0.708211531230336	0.999	0.962	0	"4"	"BTG1"	"P"
"P:r1@TUBB4B"	0	0.708564350305722	0.934	0.798	0	"3"	"TUBB4B"	"P"
"P:r1@CCDC85B"	0	0.708979620783356	0.988	0.968	0	"2"	"CCDC85B"	"P"
"P:r1@DHCR24"	0	0.71018544140014	0.767	0.552	0	"1"	"DHCR24"	"P"
"P:r1@HERPUD1"	0	0.710351172197371	0.96	0.672	0	"3"	"HERPUD1"	"P"
"P:r1@RHOBTB3"	0	0.711587782682364	0.989	0.93	0	"2"	"RHOBTB3"	"P"
"P:r1@CIDEC"	0	0.712063349293354	0.981	0.583	0	"1"	"CIDEC"	"P"
"P:r1@OLFML3"	0	0.71235000048485	0.99	0.853	0	"0"	"OLFML3"	"P"
"P:r1@MT-CYB"	0	0.712994623925881	0.997	0.991	0	"2"	"MT-CYB"	"P"
"P:r1@PSMB8"	0	0.713340763874965	0.83	0.566	0	"3"	"PSMB8"	"P"
"P:r1@CALU"	0	0.714512177371988	1	0.987	0	"3"	"CALU"	"P"
"P:r1@LY6E"	0	0.716163695889561	0.998	0.989	0	"3"	"LY6E"	"P"
"P:r1@CLDN11,r1@AC026316.4"	0	0.717444474008412	0.813	0.538	0	"0"	"CLDN11,r1@AC026316.4"	"P"
"P:r1@SERPING1"	0	0.719368609649321	0.965	0.912	0	"1"	"SERPING1"	"P"
"P:r1@PRMT2"	0	0.719469962697276	0.852	0.603	0	"3"	"PRMT2"	"P"
"P:r1@SDF4"	0	0.720203447889368	0.992	0.917	0	"3"	"SDF4"	"P"
"P:r2@MYL6B"	0	0.720793055631051	0.855	0.604	0	"3"	"MYL6B"	"P"
"P:r1@AP000769.1"	0	0.72093686892971	0.862	0.678	0	"2"	"AP000769.1"	"P"
"P:r1@C1QBP"	0	0.721238683481821	0.99	0.952	0	"2"	"C1QBP"	"P"
"P:r1@HSD11B1"	0	0.721665020012372	0.914	0.631	0	"1"	"HSD11B1"	"P"
"P:r1@ECM1"	0	0.721907279796252	0.762	0.572	0	"0"	"ECM1"	"P"
"P:r1@ZEB2"	0	0.722331411056949	0.887	0.71	0	"2"	"ZEB2"	"P"
"P:r1@SMIM4"	0	0.722613456101159	0.838	0.682	0	"2"	"SMIM4"	"P"
"P:r1@NDUFA3"	0	0.722619050959956	0.993	0.959	0	"2"	"NDUFA3"	"P"
"P:r1@MGST1"	0	0.722711698753811	1	0.997	0	"1"	"MGST1"	"P"
"P:r1@C11orf24"	0	0.723540352518664	0.885	0.672	0	"3"	"C11orf24"	"P"
"P:r1@ADDG0X103584865.F,r1@TCEAL4"	0	0.723962963763528	0.942	0.879	0	"0"	"ADDG0X103584865.F,r1@TCEAL4"	"P"
"P:r1@SNHG7"	0	0.72488878722454	0.975	0.957	0	"4"	"SNHG7"	"P"
"P:r1@P4HA2"	0	0.726911125798685	0.872	0.678	0	"0"	"P4HA2"	"P"
"P:r1@MCFD2"	0	0.727644452585594	0.968	0.808	0	"3"	"MCFD2"	"P"
"P:r1@NID1"	0	0.728048596247615	0.981	0.846	0	"1"	"NID1"	"P"
"P:r1@TCEA1"	0	0.728492208746167	0.995	0.937	0	"3"	"TCEA1"	"P"
